,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
1387,Sebastian Jung\Sebastian-Jung,de GER,DF,Wolfsburg,de Bundesliga,28,1990,1,56,56,1.8,0.6,1,56,0,0,,4,3.00,1,1,0,0.00,-0.36,0.6,1.8,-1.2,-1.94,-1.98,Matches
1388,Hamed Junior Traorè\Hamed-Junior-Traore,ci CIV,MF,Empoli,it Serie A,18,2000,32,2259,71,66.1,25.1,26,83,13,6,15,6,0.94,37,50,-13,-0.52,-0.05,34.3,46.5,-12.2,-0.49,-0.75,Matches
1389,Vinicius Júnior\Vinicius-Junior,br BRA,FW,Real Madrid,es La Liga,18,2000,18,869,48,25.4,9.7,9,83,5,9,14,5,1.61,15,13,+2,+0.21,-0.32,15.4,12.5,+2.9,+0.30,-0.15,Matches
1390,Musa Juwara\Musa-Juwara,gm GAM,FW,Chievo,it Serie A,16,2001,1,12,12,0.4,0.1,0,,0,1,11,1,1.00,0,0,0,0.00,+1.32,0.0,0.1,-0.1,-0.38,+0.24,Matches
1391,Mathias Jørgensen\Mathias-Jorgensen,dk DEN,DF,Huddersfield,eng Premier League,28,1990,24,2147,89,62.8,23.9,24,89,23,0,,7,0.33,11,38,-27,-1.13,+0.78,17.4,36.1,-18.7,-0.78,+0.34,Matches
1392,Sory Kaba\Sory-Kaba,gn GUI,FWMF,Dijon,fr Ligue 1,23,1995,9,232,26,6.8,2.6,2,70,0,7,13,6,0.78,2,4,-2,-0.78,-0.01,3.1,4.7,-1.7,-0.64,-0.09,Matches
1393,Ozan Kabak\Ozan-Kabak,tr TUR,DF,Stuttgart,de Bundesliga,18,2000,15,1350,90,44.1,15.0,15,90,15,0,,1,0.87,18,32,-14,-0.93,+0.33,18.3,26.1,-7.7,-0.51,+0.06,Matches
1394,Christian Kabasele\Christian-Kabasele,be BEL,DF,Watford,eng Premier League,27,1991,21,1586,76,46.4,17.6,19,82,16,2,11,10,1.19,23,27,-4,-0.23,-0.08,23.5,27.0,-3.5,-0.20,-0.06,Matches
1395,Elias Kachunga\Elias-Kachunga,cd COD,FWMF,Huddersfield,eng Premier League,26,1992,20,1182,59,34.6,13.1,13,81,7,7,18,10,0.25,4,30,-26,-1.98,-0.85,9.1,26.1,-17.1,-1.30,-0.60,Matches
1396,Pavel Kadeřábek\Pavel-Kaderabek,cz CZE,DFMF,Hoffenheim,de Bundesliga,26,1992,29,2509,87,82.0,27.9,28,89,27,1,17,2,1.69,62,40,+22,+0.79,+1.44,60.6,43.2,+17.3,+0.62,-0.03,Matches
1397,Shinji Kagawa\Shinji-Kagawa,jp JPN,MF,Dortmund,de Bundesliga,29,1989,2,98,49,3.2,1.1,1,70,0,1,28,0,2.00,3,1,+2,+1.84,+0.77,1.2,1.4,-0.2,-0.21,-0.78,Matches
1398,Kylian Kaïboué\Kylian-Kaiboue,fr FRA,MF,Montpellier,fr Ligue 1,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1399,Sullay Kaikai\Sullay-Kaikai,eng ENG,FWMF,Crystal Palace,eng Premier League,22,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1400,Florian Kainz\Florian-Kainz,at AUT,FW,Werder Bremen,de Bundesliga,25,1992,8,373,47,12.2,4.1,5,67,0,3,13,5,1.75,5,4,+1,+0.24,-0.03,4.2,5.7,-1.5,-0.36,-0.26,Matches
1401,Kaiser\Kaiser,es ESP,DF,Eibar,es La Liga,22,1996,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1402,Gaël Kakuta\Gael-Kakuta,cd COD,MFFW,Rayo Vallecano,es La Liga,27,1991,12,717,60,21.0,8.0,9,72,3,3,22,3,0.50,8,19,-11,-1.38,-0.78,8.5,12.4,-3.8,-0.48,-0.16,Matches
1403,Sergio Kalaj\Sergio-Kalaj,al ALB,DF,Lazio,it Serie A,18,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1404,Nikola Kalinić\Nikola-Kalinic,hr CRO,FW,Atlético Madrid,es La Liga,30,1988,17,642,38,18.8,7.1,7,63,0,10,20,14,2.12,11,4,+7,+0.98,+0.37,8.7,6.0,+2.7,+0.38,+0.23,Matches
1405,Salomon Kalou\Salomon-Kalou,ci CIV,FWMF,Hertha BSC,de Bundesliga,32,1985,30,2317,77,75.7,25.7,27,84,14,3,18,1,1.30,36,39,-3,-0.12,+0.49,36.9,45.7,-8.8,-0.34,-0.02,Matches
1406,Samuel Kalu\Samuel-Kalu,ng NGA,FW,Bordeaux,fr Ligue 1,20,1997,21,1281,61,37.5,14.2,14,80,9,7,24,0,1.29,13,14,-1,-0.07,+0.22,18.2,20.3,-2.1,-0.15,+0.30,Matches
1407,François Kamano\Francois-Kamano,gn GUI,FWMF,Bordeaux,fr Ligue 1,22,1996,37,2561,69,74.9,28.5,29,80,12,8,30,0,1.03,26,32,-6,-0.21,0.00,29.1,37.5,-8.4,-0.29,+0.18,Matches
1408,Aboubakar Kamara\Aboubakar-Kamara,mr MTN,FWMF,Fulham,eng Premier League,23,1995,13,693,53,20.3,7.7,5,87,3,8,32,4,0.69,5,17,-12,-1.56,-0.40,11.1,12.4,-1.3,-0.17,+0.63,Matches
1409,Bingourou Kamara\Bingourou-Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,21,1996,0,,,,,0,,0,0,,31,,,,,,,,,,,,Matches
1410,Boubacar Kamara\Boubacar-Kamara,fr FRA,DF,Marseille,fr Ligue 1,18,1999,31,2411,78,70.5,26.8,27,88,25,4,10,4,1.65,40,38,+2,+0.07,-0.46,35.1,32.1,+3.0,+0.11,-0.21,Matches
1411,Hassane Kamara\Hassane-Kamara,fr FRA,DFFW,Reims,fr Ligue 1,23,1994,16,926,58,27.1,10.3,9,89,8,7,18,9,1.50,14,9,+5,+0.49,+0.77,12.2,11.2,+1.0,+0.10,+0.29,Matches
1412,Marcin Kamiński\Marcin-Kaminski,pl POL,DF,Düsseldorf,de Bundesliga,26,1992,27,2430,90,79.4,27.0,27,90,27,0,,5,1.44,40,51,-11,-0.41,+0.31,39.1,46.8,-7.7,-0.28,+0.55,Matches
1413,Patrick Kammerbauer\Patrick-Kammerbauer,de GER,FW,Freiburg,de Bundesliga,21,1997,1,2,2,0.1,0.0,0,,0,1,1,8,1.00,0,1,-1,-45.00,-44.59,0.0,0.3,-0.2,-11.16,-10.78,Matches
1414,Kevin Kampl\Kevin-Kampl,si SVN,MF,RB Leipzig,de Bundesliga,27,1990,27,2113,78,69.1,23.5,25,82,14,2,26,0,2.04,47,22,+25,+1.06,+0.21,43.6,26.2,+17.4,+0.74,-0.06,Matches
1415,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,eng Premier League,25,1993,28,2424,87,70.9,26.9,27,89,23,1,16,0,1.86,50,31,+19,+0.71,-0.11,39.7,32.7,+7.0,+0.26,-0.03,Matches
1416,Wilfried Kanga\Wilfried-Kanga,fr FRA,FW,Angers,fr Ligue 1,20,1998,18,493,27,14.4,5.5,4,69,1,14,16,11,1.33,6,5,+1,+0.18,+0.37,8.3,6.1,+2.2,+0.41,+0.45,Matches
1417,Lee Kangin\Lee-Kangin,kr KOR,FWMF,Valencia,es La Liga,17,2001,3,24,8,0.7,0.3,0,,0,3,7,7,2.33,1,0,+1,+3.75,+3.35,0.3,0.1,+0.2,+0.85,+0.42,Matches
1418,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,eng Premier League,27,1991,36,3092,86,90.4,34.4,36,86,32,0,,1,1.89,57,38,+19,+0.55,-0.82,52.7,33.0,+19.6,+0.57,-0.44,Matches
1419,Stefanos Kapino\Stefanos-Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,24,1994,1,45,45,1.5,0.5,0,,0,1,45,16,3.00,2,1,+1,+2.00,+1.76,0.9,0.4,+0.6,+1.11,+1.25,Matches
1420,Wilfrid Kaptoum\Wilfrid-Kaptoum,cm CMR,MF,Betis,es La Liga,22,1996,10,773,77,22.6,8.6,9,83,5,1,22,11,1.40,7,12,-5,-0.58,-0.48,9.1,8.9,+0.2,+0.03,-0.03,Matches
1421,Kenan Karaman\Kenan-Karaman,tr TUR,FWMF,Düsseldorf,de Bundesliga,24,1994,21,919,44,30.0,10.2,9,81,2,12,16,7,1.48,19,17,+2,+0.20,+0.95,14.9,16.4,-1.5,-0.15,+0.35,Matches
1422,Yann Karamoh\Yann-Karamoh,fr FRA,MF,Inter,it Serie A,20,1998,1,5,5,0.1,0.1,0,,0,1,4,0,0.00,0,0,0,0.00,-0.63,0.3,0.0,+0.3,+6.20,+5.52,Matches
1423,Yann Karamoh\Yann-Karamoh,fr FRA,FWMF,Bordeaux,fr Ligue 1,20,1998,22,1224,56,35.8,13.6,13,80,5,9,20,5,1.18,13,14,-1,-0.07,+0.21,18.1,18.5,-0.4,-0.03,+0.48,Matches
1424,Ibrahim Karamoko\Ibrahim-Karamoko,fr FRA,MF,Chievo,it Serie A,17,2001,2,65,33,1.9,0.7,0,,0,2,32,3,0.50,0,3,-3,-4.15,-2.89,0.3,1.4,-1.1,-1.46,-0.86,Matches
1425,Loris Karius\Loris-Karius,de GER,GK,Liverpool,eng Premier League,25,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1426,Orestis Karnezis\Orestis-Karnezis,gr GRE,GK,Napoli,it Serie A,33,1985,9,810,90,23.7,9.0,9,90,9,0,,29,2.22,21,7,+14,+1.56,+0.73,16.8,8.5,+8.3,+0.92,+0.04,Matches
1427,Rick Karsdorp\Rick-Karsdorp,nl NED,DF,Roma,it Serie A,23,1995,11,593,54,17.3,6.6,7,77,1,4,13,15,1.55,12,11,+1,+0.15,-0.39,10.8,8.7,+2.2,+0.33,+0.08,Matches
1428,Redi Kasa\Redi-Kasa,al ALB,MF,Parma,it Serie A,16,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1429,Grigoris Kastanos\Grigoris-Kastanos,cy CYP,MF,Juventus,it Serie A,20,1998,1,60,60,1.8,0.7,1,60,0,0,,4,0.00,1,1,0,0.00,-1.07,0.3,0.7,-0.4,-0.59,-1.19,Matches
1430,Florian Kath\Florian-Kath,de GER,MF,Freiburg,de Bundesliga,23,1994,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1431,Eiji Kawashima\Eiji-Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,35,1983,1,90,90,2.6,1.0,1,90,1,0,,6,3.00,1,0,+1,+1.00,+0.76,0.9,1.5,-0.6,-0.56,-0.38,Matches
1432,Beram Kayal\Beram-Kayal,il ISR,MF,Brighton,eng Premier League,30,1988,18,940,52,27.5,10.4,9,85,7,9,20,19,1.22,8,17,-9,-0.86,-0.28,6.0,19.0,-13.0,-1.24,-0.92,Matches
1433,Moise Kean\Moise-Kean,it ITA,FW,Juventus,it Serie A,18,2000,13,541,42,15.8,6.0,5,85,3,8,15,19,1.85,11,5,+6,+1.00,-0.06,8.9,4.3,+4.6,+0.77,+0.22,Matches
1434,Michael Keane\Michael-Keane,eng ENG,DF,Everton,eng Premier League,25,1993,33,2969,90,86.8,33.0,33,90,32,0,,2,1.48,50,39,+11,+0.33,+0.93,39.9,40.5,-0.6,-0.02,-0.46,Matches
1435,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,eng Premier League,26,1992,7,108,15,3.2,1.2,0,,0,7,14,14,0.00,0,3,-3,-2.50,-1.30,0.5,2.3,-1.8,-1.49,-0.85,Matches
1436,Thilo Kehrer\Thilo-Kehrer,de GER,DF,Paris S-G,fr Ligue 1,21,1996,27,1902,70,55.6,21.1,19,88,17,8,30,4,2.33,64,23,+41,+1.94,+0.22,51.9,23.4,+28.5,+1.35,-0.23,Matches
1437,Jules Keita\Jules-Keita,gn GUI,FWMF,Dijon,fr Ligue 1,20,1998,17,456,27,13.3,5.1,2,86,1,15,19,7,0.76,7,8,-1,-0.20,+0.65,8.3,10.4,-2.1,-0.42,+0.16,Matches
1438,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,eng Premier League,23,1995,25,1390,56,40.6,15.4,16,78,5,9,17,7,2.68,36,8,+28,+1.81,+0.08,31.2,11.3,+19.9,+1.29,+0.24,Matches
1439,Keko\Keko,es ESP,MFFW,Valladolid,es La Liga,26,1991,26,1533,59,44.8,17.0,20,71,3,6,19,4,0.69,11,23,-12,-0.70,-0.37,16.6,24.4,-7.7,-0.45,-0.23,Matches
1440,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,eng Premier League,28,1990,13,1111,85,32.5,12.3,12,90,12,1,30,21,1.31,17,21,-4,-0.32,-0.40,16.2,19.7,-3.5,-0.28,-0.48,Matches
1441,Marc-Oliver Kempf\Marc-Oliver-Kempf,de GER,DF,Stuttgart,de Bundesliga,23,1995,23,2025,88,66.2,22.5,23,88,22,0,,2,0.96,26,46,-20,-0.89,+0.68,28.0,37.5,-9.5,-0.42,+0.36,Matches
1442,Kenedy\Kenedy,br BRA,MFFW,Newcastle Utd,eng Premier League,22,1996,25,1348,54,39.4,15.0,14,83,7,11,17,3,1.16,14,18,-4,-0.27,-0.18,15.3,21.7,-6.4,-0.43,-0.11,Matches
1443,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,eng Premier League,21,1997,10,791,79,23.1,8.8,8,90,7,2,37,6,0.90,8,15,-7,-0.80,-1.31,8.8,11.7,-3.0,-0.34,-0.50,Matches
1444,Christophe Kerbrat\Christophe-Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,25,2095,84,61.3,23.3,25,84,21,0,,6,0.72,17,47,-30,-1.29,-0.61,22.6,29.8,-7.2,-0.31,-0.10,Matches
1445,Sebastian Kerk\Sebastian-Kerk,de GER,MFFW,Nürnberg,de Bundesliga,24,1994,21,1179,56,38.5,13.1,17,66,4,4,14,6,0.48,6,22,-16,-1.22,+0.02,11.6,19.3,-7.7,-0.59,+0.13,Matches
1446,Franck Kessié\Franck-Kessie,ci CIV,MF,Milan,it Serie A,21,1996,34,3018,89,88.2,33.5,34,89,31,0,,1,1.88,51,32,+19,+0.57,+0.57,41.9,34.5,+7.4,+0.22,+0.06,Matches
1447,Billy Ketkeophomphone\Billy-Ketkeophomphone,fr FRA,FWMF,Angers,fr Ligue 1,28,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1448,Driss Khalid\Driss-Khalid,ma MAR,FW,Toulouse,fr Ligue 1,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1449,Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,FWMF,Marseille,fr Ligue 1,23,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1450,Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,MFFW,Caen,fr Ligue 1,23,1995,25,1353,54,39.6,15.0,17,66,1,8,30,7,0.76,13,26,-13,-0.86,-0.34,9.5,24.0,-14.5,-0.97,-0.45,Matches
1451,Wahbi Khazri\Wahbi-Khazri,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,27,1991,32,2817,88,82.4,31.3,32,88,24,0,,0,1.66,43,34,+9,+0.29,-1.06,43.0,40.3,+2.7,+0.09,-0.29,Matches
1452,Rani Khedira\Rani-Khedira,de GER,DFMF,Augsburg,de Bundesliga,24,1994,30,2624,87,85.8,29.2,30,87,27,0,,0,1.07,43,53,-10,-0.34,+1.72,38.4,47.0,-8.6,-0.29,+0.86,Matches
1453,Sami Khedira\Sami-Khedira,de GER,MF,Juventus,it Serie A,31,1987,10,706,71,20.6,7.8,8,78,1,2,41,5,2.60,19,9,+10,+1.27,+0.28,15.7,7.6,+8.0,+1.02,+0.56,Matches
1454,Isaac Kiese Thelin\Isaac-Kiese-Thelin,se SWE,FW,Leverkusen,de Bundesliga,26,1992,6,180,30,5.9,2.0,1,95,1,5,17,16,1.33,3,1,+2,+1.00,+0.53,2.9,4.1,-1.2,-0.58,-1.19,Matches
1455,Kike\Kike,es ESP,FW,Eibar,es La Liga,28,1989,30,1298,43,38.0,14.4,15,70,3,15,17,4,1.20,14,22,-8,-0.55,-0.72,20.3,15.1,+5.2,+0.36,+0.33,Matches
1456,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,eng Premier League,21,1997,1,1,1,0.0,0.0,0,,0,1,0,5,3.00,0,0,0,0.00,-0.03,0.0,0.0,0.0,0.00,-0.30,Matches
1457,Joshua Kimmich\Joshua-Kimmich,de GER,DFMF,Bayern Munich,de Bundesliga,23,1995,34,3060,90,100.0,34.0,34,90,34,0,,0,2.29,88,32,+56,+1.65,,81.0,25.9,+55.2,+1.62,,Matches
1458,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,22,1995,24,2005,84,58.6,22.3,23,87,21,1,5,4,2.25,55,25,+30,+1.35,-1.20,52.2,24.6,+27.6,+1.24,-0.51,Matches
1459,Joshua King\Joshua-King,no NOR,FW,Bournemouth,eng Premier League,26,1992,35,2961,85,86.6,32.9,34,87,20,1,16,0,1.20,48,57,-9,-0.27,+0.71,43.1,46.0,-2.9,-0.09,-0.15,Matches
1460,Thorsten Kirschbaum\Thorsten-Kirschbaum,de GER,GK,Leverkusen,de Bundesliga,31,1987,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1461,Sofian Kiyine\Sofian-Kiyine,ma MAR,MFDF,Chievo,it Serie A,20,1997,23,816,35,23.9,9.1,9,67,2,14,15,13,0.70,5,20,-15,-1.65,-0.44,6.7,16.6,-9.9,-1.09,-0.62,Matches
1462,Simon Kjær\Simon-Kjaer,dk DEN,DF,Sevilla,es La Liga,29,1989,26,2008,77,58.7,22.3,25,80,16,1,4,4,1.46,31,30,+1,+0.04,-0.85,33.2,28.4,+4.9,+0.22,-0.71,Matches
1463,Davy Klaassen\Davy-Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,25,1993,33,2816,85,92.0,31.3,33,85,26,0,,0,1.52,55,45,+10,+0.32,+0.69,45.5,48.8,-3.3,-0.10,+0.28,Matches
1464,Patric Klandt\Patric-Klandt,de GER,GK,Nürnberg,de Bundesliga,34,1983,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
1465,Felix Klaus\Felix-Klaus,de GER,FWMF,Wolfsburg,de Bundesliga,25,1992,15,443,30,14.5,4.9,5,69,0,10,10,5,1.60,8,5,+3,+0.61,+0.30,7.9,8.5,-0.6,-0.13,-0.15,Matches
1466,Ragnar Klavan\Ragnar-Klavan,ee EST,DF,Cagliari,it Serie A,32,1985,15,1230,82,36.0,13.7,15,82,12,0,,2,0.87,12,18,-6,-0.44,+0.05,15.0,20.3,-5.4,-0.39,+0.19,Matches
1467,Tim Kleindienst\Tim-Kleindienst,de GER,FW,Freiburg,de Bundesliga,22,1995,4,200,50,6.5,2.2,2,87,1,2,13,1,0.25,1,6,-5,-2.25,-1.94,1.8,3.8,-2.0,-0.90,-0.55,Matches
1468,Jonathan Klinsmann\Jonathan-Klinsmann,us USA,GK,Hertha BSC,de Bundesliga,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1469,Lukas Klostermann\Lukas-Klostermann,de GER,DF,RB Leipzig,de Bundesliga,22,1996,26,2003,77,65.5,22.3,22,88,20,4,18,4,1.96,36,21,+15,+0.67,-0.94,38.2,24.5,+13.7,+0.61,-0.43,Matches
1470,Justin Kluivert\Justin-Kluivert,nl NED,FW,Roma,it Serie A,19,1999,29,1341,46,39.2,14.9,14,72,1,15,22,8,1.62,26,15,+11,+0.74,+0.44,26.5,18.3,+8.2,+0.55,+0.48,Matches
1471,Lukas Klünter\Lukas-Klunter,de GER,DF,Hertha BSC,de Bundesliga,22,1996,10,592,59,19.3,6.6,7,79,4,3,13,6,1.00,8,12,-4,-0.61,-0.46,9.4,10.6,-1.2,-0.18,+0.20,Matches
1472,Josh Knight\Josh-Knight,eng ENG,DFMF,Leicester City,eng Premier League,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1473,Robin Knoche\Robin-Knoche,de GER,DF,Wolfsburg,de Bundesliga,26,1992,31,2790,90,91.2,31.0,31,90,31,0,,3,1.68,58,47,+11,+0.35,+0.02,40.5,42.3,-1.8,-0.06,-0.65,Matches
1474,Anthony Knockaert\Anthony-Knockaert,fr FRA,FWMF,Brighton,eng Premier League,26,1991,30,1837,61,53.7,20.4,18,83,10,12,29,4,0.80,20,38,-18,-0.88,-0.48,18.6,33.8,-15.1,-0.74,-0.36,Matches
1475,Törles Knöll\Torles-Knoll,de GER,FW,Nürnberg,de Bundesliga,20,1997,16,370,23,12.1,4.1,2,82,0,14,15,6,0.56,4,6,-2,-0.49,+0.85,4.0,6.3,-2.3,-0.56,+0.12,Matches
1476,Gregor Kobel\Gregor-Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,20,1997,1,90,90,2.9,1.0,1,90,1,0,,12,3.00,3,1,+2,+2.00,+1.52,1.9,1.7,+0.2,+0.22,-0.41,Matches
1477,Gregor Kobel\Gregor-Kobel,ch SUI,GK,Augsburg,de Bundesliga,20,1997,16,1389,87,45.4,15.4,16,87,15,0,,0,0.88,18,42,-24,-1.56,-1.77,13.6,27.0,-13.4,-0.87,-0.82,Matches
1478,Robin Koch\Robin-Koch,de GER,MFDF,Freiburg,de Bundesliga,22,1996,24,1901,79,62.1,21.1,21,90,21,3,3,4,1.13,31,35,-4,-0.19,+0.66,26.8,34.4,-7.6,-0.36,+0.09,Matches
1479,Kenan Kodro\Kenan-Kodro,ba BIH,FWMF,Athletic Club,es La Liga,24,1993,11,161,15,4.7,1.8,0,,0,11,14,2,1.91,1,2,-1,-0.56,-0.48,1.4,2.6,-1.3,-0.70,-0.64,Matches
1480,Christian Koffi\Christian-Koffi,fr FRA,MF,Fiorentina,it Serie A,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1481,Hervé Koffi\Herve-Koffi,bf BFA,GK,Lille,fr Ligue 1,21,1996,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1482,Dominik Kohr\Dominik-Kohr,de GER,MF,Leverkusen,de Bundesliga,24,1994,18,973,54,31.8,10.8,10,86,7,8,14,15,1.72,17,21,-4,-0.37,-1.28,15.9,21.0,-5.2,-0.48,-1.50,Matches
1483,Ali Koiki\Ali-Koiki,eng ENG,DF,Burnley,eng Premier League,17,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1484,Djégui Koita\Djegui-Koita,fr FRA,DF,Guingamp,fr Ligue 1,18,1999,2,173,87,5.1,1.9,1,91,1,1,82,1,1.00,0,1,-1,-0.52,+0.56,1.9,2.2,-0.2,-0.13,+0.15,Matches
1485,Seybou Koita\Seybou-Koita,ne NIG,FW,Amiens,fr Ligue 1,24,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1486,Koke\Koke,es ESP,MF,Atlético Madrid,es La Liga,26,1992,30,2586,86,75.6,28.7,29,88,26,1,24,0,2.00,42,22,+20,+0.70,+0.05,37.0,30.7,+6.3,+0.22,+0.13,Matches
1487,Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Roma,it Serie A,32,1985,33,2906,88,85.0,32.3,32,90,31,1,26,0,1.73,60,41,+19,+0.59,+0.76,55.5,47.6,+7.9,+0.24,-0.08,Matches
1488,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,eng Premier League,25,1993,24,1887,79,55.2,21.0,22,84,16,2,23,5,1.71,37,29,+8,+0.38,-0.44,31.1,30.6,+0.5,+0.03,-0.09,Matches
1489,Randal Kolo Muani\Randal-Kolo-Muani,fr FRA,FWMF,Nantes,fr Ligue 1,19,1998,6,122,20,3.6,1.4,1,94,0,5,6,4,1.00,0,3,-3,-2.21,-2.29,1.0,0.6,+0.5,+0.35,+0.36,Matches
1490,Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1991,36,3184,88,93.1,35.4,35,89,34,1,69,1,1.75,54,39,+15,+0.42,-0.72,52.4,47.0,+5.4,+0.15,+0.20,Matches
1491,Vincent Kompany\Vincent-Kompany,be BEL,DF,Manchester City,eng Premier League,32,1986,17,1224,72,35.8,13.6,13,89,10,4,17,9,2.88,36,7,+29,+2.13,+0.37,30.4,8.3,+22.1,+1.63,+0.22,Matches
1492,Ghislain Konan\Ghislain-Konan,ci CIV,DF,Reims,fr Ligue 1,22,1995,20,1800,90,52.6,20.0,20,90,20,0,,0,1.35,16,19,-3,-0.15,-0.15,19.3,24.1,-4.8,-0.24,-0.28,Matches
1493,Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,RB Leipzig,de Bundesliga,19,1999,28,2431,87,79.4,27.0,27,90,27,1,0,2,2.04,52,25,+27,+1.00,0.00,48.4,29.5,+18.9,+0.70,-0.30,Matches
1494,Moussa Konaté\Moussa-Konate,sn SEN,FW,Amiens,fr Ligue 1,25,1993,27,1876,69,54.9,20.8,21,82,9,6,24,0,1.11,20,25,-5,-0.24,+0.69,22.2,22.8,-0.6,-0.03,+0.63,Matches
1495,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Valencia,es La Liga,25,1993,19,1245,66,36.4,13.8,14,81,10,5,23,4,1.42,12,13,-1,-0.07,-0.78,16.5,14.9,+1.6,+0.12,-0.51,Matches
1496,Kouadio Koné\Kouadio-Kone,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,1,68,68,2.0,0.8,1,68,0,0,,0,0.00,1,2,-1,-1.32,-0.76,0.4,1.0,-0.5,-0.72,-0.34,Matches
1497,Lamine Koné\Lamine-Kone,ci CIV,DF,Strasbourg,fr Ligue 1,29,1989,27,2152,80,62.9,23.9,23,90,23,4,20,3,1.19,32,30,+2,+0.08,-0.48,28.1,31.3,-3.3,-0.14,+0.15,Matches
1498,Youssouf Koné\Youssouf-Kone,ml MLI,DF,Lille,fr Ligue 1,23,1995,20,1709,85,50.0,19.0,19,89,17,1,15,5,2.05,36,13,+23,+1.21,+0.58,31.5,18.1,+13.4,+0.70,+0.59,Matches
1499,Terence Kongolo\Terence-Kongolo,nl NED,DF,Huddersfield,eng Premier League,24,1994,32,2716,85,79.4,30.2,32,85,26,0,,2,0.44,20,65,-45,-1.49,-0.34,22.8,52.2,-29.4,-0.98,-0.32,Matches
1500,Yevhen Konoplyanka\Yevhen-Konoplyanka,ua UKR,FW,Schalke 04,de Bundesliga,28,1989,13,656,50,21.4,7.3,7,81,3,6,15,10,1.08,6,10,-4,-0.55,-0.02,8.6,10.0,-1.3,-0.18,+0.02,Matches
1501,David Kopacz\David-Kopacz,pl POL,MF,Stuttgart,de Bundesliga,19,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1502,Pascal Köpke\Pascal-Kopke,de GER,FWMF,Hertha BSC,de Bundesliga,22,1995,7,74,11,2.4,0.8,0,,0,7,10,11,1.29,1,1,0,0.00,+0.24,1.8,2.1,-0.3,-0.32,+0.02,Matches
1503,Julian Korb\Julian-Korb,de GER,DF,Hannover 96,de Bundesliga,26,1992,12,1006,84,32.9,11.2,11,86,8,1,59,10,0.50,9,27,-18,-1.61,-0.65,10.7,24.6,-13.9,-1.25,-0.44,Matches
1504,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Arsenal,eng Premier League,32,1985,17,1331,78,38.9,14.8,13,89,12,4,45,2,1.53,27,23,+4,+0.27,-0.51,24.0,22.5,+1.5,+0.10,+0.05,Matches
1505,Filip Kostić\Filip-Kostic,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,25,1992,34,2956,87,96.6,32.8,33,89,27,1,21,0,1.59,57,46,+11,+0.33,-0.53,53.5,48.5,+5.0,+0.15,+0.18,Matches
