,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
2606,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,21,1997,26,1729,67,56.5,19.2,20,77,7,6,32,1,1.08,17,22,-5,-0.26,+0.62,22.0,23.2,-1.2,-0.06,+0.31,Matches
2607,Jean Seri\Jean-Seri,ci CIV,MF,Fulham,eng Premier League,27,1991,32,2244,70,65.6,24.9,27,79,14,5,21,2,0.72,26,54,-28,-1.12,+0.33,28.1,41.6,-13.4,-0.54,+0.38,Matches
2608,Leonardo Sernicola\Leonardo-Sernicola,it ITA,FW,Sassuolo,it Serie A,21,1997,1,6,6,0.2,0.1,0,,0,1,5,20,0.00,0,0,0,0.00,+0.18,0.0,0.0,0.0,0.00,+0.29,Matches
2609,Julien Serrano\Julien-Serrano,fr FRA,MFDF,Monaco,fr Ligue 1,20,1998,3,119,40,3.5,1.3,1,92,1,2,14,3,1.67,1,2,-1,-0.76,-0.27,1.7,1.7,0.0,+0.01,-0.03,Matches
2610,Grégory Sertic\Gregory-Sertic,fr FRA,MF,Marseille,fr Ligue 1,28,1989,4,108,27,3.2,1.2,1,89,0,3,6,7,2.25,3,3,0,0.00,-0.22,1.4,2.2,-0.8,-0.66,-0.87,Matches
2611,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,FWDF,Fulham,eng Premier League,18,2000,35,2300,66,67.3,25.6,26,82,19,9,17,1,0.71,23,60,-37,-1.45,-0.64,28.0,48.5,-20.6,-0.80,-0.41,Matches
2612,Steven Sessegnon\Steven-Sessegnon,eng ENG,DF,Fulham,eng Premier League,18,2000,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
2613,Paik Seung-ho\Paik-Seung-ho,kr KOR,FWMF,Girona,es La Liga,21,1997,3,60,20,1.8,0.7,0,,0,3,19,8,0.00,0,0,0,0.00,+0.43,0.6,1.3,-0.7,-1.10,-0.80,Matches
2614,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,FW,Roma,it Serie A,25,1992,28,2104,75,61.5,23.4,23,82,15,5,43,4,1.89,43,24,+19,+0.81,+0.88,40.5,30.0,+10.5,+0.45,+0.50,Matches
2615,Meritan Shabani\Meritan-Shabani,al ALB,FW,Bayern Munich,de Bundesliga,19,1999,1,1,1,0.0,0.0,0,,0,1,0,1,3.00,0,0,0,0.00,-1.65,0.0,0.0,0.0,0.00,-1.62,Matches
2616,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FWMF,Liverpool,eng Premier League,26,1991,24,1064,44,31.1,11.8,11,77,4,13,17,13,2.46,34,6,+28,+2.37,+0.88,24.8,10.0,+14.7,+1.25,+0.15,Matches
2617,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,23,1995,29,2591,89,75.8,28.8,29,89,28,0,,0,1.79,52,39,+13,+0.45,+0.67,46.3,35.8,+10.5,+0.36,+0.23,Matches
2618,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,26,1992,16,948,59,27.7,10.5,10,85,8,6,17,7,0.94,11,13,-2,-0.19,-0.04,10.4,15.0,-4.6,-0.44,-0.11,Matches
2619,Gaku Shibasaki\Gaku-Shibasaki,jp JPN,MFFW,Getafe,es La Liga,26,1992,7,389,56,11.4,4.3,5,71,2,2,17,10,1.43,5,6,-1,-0.23,-0.65,4.5,5.2,-0.7,-0.17,-0.31,Matches
2620,Gen Shoji\Gen-Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18,1620,90,47.4,18.0,18,90,18,0,,0,0.89,15,26,-11,-0.61,-0.06,20.9,28.0,-7.0,-0.39,-0.02,Matches
2621,Djibril Sidibé\Djibril-Sidibe,fr FRA,DFMF,Monaco,fr Ligue 1,26,1992,26,2076,80,60.7,23.1,22,90,22,4,23,0,0.88,21,36,-15,-0.65,-0.38,31.4,30.0,+1.4,+0.06,+0.04,Matches
2622,Kalidou Sidibé\Kalidou-Sidibe,fr FRA,MF,Toulouse,fr Ligue 1,19,1999,20,1259,63,36.8,14.0,18,69,5,2,5,5,1.10,11,18,-7,-0.50,+0.12,15.6,19.5,-3.9,-0.28,+0.16,Matches
2623,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,28,1989,24,1742,73,50.9,19.4,20,85,16,4,13,10,1.46,22,31,-9,-0.46,-0.52,22.1,28.0,-6.0,-0.31,-0.72,Matches
2624,Jordan Siebatcheu\Jordan-Siebatcheu,us USA,FW,Rennes,fr Ligue 1,22,1996,15,608,41,17.8,6.8,7,68,1,8,16,5,1.47,11,9,+2,+0.30,+0.26,10.2,7.6,+2.6,+0.38,+0.36,Matches
2625,Francisco Sierralta\Francisco-Sierralta,cl CHI,DF,Parma,it Serie A,21,1997,6,269,45,7.9,3.0,2,92,2,4,22,8,1.17,4,7,-3,-1.00,-0.52,3.6,6.2,-2.6,-0.88,-0.19,Matches
2626,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,eng Premier League,28,1989,38,3117,82,91.1,34.6,36,85,17,2,26,0,1.42,51,41,+10,+0.29,+0.88,43.9,40.2,+3.7,+0.11,+0.72,Matches
2627,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,30,1988,29,1639,57,47.9,18.2,19,74,4,10,23,4,0.90,23,27,-4,-0.22,+0.59,19.6,28.3,-8.7,-0.48,+0.44,Matches
2628,Adrien Silva\Adrien-Silva,pt POR,MF,Leicester City,eng Premier League,29,1989,2,88,44,2.6,1.0,1,80,0,1,8,2,1.50,0,1,-1,-1.02,-1.13,0.4,1.5,-1.0,-1.06,-1.28,Matches
2629,Adrien Silva\Adrien-Silva,pt POR,MF,Monaco,fr Ligue 1,29,1989,15,1184,79,34.6,13.2,13,88,12,2,20,0,1.40,14,16,-2,-0.15,+0.53,18.8,16.8,+2.0,+0.15,+0.16,Matches
2630,André Silva\Andre-Silva,pt POR,FW,Sevilla,es La Liga,22,1995,27,2159,80,63.1,24.0,25,85,18,2,14,1,1.67,34,26,+8,+0.33,-0.17,42.9,28.3,+14.6,+0.61,+0.27,Matches
2631,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,eng Premier League,23,1994,36,2854,79,83.5,31.7,31,88,27,5,27,1,2.56,78,22,+56,+1.77,-0.78,68.5,22.8,+45.6,+1.44,-0.28,Matches
2632,David Silva\David-Silva,es ESP,MF,Manchester City,eng Premier League,32,1986,33,2401,73,70.2,26.7,28,83,13,5,17,2,2.61,60,14,+46,+1.72,-0.57,57.9,16.2,+41.8,+1.57,+0.27,Matches
2633,Gabriel Silva\Gabriel-Silva,br BRA,DFMF,Saint-Étienne,fr Ligue 1,27,1991,19,1429,75,41.8,15.9,16,84,10,3,29,0,1.79,17,17,0,0.00,-0.81,19.5,20.3,-0.7,-0.05,-0.32,Matches
2634,Jonathan Silva\Jonathan-Silva,ar ARG,DF,Leganés,es La Liga,24,1994,30,2700,90,78.9,30.0,30,90,30,0,,1,1.33,33,34,-1,-0.03,+0.59,30.9,31.7,-0.7,-0.02,+0.21,Matches
2635,Jorge Silva\Jorge-Silva,pt POR,DF,Lazio,it Serie A,19,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2636,Matheus Pereira da Silva\Matheus-Pereira-da-Silva,br BRA,MF,Juventus,it Serie A,20,1998,3,92,31,2.7,1.0,1,76,0,2,8,1,0.67,1,0,+1,+0.98,-0.08,0.6,0.3,+0.3,+0.30,-0.29,Matches
2637,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,25,2077,83,60.7,23.1,24,86,21,1,17,2,2.60,69,15,+54,+2.34,+1.27,60.9,19.0,+41.9,+1.82,+0.93,Matches
2638,Xande Silva\Xande-Silva,pt POR,FW,West Ham,eng Premier League,21,1997,1,18,18,0.5,0.2,0,,0,1,17,4,0.00,0,0,0,0.00,+0.08,0.3,0.1,+0.2,+0.92,+1.24,Matches
2639,Matías Silvestre\Matias-Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34,3060,90,89.5,34.0,34,90,34,0,,0,1.09,48,62,-14,-0.41,+0.84,49.1,51.5,-2.4,-0.07,+1.56,Matches
2640,Mohamed Simakan\Mohamed-Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2641,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Fiorentina,it Serie A,23,1995,36,2454,68,71.8,27.3,27,80,15,9,32,2,1.11,39,32,+7,+0.26,+0.72,40.7,29.7,+11.0,+0.40,+0.49,Matches
2642,Lorenco Šimić\Lorenco-Simic,hr CRO,DF,SPAL,it Serie A,22,1996,8,238,30,7.0,2.6,2,82,1,6,13,22,1.63,1,6,-5,-1.89,-1.69,3.9,4.6,-0.6,-0.24,-0.06,Matches
2643,Stefan Simić\Stefan-Simic,cz CZE,DF,Milan,it Serie A,23,1995,0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches
2644,Stefan Simić\Stefan-Simic,cz CZE,DF,Frosinone,it Serie A,23,1995,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
2645,Moses Simon\Moses-Simon,ng NGA,DFMF,Levante,es La Liga,23,1995,19,785,41,23.0,8.7,8,77,3,11,16,13,0.84,15,12,+3,+0.34,+0.69,11.9,13.3,-1.4,-0.16,+0.40,Matches
2646,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,21,1997,7,630,90,18.4,7.0,7,90,7,0,,31,1.00,9,13,-4,-0.57,-0.57,8.1,13.1,-5.0,-0.71,-0.76,Matches
2647,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,eng Premier League,31,1987,6,292,49,8.5,3.2,3,82,1,3,15,7,1.83,4,4,0,0.00,-0.09,4.0,3.5,+0.6,+0.17,-0.01,Matches
2648,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,1996,6,403,67,11.8,4.5,4,83,2,2,35,11,1.17,7,9,-2,-0.45,-0.09,5.3,8.1,-2.8,-0.61,-0.62,Matches
2649,Josh Sims\Josh-Sims,eng ENG,FWMF,Southampton,eng Premier League,21,1997,7,212,30,6.2,2.4,2,55,0,5,21,3,1.57,4,6,-2,-0.85,-0.34,2.9,3.0,-0.1,-0.03,+0.23,Matches
2650,Wilfried Singo\Wilfried-Singo,ci CIV,DF,Torino,it Serie A,17,2000,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
2651,Giovanni Sio\Giovanni-Sio,ci CIV,FW,Montpellier,fr Ligue 1,29,1989,1,63,63,1.8,0.7,1,63,0,0,,0,0.00,1,1,0,0.00,-0.29,0.5,0.6,-0.1,-0.13,-0.18,Matches
2652,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,es La Liga,29,1988,34,2962,87,86.6,32.9,34,87,31,0,,0,1.24,33,38,-5,-0.15,+0.04,33.9,34.6,-0.8,-0.02,+0.33,Matches
2653,Tobias Sippel\Tobias-Sippel,de GER,GK,M'Gladbach,de Bundesliga,30,1988,0,,,,,0,,0,0,,34,,,,,,,,,,,,Matches
2654,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,31,1987,36,3169,88,92.7,35.2,36,88,35,0,,0,1.64,48,35,+13,+0.37,-0.35,47.4,44.6,+2.7,+0.08,+0.50,Matches
2655,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,20,1997,32,2665,83,77.9,29.6,30,88,24,2,17,3,1.34,42,35,+7,+0.24,-0.12,30.7,36.8,-6.1,-0.21,-0.06,Matches
2656,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,28,1989,29,2330,80,68.1,25.9,27,86,19,2,8,1,1.93,45,28,+17,+0.66,-0.25,36.6,30.6,+6.0,+0.23,-0.12,Matches
2657,Pione Sisto\Pione-Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,23,1995,25,844,34,24.7,9.4,8,69,1,17,17,7,0.88,13,14,-1,-0.11,+0.17,10.6,13.8,-3.1,-0.34,+0.08,Matches
2658,Sito\Sito,es ESP,MF,Valencia,es La Liga,21,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2659,Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3,270,90,7.9,3.0,3,90,3,0,,33,2.00,5,4,+1,+0.33,+0.68,2.9,3.3,-0.4,-0.12,+0.26,Matches
2660,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,23,1995,37,3090,84,90.4,34.3,35,88,31,2,8,0,1.59,48,36,+12,+0.35,+0.62,41.2,37.4,+3.8,+0.11,+0.67,Matches
2661,Oliver Skipp\Oliver-Skipp,eng ENG,MFFW,Tottenham,eng Premier League,17,2000,8,220,28,6.4,2.4,2,75,0,6,12,13,2.75,4,1,+3,+1.23,+0.52,2.4,3.6,-1.2,-0.49,-0.81,Matches
2662,Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38,3420,90,100.0,38.0,38,90,38,0,,0,1.16,48,56,-8,-0.21,,47.4,46.6,+0.8,+0.02,,Matches
2663,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,23,1995,35,3150,90,92.1,35.0,35,90,35,0,,3,1.80,53,32,+21,+0.60,-0.40,60.7,36.2,+24.5,+0.70,+0.18,Matches
2664,Steven Skrzybski\Steven-Skrzybski,de GER,FWMF,Schalke 04,de Bundesliga,25,1992,12,664,55,21.7,7.4,8,72,1,4,23,3,1.08,12,14,-2,-0.27,+0.33,11.1,12.7,-1.6,-0.22,-0.03,Matches
2665,Petar Škuletić\Petar-Skuletic,rs SRB,FWMF,Montpellier,fr Ligue 1,28,1990,28,603,22,17.6,6.7,4,82,2,24,11,10,1.32,10,13,-3,-0.45,-0.90,8.5,10.5,-2.0,-0.30,-0.42,Matches
2666,Callum Slattery\Callum-Slattery,eng ENG,MF,Southampton,eng Premier League,19,1999,3,112,37,3.3,1.2,1,92,1,2,10,7,1.67,1,1,0,0.00,+0.54,1.3,2.7,-1.4,-1.14,-0.92,Matches
2667,Naïm Sliti\Naim-Sliti,tn TUN,MFFW,Dijon,fr Ligue 1,26,1992,35,2286,65,66.8,25.4,25,80,12,10,29,0,0.89,24,34,-10,-0.39,+1.11,30.8,36.1,-5.3,-0.21,+1.06,Matches
2668,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,eng Premier League,28,1989,24,2127,89,62.2,23.6,24,89,23,0,,4,1.58,35,36,-1,-0.04,-0.88,35.5,30.2,+5.3,+0.22,-0.22,Matches
2669,Dennis Smarsch\Dennis-Smarsch,de GER,GK,Hertha BSC,de Bundesliga,19,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
2670,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,eng Premier League,27,1991,25,2066,83,60.4,23.0,25,83,18,0,,0,1.44,36,32,+4,+0.17,+1.37,35.1,31.2,+4.0,+0.17,+0.61,Matches
2671,Tommy Smith\Tommy-Smith,eng ENG,DF,Huddersfield,eng Premier League,26,1992,15,1141,76,33.4,12.7,13,82,11,2,36,10,0.33,11,35,-24,-1.89,-0.71,9.9,28.9,-19.0,-1.50,-0.89,Matches
2672,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,Arsenal,eng Premier League,18,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2673,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,RB Leipzig,de Bundesliga,18,2000,3,29,10,0.9,0.3,0,,0,3,9,1,1.33,1,1,0,0.00,-1.01,0.9,0.2,+0.7,+2.03,+1.28,Matches
2674,Alex Smithies\Alex-Smithies,eng ENG,GK,Cardiff City,eng Premier League,28,1990,0,,,,,0,,0,0,,26,,,,,,,,,,,,Matches
2675,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,eng Premier League,30,1987,33,2220,67,64.9,24.7,25,82,15,8,23,3,1.30,32,33,-1,-0.04,+0.11,30.4,37.6,-7.3,-0.29,+0.05,Matches
2676,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,eng Premier League,26,1991,18,1495,83,43.7,16.6,16,88,15,2,44,0,0.89,15,31,-16,-0.96,-0.78,19.2,24.6,-5.4,-0.32,-0.13,Matches
2677,Cédric Soares\Cedric-Soares,pt POR,DF,Inter,it Serie A,26,1991,4,259,65,7.6,2.9,3,86,2,1,0,13,2.25,4,1,+3,+1.04,+0.44,4.1,1.0,+3.1,+1.08,+0.42,Matches
2678,Ramadan Sobhi\Ramadan-Sobhi,eg EGY,FW,Huddersfield,eng Premier League,21,1997,4,79,20,2.3,0.9,0,,0,4,19,5,0.00,0,1,-1,-1.14,+0.29,0.5,1.3,-0.8,-0.87,+0.04,Matches
2679,Marcel Sobottka\Marcel-Sobottka,de GER,MF,Düsseldorf,de Bundesliga,24,1994,14,942,67,30.8,10.5,11,79,6,3,25,0,1.21,11,16,-5,-0.48,-0.01,13.7,19.0,-5.3,-0.51,-0.16,Matches
2680,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Valencia,es La Liga,26,1992,4,193,48,5.6,2.1,2,75,1,2,22,5,0.50,2,3,-1,-0.47,-0.94,2.5,2.9,-0.5,-0.21,-0.69,Matches
2681,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Alavés,es La Liga,26,1992,20,965,48,28.2,10.7,10,78,3,10,19,0,1.45,11,13,-2,-0.19,+0.14,10.3,15.6,-5.3,-0.49,-0.19,Matches
2682,Danilo Soddimo\Danilo-Soddimo,it ITA,MF,Frosinone,it Serie A,30,1987,10,252,25,7.4,2.8,1,99,1,9,17,7,0.20,1,8,-7,-2.50,-1.56,2.3,6.9,-4.6,-1.64,-1.06,Matches
2683,Alex Sola\Alex-Sola,es ESP,DF,Real Sociedad,es La Liga,19,1999,1,90,90,2.6,1.0,1,90,1,0,,0,3.00,3,0,+3,+3.00,+3.11,1.5,0.4,+1.1,+1.11,+1.07,Matches
2684,Dominic Solanke\Dominic-Solanke,eng ENG,FW,Bournemouth,eng Premier League,20,1997,10,347,35,10.1,3.9,2,79,0,8,24,1,0.90,6,5,+1,+0.26,+0.70,7.3,6.2,+1.0,+0.27,+0.38,Matches
2685,Andrés Solano\Andres-Solano,co COL,DF,Atlético Madrid,es La Liga,20,1998,1,45,45,1.3,0.5,1,45,0,0,,2,3.00,0,0,0,0.00,-0.69,0.2,0.0,+0.2,+0.30,+0.11,Matches
2686,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,es La Liga,21,1997,31,2460,79,71.9,27.3,27,85,18,4,42,6,1.74,35,26,+9,+0.33,-0.33,41.2,28.8,+12.4,+0.45,+0.05,Matches
2687,Oumar Solet\Oumar-Solet,fr FRA,DF,Lyon,fr Ligue 1,18,2000,1,59,59,1.7,0.7,1,59,0,0,,7,1.00,0,1,-1,-1.53,-2.17,0.7,0.1,+0.5,+0.82,-0.01,Matches
2688,Yann Sommer\Yann-Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,29,1988,34,3060,90,100.0,34.0,34,90,34,0,,0,1.62,55,42,+13,+0.38,,51.1,49.5,+1.6,+0.05,,Matches
2689,Matteo Soncin\Matteo-Soncin,it ITA,GK,Milan,it Serie A,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2690,Kévin Soni\Kevin-Soni,cm CMR,FWDF,Girona,es La Liga,20,1998,5,82,16,2.4,0.9,1,49,0,4,8,4,0.60,0,2,-2,-2.20,-1.82,1.3,1.4,0.0,-0.05,+0.27,Matches
2691,Jérémy Sorbon\Jeremy-Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,34,1983,33,2647,80,77.4,29.4,29,89,28,4,15,5,0.73,21,50,-29,-0.99,+0.29,32.4,37.7,-5.3,-0.18,+0.40,Matches
2692,Oliver Sorg\Oliver-Sorg,de GER,DF,Hannover 96,de Bundesliga,28,1990,19,1580,83,51.6,17.6,18,87,14,1,13,6,0.58,15,34,-19,-1.08,+0.19,17.4,30.8,-13.4,-0.76,+0.39,Matches
2693,David Soria\David-Soria,es ESP,GK,Getafe,es La Liga,25,1993,37,3330,90,97.4,37.0,37,90,37,0,,0,1.51,46,34,+12,+0.32,-0.68,43.1,40.0,+3.2,+0.09,-0.79,Matches
2694,Juan Soriano\Juan-Soriano,es ESP,GK,Sevilla,es La Liga,20,1997,4,359,90,10.5,4.0,4,90,3,0,,32,3.00,10,2,+8,+2.01,+1.80,6.7,3.1,+3.5,+0.88,+0.42,Matches
2695,Roberto Soriano\Roberto-Soriano,it ITA,MFFW,Torino,it Serie A,27,1991,11,468,43,13.7,5.2,6,70,1,5,9,8,1.45,4,6,-2,-0.38,-0.90,6.5,4.7,+1.8,+0.34,+0.35,Matches
2696,Roberto Soriano\Roberto-Soriano,it ITA,MF,Bologna,it Serie A,27,1991,17,1489,88,43.5,16.5,17,88,11,0,,1,1.82,27,19,+8,+0.48,+1.23,25.7,16.2,+9.5,+0.57,+0.98,Matches
2697,Stefano Sorrentino\Stefano-Sorrentino,it ITA,GK,Chievo,it Serie A,39,1979,31,2789,90,81.5,31.0,31,90,30,0,,0,0.45,21,60,-39,-1.26,+0.31,31.8,48.8,-17.0,-0.55,+0.38,Matches
2698,Borna Sosa\Borna-Sosa,hr CRO,DFMF,Stuttgart,de Bundesliga,20,1998,12,616,51,20.1,6.8,7,84,6,5,5,5,0.92,5,11,-6,-0.88,+0.30,9.7,13.7,-4.0,-0.59,-0.05,Matches
2699,Sebastian Soto\Sebastian-Soto,us USA,MF,Hannover 96,de Bundesliga,18,2000,3,29,10,0.9,0.3,0,,0,3,9,0,0.33,0,0,0,0.00,+1.19,0.1,0.9,-0.8,-2.46,-1.52,Matches
2700,Riccardo Sottil\Riccardo-Sottil,it ITA,FWMF,Fiorentina,it Serie A,19,1999,2,20,10,0.6,0.2,0,,0,2,9,11,0.50,0,0,0,0.00,-0.05,0.4,0.2,+0.3,+1.27,+1.01,Matches
2701,Pape Souaré\Pape-Souare,sn SEN,DF,Crystal Palace,eng Premier League,28,1990,1,1,1,0.0,0.0,0,,0,1,0,0,3.00,0,0,0,0.00,+0.05,0.1,0.0,+0.1,+5.48,+5.44,Matches
2702,Mazire Soula\Mazire-Soula,fr FRA,FW,Angers,fr Ligue 1,20,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2703,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,fr Ligue 1,26,1992,20,1723,86,50.4,19.1,20,86,17,0,,2,2.10,35,19,+16,+0.84,-0.17,29.0,23.1,+5.8,+0.30,-0.21,Matches
2704,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,fr Ligue 1,19,1999,18,564,31,16.5,6.3,5,93,5,13,8,15,2.00,19,7,+12,+1.91,+1.19,14.3,10.0,+4.3,+0.68,+0.33,Matches
2705,Martin Sourzac\Martin-Sourzac,fr FRA,GK,Nîmes,fr Ligue 1,26,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2706,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,eng Premier League,22,1996,6,372,62,10.9,4.1,4,88,3,2,11,9,1.50,5,4,+1,+0.24,+0.18,8.0,5.4,+2.7,+0.64,+0.52,Matches
2707,Julián Speroni\Julian-Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1,90,90,2.6,1.0,1,90,1,0,,4,0.00,3,4,-1,-1.00,-0.97,0.7,2.5,-1.7,-1.75,-1.84,Matches
2708,Marco Spina\Marco-Spina,it ITA,MF,SPAL,it Serie A,18,2000,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
2709,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Juventus,it Serie A,25,1993,10,601,60,17.6,6.7,6,86,5,4,22,17,1.50,12,11,+1,+0.15,-1.10,8.9,6.4,+2.5,+0.38,-0.25,Matches
2710,Nicolás Spolli\Nicolas-Spolli,ar ARG,DF,Genoa,it Serie A,35,1983,7,538,77,15.7,6.0,7,77,5,0,,5,1.71,9,12,-3,-0.50,-0.03,7.2,9.6,-2.4,-0.41,-0.15,Matches
2711,Marco Sportiello\Marco-Sportiello,it ITA,GK,Frosinone,it Serie A,26,1992,35,3150,90,92.1,35.0,35,90,35,0,,0,0.69,28,64,-36,-1.03,+0.30,31.2,57.4,-26.2,-0.75,-1.01,Matches
2712,Mattia Sprocati\Mattia-Sprocati,it ITA,FWMF,Parma,it Serie A,25,1993,16,644,40,18.8,7.2,5,85,2,11,20,21,0.69,9,10,-1,-0.14,+0.48,8.5,11.6,-3.0,-0.43,+0.34,Matches
2713,Bassem Srarfi\Bassem-Srarfi,tn TUN,FWMF,Nice,fr Ligue 1,21,1997,22,817,37,23.9,9.1,8,75,1,14,15,8,0.91,5,9,-4,-0.44,-0.41,13.2,9.8,+3.4,+0.38,+0.66,Matches
2714,Darijo Srna\Darijo-Srna,hr CRO,DF,Cagliari,it Serie A,36,1982,26,2087,80,61.0,23.2,24,86,19,2,17,7,1.04,20,34,-14,-0.60,-0.33,23.1,39.3,-16.2,-0.70,-0.47,Matches
2715,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DF,Augsburg,de Bundesliga,24,1993,12,920,77,30.1,10.2,11,81,8,1,33,2,1.08,19,24,-5,-0.49,+0.14,13.5,18.1,-4.6,-0.45,-0.05,Matches
2716,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DFMF,Schalke 04,de Bundesliga,27,1990,21,1763,84,57.6,19.6,20,87,19,1,20,1,1.24,29,31,-2,-0.10,+1.01,27.4,28.9,-1.5,-0.08,+0.28,Matches
2717,Jozo Stanić\Jozo-Stanic,hr CRO,DF,Augsburg,de Bundesliga,19,1999,1,3,3,0.1,0.0,0,,0,1,2,6,0.00,0,0,0,0.00,+0.59,0.0,0.0,0.0,0.00,+0.42,Matches
2718,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,eng Premier League,28,1989,23,1031,45,30.1,11.5,11,76,3,12,16,0,1.13,12,24,-12,-1.05,-0.97,17.6,17.0,+0.6,+0.05,+0.17,Matches
2719,Niklas Stark\Niklas-Stark,de GER,DF,Hertha BSC,de Bundesliga,23,1995,22,1868,85,61.0,20.8,22,85,19,0,,1,1.23,29,31,-2,-0.10,+0.36,27.5,38.2,-10.7,-0.51,-0.45,Matches
2720,Timo Stavitski\Timo-Stavitski,fi FIN,FW,Caen,fr Ligue 1,19,1999,1,14,14,0.4,0.2,0,,0,1,13,1,0.00,0,1,-1,-6.43,-5.79,0.0,0.9,-0.9,-5.74,-5.07,Matches
2721,Jason Steele\Jason-Steele,eng ENG,GK,Brighton,eng Premier League,27,1990,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
2722,Renato Steffen\Renato-Steffen,ch SUI,FWDF,Wolfsburg,de Bundesliga,26,1991,31,1503,48,49.1,16.7,18,74,3,13,13,2,1.65,29,28,+1,+0.06,-0.58,22.1,21.9,+0.2,+0.01,+0.03,Matches
2723,Maarten Stekelenburg\Maarten-Stekelenburg,nl NED,GK,Everton,eng Premier League,35,1982,0,,,,,0,,0,0,,38,,,,,,,,,,,,Matches
2724,Marc Stendera\Marc-Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,22,1995,7,110,16,3.6,1.2,0,,0,7,15,5,2.43,6,1,+5,+4.09,+3.88,5.3,1.1,+4.2,+3.40,+3.38,Matches
