Player,Nation,Pos,Squad,Comp,Born,goals_allowed,penalties_alllowed,free_kicks_allowed,corners_allowed,own_goals,PSxG,PSxG_per_SoT,PSxG_difference,long_passes_cmp,long_passes_attempted,long_pass_completion,passes_attempted,throws_attempted,launch_percentage,avg_pass_length,goal_kicks_attempted,goal_kicks_long_percentage,goal_kick_len,crosses_attempted,crosses_stopped,stop_percentage,defensive_actions,AvgDist,Season
Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,1999,31,2,2.0,5.0,1.0,31.4,0.29,1.4,132.0,328.0,40.2,785.0,108.0,33.9,32.4,154.0,40.3,34.5,246.0,21.0,8.5,14.0,14.3,2021
Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,1997,44,5,1.0,8.0,1.0,40.9,0.33,-2.1,171.0,424.0,40.3,645.0,137.0,49.5,40.5,210.0,50.0,41.4,269.0,16.0,5.9,14.0,14.4,2021
Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,1989,18,4,1.0,2.0,1.0,15.7,0.31,-1.3,60.0,159.0,37.7,198.0,34.0,49.5,40.3,89.0,68.5,46.8,94.0,7.0,7.4,4.0,12.9,2021
Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,1989,7,0,0.0,0.0,1.0,4.5,0.26,0.5,34.0,69.0,49.3,103.0,13.0,42.7,39.8,37.0,67.6,53.9,45.0,3.0,6.7,2.0,13.8,2021
Ederson,br BRA,GK,Manchester City,eng Premier League,1993,20,7,0.0,2.0,1.0,22.5,0.27,3.5,117.0,251.0,46.6,776.0,121.0,24.1,31.1,129.0,49.6,44.7,151.0,10.0,6.6,20.0,15.9,2021
Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,1985,33,2,0.0,3.0,3.0,33.3,0.31,3.3,221.0,509.0,43.4,552.0,101.0,62.0,46.4,209.0,79.9,56.5,293.0,21.0,7.2,9.0,12.5,2021
Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,1988,35,2,0.0,5.0,2.0,27.2,0.3,-5.8,78.0,248.0,31.5,417.0,69.0,39.8,36.3,128.0,64.1,47.6,133.0,8.0,6.0,12.0,14.6,2021
Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,1998,1,1,0.0,0.0,0.0,1.0,,0.0,1.0,2.0,50.0,1.0,0.0,100.0,103.0,1.0,100.0,63.0,2.0,0.0,0.0,0.0,8.0,2021
Aitor Fernández,es ESP,GK,Levante,es La Liga,1991,35,3,1.0,6.0,0.0,32.0,0.31,-3.0,111.0,289.0,38.4,615.0,130.0,38.9,36.4,177.0,28.2,30.4,226.0,14.0,6.2,23.0,15.0,2021
Álvaro Fernández,es ESP,GK,Huesca,es La Liga,1998,27,1,0.0,6.0,0.0,24.3,0.34,-2.7,92.0,250.0,36.8,474.0,78.0,40.5,37.7,132.0,43.9,40.7,151.0,10.0,6.6,9.0,14.8,2021
Andrés Fernández,es ESP,GK,Huesca,es La Liga,1986,17,3,1.0,3.0,0.0,14.1,0.28,-2.9,72.0,227.0,31.7,372.0,58.0,46.0,38.5,102.0,54.9,44.5,135.0,11.0,8.1,3.0,11.6,2021
Fraser Forster,eng ENG,GK,Southampton,eng Premier League,1988,5,1,0.0,1.0,0.0,2.2,0.22,-0.8,33.0,102.0,32.4,117.0,14.0,60.7,46.0,36.0,86.1,58.3,44.0,2.0,4.5,3.0,15.7,2021
David de Gea,es ESP,GK,Manchester Utd,eng Premier League,1990,29,4,1.0,4.0,2.0,26.7,0.3,-0.3,80.0,192.0,41.7,372.0,71.0,34.9,33.2,164.0,37.8,34.0,184.0,9.0,4.9,9.0,14.1,2021
Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,1987,42,6,0.0,3.0,2.0,41.2,0.26,2.2,206.0,514.0,40.1,905.0,176.0,42.3,36.9,240.0,54.6,45.1,326.0,20.0,6.1,15.0,14.0,2021
David Gil,es ESP,GK,Cádiz,es La Liga,1994,2,0,0.0,0.0,0.0,1.2,0.4,-0.8,5.0,29.0,17.2,28.0,3.0,75.0,51.4,9.0,88.9,64.3,5.0,0.0,0.0,0.0,9.0,2021
Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,1995,18,1,0.0,3.0,1.0,17.9,0.32,0.9,95.0,206.0,46.1,373.0,54.0,41.0,37.2,80.0,66.3,50.8,97.0,3.0,3.1,15.0,14.9,2021
Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,1993,20,1,0.0,0.0,0.0,18.1,0.33,0.1,64.0,147.0,43.5,335.0,81.0,30.1,31.5,83.0,55.4,44.4,113.0,15.0,13.3,13.0,15.1,2021
Alfred Gomis,sn SEN,GK,Dijon,fr Ligue 1,1993,10,3,0.0,2.0,1.0,9.9,0.3,0.9,28.0,94.0,29.8,121.0,28.0,43.0,39.4,67.0,62.7,49.6,78.0,8.0,10.3,3.0,12.8,2021
Etienne Green,fr FRA,GK,Saint-Étienne,fr Ligue 1,2000,0,0,,,,,,,,,,,,,,,,,,,,,,2021
Lennart Grill,de GER,GK,Leverkusen,de Bundesliga,1999,7,0,0.0,0.0,0.0,6.4,0.32,-0.6,10.0,25.0,40.0,136.0,26.0,16.9,27.3,25.0,8.0,22.2,23.0,3.0,13.0,4.0,15.9,2021
Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,1987,47,3,1.0,7.0,0.0,47.7,0.35,0.7,184.0,548.0,33.6,592.0,118.0,58.3,43.4,242.0,83.9,59.6,295.0,19.0,6.4,10.0,12.9,2021
Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,1990,22,2,0.0,2.0,0.0,20.5,0.29,-1.5,114.0,233.0,48.9,814.0,145.0,25.2,31.0,134.0,20.9,28.7,155.0,10.0,6.5,40.0,18.1,2021
Samir Handanović,si SVN,GK,Inter,it Serie A,1984,26,3,1.0,3.0,0.0,25.9,0.25,-0.1,100.0,217.0,46.1,709.0,123.0,24.3,29.5,140.0,32.1,32.7,228.0,15.0,6.6,11.0,11.8,2021
Dean Henderson,eng ENG,GK,Manchester Utd,eng Premier League,1997,4,0,0.0,2.0,0.0,4.2,0.19,1.2,13.0,45.0,28.9,82.0,27.0,37.8,34.4,50.0,28.0,30.4,48.0,4.0,8.3,4.0,15.8,2021
Sergio Herrera,es ESP,GK,Osasuna,es La Liga,1993,30,4,0.0,3.0,2.0,32.6,0.33,4.6,349.0,733.0,47.6,706.0,58.0,78.9,54.8,185.0,95.1,64.2,285.0,28.0,9.8,43.0,16.6,2021
Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,1987,13,2,0.0,1.0,1.0,11.6,0.32,-0.4,64.0,112.0,57.1,304.0,46.0,25.7,30.4,82.0,41.5,38.0,64.0,6.0,9.4,5.0,14.1,2021
Timo Horn,de GER,GK,Köln,de Bundesliga,1993,46,7,1.0,5.0,0.0,41.7,0.28,-4.3,231.0,511.0,45.2,901.0,98.0,47.4,39.7,171.0,49.1,42.3,227.0,9.0,4.0,17.0,13.4,2021
Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,1989,22,1,0.0,0.0,2.0,19.2,0.31,-0.8,156.0,390.0,40.0,970.0,124.0,35.6,34.5,121.0,37.2,34.8,134.0,10.0,7.5,26.0,17.4,2021
Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,1984,13,1,0.0,2.0,1.0,10.2,0.28,-1.8,60.0,153.0,39.2,210.0,25.0,51.0,41.7,74.0,62.2,47.9,72.0,7.0,9.7,4.0,12.8,2021
Sam Johnstone,eng ENG,GK,West Brom,eng Premier League,1993,57,5,0.0,8.0,3.0,56.6,0.31,2.6,255.0,715.0,35.7,763.0,132.0,69.3,49.9,218.0,85.3,59.3,278.0,20.0,7.2,20.0,14.4,2021
Bingourou Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,1996,14,1,0.0,1.0,1.0,9.7,0.28,-3.3,63.0,142.0,44.4,191.0,43.0,48.7,39.3,56.0,87.5,60.0,58.0,3.0,5.2,1.0,12.9,2021
Loris Karius,de GER,GK,Union Berlin,de Bundesliga,1993,1,0,0.0,0.0,1.0,1.7,0.35,1.7,21.0,56.0,37.5,75.0,9.0,56.0,44.3,20.0,70.0,56.5,30.0,2.0,6.7,0.0,11.5,2021
Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,1983,30,3,1.0,3.0,0.0,28.5,0.31,-1.5,174.0,380.0,45.8,486.0,76.0,51.6,41.6,176.0,73.3,55.5,184.0,10.0,5.4,5.0,11.5,2021
Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,1998,1,0,0.0,0.0,0.0,2.2,0.32,1.2,8.0,19.0,42.1,48.0,10.0,31.3,34.1,14.0,28.6,33.7,19.0,2.0,10.5,1.0,18.3,2021
Gregor Kobel,ch SUI,GK,Stuttgart,de Bundesliga,1997,41,3,1.0,3.0,1.0,37.7,0.28,-2.3,113.0,267.0,42.3,732.0,159.0,30.5,30.7,216.0,20.4,24.4,225.0,15.0,6.7,16.0,14.0,2021
Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,1999,48,9,2.0,8.0,1.0,43.0,0.29,-2.0,157.0,508.0,30.9,692.0,109.0,49.9,42.5,209.0,78.0,56.2,263.0,18.0,6.8,22.0,14.7,2021
Michael Langer,at AUT,GK,Schalke 04,de Bundesliga,1985,12,0,0.0,5.0,1.0,8.7,0.36,-2.3,11.0,35.0,31.4,50.0,7.0,44.0,38.2,26.0,50.0,39.3,23.0,0.0,0.0,3.0,15.1,2021
Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,1997,50,6,1.0,6.0,1.0,41.3,0.27,-6.7,173.0,358.0,48.3,787.0,135.0,36.7,36.6,213.0,32.4,34.6,269.0,20.0,7.4,10.0,12.7,2021
Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,1985,42,7,0.0,5.0,2.0,38.8,0.31,-1.2,177.0,452.0,39.2,668.0,107.0,53.1,41.8,201.0,48.3,40.6,225.0,16.0,7.1,18.0,15.1,2021
Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,1991,23,3,1.0,0.0,0.0,16.5,0.28,-6.5,124.0,281.0,44.1,621.0,92.0,36.6,34.4,123.0,43.9,41.0,152.0,9.0,5.9,27.0,18.0,2021
Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,1993,40,7,2.0,4.0,1.0,31.7,0.29,-6.3,249.0,648.0,38.4,539.0,44.0,81.4,57.2,219.0,95.4,69.0,248.0,25.0,10.1,11.0,13.5,2021
Bernd Leno,de GER,GK,Arsenal,eng Premier League,1992,34,1,0.0,5.0,3.0,34.1,0.32,3.1,96.0,282.0,34.0,791.0,140.0,21.5,28.1,182.0,61.5,47.1,257.0,14.0,5.4,21.0,14.7,2021
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,1986,32,7,0.0,2.0,2.0,32.0,0.27,4.0,164.0,388.0,42.3,598.0,115.0,49.7,38.7,210.0,43.3,36.1,294.0,13.0,4.4,12.0,13.2,2021
Niklas Lomb,de GER,GK,Leverkusen,de Bundesliga,1993,3,0,0.0,0.0,0.0,3.1,0.38,0.1,5.0,17.0,29.4,53.0,13.0,26.4,30.5,7.0,42.9,37.9,12.0,1.0,8.3,1.0,14.2,2021
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,1990,31,4,1.0,2.0,2.0,31.8,0.28,2.8,175.0,321.0,54.5,752.0,150.0,30.6,32.3,212.0,42.9,37.2,265.0,13.0,4.9,31.0,17.1,2021
Pau López,es ESP,GK,Roma,it Serie A,1994,25,3,1.0,3.0,3.0,22.6,0.3,0.6,74.0,178.0,41.6,505.0,96.0,28.9,31.6,81.0,39.5,37.0,105.0,6.0,5.7,14.0,16.3,2021
Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,1987,32,4,0.0,7.0,1.0,28.2,0.31,-1.8,145.0,386.0,37.6,673.0,84.0,42.1,37.5,155.0,66.5,46.6,183.0,15.0,8.2,7.0,13.1,2021
Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,1995,19,1,0.0,7.0,1.0,21.0,0.24,3.0,135.0,383.0,35.2,679.0,151.0,38.6,36.9,195.0,62.1,52.5,227.0,19.0,8.4,23.0,15.9,2021
Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,1999,1,0,0.0,0.0,0.0,0.3,0.16,-0.7,4.0,15.0,26.7,25.0,2.0,36.0,32.5,12.0,50.0,39.9,7.0,0.0,0.0,1.0,16.0,2021
Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,1985,34,2,1.0,5.0,1.0,30.4,0.32,-2.6,173.0,505.0,34.3,810.0,149.0,42.8,37.8,239.0,66.1,49.0,299.0,22.0,7.4,17.0,13.8,2021
Vito Mannone,it ITA,GK,Monaco,fr Ligue 1,1988,14,2,0.0,1.0,0.0,11.9,0.34,-2.1,55.0,138.0,39.9,226.0,26.0,41.2,36.4,61.0,73.8,54.0,63.0,3.0,4.8,6.0,18.8,2021
Federico Marchetti,it ITA,GK,Genoa,it Serie A,1983,7,0,0.0,1.0,0.0,4.6,0.36,-2.4,13.0,27.0,48.1,65.0,11.0,23.1,30.0,25.0,48.0,36.8,20.0,0.0,0.0,2.0,16.5,2021
Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,1992,31,3,2.0,2.0,0.0,37.6,0.28,7.6,217.0,546.0,39.7,764.0,107.0,53.9,42.7,183.0,73.2,54.5,288.0,24.0,8.3,16.0,14.1,2021
Jordi Masip,es ESP,GK,Valladolid,es La Liga,1989,25,3,1.0,3.0,0.0,25.6,0.32,0.6,131.0,408.0,32.1,391.0,59.0,68.0,49.4,164.0,86.6,63.3,220.0,13.0,5.9,11.0,13.8,2021
Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,1989,48,5,1.0,3.0,1.0,40.0,0.32,-7.0,126.0,441.0,28.6,767.0,99.0,45.8,36.8,133.0,67.7,49.0,194.0,18.0,9.3,19.0,15.6,2021
Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,1992,1,0,0.0,0.0,0.0,0.6,0.56,-0.4,7.0,12.0,58.3,23.0,2.0,43.5,37.9,6.0,33.3,35.2,6.0,1.0,16.7,0.0,10.0,2021
Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,1992,21,2,1.0,3.0,1.0,19.3,0.27,-0.7,116.0,231.0,50.2,703.0,99.0,25.0,28.8,145.0,37.9,34.3,174.0,11.0,6.3,18.0,15.6,2021
Alex Meret,it ITA,GK,Napoli,it Serie A,1997,20,2,0.0,3.0,1.0,15.4,0.27,-3.6,34.0,75.0,45.3,335.0,68.0,17.9,26.5,53.0,28.3,29.0,82.0,10.0,12.2,2.0,11.6,2021
Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,2000,47,7,1.0,11.0,2.0,48.0,0.28,3.0,141.0,300.0,47.0,899.0,225.0,26.1,29.5,200.0,32.5,31.6,155.0,14.0,9.0,17.0,13.5,2021
Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,1997,4,1,0.0,0.0,0.0,3.0,0.21,-1.0,5.0,18.0,27.8,57.0,9.0,22.8,31.0,7.0,71.4,54.0,15.0,0.0,0.0,1.0,12.3,2021
Antonio Mirante,it ITA,GK,Roma,it Serie A,1983,16,2,1.0,0.0,0.0,12.7,0.26,-3.3,62.0,116.0,53.4,284.0,61.0,34.2,33.1,65.0,29.2,30.1,84.0,2.0,2.4,12.0,15.9,2021
Lorenzo Montipò,it ITA,GK,Benevento,it Serie A,1996,54,3,0.0,9.0,3.0,49.8,0.37,-1.2,209.0,546.0,38.3,776.0,129.0,52.6,41.2,225.0,61.3,45.3,319.0,25.0,7.8,10.0,13.6,2021
Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,1986,42,4,3.0,6.0,2.0,38.1,0.34,-1.9,140.0,370.0,37.8,679.0,146.0,35.3,36.6,202.0,64.4,49.5,220.0,13.0,5.9,9.0,13.5,2021
Florian Müller,de GER,GK,Freiburg,de Bundesliga,1997,41,2,2.0,3.0,1.0,42.4,0.3,2.4,168.0,537.0,31.3,912.0,128.0,38.5,38.1,241.0,77.2,59.4,222.0,11.0,5.0,20.0,14.9,2021
Juan Musso,ar ARG,GK,Udinese,it Serie A,1994,34,6,1.0,0.0,0.0,37.3,0.3,3.3,154.0,347.0,44.4,618.0,134.0,42.2,36.3,184.0,46.7,38.0,221.0,20.0,9.0,13.0,12.9,2021
Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,1994,37,3,0.0,3.0,0.0,26.1,0.27,-9.9,103.0,285.0,36.1,362.0,93.0,48.3,39.8,146.0,75.3,56.9,149.0,6.0,4.0,13.0,15.0,2021
Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,1986,15,1,0.0,2.0,0.0,18.9,0.25,3.9,86.0,160.0,53.8,480.0,92.0,26.9,30.6,138.0,22.5,27.9,163.0,6.0,3.7,11.0,13.0,2021
Neto,br BRA,GK,Barcelona,es La Liga,1989,6,2,0.0,1.0,0.0,6.6,0.26,0.6,17.0,35.0,48.6,150.0,30.0,18.7,27.3,41.0,17.1,24.4,52.0,2.0,3.8,4.0,15.7,2021
Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,1986,35,1,0.0,5.0,0.0,37.4,0.35,2.4,205.0,332.0,61.7,940.0,151.0,31.3,32.1,152.0,25.0,30.3,181.0,5.0,2.8,35.0,16.4,2021
Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,1993,19,1,0.0,4.0,3.0,23.0,0.25,8.0,205.0,469.0,43.7,525.0,86.0,59.0,44.4,235.0,67.7,50.1,267.0,15.0,5.6,15.0,15.8,2021
Robin Olsen,se SWE,GK,Everton,eng Premier League,1990,8,1,0.0,0.0,0.0,7.7,0.35,-0.3,37.0,75.0,49.3,107.0,10.0,51.4,42.0,32.0,62.5,48.6,41.0,2.0,4.9,1.0,11.0,2021
Jonas Omlin,ch SUI,GK,Montpellier,fr Ligue 1,1994,42,11,0.0,4.0,2.0,42.1,0.29,3.1,189.0,410.0,46.1,612.0,138.0,44.8,38.5,203.0,67.0,51.8,216.0,18.0,8.3,9.0,13.3,2021
Stefan Ortega,de GER,GK,Arminia,de Bundesliga,1992,46,4,0.0,6.0,1.0,44.7,0.29,-0.3,402.0,824.0,48.8,1380.0,98.0,51.2,43.3,191.0,61.8,49.3,268.0,18.0,6.7,25.0,14.8,2021
David Ospina,co COL,GK,Napoli,it Serie A,1988,12,3,0.0,0.0,0.0,12.5,0.28,0.5,68.0,144.0,47.2,449.0,48.0,29.8,31.4,52.0,19.2,24.9,107.0,12.0,11.2,12.0,15.6,2021
Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,1988,27,5,0.0,3.0,1.0,27.6,0.26,2.6,217.0,506.0,42.9,595.0,148.0,55.3,44.0,238.0,74.4,54.7,268.0,34.0,12.7,28.0,16.2,2021
Fernando Pacheco,es ESP,GK,Alavés,es La Liga,1992,47,3,0.0,5.0,0.0,41.1,0.36,-2.9,254.0,485.0,52.4,567.0,77.0,60.5,45.7,226.0,62.8,47.3,247.0,24.0,9.7,18.0,14.5,2021
Alberto Paleari,it ITA,GK,Genoa,it Serie A,1992,3,0,0.0,0.0,0.0,2.6,0.36,-0.4,7.0,25.0,28.0,34.0,5.0,64.7,45.3,10.0,30.0,30.6,8.0,0.0,0.0,0.0,11.7,2021
Rui Patrício,pt POR,GK,Wolves,eng Premier League,1988,38,6,1.0,6.0,3.0,32.5,0.27,-2.5,176.0,380.0,46.3,426.0,89.0,56.8,41.9,206.0,67.0,45.6,286.0,19.0,6.6,5.0,11.8,2021
Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,1992,39,2,0.0,4.0,2.0,31.9,0.26,-4.1,196.0,417.0,47.0,664.0,125.0,44.3,38.1,226.0,54.4,43.5,302.0,16.0,5.3,17.0,13.9,2021
Bailey Peacock-Farrell,nir NIR,GK,Burnley,eng Premier League,1996,5,0,0.0,0.0,0.0,4.4,0.62,-0.6,11.0,28.0,39.3,23.0,1.0,87.0,55.5,9.0,88.9,64.9,9.0,0.0,0.0,0.0,8.5,2021
Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,1981,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,13.0,2.0,7.7,18.5,8.0,0.0,13.6,4.0,0.0,0.0,0.0,14.5,2021
Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,1982,2,0,0.0,0.0,0.0,2.4,0.47,0.4,0.0,0.0,,22.0,7.0,0.0,20.5,3.0,0.0,14.7,8.0,1.0,12.5,1.0,13.0,2021
Philipp Pentke,de GER,GK,Hoffenheim,de Bundesliga,1985,1,0,0.0,0.0,0.0,0.4,0.21,-0.6,2.0,6.0,33.3,25.0,5.0,20.0,29.8,4.0,25.0,31.5,2.0,0.0,0.0,1.0,20.3,2021
Juan Pérez,es ESP,GK,Osasuna,es La Liga,1996,0,0,0.0,0.0,0.0,0.1,0.03,0.1,4.0,23.0,17.4,13.0,1.0,69.2,51.0,14.0,100.0,70.6,18.0,0.0,0.0,1.0,18.8,2021
Mattia Perin,it ITA,GK,Genoa,it Serie A,1992,31,5,0.0,6.0,1.0,32.7,0.26,2.7,186.0,507.0,36.7,727.0,105.0,55.4,41.2,221.0,47.1,38.4,283.0,14.0,4.9,7.0,12.3,2021
Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,1987,1,0,0.0,1.0,0.0,2.7,0.39,1.7,8.0,19.0,42.1,23.0,1.0,56.5,43.2,9.0,66.7,53.4,13.0,1.0,7.7,0.0,11.3,2021
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,1994,29,2,1.0,5.0,1.0,27.3,0.27,-0.7,202.0,479.0,42.2,688.0,98.0,54.1,44.0,156.0,68.6,55.3,202.0,18.0,8.9,11.0,14.0,2021
Nick Pope,eng ENG,GK,Burnley,eng Premier League,1992,35,3,0.0,6.0,1.0,37.1,0.27,6.1,262.0,661.0,39.6,637.0,113.0,74.7,52.9,214.0,86.4,62.1,270.0,33.0,12.2,36.0,16.1,2021
Ivan Provedel,it ITA,GK,Spezia,it Serie A,1994,39,5,1.0,2.0,0.0,35.0,0.35,-4.0,225.0,478.0,47.1,949.0,99.0,43.9,38.3,119.0,51.3,44.2,152.0,12.0,7.9,22.0,16.5,2021
Anthony Racioppi,ch SUI,GK,Dijon,fr Ligue 1,1998,33,3,0.0,5.0,1.0,34.9,0.35,2.9,113.0,324.0,34.9,478.0,99.0,42.5,37.1,178.0,68.0,49.7,199.0,13.0,6.5,10.0,14.4,2021
Rafael,br BRA,GK,Spezia,it Serie A,1982,3,0,0.0,0.0,0.0,1.6,0.18,-1.4,11.0,25.0,44.0,46.0,7.0,50.0,37.8,11.0,18.2,26.5,23.0,1.0,4.3,0.0,8.3,2021
Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,1995,37,3,0.0,5.0,1.0,31.5,0.25,-2.5,190.0,584.0,32.5,848.0,122.0,47.8,41.9,268.0,66.8,51.7,299.0,16.0,5.4,16.0,13.6,2021
Aaron Ramsdale,eng ENG,GK,Sheffield Utd,eng Premier League,1998,52,3,0.0,8.0,3.0,48.9,0.29,-0.1,225.0,686.0,32.8,662.0,83.0,73.6,54.4,214.0,93.0,70.3,285.0,28.0,9.8,16.0,15.2,2021
Darren Randolph,ie IRL,GK,West Ham,eng Premier League,1987,2,0,0.0,2.0,0.0,1.4,0.29,-0.6,9.0,25.0,36.0,30.0,2.0,66.7,47.8,11.0,45.5,36.7,16.0,0.0,0.0,1.0,13.3,2021
Federico Ravaglia,it ITA,GK,Bologna,it Serie A,1999,6,0,0.0,0.0,1.0,4.3,0.48,-0.7,2.0,11.0,18.2,61.0,4.0,16.4,26.4,12.0,8.3,14.5,8.0,0.0,0.0,3.0,18.4,2021
Pepe Reina,es ESP,GK,Lazio,it Serie A,1982,26,5,0.0,5.0,1.0,26.6,0.29,1.6,141.0,305.0,46.2,758.0,86.0,36.1,34.2,103.0,30.1,29.3,164.0,7.0,4.3,9.0,15.6,2021
Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,1995,28,2,0.0,2.0,0.0,23.1,0.3,-4.9,172.0,393.0,43.8,705.0,88.0,42.8,38.3,140.0,65.0,52.3,196.0,14.0,7.1,20.0,15.8,2021
Baptiste Reynet,fr FRA,GK,Nîmes,fr Ligue 1,1990,58,6,1.0,4.0,0.0,49.5,0.3,-6.5,243.0,662.0,36.7,1018.0,107.0,48.3,41.7,242.0,70.2,51.8,302.0,16.0,5.3,20.0,14.5,2021
Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,1993,6,0,0.0,0.0,1.0,7.3,0.26,2.3,9.0,21.0,42.9,135.0,35.0,11.1,24.1,49.0,12.2,25.0,45.0,2.0,4.4,5.0,14.1,2021
Roberto,es ESP,GK,Valladolid,es La Liga,1986,13,2,0.0,1.0,0.0,12.1,0.3,-0.9,69.0,232.0,29.7,227.0,31.0,69.2,52.9,86.0,87.2,67.1,101.0,9.0,8.9,5.0,13.8,2021
Joel Robles,es ESP,GK,Betis,es La Liga,1990,25,4,1.0,5.0,2.0,21.5,0.31,-1.5,99.0,301.0,32.9,449.0,80.0,52.6,43.0,116.0,56.0,45.3,145.0,10.0,6.9,14.0,16.3,2021
Marek Rodák,sk SVK,GK,Fulham,eng Premier League,1996,3,0,0.0,1.0,0.0,2.5,0.61,-0.5,6.0,12.0,50.0,22.0,3.0,40.9,35.8,4.0,75.0,56.0,9.0,0.0,0.0,1.0,11.8,2021
Rubén,es ESP,GKMF,Osasuna,es La Liga,1984,5,0,0.0,0.0,0.0,4.9,0.55,-0.1,33.0,54.0,61.1,46.0,2.0,84.8,55.7,15.0,100.0,65.7,19.0,1.0,5.3,3.0,14.6,2021
John Ruddy,eng ENG,GK,Wolves,eng Premier League,1986,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,1.0,0.0,100.0,62.0,2.0,50.0,56.5,1.0,0.0,0.0,0.0,,2021
Mathew Ryan,au AUS,GK,Brighton,eng Premier League,1992,19,4,0.0,3.0,1.0,14.8,0.37,-3.2,57.0,141.0,40.4,341.0,56.0,33.4,32.5,58.0,46.6,40.2,103.0,7.0,6.8,6.0,14.4,2021
Mathew Ryan,au AUS,GK,Arsenal,eng Premier League,1992,1,0,0.0,0.0,0.0,2.8,0.35,1.8,2.0,2.0,100.0,14.0,5.0,7.1,28.4,3.0,33.3,38.0,4.0,0.0,0.0,0.0,15.3,2021
Frederik Rønnow,dk DEN,GK,Schalke 04,de Bundesliga,1992,24,4,0.0,5.0,2.0,22.5,0.31,0.5,51.0,143.0,35.7,289.0,64.0,33.6,32.7,94.0,48.9,39.7,71.0,3.0,4.2,6.0,14.2,2021
Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,1984,14,0,0.0,4.0,0.0,15.2,0.28,1.2,99.0,227.0,43.6,421.0,76.0,35.9,34.0,123.0,61.8,47.5,113.0,9.0,8.0,29.0,18.0,2021
Robert Sánchez,es ESP,GK,Brighton,eng Premier League,1997,19,2,0.0,6.0,1.0,18.9,0.32,2.9,124.0,325.0,38.2,579.0,81.0,44.2,39.6,118.0,58.5,46.7,130.0,7.0,5.4,11.0,14.9,2021
Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,1986,34,2,0.0,6.0,1.0,37.4,0.33,4.4,190.0,443.0,42.9,828.0,132.0,42.3,38.1,179.0,52.0,43.4,249.0,21.0,8.4,11.0,13.0,2021
