Player,Nation,Pos,Squad,Comp,Born,goals_allowed,penalties_alllowed,free_kicks_allowed,corners_allowed,own_goals,PSxG,PSxG_per_SoT,PSxG_difference,long_passes_cmp,long_passes_attempted,long_pass_completion,passes_attempted,throws_attempted,launch_percentage,avg_pass_length,goal_kicks_attempted,goal_kicks_long_percentage,goal_kick_len,crosses_attempted,crosses_stopped,stop_percentage,defensive_actions,AvgDist,Season
Marcin Bułka,pl POL,GK,Paris S-G,fr Ligue 1,1999,0,0,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.0,,12.0,3.0,0.0,18.6,6.0,0.0,23.5,5.0,0.0,0.0,0.0,6.5,2020
Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,1981,7,0,0.0,3.0,1.0,5.9,0.37,-0.1,32.0,74.0,43.2,137.0,15.0,45.3,35.8,28.0,42.9,36.8,20.0,0.0,0.0,2.0,12.4,2020
Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,1999,4,0,0.0,1.0,1.0,1.9,0.24,-1.1,2.0,16.0,12.5,18.0,3.0,55.6,49.2,9.0,66.7,50.0,3.0,1.0,33.3,0.0,15.5,2020
Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,1992,38,4,1.0,5.0,0.0,36.8,0.33,-1.2,227.0,485.0,46.8,807.0,123.0,47.0,40.1,178.0,59.6,48.7,217.0,18.0,8.3,24.0,15.5,2020
Churripi,es ESP,GK,Valladolid,es La Liga,1994,3,0,0.0,2.0,0.0,3.1,0.24,0.1,18.0,80.0,22.5,75.0,11.0,78.7,55.3,24.0,87.5,67.6,25.0,3.0,12.0,3.0,13.7,2020
Jasper Cillessen,nl NED,GK,Valencia,es La Liga,1989,30,6,2.0,3.0,1.0,28.0,0.22,-1.0,140.0,413.0,33.9,553.0,133.0,48.5,39.4,206.0,70.4,56.3,264.0,21.0,8.0,12.0,12.8,2020
Yannis Clementia,fr FRA,GK,Nice,fr Ligue 1,1997,2,1,0.0,0.0,0.0,1.9,0.19,-0.1,3.0,23.0,13.0,47.0,16.0,29.8,33.3,14.0,64.3,50.6,28.0,0.0,0.0,0.0,10.8,2020
Simone Colombi,it ITA,GK,Parma,it Serie A,1991,4,1,0.0,0.0,0.0,4.0,0.19,0.0,11.0,24.0,45.8,59.0,16.0,27.1,31.1,39.0,20.5,24.6,33.0,2.0,6.1,0.0,11.7,2020
Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,1987,55,7,1.0,9.0,3.0,49.6,0.32,-2.4,141.0,339.0,41.6,789.0,136.0,34.2,32.7,206.0,33.5,29.9,291.0,25.0,8.6,20.0,14.9,2020
Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,1983,1,0,0.0,0.0,0.0,0.9,0.46,-0.1,2.0,4.0,50.0,24.0,4.0,16.7,28.1,4.0,0.0,17.5,3.0,0.0,0.0,1.0,18.8,2020
Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,1987,34,2,0.0,4.0,1.0,31.0,0.27,-2.0,207.0,446.0,46.4,642.0,96.0,48.0,38.8,244.0,56.6,43.7,273.0,16.0,5.9,16.0,14.5,2020
Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,1992,20,0,0.0,4.0,0.0,22.8,0.24,2.8,90.0,311.0,28.9,865.0,200.0,26.1,33.0,219.0,38.8,40.3,285.0,25.0,8.8,22.0,14.8,2020
Alessio Cragno,it ITA,GK,Cagliari,it Serie A,1994,21,1,0.0,2.0,1.0,23.6,0.26,3.6,87.0,251.0,34.7,318.0,67.0,51.6,40.7,157.0,55.4,43.0,176.0,14.0,8.0,5.0,11.5,2020
Iván Cuéllar,es ESP,GK,Leganés,es La Liga,1984,33,1,1.0,8.0,0.0,29.6,0.29,-3.4,230.0,623.0,36.9,605.0,108.0,69.9,52.1,218.0,91.7,67.8,272.0,32.0,11.8,34.0,16.0,2020
Paul Delecroix,fr FRA,GK,Metz,fr Ligue 1,1988,4,1,0.0,0.0,0.0,2.6,0.32,-1.4,15.0,32.0,46.9,33.0,4.0,72.7,49.7,11.0,72.7,57.4,6.0,1.0,16.7,2.0,16.3,2020
Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,1999,6,0,1.0,2.0,0.0,6.5,0.39,0.5,27.0,72.0,37.5,58.0,5.0,62.1,45.9,39.0,92.3,62.9,37.0,2.0,5.4,3.0,14.0,2020
Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,1992,51,4,2.0,3.0,1.0,44.1,0.36,-5.9,273.0,842.0,32.4,817.0,91.0,74.1,58.3,245.0,96.7,76.4,274.0,20.0,7.3,48.0,17.4,2020
Jaume Doménech,es ESP,GK,Valencia,es La Liga,1990,23,1,1.0,4.0,0.0,22.7,0.28,-0.3,106.0,255.0,41.6,325.0,61.0,48.3,38.8,132.0,74.2,53.9,178.0,7.0,3.9,6.0,12.8,2020
Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,1999,42,4,0.0,7.0,1.0,45.6,0.29,4.6,222.0,469.0,47.3,882.0,172.0,38.4,34.4,260.0,50.0,39.0,304.0,29.0,9.5,20.0,14.6,2020
Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,1997,43,6,2.0,6.0,0.0,43.1,0.29,0.1,138.0,380.0,36.3,682.0,195.0,39.9,37.0,222.0,48.6,42.1,287.0,19.0,6.6,14.0,12.6,2020
Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,1989,58,2,2.0,11.0,2.0,66.0,0.34,10.0,295.0,778.0,37.9,756.0,121.0,63.6,48.4,337.0,88.1,64.4,384.0,20.0,5.2,14.0,12.3,2020
Ederson,br BRA,GK,Manchester City,eng Premier League,1993,28,3,1.0,4.0,1.0,29.5,0.3,2.5,127.0,248.0,51.2,924.0,161.0,21.9,29.7,139.0,33.1,35.0,172.0,12.0,7.0,38.0,17.6,2020
Aarón Escandell,es ESP,GK,Granada,es La Liga,1995,3,0,0.0,0.0,0.0,2.6,0.2,-0.4,30.0,81.0,37.0,103.0,21.0,64.1,48.8,25.0,60.0,50.6,30.0,2.0,6.7,3.0,13.6,2020
Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,1985,34,3,1.0,2.0,2.0,30.3,0.28,-1.7,220.0,506.0,43.5,478.0,90.0,68.8,49.8,194.0,91.2,63.9,239.0,10.0,4.2,5.0,11.5,2020
Fabricio,es ESP,GK,Mallorca,es La Liga,1987,3,2,0.0,1.0,0.0,1.7,0.15,-1.3,8.0,17.0,47.1,24.0,6.0,50.0,41.0,9.0,55.6,47.3,5.0,0.0,0.0,1.0,15.3,2020
Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,1988,1,1,0.0,0.0,0.0,1.1,0.08,0.1,1.0,3.0,33.3,7.0,2.0,42.9,29.9,3.0,0.0,15.3,4.0,0.0,0.0,0.0,7.0,2020
Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,1995,5,1,0.0,0.0,0.0,5.5,0.36,0.5,8.0,29.0,27.6,43.0,11.0,39.5,32.6,18.0,66.7,47.9,15.0,0.0,0.0,1.0,13.8,2020
Aitor Fernández,es ESP,GK,Levante,es La Liga,1991,51,3,1.0,8.0,2.0,57.2,0.27,8.2,204.0,553.0,36.9,781.0,186.0,50.1,41.7,337.0,48.1,41.4,382.0,25.0,6.5,29.0,14.0,2020
Andrés Fernández,es ESP,GK,Villarreal,es La Liga,1986,8,3,0.0,2.0,1.0,6.8,0.26,-0.2,23.0,55.0,41.8,108.0,15.0,31.5,30.9,44.0,47.7,40.6,46.0,2.0,4.3,1.0,11.9,2020
Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,1993,14,0,0.0,1.0,0.0,16.4,0.23,2.4,82.0,206.0,39.8,324.0,41.0,43.8,40.1,111.0,57.7,51.5,93.0,3.0,3.2,2.0,12.5,2020
Ben Foster,eng ENG,GK,Watford,eng Premier League,1983,64,8,3.0,7.0,3.0,58.3,0.31,-2.7,322.0,975.0,33.0,909.0,122.0,77.4,54.3,292.0,92.8,67.6,367.0,37.0,10.1,44.0,15.6,2020
Daniel Fuzato,br BRA,GK,Roma,it Serie A,1997,1,0,0.0,1.0,0.0,0.9,0.43,-0.1,4.0,16.0,25.0,34.0,4.0,35.3,35.0,10.0,40.0,36.2,8.0,1.0,12.5,0.0,10.2,2020
Gabriel,br BRA,GK,Lecce,it Serie A,1992,76,10,1.0,12.0,3.0,80.9,0.34,7.9,147.0,354.0,41.5,653.0,194.0,36.1,34.9,326.0,36.2,31.8,382.0,21.0,5.5,12.0,13.6,2020
Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,1992,26,3,1.0,2.0,1.0,25.4,0.29,0.4,81.0,273.0,29.7,376.0,58.0,45.7,38.9,140.0,72.1,58.0,168.0,9.0,5.4,12.0,14.2,2020
David de Gea,es ESP,GK,Manchester Utd,eng Premier League,1990,36,3,1.0,8.0,1.0,37.1,0.28,2.1,120.0,311.0,38.6,669.0,148.0,33.8,34.3,265.0,32.1,33.9,285.0,15.0,5.3,11.0,13.3,2020
Rafał Gikiewicz,pl POL,GK,Union Berlin,de Bundesliga,1987,54,3,0.0,9.0,1.0,51.0,0.3,-2.0,412.0,890.0,46.3,1087.0,124.0,61.5,47.4,269.0,82.2,60.7,295.0,28.0,9.5,23.0,15.3,2020
Mauro Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,1988,5,0,0.0,0.0,0.0,4.4,0.34,-0.6,21.0,48.0,43.8,44.0,4.0,70.5,46.4,20.0,85.0,51.8,14.0,0.0,0.0,1.0,17.4,2020
Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,1995,42,6,2.0,4.0,3.0,34.6,0.27,-4.4,188.0,422.0,44.5,758.0,171.0,37.1,37.0,210.0,67.1,52.5,207.0,15.0,7.2,37.0,15.7,2020
Alfred Gomis,sn SEN,GK,Dijon,fr Ligue 1,1993,20,1,2.0,2.0,1.0,22.4,0.26,3.4,169.0,377.0,44.8,563.0,112.0,47.4,39.8,168.0,65.5,48.2,191.0,27.0,14.1,5.0,12.9,2020
Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,1987,42,0,0.0,5.0,2.0,46.8,0.33,6.8,225.0,674.0,33.4,780.0,163.0,57.4,44.3,273.0,82.8,61.9,331.0,30.0,9.1,16.0,13.0,2020
Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,1990,34,2,0.0,8.0,0.0,37.6,0.31,3.6,165.0,398.0,41.5,1042.0,183.0,30.5,33.1,226.0,35.4,35.2,243.0,19.0,7.8,48.0,17.2,2020
Angus Gunn,eng ENG,GK,Southampton,eng Premier League,1996,25,2,1.0,1.0,0.0,18.1,0.31,-6.9,46.0,190.0,24.2,177.0,24.0,68.9,50.4,79.0,86.1,60.4,81.0,6.0,7.4,8.0,16.4,2020
Régis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,1986,50,1,1.0,13.0,1.0,41.1,0.29,-7.9,231.0,521.0,44.3,567.0,95.0,55.7,43.6,254.0,80.7,55.4,269.0,15.0,5.6,11.0,13.7,2020
Samir Handanović,si SVN,GK,Inter,it Serie A,1984,32,2,0.0,4.0,1.0,32.5,0.28,1.5,148.0,284.0,52.1,850.0,187.0,24.2,29.4,264.0,29.5,30.3,334.0,21.0,6.3,12.0,12.0,2020
Tom Heaton,eng ENG,GK,Aston Villa,eng Premier League,1986,35,3,1.0,7.0,1.0,32.6,0.31,-1.4,129.0,384.0,33.6,418.0,95.0,57.7,45.9,196.0,73.0,56.5,225.0,17.0,7.6,8.0,11.7,2020
Dean Henderson,eng ENG,GK,Sheffield Utd,eng Premier League,1997,33,1,0.0,2.0,0.0,38.2,0.3,5.2,252.0,853.0,29.5,777.0,99.0,77.7,58.7,258.0,96.5,75.7,291.0,23.0,7.9,17.0,13.8,2020
Wayne Hennessey,wal WAL,GK,Crystal Palace,eng Premier League,1987,8,0,1.0,2.0,0.0,8.8,0.4,0.8,31.0,88.0,35.2,64.0,6.0,82.8,56.2,39.0,89.7,67.2,35.0,3.0,8.6,1.0,14.7,2020
Sergio Herrera,es ESP,GK,Osasuna,es La Liga,1993,27,1,2.0,4.0,0.0,27.6,0.34,0.6,175.0,482.0,36.3,464.0,72.0,74.6,52.9,148.0,91.9,64.4,156.0,16.0,10.3,21.0,15.9,2020
Iago Herrerín,es ESP,GK,Athletic Club,es La Liga,1988,9,0,1.0,1.0,0.0,6.3,0.36,-2.7,44.0,110.0,40.0,139.0,28.0,61.9,46.4,30.0,80.0,58.3,41.0,6.0,14.6,0.0,10.5,2020
Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,1987,1,0,0.0,0.0,0.0,2.7,0.39,1.7,9.0,24.0,37.5,75.0,14.0,20.0,31.0,25.0,36.0,39.9,21.0,2.0,9.5,4.0,17.5,2020
Timo Horn,de GER,GK,Köln,de Bundesliga,1993,69,4,1.0,11.0,2.0,53.1,0.32,-13.9,311.0,630.0,49.4,892.0,99.0,53.9,42.2,298.0,50.0,40.7,270.0,18.0,6.7,14.0,14.1,2020
Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,1989,44,2,1.0,6.0,0.0,48.7,0.35,4.7,261.0,604.0,43.2,1362.0,205.0,37.0,35.7,234.0,42.7,38.9,218.0,21.0,9.6,29.0,15.8,2020
Jannik Huth,de GER,GK,Paderborn 07,de Bundesliga,1994,17,1,0.0,1.0,0.0,11.7,0.34,-5.3,34.0,83.0,41.0,205.0,37.0,33.7,34.0,49.0,28.6,33.4,43.0,4.0,9.3,4.0,15.9,2020
Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,1984,46,7,3.0,6.0,2.0,38.8,0.25,-5.2,290.0,620.0,46.8,786.0,122.0,57.6,43.1,221.0,75.6,53.5,281.0,27.0,9.6,16.0,12.9,2020
Jesse Joronen,fi FIN,GK,Brescia,it Serie A,1993,59,9,0.0,9.0,3.0,61.0,0.31,5.0,161.0,422.0,38.2,573.0,160.0,49.7,41.6,276.0,49.6,42.0,356.0,27.0,7.6,10.0,13.0,2020
Lovre Kalinić,hr CRO,GK,Toulouse,fr Ligue 1,1990,4,0,0.0,1.0,0.0,2.9,0.21,-1.1,25.0,86.0,29.1,81.0,13.0,64.2,48.3,38.0,89.5,61.1,46.0,8.0,17.4,2.0,16.8,2020
Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,1994,2,0,0.0,0.0,0.0,1.4,0.29,-0.6,9.0,18.0,50.0,25.0,8.0,48.0,40.0,9.0,66.7,45.6,19.0,0.0,0.0,1.0,13.4,2020
Florian Kastenmeier,de GER,GK,Düsseldorf,de Bundesliga,1997,31,2,0.0,3.0,3.0,24.4,0.3,-3.6,140.0,330.0,42.4,519.0,56.0,51.1,42.5,111.0,58.6,48.3,105.0,4.0,3.8,14.0,15.5,2020
Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,1992,51,0,0.0,4.0,2.0,45.0,0.37,-4.0,162.0,494.0,32.8,628.0,103.0,54.1,45.2,212.0,72.6,57.3,230.0,15.0,6.5,23.0,15.5,2020
Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,1988,9,0,0.0,2.0,0.0,7.1,0.35,-1.9,38.0,88.0,43.2,96.0,15.0,64.6,45.4,33.0,78.8,55.3,44.0,2.0,4.5,4.0,17.2,2020
Tim Krul,nl NED,GK,Norwich City,eng Premier League,1988,68,3,1.0,13.0,3.0,65.0,0.32,0.0,261.0,733.0,35.6,1217.0,178.0,45.1,39.8,333.0,55.3,45.1,383.0,28.0,7.3,17.0,14.0,2020
Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,1999,29,3,0.0,3.0,0.0,25.4,0.24,-3.6,165.0,481.0,34.3,697.0,131.0,48.2,40.8,187.0,77.5,55.3,222.0,15.0,6.8,23.0,15.9,2020
Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,1997,34,3,0.0,5.0,0.0,40.7,0.29,6.7,179.0,448.0,40.0,793.0,143.0,43.3,39.2,235.0,44.7,38.9,304.0,27.0,8.9,19.0,14.4,2020
Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,1991,44,6,0.0,8.0,1.0,40.9,0.28,-2.1,175.0,378.0,46.3,639.0,136.0,39.9,36.6,209.0,58.9,45.1,250.0,26.0,10.4,12.0,14.4,2020
Nicolas Lemaître,fr FRA,GK,Reims,fr Ligue 1,1997,3,1,0.0,1.0,0.0,2.2,0.45,-0.8,3.0,8.0,37.5,19.0,4.0,21.1,24.6,8.0,50.0,37.5,5.0,0.0,0.0,0.0,11.0,2020
Bernd Leno,de GER,GK,Arsenal,eng Premier League,1992,39,6,0.0,6.0,0.0,45.1,0.27,6.1,90.0,320.0,28.1,739.0,174.0,28.1,31.9,251.0,44.6,40.0,273.0,18.0,6.6,18.0,13.5,2020
Donovan Léon,gf GUF,GK,Brest,fr Ligue 1,1992,3,1,0.0,0.0,0.0,2.5,0.16,-0.5,10.0,21.0,47.6,35.0,7.0,48.6,42.5,6.0,66.7,48.5,17.0,1.0,5.9,0.0,11.7,2020
Karlo Letica,hr CRO,GK,SPAL,it Serie A,1997,29,0,2.0,1.0,1.0,22.5,0.33,-5.5,64.0,174.0,36.8,226.0,53.0,50.0,40.6,93.0,65.6,48.6,103.0,7.0,6.8,1.0,11.7,2020
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,1986,21,2,0.0,2.0,1.0,27.3,0.27,7.3,133.0,300.0,44.3,419.0,82.0,49.9,40.7,149.0,61.1,44.1,189.0,11.0,5.8,4.0,11.4,2020
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,1990,25,2,1.0,2.0,3.0,24.0,0.26,2.0,128.0,267.0,47.9,632.0,140.0,30.2,32.2,186.0,40.9,38.0,220.0,16.0,7.3,15.0,14.9,2020
Diego López,es ESP,GK,Espanyol,es La Liga,1981,58,6,0.0,6.0,2.0,50.4,0.3,-5.6,225.0,691.0,32.6,839.0,118.0,57.1,45.2,303.0,70.0,52.0,302.0,26.0,8.6,31.0,14.7,2020
Pau López,es ESP,GK,Roma,it Serie A,1994,45,8,1.0,4.0,0.0,42.5,0.28,-2.5,175.0,373.0,46.9,848.0,179.0,34.8,33.6,208.0,37.5,35.4,238.0,15.0,6.3,24.0,14.9,2020
Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,1987,12,0,0.0,0.0,1.0,14.0,0.42,3.0,71.0,190.0,37.4,328.0,50.0,43.6,39.3,91.0,51.6,43.0,113.0,12.0,10.6,4.0,13.2,2020
Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,1995,27,4,1.0,1.0,3.0,24.2,0.26,0.2,158.0,425.0,37.2,562.0,142.0,49.1,41.7,200.0,74.5,58.8,200.0,23.0,11.5,9.0,13.8,2020
Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,1985,27,4,0.0,2.0,3.0,26.8,0.27,2.8,139.0,401.0,34.7,706.0,134.0,44.5,40.0,142.0,61.3,48.4,190.0,15.0,7.9,18.0,14.5,2020
Daniel Martín,es ESP,GK,Betis,es La Liga,1998,12,0,0.0,1.0,0.0,7.8,0.3,-4.2,37.0,76.0,48.7,158.0,35.0,36.1,33.9,36.0,52.8,45.4,58.0,3.0,5.2,2.0,13.0,2020
David Martin,eng ENG,GK,West Ham,eng Premier League,1986,6,0,0.0,1.0,0.0,7.8,0.39,1.8,39.0,106.0,36.8,80.0,10.0,80.0,55.3,44.0,95.5,65.4,55.0,1.0,1.8,0.0,9.0,2020
Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,1992,9,1,0.0,3.0,0.0,12.9,0.29,3.9,38.0,113.0,33.6,232.0,46.0,34.5,35.1,61.0,54.1,47.0,80.0,5.0,6.3,3.0,12.3,2020
Jordi Masip,es ESP,GK,Valladolid,es La Liga,1989,39,6,2.0,3.0,0.0,45.2,0.33,6.2,246.0,750.0,32.8,717.0,118.0,66.2,48.3,337.0,81.6,59.0,369.0,17.0,4.6,11.0,11.8,2020
Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,1989,35,1,0.0,4.0,1.0,40.5,0.36,6.5,197.0,556.0,35.4,638.0,74.0,63.9,48.0,177.0,83.6,61.4,259.0,20.0,7.7,14.0,14.7,2020
Michael McGovern,nir NIR,GK,Norwich City,eng Premier League,1984,6,0,0.0,0.0,0.0,4.9,0.36,-1.1,9.0,29.0,31.0,37.0,10.0,54.1,38.4,14.0,64.3,45.8,16.0,0.0,0.0,1.0,15.3,2020
Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,1992,19,3,1.0,4.0,1.0,19.7,0.22,1.7,208.0,405.0,51.4,630.0,97.0,47.1,39.4,162.0,66.7,47.6,197.0,20.0,10.2,16.0,14.2,2020
Alex Meret,it ITA,GK,Napoli,it Serie A,1997,33,5,0.0,3.0,1.0,27.7,0.29,-4.3,49.0,133.0,36.8,464.0,85.0,23.7,28.1,137.0,16.8,24.4,153.0,8.0,5.2,6.0,12.1,2020
Antonio Mirante,it ITA,GK,Roma,it Serie A,1983,5,1,0.0,0.0,0.0,5.7,0.25,0.7,26.0,56.0,46.4,143.0,31.0,35.0,32.8,29.0,20.7,30.3,50.0,4.0,8.0,4.0,13.3,2020
Simon Moore,eng ENG,GK,Sheffield Utd,eng Premier League,1990,6,0,0.0,0.0,0.0,4.3,0.36,-1.7,10.0,39.0,25.6,37.0,4.0,75.7,58.9,11.0,100.0,76.5,5.0,0.0,0.0,0.0,11.4,2020
Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,1986,4,2,0.0,0.0,0.0,7.5,0.3,3.5,28.0,97.0,28.9,134.0,30.0,53.7,43.5,42.0,59.5,47.0,39.0,3.0,7.7,2.0,14.4,2020
Florian Müller,de GER,GK,Mainz 05,de Bundesliga,1997,25,2,2.0,2.0,0.0,23.1,0.33,-1.9,88.0,215.0,40.9,363.0,77.0,38.3,36.6,119.0,63.9,50.2,116.0,8.0,6.9,14.0,16.1,2020
Juan Musso,ar ARG,GK,Udinese,it Serie A,1994,51,8,2.0,6.0,0.0,53.9,0.25,2.9,218.0,491.0,44.4,819.0,171.0,40.9,36.3,359.0,43.5,36.6,363.0,38.0,10.5,15.0,12.2,2020
Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,1994,3,0,0.0,0.0,0.0,1.6,0.32,-1.4,7.0,18.0,38.9,69.0,9.0,21.7,29.7,10.0,30.0,29.4,13.0,1.0,7.7,2.0,16.1,2020
Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,1986,18,0,0.0,0.0,1.0,15.5,0.24,-1.5,67.0,132.0,50.8,406.0,76.0,24.4,30.9,138.0,23.9,29.7,112.0,7.0,6.3,7.0,14.0,2020
Neto,br BRA,GK,Barcelona,es La Liga,1989,2,0,0.0,0.0,0.0,1.5,0.5,-0.5,4.0,10.0,40.0,47.0,5.0,17.0,24.6,15.0,13.3,22.8,13.0,0.0,0.0,1.0,11.8,2020
Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,1986,31,3,0.0,6.0,1.0,32.5,0.27,2.5,218.0,370.0,58.9,1267.0,202.0,26.0,30.1,179.0,22.3,29.0,195.0,13.0,6.7,54.0,19.3,2020
Moritz Nicolas,de GER,GK,Union Berlin,de Bundesliga,1997,4,0,0.0,1.0,0.0,2.9,0.36,-1.1,8.0,20.0,40.0,29.0,0.0,55.2,44.7,7.0,57.1,48.9,4.0,0.0,0.0,1.0,13.7,2020
Alexander Nübel,de GER,GK,Schalke 04,de Bundesliga,1996,40,4,1.0,6.0,2.0,37.1,0.3,-0.9,169.0,443.0,38.1,802.0,111.0,39.7,37.9,207.0,60.4,47.1,214.0,10.0,4.7,16.0,14.6,2020
Ørjan Nyland,no NOR,GK,Aston Villa,eng Premier League,1990,12,0,0.0,0.0,0.0,8.6,0.33,-3.4,37.0,109.0,33.9,129.0,28.0,49.6,44.0,53.0,84.9,62.5,56.0,2.0,3.6,3.0,13.2,2020
Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,1993,27,3,1.0,4.0,3.0,25.2,0.22,1.2,262.0,656.0,39.9,646.0,111.0,64.4,46.9,314.0,76.4,56.5,347.0,19.0,5.5,17.0,14.0,2020
Oier Olazábal,es ESP,GK,Espanyol,es La Liga,1989,0,0,0.0,0.0,0.0,0.4,0.1,0.4,9.0,20.0,45.0,50.0,15.0,26.0,31.9,12.0,58.3,44.2,13.0,1.0,7.7,0.0,13.2,2020
Robin Olsen,se SWE,GK,Cagliari,it Serie A,1990,24,4,0.0,1.0,2.0,21.9,0.23,-0.1,105.0,278.0,37.8,341.0,62.0,55.4,45.1,159.0,56.0,47.3,200.0,12.0,6.0,4.0,11.1,2020
David Ospina,co COL,GK,Napoli,it Serie A,1988,17,2,1.0,2.0,0.0,18.0,0.31,1.0,54.0,109.0,49.5,383.0,58.0,23.5,28.3,84.0,22.6,24.1,127.0,11.0,8.7,9.0,14.0,2020
Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,1988,31,3,0.0,6.0,0.0,35.1,0.26,4.1,220.0,634.0,34.7,678.0,113.0,65.6,49.4,209.0,90.4,64.9,286.0,35.0,12.2,26.0,15.7,2020
Fernando Pacheco,es ESP,GK,Alavés,es La Liga,1992,37,8,3.0,2.0,0.0,33.7,0.3,-3.3,290.0,616.0,47.1,562.0,92.0,68.7,47.9,252.0,91.3,61.0,254.0,17.0,6.7,12.0,13.4,2020
Daniele Padelli,it ITA,GK,Inter,it Serie A,1985,4,1,0.0,2.0,0.0,3.2,0.39,-0.8,10.0,24.0,41.7,67.0,14.0,26.9,32.0,24.0,25.0,30.7,36.0,1.0,2.8,0.0,9.3,2020
Miquel Parera,es ESP,GK,Mallorca,es La Liga,1996,2,0,0.0,0.0,0.0,1.6,0.31,-0.4,3.0,14.0,21.4,22.0,3.0,50.0,43.0,4.0,75.0,62.8,6.0,1.0,16.7,0.0,6.0,2020
Rui Patrício,pt POR,GK,Wolves,eng Premier League,1988,40,1,1.0,7.0,1.0,40.2,0.32,1.2,282.0,583.0,48.4,580.0,124.0,59.7,44.6,282.0,84.0,55.6,349.0,15.0,4.3,8.0,12.4,2020
Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,1992,67,1,1.0,13.0,3.0,49.0,0.28,-15.0,245.0,580.0,42.2,904.0,162.0,45.8,39.3,296.0,56.1,44.7,356.0,14.0,3.9,23.0,14.3,2020
Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,1981,4,0,0.0,0.0,1.0,5.6,0.22,2.6,15.0,39.0,38.5,122.0,24.0,24.6,26.9,36.0,25.0,22.7,37.0,1.0,2.7,1.0,11.5,2020
Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,1982,2,0,0.0,0.0,0.0,2.5,0.3,0.5,2.0,13.0,15.4,33.0,7.0,15.2,28.8,14.0,57.1,45.9,14.0,0.0,0.0,2.0,20.0,2020
Philipp Pentke,de GER,GK,Hoffenheim,de Bundesliga,1985,4,1,0.0,0.0,0.0,6.1,0.26,2.1,20.0,54.0,37.0,133.0,23.0,33.1,33.5,29.0,34.5,37.1,47.0,3.0,6.4,8.0,16.0,2020
Juan Pérez,es ESP,GK,Osasuna,es La Liga,1996,3,1,0.0,0.0,0.0,2.6,0.23,-0.4,20.0,48.0,41.7,53.0,9.0,73.6,51.6,13.0,69.2,55.4,18.0,0.0,0.0,1.0,12.2,2020
Samu Pérez,es ESP,GK,Valladolid,es La Liga,1997,1,1,0.0,0.0,0.0,0.9,,-0.1,2.0,7.0,28.6,2.0,0.0,100.0,56.5,5.0,100.0,69.2,1.0,0.0,0.0,0.0,,2020
