Player,Nation,Pos,Squad,Comp,Born,matches_played,minutes_played,minutes_per_match_played,minutes_played_percent,90s_played,starts,minutes_per_starts,completed_matches,sub_played,minutes_per_sub,unused_sub,points_per_match,team_goals_scored_while_playing,team_goals_against_while_playing,plus_minus_goals_while_playing,plus_minus_goals_while_playing_per_90,net_goals_playing_per_90,season,expected_team_goals_while_playing,expected_team_goals_against_while_playing,xg_difference_while_playing,xg_difference_while_playing_per_90,net_xg_difference
Florin Niță,ro ROU,GK,Steaua,Europa League,1987.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.0,5.0,7.0,-2.0,-0.33,,2017,,,,,
Ján Novota,sk SVK,GK,Rapid Wien,Europa League,1983.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,4,1.4,0.0,1.0,-1.0,-1.0,-1.0,2017,,,,,
Alexander Nübel,de GER,GK,Schalke 04,Europa League,1996.0,0,,,,,0,,0.0,0,,9,,,,,,,2017,,,,,
Nick Olij,nl NED,GK,AZ Alkmaar,Europa League,1995.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Robin Olsen,se SWE,GK,FC Copenhagen,Europa League,1990.0,4,360.0,90.0,100.0,4.0,4,,4.0,0,,0,1.75,4.0,4.0,0.0,0.0,,2017,,,,,
André Onana,cm CMR,GK,Ajax,Europa League,1996.0,14,1290.0,92.0,93.5,14.3,14,,14.0,0,,1,1.86,23.0,16.0,7.0,0.49,0.49,2017,,,,,
Juan Pablo Carrizo,ar ARG,GK,Inter,Europa League,1984.0,2,111.0,56.0,20.6,1.2,1,,1.0,1,,4,1.5,2.0,3.0,-1.0,-0.81,-0.18,2017,,,,,
Urko Pardo,cy CYP,GK,APOEL FC,Europa League,1983.0,0,,,,,0,,0.0,0,,10,,,,,,,2017,,,,,
Gianluca Pegolo,it ITA,GK,Sassuolo,Europa League,1981.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,5,0.0,0.0,2.0,-2.0,-2.0,-2.0,2017,,,,,
Patrick Pentz,at AUT,GK,Austria Wien,Europa League,1997.0,0,,,,,0,,0.0,0,,5,,,,,,,2017,,,,,
Dawid Pietrzkiewicz,pl POL,GK,Gabala FK,Europa League,1988.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
Alberto Pomini,it ITA,GK,Sassuolo,Europa League,1981.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Daniel Popescu,ro ROU,DFGK,Steaua,Europa League,1988.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Andriy Pyatov,ua UKR,GK,Shakhtar,Europa League,1984.0,6,570.0,95.0,76.0,6.3,6,,6.0,0,,0,2.63,14.0,5.0,9.0,1.42,-1.58,2017,,,,,
Predrag Rajković,rs SRB,GK,Maccabi Tel Aviv,Europa League,1995.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.93,7.0,9.0,-2.0,-0.33,,2017,,,,,
Álex Remiro,es ESP,GK,Athletic Club,Europa League,1995.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Jacob Rinne,se SWE,GK,Gent,Europa League,1993.0,5,450.0,90.0,50.0,5.0,5,,5.0,0,,5,2.0,7.0,11.0,-4.0,-0.8,-0.4,2017,,,,,
Sergio Rochet,uy URU,GK,AZ Alkmaar,Europa League,1993.0,6,540.0,90.0,75.0,6.0,6,,6.0,0,,2,1.8,6.0,10.0,-4.0,-0.67,3.83,2017,,,,,
Davy Roef,be BEL,GK,Anderlecht,Europa League,1994.0,5,450.0,90.0,40.5,5.0,5,,5.0,0,,1,2.0,13.0,7.0,6.0,1.2,0.79,2017,,,,,
Gary Rogers,ie IRL,GK,Dundalk FC,Europa League,1981.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,1,0.8,4.0,6.0,-2.0,-0.4,0.6,2017,,,,,
Sergio Romero,ar ARG,GK,Manchester Utd,Europa League,1987.0,12,1110.0,93.0,80.4,12.3,12,,12.0,0,,3,2.5,20.0,4.0,16.0,1.3,0.96,2017,,,,,
Rubén,es ESP,GK,Anderlecht,Europa League,1984.0,6,570.0,95.0,51.4,6.3,6,,6.0,0,,0,1.67,7.0,6.0,1.0,0.16,-1.18,2017,,,,,
Stéphane Ruffier,fr FRA,GK,Saint-Étienne,Europa League,1986.0,5,450.0,90.0,62.5,5.0,5,,5.0,0,,0,1.67,5.0,7.0,-2.0,-0.4,-0.73,2017,,,,,
Mathew Ryan,au AUS,GK,Genk,Europa League,1992.0,6,540.0,90.0,50.0,6.0,6,,6.0,0,,0,1.5,12.0,9.0,3.0,0.5,-0.17,2017,,,,,
Məhəmmədəliyev Şahruddin Maqomedoviç,az AZE,GK,Qarabağ FK,Europa League,1994.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Rafael Santos,br BRA,GK,Gabala FK,Europa League,1989.0,3,270.0,90.0,50.0,3.0,3,,,0,,0,,,,,,,2017,,,,,
Bojan Šaranov,rs SRB,GK,Qarabağ FK,Europa League,1987.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Gabriel Sava,ro ROU,GK,Dundalk FC,Europa League,1986.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,5,0.0,1.0,2.0,-1.0,-1.0,-0.6,2017,,,,,
Ibrahim Šehić,ba BIH,GK,Qarabağ FK,Europa League,1988.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.25,7.0,12.0,-5.0,-0.83,,2017,,,,,
Mário Sérgio,pt POR,DFGK,APOEL FC,Europa League,1981.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Mykyta Shevchenko,ua UKR,GK,Shakhtar,Europa League,1993.0,2,180.0,90.0,24.0,2.0,2,,2.0,0,,3,3.0,8.0,2.0,6.0,3.0,1.58,2017,,,,,
Oleksiy Shevchenko,ua UKR,GK,Zorya Luhansk,Europa League,1992.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,1,0.4,2.0,6.0,-4.0,-0.8,1.2,2017,,,,,
Andrei Sinitsyn,ru RUS,GK,Krasnodar,Europa League,1988.0,2,180.0,90.0,20.0,2.0,2,,2.0,0,,8,1.0,1.0,4.0,-3.0,-1.5,-1.62,2017,,,,,
Tobias Sippel,de GER,GK,M'Gladbach,Europa League,1988.0,0,,,,,0,,0.0,0,,4,,,,,,,2017,,,,,
Yann Sommer,ch SUI,GK,M'Gladbach,Europa League,1988.0,4,360.0,90.0,100.0,4.0,4,,4.0,0,,0,1.25,7.0,6.0,1.0,0.25,,2017,,,,,
Marco Sportiello,it ITA,GK,Fiorentina,Europa League,1992.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Eduard Stăncioiu,ro ROU,GK,Steaua,Europa League,1981.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
Cican Stankovic,at AUT,GK,RB Salzburg,Europa League,1992.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,5,3.0,2.0,0.0,2.0,2.0,2.4,2017,,,,,
Luke Steele,eng ENG,GK,Panathinaikos,Europa League,1984.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.1,3.0,13.0,-10.0,-1.67,,2017,,,,,
Vladislav Stoyanov,bg BUL,GK,Ludogorets,Europa League,1987.0,2,180.0,90.0,100.0,2.0,2,,2.0,0,,0,0.5,1.0,2.0,-1.0,-0.5,,2017,,,,,
Richard Strebinger,at AUT,GK,Rapid Wien,Europa League,1993.0,4,360.0,90.0,66.7,4.0,4,,4.0,0,,2,1.25,6.0,6.0,0.0,0.0,0.5,2017,,,,,
Dominik Sváček,cz CZE,GK,Viktoria Plzeň,Europa League,1997.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Mile Svilar,be BEL,GK,Anderlecht,Europa League,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Wojciech Szczęsny,pl POL,GK,Roma,Europa League,1990.0,0,,,,,0,,0.0,0,,10,,,,,,,2017,,,,,
Kaya Tarakcı,tr TUR,GK,Konyaspor,Europa League,1981.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
Ertuğrul Taşkıran,tr TUR,GK,Fenerbahçe,Europa League,1989.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Ciprian Tătărușanu,ro ROU,GK,Fiorentina,Europa League,1986.0,7,630.0,90.0,87.5,7.0,7,,7.0,0,,1,2.29,16.0,7.0,9.0,1.29,2.29,2017,,,,,
Yannick Thoelen,be BEL,GK,Gent,Europa League,1990.0,1,90.0,90.0,10.0,1.0,1,,1.0,0,,5,1.0,2.0,2.0,0.0,0.0,0.67,2017,,,,,
Andris Vaņins,lv LVA,GK,Zürich,Europa League,1980.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.0,5.0,7.0,-2.0,-0.33,,2017,,,,,
Iván Villar,es ESP,GK,Celta Vigo,Europa League,1997.0,0,,,,,0,,0.0,0,,7,,,,,,,2017,,,,,
Michel Vorm,nl NED,GK,Tottenham,Europa League,1983.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Alexander Walke,de GER,GK,RB Salzburg,Europa League,1983.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,1,0.8,4.0,6.0,-2.0,-0.4,-2.4,2017,,,,,
Boy Waterman,nl NED,GK,APOEL FC,Europa League,1984.0,10,900.0,90.0,100.0,10.0,10,,10.0,0,,0,1.5,12.0,11.0,1.0,0.1,,2017,,,,,
Marco Wölfli,ch SUI,GK,Young Boys,Europa League,1982.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
Tolga Zengin,tr TUR,GK,Beşiktaş,Europa League,1983.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
Igor Akinfeev,ru RUS,GK,CSKA Moscow,Europa League,1986.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.33,7.0,9.0,-2.0,-0.33,,2018,,,,,
Igor Aleksovski,mk MKD,GK,FK Vardar,Europa League,1995.0,0,,,,,0,,0.0,0,,6,,,,,,,2018,,,,,
Alex,es ESP,GK,Atlético Madrid,Europa League,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Stephan Andersen,dk DEN,GK,FC Copenhagen,Europa League,1981.0,2,180.0,90.0,25.0,2.0,2,,2.0,0,,6,0.5,1.0,2.0,-1.0,-0.5,-0.67,2018,,,,,
Andreas Andersson,se SWE,GK,Östersund,Europa League,1991.0,0,,,,,0,,0.0,0,,8,,,,,,,2018,,,,,
Giannis Anestis,gr GRE,GK,AEK Athens,Europa League,1991.0,5,450.0,90.0,62.5,5.0,5,,5.0,0,,1,1.57,6.0,5.0,1.0,0.2,0.2,2018,,,,,
Miguel Ángel Moyá,es ESP,GK,Atlético Madrid,Europa League,1984.0,1,90.0,90.0,11.1,1.0,1,,1.0,0,,1,3.0,4.0,1.0,3.0,3.0,1.38,2018,,,,,
Kepa Arrizabalaga,es ESP,GK,Athletic Club,Europa League,1994.0,0,,,,,0,,0.0,0,,10,,,,,,,2018,,,,,
Sergio Asenjo,es ESP,GK,Villarreal,Europa League,1989.0,2,180.0,90.0,25.0,2.0,2,,2.0,0,,1,0.0,1.0,4.0,-3.0,-1.5,-2.17,2018,,,,,
Volkan Babacan,tr TUR,GK,Başakşehir,Europa League,1988.0,2,180.0,90.0,33.3,2.0,2,,2.0,0,,3,0.5,1.0,2.0,-1.0,-0.5,-0.5,2018,,,,,
Yegor Baburin,ru RUS,GK,Zenit,Europa League,1993.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Scott Bain,sco SCO,GK,Celtic,Europa League,1991.0,0,,,,,0,,0.0,0,,2,,,,,,,2018,,,,,
David von Ballmoos,ch SUI,GK,Young Boys,Europa League,1994.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,0,0.6,5.0,7.0,-2.0,-0.4,-1.4,2018,,,,,
Mariano Barbosa,ar ARG,GK,Villarreal,Europa League,1984.0,6,540.0,90.0,75.0,6.0,6,,6.0,0,,2,1.83,10.0,6.0,4.0,0.67,2.17,2018,,,,,
Vasilios Barkas,gr GRE,GK,AEK Athens,Europa League,1994.0,2,180.0,90.0,25.0,2.0,2,,2.0,0,,0,1.0,1.0,1.0,0.0,0.0,-0.17,2018,,,,,
Oliver Baumann,de GER,GK,Hoffenheim,Europa League,1990.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,0,0.8,7.0,9.0,-2.0,-0.4,-0.4,2018,,,,,
Walter Benítez,ar ARG,GK,Nice,Europa League,1993.0,4,360.0,90.0,50.0,4.0,4,,4.0,0,,4,0.75,5.0,6.0,-1.0,-0.25,-1.25,2018,,,,,
Etrit Berisha,al ALB,GK,Atalanta,Europa League,1989.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.88,17.0,8.0,9.0,1.13,,2018,,,,,
Milan Borjan,ca CAN,GK,Red Star,Europa League,1987.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.58,3.0,3.0,0.0,0.0,,2018,,,,,
Louis Bostyn,be BEL,GK,Zulte Waregem,Europa League,1993.0,4,360.0,90.0,66.7,4.0,4,,4.0,0,,2,1.75,7.0,6.0,1.0,0.25,3.25,2018,,,,,
Denys Boyko,ua UKR,GK,Dynamo Kyiv,Europa League,1988.0,4,360.0,90.0,40.0,4.0,4,,4.0,0,,0,0.75,3.0,5.0,-2.0,-0.5,-1.5,2018,,,,,
Jorge Broun,ar ARG,GK,Ludogorets,Europa League,1986.0,4,360.0,90.0,50.0,4.0,4,,4.0,0,,4,1.2,3.0,3.0,0.0,0.0,0.5,2018,,,,,
Roman Bürki,ch SUI,GK,Dortmund,Europa League,1990.0,4,360.0,90.0,100.0,4.0,4,,4.0,0,,0,1.25,5.0,5.0,0.0,0.0,,2018,,,,,
Heorhii Bushchan,ua UKR,GK,Dynamo Kyiv,Europa League,1994.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Heorhiy Bushchan,ua UKR,GK,Dynamo Kyiv,Europa League,1994.0,3,270.0,90.0,30.0,3.0,3,,,0,,0,,,,,,,2018,,,,,
Rafael Cabral,br BRA,GK,Napoli,Europa League,1990.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Faruk Çakır,tr TUR,GK,Başakşehir,Europa League,1995.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Ander Cantero,es ESP,GK,Villarreal,Europa League,1995.0,0,,,,,0,,0.0,0,,5,,,,,,,2018,,,,,
Yoan Cardinale,fr FRA,GK,Nice,Europa League,1994.0,4,360.0,90.0,50.0,4.0,4,,4.0,0,,3,1.5,9.0,5.0,4.0,1.0,1.25,2018,,,,,
Patrik Carlgren,se SWE,GK,Konyaspor,Europa League,1992.0,0,,,,,0,,0.0,0,,3,,,,,,,2018,,,,,
Petr Čech,cz CZE,GK,Arsenal,Europa League,1982.0,3,270.0,90.0,21.4,3.0,3,,3.0,0,,5,2.33,7.0,3.0,4.0,1.33,0.06,2018,,,,,
Anton Chichkan,by BLR,GK,BATE Borisov,Europa League,1995.0,0,,,,,0,,0.0,0,,3,,,,,,,2018,,,,,
Kim Christensen,dk DEN,GK,FC Copenhagen,Europa League,1979.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Oleh Chuvayev,ua UKR,GK,Zorya Luhansk,Europa League,1987.0,0,,,,,0,,0.0,0,,4,,,,,,,2018,,,,,
Yannis Clementia,fr FRA,GK,Nice,Europa League,1997.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Carlos Coronel,br BRA,GK,RB Salzburg,Europa League,1996.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
David Da Costa,ch SUI,GK,Lugano,Europa League,1986.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,1,1.2,8.0,11.0,-3.0,-0.6,-1.6,2018,,,,,
Daniel,br BRA,GK,Maccabi Tel Aviv,Europa League,1995.0,0,,,,,0,,0.0,0,,5,,,,,,,2018,,,,,
Abdulaziz Demircan,tr TUR,GK,Konyaspor,Europa League,1991.0,0,,,,,0,,0.0,0,,3,,,,,,,2018,,,,,
Antonio Donnarumma,it ITA,GK,Milan,Europa League,1990.0,1,90.0,90.0,10.0,1.0,1,,1.0,0,,3,3.0,1.0,0.0,1.0,1.0,0.33,2018,,,,,
Gianluigi Donnarumma,it ITA,GK,Milan,Europa League,1999.0,8,720.0,90.0,80.0,8.0,8,,8.0,0,,1,2.09,17.0,9.0,8.0,1.0,1.5,2018,,,,,
Renan dos Santos,br BRA,GK,Ludogorets,Europa League,1989.0,4,360.0,90.0,50.0,4.0,4,,4.0,0,,4,1.4,4.0,6.0,-2.0,-0.5,-0.5,2018,,,,,
Stanislav Dostál,cz CZE,GK,Fastav Zlín,Europa League,1991.0,3,270.0,90.0,50.0,3.0,3,,3.0,0,,3,0.33,0.0,6.0,-6.0,-2.0,-1.0,2018,,,,,
Douglas,br BRA,GK,Vitória,Europa League,1983.0,3,270.0,90.0,50.0,3.0,3,,3.0,0,,0,0.67,2.0,5.0,-3.0,-1.0,-0.67,2018,,,,,
Abylaykhan Duysen,kz KAZ,GK,FC Astana,Europa League,1994.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Nenad Erić,kz KAZ,GK,FC Astana,Europa League,1982.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.38,14.0,13.0,1.0,0.12,,2018,,,,,
Florian Escales,fr FRA,GK,Marseille,Europa League,1996.0,0,,,,,0,,0.0,0,,8,,,,,,,2018,,,,,
Filip Gačevski,mk MKD,GK,FK Vardar,Europa League,1990.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,0.88,3.0,20.0,-17.0,-2.83,,2018,,,,,
Pierluigi Gollini,it ITA,GK,Atalanta,Europa League,1995.0,0,,,,,0,,0.0,0,,8,,,,,,,2018,,,,,
David Goresh,il ISR,GK,Be'er Sheva,Europa League,1980.0,4,360.0,90.0,66.7,4.0,4,,4.0,0,,2,0.25,3.0,7.0,-4.0,-1.0,-0.5,2018,,,,,
Mathieu Gorgelin,fr FRA,GK,Lyon,Europa League,1990.0,0,,,,,0,,0.0,0,,10,,,,,,,2018,,,,,
Guido Guerrieri,it ITA,GK,Lazio,Europa League,1996.0,0,,,,,0,,0.0,0,,8,,,,,,,2018,,,,,
Péter Gulácsi,hu HUN,GK,RB Leipzig,Europa League,1990.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.67,9.0,10.0,-1.0,-0.17,,2018,,,,,
Mert Günok,tr TUR,GK,Başakşehir,Europa League,1989.0,4,360.0,90.0,66.7,4.0,4,,4.0,0,,2,1.75,6.0,6.0,0.0,0.0,0.5,2018,,,,,
Osman Hadzikic,at AUT,GK,Austria Wien,Europa League,1996.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,3,1.4,1.0,5.0,-4.0,-4.0,-3.4,2018,,,,,
Guy Haimov,il ISR,GK,Be'er Sheva,Europa League,1986.0,2,180.0,90.0,33.3,2.0,2,,2.0,0,,2,1.5,2.0,3.0,-1.0,-0.5,0.5,2018,,,,,
André Hansen,no NOR,GK,Rosenborg,Europa League,1989.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.38,6.0,11.0,-5.0,-0.83,,2018,,,,,
Iago Herrerín,es ESP,GK,Athletic Club,Europa League,1988.0,10,900.0,90.0,100.0,10.0,10,,10.0,0,,0,1.71,14.0,13.0,1.0,0.1,,2018,,,,,
Mateusz Hewelt,pl POL,GK,Everton,Europa League,1996.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Timo Horn,de GER,GK,Köln,Europa League,1993.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.0,7.0,8.0,-1.0,-0.17,,2018,,,,,
Jeroen Houwen,nl NED,GK,Vitesse,Europa League,1996.0,0,,,,,0,,0.0,0,,6,,,,,,,2018,,,,,
Aleš Hruška,cz CZE,GK,Viktoria Plzeň,Europa League,1985.0,10,930.0,93.0,101.6,10.3,10,,10.0,0,,0,1.92,18.0,12.0,6.0,0.58,6.58,2018,,,,,
Rune Jarstein,no NOR,GK,Hertha BSC,Europa League,1984.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,1,0.0,1.0,2.0,-1.0,-1.0,-1.0,2018,,,,,
Marko Jovičić,rs SRB,GK,Partizan,Europa League,1995.0,0,,,,,0,,0.0,0,,8,,,,,,,2018,,,,,
Sergiu Juric,md MDA,GK,Sheriff Tiraspol,Europa League,1984.0,0,,,,,0,,0.0,0,,6,,,,,,,2018,,,,,
Damir Kahriman,rs SRB,GK,Red Star,Europa League,1984.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Aly Keita,gn GUI,GK,Östersund,Europa League,1986.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.93,10.0,8.0,2.0,0.25,,2018,,,,,
Mikhail Kerzhakov,ru RUS,GK,Zenit,Europa League,1987.0,0,,,,,0,,0.0,0,,3,,,,,,,2018,,,,,
Thomas Kessler,de GER,GK,Köln,Europa League,1986.0,0,,,,,0,,0.0,0,,6,,,,,,,2018,,,,,
Joël Kiassumbua,cd COD,GK,Lugano,Europa League,1992.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,5,3.0,1.0,0.0,1.0,1.0,1.6,2018,,,,,
Serkan Kırıntılı,tr TUR,GK,Konyaspor,Europa League,1985.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.0,4.0,6.0,-2.0,-0.33,,2018,,,,,
Anastasios Kissas,cy CYP,GK,Apollon Limassol,Europa League,1988.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,5,0.0,0.0,3.0,-3.0,-3.0,-1.8,2018,,,,,
Jonathan Klinsmann,us USA,GK,Hertha BSC,Europa League,1997.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,3,1.0,1.0,1.0,0.0,0.0,0.2,2018,,,,,
Gregor Kobel,ch SUI,GK,Hoffenheim,Europa League,1997.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,4,1.0,1.0,1.0,0.0,0.0,0.4,2018,,,,,
Anton Kochenkov,ru RUS,GK,Loko Moscow,Europa League,1987.0,3,270.0,90.0,30.0,3.0,3,,3.0,0,,3,2.0,5.0,6.0,-1.0,-0.33,-0.48,2018,,,,,
Mirko Kos,at AUT,GK,Austria Wien,Europa League,1997.0,0,,,,,0,,0.0,0,,2,,,,,,,2018,,,,,
Maksym Koval,ua UKR,GK,Dynamo Kyiv,Europa League,1992.0,3,270.0,90.0,30.0,3.0,3,,3.0,0,,3,2.2,8.0,5.0,3.0,1.0,0.86,2018,,,,,
Přemysl Kovář,cz CZE,GK,Slavia Prague,Europa League,1985.0,2,180.0,90.0,33.3,2.0,2,,2.0,0,,4,2.0,2.0,1.0,1.0,0.5,0.75,2018,,,,,
Matúš Kozáčik,sk SVK,GK,Viktoria Plzeň,Europa League,1983.0,0,,,,,0,,0.0,0,,10,,,,,,,2018,,,,,
Thomas Kraft,de GER,GK,Hertha BSC,Europa League,1988.0,4,360.0,90.0,66.7,4.0,4,,4.0,0,,0,1.0,4.0,4.0,0.0,0.0,0.5,2018,,,,,
Jan Laštůvka,cz CZE,GK,Slavia Prague,Europa League,1982.0,4,360.0,90.0,66.7,4.0,4,,4.0,0,,2,1.0,4.0,5.0,-1.0,-0.25,-0.75,2018,,,,,
Nicola Leali,it ITA,GK,Zulte Waregem,Europa League,1993.0,2,180.0,90.0,33.3,2.0,2,,2.0,0,,4,0.0,1.0,7.0,-6.0,-3.0,-3.25,2018,,,,,
Daniel Lifshitz,il ISR,GK,Maccabi Tel Aviv,Europa League,1988.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Yuri Lodygin,ru RUS,GK,Zenit,Europa League,1990.0,2,180.0,90.0,20.0,2.0,2,,2.0,0,,7,2.0,5.0,2.0,3.0,1.5,0.25,2018,,,,,
Anthony Lopes,pt POR,GK,Lyon,Europa League,1990.0,10,900.0,90.0,100.0,10.0,10,,10.0,0,,0,2.0,18.0,8.0,10.0,1.0,,2018,,,,,
Andriy Lunin,ua UKR,GK,Zorya Luhansk,Europa League,1999.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.0,3.0,9.0,-6.0,-1.0,,2018,,,,,
Andrey Lunyov,ru RUS,GK,Zenit,Europa League,1991.0,8,720.0,90.0,80.0,8.0,8,,8.0,0,,0,1.82,17.0,7.0,10.0,1.25,-0.25,2018,,,,,
Matt Macey,eng ENG,GK,Arsenal,Europa League,1994.0,1,90.0,90.0,7.1,1.0,1,,1.0,0,,9,1.0,0.0,0.0,0.0,0.0,-1.38,2018,,,,,
Steve Mandanda,fr FRA,GK,Marseille,Europa League,1985.0,7,630.0,90.0,45.7,7.0,7,,7.0,0,,0,1.73,8.0,8.0,0.0,0.0,-0.48,2018,,,,,
Guilherme Marinato,ru RUS,GK,Loko Moscow,Europa League,1985.0,7,573.0,82.0,63.7,6.4,7,,6.0,0,,0,1.57,9.0,6.0,3.0,0.47,1.3,2018,,,,,
Dario Marzino,ch SUI,GK,Young Boys,Europa League,1996.0,0,,,,,0,,0.0,0,,2,,,,,,,2018,,,,,
Matheus,br BRA,GK,Braga,Europa League,1992.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.92,10.0,11.0,-1.0,-0.12,,2018,,,,,
Nikita Medvedev,ru RUS,GK,Loko Moscow,Europa League,1994.0,1,57.0,57.0,6.3,0.6,0,,0.0,1,,6,0.0,0.0,2.0,-2.0,-3.16,-3.37,2018,,,,,
Zvonimir Mikulić,hr CRO,GK,Sheriff Tiraspol,Europa League,1990.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.38,4.0,4.0,0.0,0.0,,2018,,,,,
Aleksandr Mokin,kz KAZ,GK,FC Astana,Europa League,1981.0,0,,,,,0,,0.0,0,,8,,,,,,,2018,,,,,
André Moreira,pt POR,GK,Braga,Europa League,1995.0,0,,,,,0,,0.0,0,,6,,,,,,,2018,,,,,
Yvon Mvogo,ch SUI,GK,RB Leipzig,Europa League,1994.0,0,,,,,0,,0.0,0,,6,,,,,,,2018,,,,,
Gal Navon,il ISR,GK,Be'er Sheva,Europa League,1996.0,0,,,,,0,,0.0,0,,2,,,,,,,2018,,,,,
Florin Niță,ro ROU,GK,FCSB,Europa League,1987.0,4,360.0,90.0,50.0,4.0,4,,4.0,0,,2,2.5,8.0,3.0,5.0,1.25,2.75,2018,,,,,
Jan Oblak,si SVN,GK,Atlético Madrid,Europa League,1993.0,6,540.0,90.0,66.7,6.0,6,,6.0,0,,0,2.17,8.0,2.0,6.0,1.0,-2.33,2018,,,,,
Miguel Oliveira,pt POR,GK,Vitória,Europa League,1994.0,0,,,,,0,,0.0,0,,3,,,,,,,2018,,,,,
Robin Olsen,se SWE,GK,FC Copenhagen,Europa League,1990.0,6,540.0,90.0,75.0,6.0,6,,6.0,0,,1,1.33,7.0,6.0,1.0,0.17,0.67,2018,,,,,
David Ospina,co COL,GK,Arsenal,Europa League,1988.0,10,900.0,90.0,71.4,10.0,10,,10.0,0,,0,1.9,23.0,9.0,14.0,1.4,0.4,2018,,,,,
Remko Pasveer,nl NED,GK,Vitesse,Europa League,1983.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,0.83,5.0,10.0,-5.0,-0.83,,2018,,,,,
Rui Patrício,pt POR,GK,Sporting CP,Europa League,1988.0,6,570.0,95.0,102.7,6.3,6,,6.0,0,,0,1.67,10.0,8.0,2.0,0.32,-5.68,2018,,,,,
Yohann Pelé,fr FRA,GK,Marseille,Europa League,1982.0,8,750.0,94.0,54.3,8.3,8,,8.0,0,,7,1.5,12.0,7.0,5.0,0.6,0.74,2018,,,,,
