Player,Nation,Pos,Squad,Comp,Born,matches_played,minutes_played,minutes_per_match_played,minutes_played_percent,90s_played,starts,minutes_per_starts,completed_matches,sub_played,minutes_per_sub,unused_sub,points_per_match,team_goals_scored_while_playing,team_goals_against_while_playing,plus_minus_goals_while_playing,plus_minus_goals_while_playing_per_90,net_goals_playing_per_90,season,expected_team_goals_while_playing,expected_team_goals_against_while_playing,xg_difference_while_playing,xg_difference_while_playing_per_90,net_xg_difference
Agustín Marchesín,ar ARG,GK,Porto,UCL,1988.0,8,750.0,94.0,89.3,8.3,8,94.0,8.0,0,,1,1.63,12.0,9.0,3.0,0.36,-1.64,2021,9.7,11.8,-2.1,-0.25,-0.54
Guilherme Marinato,ru RUS,GK,Loko Moscow,UCL,1985.0,6,540.0,90.0,100.0,6.0,6,90.0,6.0,0,,0,0.5,5.0,10.0,-5.0,-0.83,,2021,4.8,10.2,-5.4,-0.9,
Josep Martinez,es ESP,GK,RB Leipzig,UCL,1998.0,0,,,,,0,,0.0,0,,8,,,,,,,2021,,,,,
András Márton,hu HUN,GK,Ferencváros,UCL,2001.0,0,,,,,0,,0.0,0,,2,,,,,,,2021,,,,,
Edouard Mendy,sn SEN,GK,Chelsea,UCL,1992.0,8,720.0,90.0,88.9,8.0,8,90.0,8.0,0,,0,2.75,18.0,1.0,17.0,2.12,2.12,2021,13.8,5.7,8.1,1.01,-0.12
Simon Mignolet,be BEL,GK,Club Brugge,UCL,1988.0,5,450.0,90.0,83.3,5.0,5,90.0,5.0,0,,0,1.0,6.0,9.0,-3.0,-0.6,-1.6,2021,5.9,7.9,-2.1,-0.42,-1.09
Valentyn Morhun,ua UKR,GK,Dynamo Kyiv,UCL,2001.0,0,,,,,0,,0.0,0,,2,,,,,,,2021,,,,,
Adri Moyano,es ESP,GK,Sevilla,UCL,2000.0,0,,,,,0,,0.0,0,,2,,,,,,,2021,,,,,
Keylor Navas,cr CRC,GK,Paris S-G,UCL,1986.0,9,810.0,90.0,100.0,9.0,9,90.0,9.0,0,,0,2.11,21.0,10.0,11.0,1.22,,2021,17.5,14.9,2.7,0.3,
Ruslan Neshcheret,ua UKR,GK,Dynamo Kyiv,UCL,2002.0,1,90.0,90.0,16.7,1.0,1,90.0,1.0,0,,4,0.0,1.0,2.0,-1.0,-1.0,0.6,2021,2.4,3.0,-0.6,-0.6,0.43
Neto,br BRA,GK,Barcelona,UCL,1989.0,3,270.0,90.0,37.5,3.0,3,90.0,3.0,0,,5,3.0,10.0,1.0,9.0,3.0,3.2,2021,8.6,2.3,6.3,2.11,1.74
Manuel Neuer,de GER,GK,Bayern Munich,UCL,1986.0,7,630.0,90.0,77.8,7.0,7,90.0,7.0,0,,0,2.57,23.0,8.0,15.0,2.14,1.64,2021,15.4,10.1,5.3,0.75,0.17
Simon Ngapandouetnbu,fr FRA,GK,Marseille,UCL,2003.0,0,,,,,0,,0.0,0,,3,,,,,,,2021,,,,,
Alexander Nübel,de GER,GK,Bayern Munich,UCL,1996.0,2,180.0,90.0,22.2,2.0,2,90.0,2.0,0,,6,2.0,3.0,2.0,1.0,0.5,-1.64,2021,3.1,1.9,1.2,0.59,-0.17
Jan Oblak,si SVN,GK,Atlético Madrid,UCL,1993.0,8,720.0,90.0,100.0,8.0,8,90.0,8.0,0,,0,1.13,7.0,11.0,-4.0,-0.5,,2021,8.3,9.2,-0.9,-0.11,
André Onana,cm CMR,GK,Ajax,UCL,1996.0,6,540.0,90.0,100.0,6.0,6,90.0,6.0,0,,0,1.17,7.0,7.0,0.0,0.0,,2021,8.6,7.4,1.2,0.21,
Levente Őri,hu HUN,GK,Ferencváros,UCL,2003.0,0,,,,,0,,0.0,0,,4,,,,,,,2021,,,,,
Oliver Ottesen,dk DEN,GK,Midtjylland,UCL,1998.0,0,,,,,0,,0.0,0,,6,,,,,,,2021,,,,,
Daniele Padelli,it ITA,GK,Inter,UCL,1985.0,0,,,,,0,,0.0,0,,3,,,,,,,2021,,,,,
Alfonso Pastor,es ESP,GK,Sevilla,UCL,2000.0,1,90.0,90.0,12.5,1.0,1,90.0,1.0,0,,6,0.0,0.0,4.0,-4.0,-4.0,-4.57,2021,1.2,2.2,-1.0,-0.96,-1.06
Yohann Pelé,fr FRA,GK,Marseille,UCL,1982.0,0,,,,,0,,0.0,0,,6,,,,,,,2021,,,,,
Iñaki Peña,es ESP,GK,Barcelona,UCL,1999.0,0,,,,,0,,0.0,0,,8,,,,,,,2021,,,,,
Carlo Pinsoglio,it ITA,GK,Juventus,UCL,1990.0,0,,,,,0,,0.0,0,,8,,,,,,,2021,,,,,
Andriy Pyatov,ua UKR,GK,Shakhtar,UCL,1984.0,1,90.0,90.0,16.7,1.0,1,90.0,1.0,0,,5,0.0,0.0,4.0,-4.0,-4.0,-3.4,2021,0.7,2.7,-2.0,-1.98,-1.2
Ionuț Radu,ro ROU,GK,Inter,UCL,1997.0,0,,,,,0,,0.0,0,,3,,,,,,,2021,,,,,
Cláudio Ramos,pt POR,GK,Porto,UCL,1991.0,0,,,,,0,,0.0,0,,2,,,,,,,2021,,,,,
Mathyas Randriamamy,mg MAD,GK,Paris S-G,UCL,2003.0,0,,,,,0,,0.0,0,,2,,,,,,,2021,,,,,
Pepe Reina,es ESP,GK,Lazio,UCL,1982.0,7,630.0,90.0,87.5,7.0,7,90.0,7.0,0,,1,1.0,10.0,12.0,-2.0,-0.29,-2.29,2021,10.8,10.3,0.5,0.08,0.6
Sergio Rico,es ESP,GK,Paris S-G,UCL,1993.0,0,,,,,0,,0.0,0,,9,,,,,,,2021,,,,,
San Román,es ESP,GK,Atlético Madrid,UCL,1997.0,0,,,,,0,,0.0,0,,5,,,,,,,2021,,,,,
Francesco Rossi,it ITA,GK,Atalanta,UCL,1991.0,0,,,,,0,,0.0,0,,8,,,,,,,2021,,,,,
José Sá,pt POR,GK,Olympiacos,UCL,1993.0,6,540.0,90.0,100.0,6.0,6,90.0,6.0,0,,0,0.88,2.0,10.0,-8.0,-1.33,,2021,3.9,9.1,-5.2,-0.86,
Matvei Safonov,ru RUS,GK,Krasnodar,UCL,1999.0,4,360.0,90.0,66.7,4.0,4,90.0,4.0,0,,0,1.67,4.0,8.0,-4.0,-1.0,-0.5,2021,4.9,8.3,-3.4,-0.85,-0.42
Romain Salin,fr FRA,GK,Rennes,UCL,1984.0,2,180.0,90.0,33.3,2.0,2,90.0,2.0,0,,4,0.0,1.0,4.0,-3.0,-1.5,-0.25,2021,3.4,2.3,1.1,0.56,1.67
Andrei Savin,ru RUS,GK,Loko Moscow,UCL,1999.0,0,,,,,0,,0.0,0,,5,,,,,,,2021,,,,,
Kjell Scherpen,nl NED,GK,Ajax,UCL,2000.0,0,,,,,0,,0.0,0,,3,,,,,,,2021,,,,,
Lukas Schneller,de GER,GK,Bayern Munich,UCL,2001.0,0,,,,,0,,0.0,0,,2,,,,,,,2021,,,,,
Oleksiy Shevchenko,ua UKR,GK,Shakhtar,UCL,1992.0,0,,,,,0,,0.0,0,,6,,,,,,,2021,,,,,
Nick Shinton,be BEL,GK,Club Brugge,UCL,2001.0,0,,,,,0,,0.0,0,,1,,,,,,,2021,,,,,
Andrei Sinitsyn,ru RUS,GK,Krasnodar,UCL,1988.0,0,,,,,0,,0.0,0,,5,,,,,,,2021,,,,,
Tobias Sippel,de GER,GK,M'Gladbach,UCL,1988.0,0,,,,,0,,0.0,0,,8,,,,,,,2021,,,,,
Yann Sommer,ch SUI,GK,M'Gladbach,UCL,1988.0,8,720.0,90.0,100.0,8.0,8,90.0,8.0,0,,0,1.0,16.0,13.0,3.0,0.37,,2021,9.9,12.0,-2.0,-0.25,
Marco Sportiello,it ITA,GK,Atalanta,UCL,1992.0,5,450.0,90.0,62.5,5.0,5,90.0,5.0,0,,3,1.0,8.0,11.0,-3.0,-0.6,-1.27,2021,9.1,9.2,-0.1,-0.02,-0.06
Cican Stankovic,at AUT,GK,RB Salzburg,UCL,1992.0,6,540.0,90.0,100.0,6.0,6,90.0,6.0,0,,0,1.25,10.0,17.0,-7.0,-1.17,,2021,11.3,8.7,2.7,0.44,
Filip Stankovic,rs SRB,GK,Inter,UCL,2002.0,0,,,,,0,,0.0,0,,6,,,,,,,2021,,,,,
Zack Steffen,us USA,GK,Manchester City,UCL,1995.0,1,90.0,90.0,11.1,1.0,1,90.0,1.0,0,,8,3.0,3.0,0.0,3.0,3.0,1.25,2021,2.6,0.6,2.0,1.95,0.61
Maarten Stekelenburg,nl NED,GK,Ajax,UCL,1982.0,0,,,,,0,,0.0,0,,6,,,,,,,2021,,,,,
Thomas Strakosha,al ALB,GK,Lazio,UCL,1995.0,1,90.0,90.0,12.5,1.0,1,90.0,1.0,0,,5,3.0,3.0,1.0,2.0,2.0,2.29,2021,1.4,1.9,-0.5,-0.52,-0.6
Wojciech Szczęsny,pl POL,GK,Juventus,UCL,1990.0,7,660.0,94.0,88.0,7.3,7,94.0,7.0,0,,1,2.14,15.0,8.0,7.0,0.95,-2.05,2021,12.2,7.6,4.6,0.63,-0.96
Gergő Szécsi,hu HUN,GK,Ferencváros,UCL,1989.0,0,,,,,0,,0.0,0,,3,,,,,,,2021,,,,,
Arnau Tenas,es ESP,GK,Barcelona,UCL,2001.0,0,,,,,0,,0.0,0,,3,,,,,,,2021,,,,,
Marc-André ter Stegen,de GER,GK,Barcelona,UCL,1992.0,5,450.0,90.0,62.5,5.0,5,90.0,5.0,0,,0,1.4,8.0,9.0,-1.0,-0.2,-3.2,2021,10.9,9.1,1.9,0.37,-1.74
Valdemar Thorsen,dk DEN,GK,Midtjylland,UCL,2001.0,0,,,,,0,,0.0,0,,3,,,,,,,2021,,,,,
James Trafford,eng ENG,GK,Manchester City,UCL,2002.0,0,,,,,0,,0.0,0,,2,,,,,,,2021,,,,,
Anatolii Trubin,ua UKR,GK,Shakhtar,UCL,2001.0,5,450.0,90.0,83.3,5.0,5,90.0,5.0,0,,1,1.6,5.0,8.0,-3.0,-0.6,3.4,2021,3.6,7.5,-3.9,-0.79,1.2
Philipp Tschauner,de GER,GK,RB Leipzig,UCL,1985.0,0,,,,,0,,0.0,0,,6,,,,,,,2021,,,,,
Kostas Tzolakis,gr GRE,GK,Olympiacos,UCL,2002.0,0,,,,,0,,0.0,0,,6,,,,,,,2021,,,,,
Luca Unbehaun,de GER,GK,Dortmund,UCL,2001.0,0,,,,,0,,0.0,0,,4,,,,,,,2021,,,,,
Tomáš Vaclík,cz CZE,GK,Sevilla,UCL,1989.0,2,180.0,90.0,25.0,2.0,2,90.0,2.0,0,,4,3.0,5.0,3.0,2.0,1.0,1.33,2021,3.7,3.2,0.5,0.24,0.37
Fabio Vanni,fr FRA,GK,Marseille,UCL,2002.0,0,,,,,0,,0.0,0,,3,,,,,,,2021,,,,,
Aleksandr Vasyutin,ru RUS,GK,Zenit,UCL,1995.0,0,,,,,0,,0.0,0,,6,,,,,,,2021,,,,,
Alexander Walke,de GER,GK,RB Salzburg,UCL,1983.0,0,,,,,0,,0.0,0,,6,,,,,,,2021,,,,,
Karlo Ziger,hr CRO,GK,Chelsea,UCL,2001.0,0,,,,,0,,0.0,0,,3,,,,,,,2021,,,,,
Denis Adamov,ru RUS,GK,Krasnodar,Europa League,1998.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Alisson,br BRA,GK,Roma,Europa League,1992.0,10,900.0,90.0,100.0,10.0,10,,10.0,0,,0,1.8,24.0,13.0,11.0,1.1,,2017,,,,,
Robert Almer,at AUT,GK,Austria Wien,Europa League,1984.0,2,115.0,58.0,21.3,1.3,2,,1.0,0,,0,2.0,1.0,1.0,0.0,0.0,0.64,2017,,,,,
Sergio Álvarez,es ESP,GK,Celta Vigo,Europa League,1986.0,10,930.0,93.0,72.1,10.3,10,,10.0,0,,4,1.8,14.0,8.0,6.0,0.58,0.33,2017,,,,,
Stephan Andersen,dk DEN,GK,FC Copenhagen,Europa League,1981.0,0,,,,,0,,0.0,0,,4,,,,,,,2017,,,,,
Hakan Arıkan,tr TUR,GK,Osmanlıspor,Europa League,1982.0,2,180.0,90.0,25.0,2.0,2,,2.0,0,,6,2.0,4.0,3.0,1.0,0.5,0.67,2017,,,,,
Kepa Arrizabalaga,es ESP,GK,Athletic Club,Europa League,1994.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Sergio Asenjo,es ESP,GK,Villarreal,Europa League,1989.0,3,270.0,90.0,37.5,3.0,3,,3.0,0,,0,1.33,3.0,6.0,-3.0,-1.0,-1.2,2017,,,,,
Taha Ayan,tr TUR,GK,Osmanlıspor,Europa League,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Yegor Baburin,ru RUS,GK,Zenit,Europa League,1993.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Mariano Barbosa,ar ARG,GK,Villarreal,Europa League,1984.0,0,,,,,0,,0.0,0,,5,,,,,,,2017,,,,,
Novem Baumann,ch SUI,GK,Zürich,Europa League,1995.0,0,,,,,0,,0.0,0,,4,,,,,,,2017,,,,,
Walter Benítez,ar ARG,GK,Nice,Europa League,1993.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,2,3.0,2.0,1.0,1.0,1.0,2.4,2017,,,,,
Tommaso Berni,it ITA,GK,Inter,Europa League,1983.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Dmytro Bezotosnyi,ua UKR,GK,Gabala FK,Europa League,1983.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.14,5.0,14.0,-9.0,-1.5,,2017,,,,,
David Bičík,cz CZE,GK,Sparta Prague,Europa League,1981.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Marco Bizot,nl NED,GK,Genk,Europa League,1991.0,5,450.0,90.0,41.7,5.0,5,,5.0,0,,1,2.09,11.0,9.0,2.0,0.4,-0.31,2017,,,,,
Rubén Blanco,es ESP,GK,Celta Vigo,Europa League,1995.0,4,360.0,90.0,27.9,4.0,4,,4.0,0,,3,1.25,7.0,6.0,1.0,0.25,-0.33,2017,,,,,
Frank Boeckx,be BEL,GK,Anderlecht,Europa League,1986.0,1,90.0,90.0,8.1,1.0,1,,1.0,0,,10,3.0,3.0,1.0,2.0,2.0,1.38,2017,,,,,
Diederik Boer,nl NED,GK,Ajax,Europa League,1980.0,1,90.0,90.0,6.5,1.0,1,,1.0,0,,14,1.0,1.0,1.0,0.0,0.0,-0.49,2017,,,,,
Petr Bolek,cz CZE,GK,Viktoria Plzeň,Europa League,1984.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,5,1.0,1.0,1.0,0.0,0.0,0.6,2017,,,,,
Željko Brkić,rs SRB,GK,PAOK,Europa League,1986.0,1,90.0,90.0,12.5,1.0,1,,1.0,0,,7,3.0,3.0,2.0,1.0,1.0,1.43,2017,,,,,
Yoan Cardinale,fr FRA,GK,Nice,Europa League,1994.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,1,0.6,3.0,10.0,-7.0,-1.4,-2.4,2017,,,,,
José Carlos Marafona,pt POR,GK,Braga,Europa League,1987.0,2,180.0,90.0,33.3,2.0,2,,2.0,0,,4,0.0,2.0,6.0,-4.0,-2.0,-2.5,2017,,,,,
Lefteris Choutesiotis,gr GRE,GK,Olympiacos,Europa League,1994.0,0,,,,,0,,0.0,0,,5,,,,,,,2017,,,,,
Oleh Chuvayev,ua UKR,GK,Zorya Luhansk,Europa League,1987.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Radosław Cierzniak,pl POL,GK,Legia Warsaw,Europa League,1983.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Andrea Consigli,it ITA,GK,Sassuolo,Europa League,1987.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,0,1.44,9.0,9.0,0.0,0.0,2.0,2017,,,,,
Gino Coutinho,nl NED,GK,AZ Alkmaar,Europa League,1982.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Daniel,br BRA,GK,Maccabi Tel Aviv,Europa League,1995.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Volkan Demirel,tr TUR,GK,Fenerbahçe,Europa League,1981.0,8,701.0,88.0,97.4,7.8,8,,7.0,0,,0,2.0,9.0,8.0,1.0,0.13,0.13,2017,,,,,
Renan dos Santos,br BRA,GK,Ludogorets,Europa League,1989.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Martin Dúbravka,sk SVK,GK,Slovan Liberec,Europa League,1989.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,1,1.78,7.0,9.0,-2.0,-0.4,2.6,2017,,,,,
Abylaykhan Duysen,kz KAZ,GK,FC Astana,Europa League,1994.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Nenad Erić,kz KAZ,GK,FC Astana,Europa League,1982.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.14,5.0,11.0,-6.0,-1.0,,2017,,,,,
Fabiano,br BRA,GK,Fenerbahçe,Europa League,1988.0,1,19.0,19.0,2.6,0.2,0,,0.0,1,,6,1.0,0.0,0.0,0.0,0.0,-0.13,2017,,,,,
Fabricio,es ESP,GK,Beşiktaş,Europa League,1987.0,6,570.0,95.0,100.0,6.3,6,,6.0,0,,0,2.17,13.0,7.0,6.0,0.95,,2017,,,,,
Ralf Fährmann,de GER,GK,Schalke 04,Europa League,1988.0,11,1020.0,93.0,91.9,11.3,11,,11.0,0,,0,2.18,19.0,9.0,10.0,0.88,2.88,2017,,,,,
Anthony Favre,ch SUI,GK,Zürich,Europa League,1984.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Anton Fedyushkin,ru RUS,GK,Krasnodar,Europa League,1997.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Andrés Fernández,es ESP,GK,Villarreal,Europa League,1986.0,5,450.0,90.0,62.5,5.0,5,,5.0,0,,3,1.6,7.0,6.0,1.0,0.2,1.2,2017,,,,,
Fraser Forster,eng ENG,GK,Southampton,Europa League,1988.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.33,6.0,4.0,2.0,0.33,,2017,,,,,
George Gavrilaș,ro ROU,GK,Astra Giurgiu,Europa League,1990.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
David de Gea,es ESP,GK,Manchester Utd,Europa League,1990.0,3,270.0,90.0,19.6,3.0,3,,3.0,0,,11,1.0,5.0,4.0,1.0,0.33,-0.96,2017,,,,,
Fabian Giefer,de GER,GK,Schalke 04,Europa League,1990.0,1,90.0,90.0,8.1,1.0,1,,1.0,0,,3,0.0,0.0,2.0,-2.0,-2.0,-2.88,2017,,,,,
Jean-François Gillet,be BEL,GK,Standard Liège,Europa League,1979.0,3,270.0,90.0,50.0,3.0,3,,3.0,0,,3,0.67,3.0,4.0,-1.0,-0.33,-1.33,2017,,,,,
Panagiotis Glykos,gr GRE,GK,PAOK,Europa League,1986.0,7,630.0,90.0,87.5,7.0,7,,7.0,0,,1,1.56,5.0,8.0,-3.0,-0.43,-1.43,2017,,,,,
David Goresh,il ISR,GK,Be'er Sheva,Europa League,1980.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.0,8.0,11.0,-3.0,-0.37,,2017,,,,,
Mathieu Gorgelin,fr FRA,GK,Lyon,Europa League,1990.0,0,,,,,0,,0.0,0,,8,,,,,,,2017,,,,,
Yevgeni Goshev,ru RUS,GK,Rostov,Europa League,1997.0,0,,,,,0,,0.0,0,,4,,,,,,,2017,,,,,
Alexis Guendouz,fr FRA,GK,Saint-Étienne,Europa League,1996.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Osman Hadzikic,at AUT,GK,Austria Wien,Europa League,1996.0,5,425.0,85.0,78.7,4.7,4,,4.0,1,,0,1.17,10.0,13.0,-3.0,-0.64,-0.64,2017,,,,,
Guy Haimov,il ISR,GK,Be'er Sheva,Europa League,1986.0,0,,,,,0,,0.0,0,,8,,,,,,,2017,,,,,
Samir Handanović,si SVN,GK,Inter,Europa League,1984.0,5,429.0,86.0,79.4,4.8,5,,4.0,0,,0,0.6,5.0,8.0,-3.0,-0.63,0.18,2017,,,,,
Pär Hansson,se SWE,GK,Feyenoord,Europa League,1986.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
Mouez Hassen,tn TUN,GK,Nice,Europa League,1995.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Iago Herrerín,es ESP,GK,Athletic Club,Europa League,1988.0,5,450.0,90.0,62.5,5.0,5,,5.0,0,,0,1.8,9.0,10.0,-1.0,-0.2,0.13,2017,,,,,
Václav Hladký,cz CZE,GK,Slovan Liberec,Europa League,1990.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,5,0.0,0.0,3.0,-3.0,-3.0,-2.6,2017,,,,,
Guillaume Hubert,be BEL,GK,Standard Liège,Europa League,1994.0,3,270.0,90.0,50.0,3.0,3,,3.0,0,,3,1.67,5.0,2.0,3.0,1.0,1.33,2017,,,,,
Jannik Huth,de GER,GK,Mainz 05,Europa League,1994.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,5,3.0,2.0,0.0,2.0,2.0,2.8,2017,,,,,
Plamen Iliev,bg BUL,GK,Astra Giurgiu,Europa League,1991.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Gorka Iraizoz,es ESP,GK,Athletic Club,Europa League,1981.0,3,270.0,90.0,37.5,3.0,3,,3.0,0,,4,1.33,4.0,5.0,-1.0,-0.33,-0.13,2017,,,,,
Nordin Jackers,be BEL,GK,Genk,Europa League,1997.0,1,90.0,90.0,8.3,1.0,1,,1.0,0,,11,3.0,2.0,0.0,2.0,2.0,1.55,2017,,,,,
Sam Johnstone,eng ENG,GK,Manchester Utd,Europa League,1993.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Brad Jones,au AUS,GK,Feyenoord,Europa League,1982.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.17,3.0,7.0,-4.0,-0.67,,2017,,,,,
Lovre Kalinić,hr CRO,GK,Gent,Europa League,1990.0,4,360.0,90.0,40.0,4.0,4,,4.0,0,,0,1.25,6.0,8.0,-2.0,-0.5,0.17,2017,,,,,
Anton Kanibolotskiy,ua UKR,GK,Shakhtar,Europa League,1988.0,0,,,,,0,,0.0,0,,4,,,,,,,2017,,,,,
Stefanos Kapino,gr GRE,GK,Olympiacos,Europa League,1994.0,0,,,,,0,,0.0,0,,5,,,,,,,2017,,,,,
Žydrūnas Karčemarskas,lt LTU,GK,Osmanlıspor,Europa League,1983.0,6,540.0,90.0,75.0,6.0,6,,6.0,0,,1,1.92,6.0,7.0,-1.0,-0.17,-0.67,2017,,,,,
Mikhail Kerzhakov,ru RUS,GK,Zenit,Europa League,1987.0,1,90.0,90.0,12.5,1.0,1,,1.0,0,,5,3.0,2.0,1.0,1.0,1.0,-0.14,2017,,,,,
Serkan Kırıntılı,tr TUR,GK,Konyaspor,Europa League,1985.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,0.17,2.0,12.0,-10.0,-1.67,,2017,,,,,
Tobias Knoflach,at AUT,GK,Rapid Wien,Europa League,1993.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,0,1.0,1.0,1.0,0.0,0.0,0.2,2017,,,,,
Stefanos Kotsolis,gr GRE,GK,Panathinaikos,Europa League,1979.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
Tomáš Koubek,cz CZE,GK,Sparta Prague,Europa League,1992.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.7,9.0,11.0,-2.0,-0.25,,2017,,,,,
Matúš Kozáčik,sk SVK,GK,Viktoria Plzeň,Europa League,1983.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,0,1.0,6.0,9.0,-3.0,-0.6,-0.6,2017,,,,,
Stanislav Kritsyuk,ru RUS,GK,Krasnodar,Europa League,1990.0,8,720.0,90.0,80.0,8.0,8,,8.0,0,,2,1.7,10.0,9.0,1.0,0.12,1.62,2017,,,,,
Tim Krul,nl NED,GK,AZ Alkmaar,Europa League,1988.0,2,180.0,90.0,25.0,2.0,2,,2.0,0,,0,0.0,2.0,11.0,-9.0,-4.5,-3.83,2017,,,,,
Oleh Kudryk,ua UKR,GK,Shakhtar,Europa League,1996.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Nicola Leali,it ITA,GK,Olympiacos,Europa League,1993.0,10,900.0,90.0,100.0,10.0,10,,10.0,0,,0,1.3,12.0,11.0,1.0,0.1,,2017,,,,,
Ihor Levchenko,ua UKR,GK,Zorya Luhansk,Europa League,1991.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,3,0.0,0.0,2.0,-2.0,-2.0,-1.2,2017,,,,,
Harry Lewis,eng ENG,GK,Southampton,Europa League,1997.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Luca Lezzerini,it ITA,GK,Fiorentina,Europa League,1995.0,1,90.0,90.0,12.5,1.0,1,,1.0,0,,5,0.0,2.0,3.0,-1.0,-1.0,-2.29,2017,,,,,
Daniel Lifshitz,il ISR,GK,Maccabi Tel Aviv,Europa League,1988.0,0,,,,,0,,0.0,0,,4,,,,,,,2017,,,,,
Hugo Lloris,fr FRA,GK,Tottenham,Europa League,1986.0,2,180.0,90.0,100.0,2.0,2,,2.0,0,,0,0.5,2.0,3.0,-1.0,-0.5,,2017,,,,,
Yuri Lodygin,ru RUS,GK,Zenit,Europa League,1990.0,7,630.0,90.0,87.5,7.0,7,,7.0,0,,1,2.14,18.0,10.0,8.0,1.14,0.14,2017,,,,,
Anthony Lopes,pt POR,GK,Lyon,Europa League,1990.0,8,750.0,94.0,100.0,8.3,8,,8.0,0,,0,1.88,23.0,14.0,9.0,1.08,,2017,,,,,
Jonas Lössl,dk DEN,GK,Mainz 05,Europa League,1989.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,1,1.2,6.0,10.0,-4.0,-0.8,-2.8,2017,,,,,
Silviu Lung Jr.,ro ROU,GK,Astra Giurgiu,Europa League,1989.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.3,9.0,13.0,-4.0,-0.5,,2017,,,,,
Anthony Maisonnial,fr FRA,GK,Saint-Étienne,Europa League,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Arkadiusz Malarz,pl POL,GK,Legia Warsaw,Europa League,1980.0,2,180.0,90.0,100.0,2.0,2,,2.0,0,,0,0.5,0.0,1.0,-1.0,-0.5,,2017,,,,,
Matheus,br BRA,GK,Braga,Europa League,1992.0,4,360.0,90.0,66.7,4.0,4,,4.0,0,,2,1.5,7.0,5.0,2.0,0.5,2.5,2017,,,,,
Alex McCarthy,eng ENG,GK,Southampton,Europa League,1989.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Nikita Medvedev,ru RUS,GK,Rostov,Europa League,1994.0,4,360.0,90.0,100.0,4.0,4,,4.0,0,,0,1.25,6.0,3.0,3.0,0.75,,2017,,,,,
Miroslav Miller,cz CZE,GK,Sparta Prague,Europa League,1980.0,0,,,,,0,,0.0,0,,5,,,,,,,2017,,,,,
Aleksandr Mokin,kz KAZ,GK,FC Astana,Europa League,1981.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
Jessy Moulin,fr FRA,GK,Saint-Étienne,Europa League,1986.0,3,270.0,90.0,37.5,3.0,3,,3.0,0,,5,1.5,3.0,2.0,1.0,0.33,0.73,2017,,,,,
Yvon Mvogo,ch SUI,GK,Young Boys,Europa League,1994.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.33,7.0,4.0,3.0,0.5,,2017,,,,,
