,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
125,Lars Bender\Lars-Bender,de GER,MFDF,de Leverkusen,29,1989,5,296,59,41.1,3.3,3,84,2,2,22,1,2.00,10,8,+2,+0.61,-0.45,4.7,5.2,-0.5,-0.15,-0.39,Matches
126,Sven Bender\Sven-Bender,de GER,DF,de Leverkusen,29,1989,3,262,87,36.4,2.9,3,87,2,0,,1,1.33,6,5,+1,+0.34,-0.84,3.3,4.7,-1.4,-0.48,-0.89,Matches
127,Nicklas Bendtner\Nicklas-Bendtner,dk DEN,FW,no Rosenborg,30,1988,3,235,78,43.5,2.6,3,78,2,0,,0,1.71,2,8,-6,-2.30,-1.12,1.0,5.6,-4.6,-1.75,-0.04,Matches
128,Pierre Bengtsson\Pierre-Bengtsson,se SWE,DF,dk FC Copenhagen,30,1988,4,265,66,49.1,2.9,2,91,2,2,42,2,1.63,0,3,-3,-1.02,-1.35,1.7,2.0,-0.3,-0.11,0.00,Matches
129,Rasmus Bengtsson\Rasmus-Bengtsson,se SWE,DF,se Malmö,32,1986,8,668,84,92.8,7.4,8,84,6,0,,0,1.30,7,8,-1,-0.13,+3.33,6.3,11.6,-5.3,-0.72,+0.69,Matches
130,Filip Benković\Filip-Benkovic,hr CRO,DF,sco Celtic,21,1997,4,360,90,50.0,4.0,4,90,4,0,,1,2.25,5,3,+2,+0.50,+2.25,6.7,3.8,+2.9,+0.73,+2.63,Matches
131,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,fr Rennes,23,1995,9,691,77,76.8,7.7,7,88,6,2,37,1,1.44,11,14,-3,-0.39,-1.68,11.9,9.9,+2.0,+0.26,+0.53,Matches
132,Yassine Benzia\Yassine-Benzia,dz ALG,MF,tr Fenerbahçe,23,1994,3,227,76,31.5,2.5,3,76,1,0,,1,0.67,3,6,-3,-1.19,-1.55,2.5,3.9,-1.5,-0.58,-0.84,Matches
133,Zsombor Berecz\Zsombor-Berecz,hu HUN,MF,hu Vidi,22,1995,1,13,13,2.4,0.1,0,,0,1,12,5,0.00,0,1,-1,-6.92,-6.75,0.1,0.4,-0.3,-1.82,-1.38,Matches
134,Yevgeniy Berezkin\Yevgeniy-Berezkin,by BLR,MF,by BATE Borisov,22,1996,3,70,23,9.7,0.8,0,,0,3,22,5,1.00,0,0,0,0.00,+0.28,0.1,0.7,-0.5,-0.66,+0.10,Matches
135,Sander Berge\Sander-Berge,no NOR,MF,be Genk,20,1998,5,391,78,54.3,4.3,4,90,4,1,30,0,2.30,10,5,+5,+1.15,+1.70,6.1,3.1,+3.0,+0.70,+0.91,Matches
136,Valon Berisha\Valon-Berisha,xk KVX,MF,it Lazio,25,1993,5,289,58,40.1,3.2,3,78,1,2,27,0,1.20,4,7,-3,-0.93,-0.52,1.9,4.9,-3.1,-0.95,-1.58,Matches
137,Veton Berisha\Veton-Berisha,no NOR,FWMF,at Rapid Wien,24,1994,7,484,69,67.2,5.4,6,78,2,1,14,0,1.60,3,6,-3,-0.56,+1.35,3.7,8.0,-4.2,-0.79,+0.06,Matches
138,Juan Berrocal González\Juan-Berrocal-Gonzalez,es ESP,DF,es Sevilla,19,1999,0,,,,,0,,0,0,,1,3.00,,,,,,,,,,,Matches
139,Andrea Bertolacci\Andrea-Bertolacci,it ITA,MF,it Milan,27,1991,4,139,35,25.7,1.5,2,64,0,2,6,1,1.75,3,2,+1,+0.65,+0.20,2.2,0.4,+1.8,+1.15,+0.91,Matches
140,Dmitriy Bessmertny\Dmitriy-Bessmertny,by BLR,MF,by BATE Borisov,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
141,Artem Besyedin\Artem-Besyedin,ua UKR,FW,ua Dynamo Kyiv,22,1996,2,155,78,17.2,1.7,2,78,1,0,,0,0.50,2,3,-1,-0.58,-0.22,2.1,2.2,-0.1,-0.05,+0.66,Matches
142,Deji Beyreuther\Deji-Beyreuther,de GER,DF,de Eint Frankfurt,18,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
143,Lucas Biglia\Lucas-Biglia,ar ARG,MF,it Milan,32,1986,2,169,85,31.3,1.9,2,85,1,0,,1,1.50,3,3,0,0.00,-0.73,3.5,2.4,+1.1,+0.61,+0.19,Matches
144,Egzon Binaku\Egzon-Binaku,al ALB,DF,se Malmö,22,1995,1,11,11,1.5,0.1,0,,0,1,10,3,0.00,0,0,0,0.00,+0.38,0.0,0.2,-0.2,-1.65,-0.90,Matches
145,Diego Biseswar\Diego-Biseswar,sr SUR,FWMF,gr PAOK,30,1988,4,86,22,15.9,1.0,0,,0,4,21,2,0.75,1,0,+1,+1.05,+2.63,1.3,0.8,+0.5,+0.54,+1.06,Matches
146,Milan Biševac\Milan-Bisevac,rs SRB,MFDF,lu F91 Dudelange,34,1983,2,180,90,33.3,2.0,2,90,2,0,,0,0.33,1,7,-6,-3.00,-1.25,0.5,6.2,-5.7,-2.84,-1.20,Matches
147,Andreas Bjelland\Andreas-Bjelland,dk DEN,DF,dk FC Copenhagen,30,1988,6,458,76,84.8,5.1,6,76,5,0,,0,1.45,3,4,-1,-0.20,+0.90,3.6,4.4,-0.8,-0.16,-0.28,Matches
148,Salvatore Bocchetti\Salvatore-Bocchetti,it ITA,DF,ru Spartak Moscow,31,1986,4,360,90,66.7,4.0,4,90,4,0,,1,1.25,7,8,-1,-0.25,+1.25,5.7,5.1,+0.5,+0.13,+0.93,Matches
149,Frank Boeckx\Frank-Boeckx,be BEL,GK,be Anderlecht,31,1986,1,90,90,16.7,1.0,1,90,1,0,,5,1.00,0,0,0,0.00,+1.00,0.4,0.4,0.0,+0.02,+0.32,Matches
150,Nicolai Boilesen\Nicolai-Boilesen,dk DEN,DF,dk FC Copenhagen,26,1992,4,275,69,50.9,3.1,4,69,2,0,,2,1.90,3,2,+1,+0.33,+1.35,2.8,3.1,-0.3,-0.11,0.00,Matches
151,Serhiy Bolbat\Serhiy-Bolbat,ua UKR,DF,ua Shakhtar,25,1993,2,26,13,14.4,0.3,0,,0,2,12,0,0.50,0,2,-2,-6.92,-6.34,0.1,0.8,-0.7,-2.36,-1.24,Matches
152,Boli Bolingoli-Mbombo\Boli-Bolingoli-Mbombo,be BEL,DFMF,at Rapid Wien,23,1995,7,469,67,65.1,5.2,5,87,4,2,17,0,1.30,3,11,-8,-1.54,-1.54,4.1,8.8,-4.6,-0.89,-0.24,Matches
153,Giacomo Bonaventura\Giacomo-Bonaventura,it ITA,MFFW,it Milan,28,1989,2,144,72,26.7,1.6,2,72,1,0,,0,1.50,1,3,-2,-1.25,-2.39,2.1,2.0,+0.2,+0.11,-0.50,Matches
154,Valerii Bondar\Valerii-Bondar,ua UKR,DF,ua Shakhtar,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
155,Daniele Bonera\Daniele-Bonera,it ITA,DF,es Villarreal,37,1981,3,225,75,20.8,2.5,3,75,2,0,,2,1.00,5,5,0,0.00,-0.74,4.6,3.7,+0.9,+0.35,-0.19,Matches
156,Landry Bonnefoi\Landry-Bonnefoi,fr FRA,GK,lu F91 Dudelange,34,1983,4,360,90,66.7,4.0,4,90,4,0,,2,0.25,3,12,-9,-2.25,-0.25,0.9,9.0,-8.1,-2.03,+0.01,Matches
157,Neto Borges\Neto-Borges,br BRA,DF,be Genk,21,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
158,Jan Bořil\Jan-Boril,cz CZE,DF,cz Slavia Prague,27,1991,11,1020,93,91.9,11.3,11,93,11,0,,0,1.36,15,14,+1,+0.09,-1.91,10.8,11.9,-1.1,-0.10,-1.15,Matches
159,Fabio Borini\Fabio-Borini,it ITA,FWDF,it Milan,27,1991,5,244,49,45.2,2.7,3,74,1,2,11,0,2.00,3,2,+1,+0.37,-0.24,3.7,2.8,+0.9,+0.33,-0.27,Matches
160,Cristian Borja\Cristian-Borja,co COL,DF,pt Sporting CP,25,1993,1,90,90,12.5,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,-1.29,1.0,1.5,-0.5,-0.54,-1.31,Matches
161,Sebastiaan Bornauw\Sebastiaan-Bornauw,be BEL,DF,be Anderlecht,19,1999,4,287,72,53.1,3.2,4,72,2,0,,1,0.75,2,2,0,0.00,+1.78,2.7,2.3,+0.4,+0.12,+0.78,Matches
162,Erik Botheim\Erik-Botheim,no NOR,FW,no Rosenborg,18,2000,1,8,8,1.5,0.1,0,,0,1,7,1,2.00,1,0,+1,+11.25,+13.11,0.2,0.0,+0.2,+2.32,+4.10,Matches
163,Andreas Bouchalakis\Andreas-Bouchalakis,gr GRE,MF,gr Olympiacos,25,1993,5,251,50,34.9,2.8,4,62,1,1,5,2,1.89,2,2,0,0.00,-0.77,3.4,2.6,+0.8,+0.29,-0.31,Matches
164,Ryad Boudebouz\Ryad-Boudebouz,dz ALG,FW,es Betis,28,1990,1,16,16,2.2,0.2,0,,0,1,15,2,1.00,0,0,0,0.00,-0.38,0.1,0.0,+0.1,+0.36,-0.26,Matches
165,Benjamin Bourigeaud\Benjamin-Bourigeaud,fr FRA,MFFW,fr Rennes,24,1994,10,647,65,71.9,7.2,7,80,3,3,28,0,1.60,9,13,-4,-0.56,-1.98,10.0,10.0,0.0,+0.01,-0.48,Matches
166,Dedryck Boyata\Dedryck-Boyata,be BEL,DF,sco Celtic,27,1990,7,630,90,87.5,7.0,7,90,7,0,,0,1.50,5,9,-4,-0.57,+0.43,6.6,11.0,-4.4,-0.63,-0.39,Matches
167,Denys Boyko\Denys-Boyko,ua UKR,GK,ua Dynamo Kyiv,30,1988,9,810,90,90.0,9.0,9,90,9,0,,1,1.67,13,16,-3,-0.33,+0.67,8.4,15.0,-6.6,-0.73,-1.42,Matches
168,Júnior Brandão\Junior-Brandao,br BRA,FW,bg Ludogorets,23,1995,2,78,39,14.4,0.9,1,70,0,1,8,2,0.00,0,0,0,0.00,+0.39,0.7,0.3,+0.4,+0.50,+0.65,Matches
169,Julian Brandt\Julian-Brandt,de GER,MFFW,de Leverkusen,22,1996,7,409,58,56.8,4.5,5,76,3,2,16,0,2.00,9,5,+4,+0.88,+0.01,6.3,4.9,+1.4,+0.30,+0.50,Matches
170,Yanick Brecher\Yanick-Brecher,ch SUI,GK,ch Zürich,25,1993,7,630,90,87.5,7.0,7,90,7,0,,1,1.29,7,10,-3,-0.43,-0.43,9.1,7.9,+1.2,+0.17,+1.24,Matches
171,Tomáš Břečka\Tomas-Brecka,cz CZE,MF,cz Jablonec,24,1994,2,5,3,0.9,0.1,0,,0,2,2,4,1.50,0,1,-1,-18.00,-17.83,0.0,1.1,-1.1,-19.39,-19.37,Matches
172,Jimmy Briand\Jimmy-Briand,fr FRA,FW,fr Bordeaux,32,1985,5,364,73,67.4,4.0,4,80,2,1,45,0,1.14,2,4,-2,-0.49,-1.52,3.8,4.2,-0.4,-0.11,-1.03,Matches
173,Franz Brorsson\Franz-Brorsson,se SWE,DF,se Malmö,22,1996,4,81,20,11.3,0.9,0,,0,4,19,2,2.00,1,1,0,0.00,+0.42,1.0,2.0,-0.9,-1.05,-0.32,Matches
174,Jorge Broun\Jorge-Broun,ar ARG,GK,bg Ludogorets,32,1986,1,90,90,16.7,1.0,1,90,1,0,,5,1.67,1,1,0,0.00,+0.40,1.4,0.3,+1.1,+1.07,+1.35,Matches
175,Scott Brown\Scott-Brown,sco SCO,MF,sco Celtic,33,1985,5,329,66,45.7,3.7,3,90,3,2,29,0,1.43,2,5,-3,-0.82,-0.36,4.8,5.4,-0.6,-0.16,+0.78,Matches
176,Marcelo Brozović\Marcelo-Brozovic,hr CRO,MF,it Inter,25,1992,2,151,76,41.9,1.7,2,76,1,0,,1,2.00,2,0,+2,+1.19,+0.33,2.3,1.5,+0.8,+0.45,+0.19,Matches
177,Kévin Bru\Kevin-Bru,mu MRI,MFDF,cy Apollon,29,1988,2,135,68,25.0,1.5,2,68,1,0,,0,1.43,4,3,+1,+0.67,+0.89,2.3,1.1,+1.1,+0.76,+1.50,Matches
178,Bruma\Bruma,pt POR,MFFW,de RB Leipzig,23,1994,6,495,83,91.7,5.5,6,83,5,0,,0,1.64,7,7,0,0.00,-2.00,8.3,5.9,+2.5,+0.45,-0.18,Matches
179,Bryan\Bryan,es ESP,MF,es Sevilla,17,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
180,Mario Budimir\Mario-Budimir,hr CRO,FW,hr Dinamo Zagreb,32,1986,2,8,4,0.9,0.1,0,,0,2,3,2,3.00,0,0,0,0.00,-0.78,0.0,0.1,-0.1,-0.75,-1.33,Matches
181,Vitor Bueno\Vitor-Bueno,br BRA,MF,ua Dynamo Kyiv,23,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
182,Herdi Bukusu\Herdi-Bukusu,de GER,FW,de Leverkusen,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
183,Mykyta Burda\Mykyta-Burda,ua UKR,DF,ua Dynamo Kyiv,23,1995,10,900,90,100.0,10.0,10,90,10,0,,0,1.50,13,17,-4,-0.40,,10.5,16.4,-5.9,-0.59,,Matches
184,Mick van Buren\Mick-van-Buren,nl NED,FWMF,cz Slavia Prague,25,1992,4,68,17,6.1,0.8,0,,0,4,16,1,1.75,2,2,0,0.00,-0.26,1.5,0.8,+0.7,+0.94,+1.01,Matches
185,Oliver Burke\Oliver-Burke,sco SCO,FW,sco Celtic,21,1997,2,162,81,22.5,1.8,2,81,1,0,,0,0.00,0,3,-3,-1.67,-1.34,0.9,2.7,-1.8,-0.99,-0.52,Matches
186,Heorhiy Bushchan\Heorhiy-Bushchan,ua UKR,GK,ua Dynamo Kyiv,24,1994,1,90,90,10.0,1.0,1,90,1,0,,9,0.00,0,1,-1,-1.00,-0.67,2.1,1.4,+0.7,+0.68,+1.42,Matches
187,Bohdan Butko\Bohdan-Butko,ua UKR,DF,ua Shakhtar,27,1991,2,155,78,86.1,1.7,2,78,1,0,,0,0.50,3,4,-1,-0.58,+6.62,1.6,3.6,-1.9,-1.11,+1.34,Matches
188,Vitaliy Buyalskyi\Vitaliy-Buyalskyi,ua UKR,MFFW,ua Dynamo Kyiv,25,1993,7,597,85,66.3,6.6,7,85,4,0,,0,1.71,12,8,+4,+0.60,+2.98,7.0,8.6,-1.6,-0.24,+1.05,Matches
189,Willy Caballero\Willy-Caballero,ar ARG,GK,eng Chelsea,36,1981,2,180,90,13.0,2.0,2,90,2,0,,13,2.00,5,2,+3,+1.50,-0.23,3.0,0.8,+2.1,+1.07,-0.20,Matches
190,Jovane Cabral\Jovane-Cabral,cv CPV,FWMF,pt Sporting CP,20,1998,7,232,33,32.2,2.6,2,82,1,5,14,1,1.86,8,2,+6,+2.33,+1.77,5.5,1.6,+3.9,+1.51,+1.34,Matches
191,Martín Cáceres\Martin-Caceres,uy URU,DFMF,it Lazio,31,1987,4,344,86,47.8,3.8,4,86,3,0,,1,1.50,6,6,0,0.00,+1.20,6.1,3.7,+2.4,+0.63,+1.23,Matches
192,Gary Cahill\Gary-Cahill,eng ENG,DF,eng Chelsea,32,1985,4,360,90,26.1,4.0,4,90,4,0,,4,3.00,9,1,+8,+2.00,+0.41,8.3,2.2,+6.1,+1.53,+0.40,Matches
193,Felipe Caicedo\Felipe-Caicedo,ec ECU,FW,it Lazio,29,1988,5,427,85,59.3,4.7,5,85,3,0,,0,1.20,4,6,-2,-0.42,+0.50,7.2,4.3,+2.8,+0.60,+1.49,Matches
194,Muhammet Çakı\Muhammet-Caki,tr TUR,FW,tr Fenerbahçe,18,2000,1,18,18,2.5,0.2,0,,0,1,17,0,0.00,0,0,0,0.00,+0.13,0.1,0.2,-0.1,-0.74,-0.76,Matches
195,Davide Calabria\Davide-Calabria,it ITA,DF,it Milan,21,1996,4,360,90,66.7,4.0,4,90,4,0,,1,1.50,10,8,+2,+0.50,0.00,7.2,5.9,+1.3,+0.33,-0.45,Matches
196,Mattia Caldara\Mattia-Caldara,it ITA,DF,it Milan,24,1994,1,90,90,16.7,1.0,1,90,1,0,,1,3.00,1,0,+1,+1.00,+0.60,1.7,0.2,+1.5,+1.52,+1.25,Matches
197,Duje Ćaleta-Car\Duje-Caleta-Car,hr CRO,DF,fr Marseille,21,1996,5,450,90,83.3,5.0,5,90,5,0,,1,0.20,5,13,-8,-1.60,+0.40,6.5,7.7,-1.1,-0.23,+0.72,Matches
198,Hakan Çalhanoğlu\Hakan-Calhanoglu,tr TUR,MFFW,it Milan,24,1994,5,315,63,58.3,3.5,3,90,2,2,23,0,2.00,10,6,+4,+1.14,+1.54,6.6,5.0,+1.6,+0.46,-0.03,Matches
199,José Callejón\Jose-Callejon,es ESP,MF,it Napoli,31,1987,5,450,90,83.3,5.0,5,90,5,0,,1,1.20,7,7,0,0.00,-2.00,8.0,7.4,+0.5,+0.11,-1.90,Matches
200,Mohamed Camara\Mohamed-Camara,gn GUI,MF,gr Olympiacos,21,1997,6,528,88,73.3,5.9,6,88,5,0,,1,2.10,11,5,+6,+1.02,+1.96,11.1,5.7,+5.4,+0.93,+1.64,Matches
201,Gustavo Campanharo\Gustavo-Campanharo,br BRA,MF,bg Ludogorets,26,1992,4,331,83,61.3,3.7,4,83,3,0,,0,1.50,3,5,-2,-0.54,-0.54,3.4,3.7,-0.3,-0.08,-0.08,Matches
202,Sergio Canales\Sergio-Canales,es ESP,MF,es Betis,27,1991,6,470,78,65.3,5.2,5,90,5,1,19,0,1.50,8,8,0,0.00,-1.08,8.3,6.8,+1.5,+0.29,-0.95,Matches
203,José Cañas\Jose-Canas,es ESP,MF,gr PAOK,31,1987,3,270,90,50.0,3.0,3,90,3,0,,3,1.00,5,6,-1,-0.33,+1.67,4.8,2.7,+2.1,+0.71,+2.11,Matches
204,Daniel Candeias\Daniel-Candeias,pt POR,FWMF,sco Rangers,30,1988,5,385,77,71.3,4.3,5,77,2,0,,0,1.58,8,7,+1,+0.23,+0.81,5.5,5.8,-0.3,-0.06,+0.28,Matches
205,Antonio Candreva\Antonio-Candreva,it ITA,FWMF,it Inter,31,1987,4,226,57,62.8,2.5,2,91,2,2,22,0,1.75,4,1,+3,+1.19,+0.52,2.7,3.3,-0.5,-0.21,-1.48,Matches
206,Mahsun Çapkan\Mahsun-Capkan,tr TUR,FW,tr Fenerbahçe,18,1999,1,72,72,10.0,0.8,1,72,0,0,,1,0.00,0,1,-1,-1.25,-1.25,0.8,0.7,+0.1,+0.10,+0.11,Matches
207,Mustapha Carayol\Mustapha-Carayol,gm GAM,FW,cy Apollon,29,1988,3,154,51,28.5,1.7,2,55,0,1,45,0,0.20,1,4,-3,-1.75,-2.45,0.9,2.9,-2.0,-1.19,-1.15,Matches
208,Mehdi Carcela\Mehdi-Carcela,ma MAR,FW,be Standard Liège,29,1989,6,521,87,96.5,5.8,6,87,4,0,,0,1.67,7,9,-2,-0.35,-0.35,5.0,10.3,-5.3,-0.91,-0.98,Matches
209,Nicolas Careca\Nicolas-Careca,br BRA,FW,ua Vorskla Poltava,21,1997,5,219,44,40.6,2.4,1,70,0,4,37,1,0.60,3,4,-1,-0.41,+1.83,1.2,3.8,-2.6,-1.06,+0.79,Matches
210,Igor Carioca\Igor-Carioca,br BRA,DFFW,cy AÉK Lárnaka,21,1996,6,529,88,98.0,5.9,6,88,5,0,,0,1.58,6,12,-6,-1.02,-1.02,4.8,8.2,-3.4,-0.58,+0.24,Matches
211,Daniel Carriço\Daniel-Carrico,pt POR,DF,es Sevilla,29,1988,6,451,75,48.5,5.0,5,90,4,1,2,1,2.45,15,6,+9,+1.80,+0.86,9.6,6.3,+3.3,+0.65,-0.16,Matches
212,William Carvalho\William-Carvalho,pt POR,MF,es Betis,26,1992,7,612,87,85.0,6.8,7,87,5,0,,0,1.71,11,8,+3,+0.44,+0.44,12.2,7.1,+5.1,+0.75,+0.91,Matches
213,Santiago Cáseres\Santiago-Caseres,ar ARG,MF,es Villarreal,21,1997,9,573,64,53.1,6.4,7,75,3,2,23,0,1.89,8,3,+5,+0.79,+0.43,11.0,6.1,+4.9,+0.76,+0.56,Matches
214,Nacho Cases\Nacho-Cases,es ESP,MF,cy AÉK Lárnaka,30,1987,2,126,63,23.3,1.4,2,63,0,0,,1,1.75,2,4,-2,-1.43,-0.56,0.6,2.6,-2.0,-1.40,-1.06,Matches
215,Samu Castillejo\Samu-Castillejo,es ESP,FWMF,it Milan,23,1995,4,322,81,59.6,3.6,4,81,2,0,,0,1.50,3,6,-3,-0.84,-3.32,5.6,5.4,+0.2,+0.06,-1.03,Matches
216,David Català\David-Catala,es ESP,DF,cy AÉK Lárnaka,38,1980,3,270,90,50.0,3.0,3,90,3,0,,3,0.67,2,6,-4,-1.33,-0.67,3.1,3.8,-0.7,-0.23,+0.71,Matches
217,Danilo Cataldi\Danilo-Cataldi,it ITA,MF,it Lazio,23,1994,6,422,70,58.6,4.7,4,90,4,2,31,1,1.00,4,8,-4,-0.85,-0.55,3.8,5.0,-1.3,-0.27,-0.64,Matches
218,Santi Cazorla\Santi-Cazorla,es ESP,MF,es Villarreal,33,1984,10,399,40,36.9,4.4,3,92,3,7,17,1,1.70,6,8,-2,-0.45,-1.64,8.4,6.0,+2.4,+0.53,+0.05,Matches
219,Petr Čech\Petr-Cech,cz CZE,GK,eng Arsenal,36,1982,11,990,90,73.3,11.0,11,90,11,0,,0,2.00,21,11,+10,+0.91,-0.84,17.6,12.3,+5.2,+0.48,-0.92,Matches
220,Assan Ceesay\Assan-Ceesay,gm GAM,FWMF,ch Zürich,24,1994,5,161,32,22.4,1.8,1,94,1,4,17,1,1.20,2,3,-1,-0.56,-0.24,2.5,3.9,-1.4,-0.75,-0.99,Matches
221,Álex Centelles\Alex-Centelles,es ESP,DF,es Valencia,20,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
222,Aleš Čermák\Ales-Cermak,cz CZE,MF,cz Viktoria Plzeň,23,1994,1,45,45,25.0,0.5,1,45,0,0,,1,3.00,0,1,-1,-2.00,-1.33,0.2,0.4,-0.1,-0.27,+0.05,Matches
223,Franco Cervi\Franco-Cervi,ar ARG,MFFW,pt Benfica,24,1994,4,284,71,49.8,3.2,3,76,1,1,55,2,1.75,6,4,+2,+0.63,+0.32,4.9,3.4,+1.5,+0.48,+0.45,Matches
224,Aykut Çeviker\Aykut-Ceviker,tr TUR,MF,tr Akhisarspor,28,1990,5,431,86,79.8,4.8,5,86,4,0,,1,0.20,4,13,-9,-1.88,-1.05,5.3,8.4,-3.1,-0.64,-0.95,Matches
225,Florian Chabrolle\Florian-Chabrolle,fr FRA,MF,fr Marseille,20,1998,1,27,27,5.0,0.3,0,,0,1,26,0,0.00,0,1,-1,-3.33,-1.75,0.2,0.7,-0.5,-1.74,-1.46,Matches
226,Aatif Chahechouhe\Aatif-Chahechouhe,ma MAR,FW,tr Fenerbahçe,32,1986,1,63,63,8.8,0.7,1,63,0,0,,0,0.00,1,4,-3,-4.29,-4.56,0.5,2.4,-1.9,-2.70,-2.96,Matches
227,Timothy Chandler\Timothy-Chandler,us USA,DFMF,de Eint Frankfurt,28,1990,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
228,Vakhtang Chanturishvili\Vakhtang-Chanturishvili,ge GEO,MFFW,sk Spartak Trnava,24,1993,6,540,90,100.0,6.0,6,90,6,0,,0,1.14,4,7,-3,-0.50,,3.3,7.6,-4.3,-0.85,,Matches
229,Aleksandr Chernikov\Aleksandr-Chernikov,ru RUS,MF,ru Krasnodar,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
230,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,es Valencia,27,1990,4,195,49,27.1,2.2,2,77,1,2,21,2,2.50,5,1,+4,+1.85,+1.85,3.2,1.1,+2.1,+0.97,+0.53,Matches
231,Volodymyr Chesnakov\Volodymyr-Chesnakov,ua UKR,DF,ua Vorskla Poltava,30,1988,6,540,90,100.0,6.0,6,90,6,0,,0,0.50,4,13,-9,-1.50,,2.2,11.4,-9.2,-1.53,,Matches
232,Anton Chichkan\Anton-Chichkan,by BLR,GK,by BATE Borisov,23,1995,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
233,Vlad Chiricheș\Vlad-Chiriches,ro ROU,DF,it Napoli,28,1989,3,222,74,41.1,2.5,3,74,1,0,,3,1.00,2,3,-1,-0.41,-1.25,3.2,2.8,+0.4,+0.18,-0.42,Matches
234,Tomáš Chorý\Tomas-Chory,cz CZE,FW,cz Viktoria Plzeň,23,1995,2,34,17,18.9,0.4,0,,0,2,16,0,1.50,1,1,0,0.00,+1.23,0.6,0.5,+0.1,+0.31,+0.75,Matches
235,Jan Chramosta\Jan-Chramosta,cz CZE,FWMF,cz Jablonec,27,1990,5,256,51,47.4,2.8,3,68,0,2,27,1,1.00,4,4,0,0.00,+0.63,3.6,4.6,-1.0,-0.36,-0.29,Matches
236,Andreas Christensen\Andreas-Christensen,dk DEN,DF,eng Chelsea,22,1996,15,1333,89,96.6,14.8,15,89,14,0,,0,2.73,36,10,+26,+1.76,+1.76,27.8,8.6,+19.2,+1.30,+1.81,Matches
237,Anders Christiansen\Anders-Christiansen,dk DEN,MFFW,se Malmö,28,1990,8,576,72,80.0,6.4,7,80,1,1,15,0,1.30,6,8,-2,-0.31,+0.31,4.4,9.8,-5.4,-0.84,-0.38,Matches
238,Ryan Christie\Ryan-Christie,sco SCO,MFFW,sco Celtic,23,1995,7,488,70,67.8,5.4,6,79,4,1,12,1,1.13,3,6,-3,-0.55,+0.22,4.4,8.7,-4.3,-0.79,-0.65,Matches
239,Lazaros Christodoulopoulos\Lazaros-Christodoulopoulos,gr GRE,FW,gr Olympiacos,31,1986,4,194,49,26.9,2.2,1,93,1,3,34,0,2.25,7,2,+5,+2.32,+2.49,6.0,1.1,+4.9,+2.29,+2.46,Matches
240,Andreas Christodoulou\Andreas-Christodoulou,cy CYP,GK,cy AÉK Lárnaka,21,1997,1,90,90,16.7,1.0,1,90,1,0,,5,0.00,1,5,-4,-4.00,-3.60,0.5,1.8,-1.4,-1.37,-0.95,Matches
241,Martin Chudý\Martin-Chudy,sk SVK,GK,sk Spartak Trnava,29,1989,6,540,90,100.0,6.0,6,90,6,0,,0,1.38,4,7,-3,-0.50,,3.3,7.6,-4.3,-0.85,,Matches
242,Samuel Chukwueze\Samuel-Chukwueze,ng NGA,FWMF,es Villarreal,19,1999,9,502,56,46.5,5.6,5,81,2,4,25,2,1.67,10,6,+4,+0.72,+0.25,9.2,7.4,+1.9,+0.33,-0.31,Matches
243,Oleksandr Chyzhov\Oleksandr-Chyzhov,ua UKR,DF,ua Vorskla Poltava,31,1986,3,181,60,33.5,2.0,2,91,2,1,0,1,1.00,0,4,-4,-1.99,-0.74,0.5,3.8,-3.3,-1.65,-0.18,Matches
244,Cicinho\Cicinho,bg BUL,DFMF,bg Ludogorets,29,1988,6,540,90,100.0,6.0,6,90,6,0,,0,1.40,5,7,-2,-0.33,,5.5,5.8,-0.3,-0.05,,Matches
245,Sadık Çiftpınar\Sadik-Ciftpinar,tr TUR,DF,tr Fenerbahçe,25,1993,2,180,90,25.0,2.0,2,90,2,0,,0,1.50,2,3,-1,-0.50,-0.50,1.1,2.3,-1.2,-0.59,-0.78,Matches
246,Gojko Cimirot\Gojko-Cimirot,ba BIH,MF,be Standard Liège,25,1992,5,450,90,83.3,5.0,5,90,5,0,,1,1.80,7,9,-2,-0.40,-0.40,5.6,10.5,-5.0,-0.99,-0.68,Matches
247,İsmail Çipe\Ismail-Cipe,tr TUR,GK,tr Galatasaray,23,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
