,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
342,Sergio Escudero\Sergio-Escudero,es ESP,DFMF,es Sevilla,28,1989,4,259,65,27.8,2.9,4,65,2,0,,1,3.00,7,2,+5,+1.74,+0.53,6.0,2.5,+3.4,+1.20,+0.64,Matches
343,Enzo Esposito\Enzo-Esposito,lu LUX,GK,lu F91 Dudelange,19,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
344,Sebastiano Esposito\Sebastiano-Esposito,it ITA,MF,it Inter,16,2002,1,18,18,5.0,0.2,0,,0,1,17,0,0.00,0,0,0,0.00,-1.05,0.3,0.4,-0.1,-0.51,-0.89,Matches
345,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,eng Chelsea,31,1987,5,386,77,28.0,4.3,4,90,4,1,25,0,2.60,10,3,+7,+1.63,-0.09,8.8,2.2,+6.7,+1.55,+0.44,Matches
346,Collins Fai\Collins-Fai,cm CMR,DFMF,be Standard Liège,25,1992,5,437,87,80.9,4.9,5,87,4,0,,1,1.40,4,8,-4,-0.82,-2.57,5.8,10.5,-4.7,-0.97,-0.45,Matches
347,Aslak Falch\Aslak-Falch,no NOR,GK,no Sarpsborg 08,26,1992,0,,,,,0,,0,0,,6,2.00,,,,,,,,,,,Matches
348,Simon Falette\Simon-Falette,gn GUI,DF,de Eint Frankfurt,26,1992,7,598,85,46.4,6.6,6,95,5,1,28,5,2.29,15,4,+11,+1.66,+1.01,11.4,6.2,+5.2,+0.78,+0.35,Matches
349,Rasmus Falk\Rasmus-Falk,dk DEN,MF,dk FC Copenhagen,26,1992,6,315,53,58.3,3.5,3,79,0,3,26,0,1.75,2,3,-1,-0.29,+0.11,2.8,2.0,+0.8,+0.22,+0.81,Matches
350,David Faupala\David-Faupala,fr FRA,FW,cy Apollon,21,1997,3,120,40,22.2,1.3,1,66,0,2,27,0,2.00,3,0,+3,+2.25,+2.89,1.8,1.1,+0.7,+0.53,+1.16,Matches
351,Zouhair Feddal\Zouhair-Feddal,ma MAR,DF,es Betis,29,1989,3,181,60,25.1,2.0,2,91,2,1,0,2,1.67,1,1,0,0.00,-0.50,2.3,1.2,+1.1,+0.54,-0.10,Matches
352,Sofiane Feghouli\Sofiane-Feghouli,dz ALG,FW,tr Galatasaray,28,1989,2,172,86,95.6,1.9,2,86,1,0,,0,0.50,1,2,-1,-0.52,-0.52,1.1,3.1,-2.0,-1.03,-1.03,Matches
353,Ljubomir Fejsa\Ljubomir-Fejsa,rs SRB,MF,pt Benfica,29,1988,3,300,100,52.6,3.3,3,100,3,0,,0,2.00,7,4,+3,+0.90,+0.90,3.9,3.6,+0.3,+0.08,-0.37,Matches
354,Luiz Felipe\Luiz-Felipe,br BRA,DF,it Lazio,21,1997,5,394,79,54.7,4.4,4,90,4,1,33,1,0.60,4,9,-5,-1.14,-1.14,3.0,6.4,-3.4,-0.77,-1.69,Matches
355,João Félix\Joao-Felix,pt POR,FW,pt Benfica,18,1999,6,493,82,86.5,5.5,5,87,4,1,58,0,1.67,9,6,+3,+0.55,+0.55,7.1,6.0,+1.1,+0.21,-0.31,Matches
356,Bruno Fernandes\Bruno-Fernandes,pt POR,MFFW,pt Sporting CP,23,1994,8,702,88,97.5,7.8,8,88,7,0,,0,1.75,14,5,+9,+1.15,+1.15,10.5,6.2,+4.3,+0.56,-2.05,Matches
357,Gedson Fernandes\Gedson-Fernandes,pt POR,MF,pt Benfica,19,1999,6,427,71,74.9,4.7,5,85,3,1,1,0,1.67,6,6,0,0.00,-1.89,6.1,5.0,+1.1,+0.24,-0.04,Matches
358,Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,de Eint Frankfurt,31,1986,9,769,85,59.6,8.5,9,85,6,0,,3,2.00,18,9,+9,+1.05,-0.16,14.3,9.0,+5.2,+0.61,+0.06,Matches
359,Andrés Fernández\Andres-Fernandez,es ESP,GK,es Villarreal,31,1986,12,1080,90,100.0,12.0,12,90,12,0,,0,1.67,20,13,+7,+0.58,,20.0,14.0,+6.0,+0.50,,Matches
360,Fernando\Fernando,br BRA,MF,ru Spartak Moscow,26,1992,4,360,90,66.7,4.0,4,90,4,0,,0,1.25,7,8,-1,-0.25,+1.25,5.7,5.1,+0.5,+0.13,+0.93,Matches
361,Fernando\Fernando,br BRA,FW,ua Shakhtar,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
362,Fernando\Fernando,br BRA,MF,tr Galatasaray,31,1987,1,90,90,50.0,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,-1.00,0.9,1.9,-0.9,-0.94,+0.09,Matches
363,Giannis Fetfatzidis\Giannis-Fetfatzidis,gr GRE,FWMF,gr Olympiacos,27,1990,4,285,71,39.6,3.2,3,76,1,1,56,0,2.29,4,4,0,0.00,-0.83,6.4,5.0,+1.4,+0.45,-0.08,Matches
364,João Pedro Neves Filipe\Joao-Pedro-Neves-Filipe,pt POR,FW,pt Benfica,19,1999,1,61,61,10.7,0.7,1,61,0,0,,3,3.00,0,0,0,0.00,-0.53,0.4,0.0,+0.4,+0.56,+0.35,Matches
365,Egor Filipenko\Egor-Filipenko,by BLR,DF,by BATE Borisov,30,1988,7,585,84,81.3,6.5,7,84,6,0,,0,1.29,6,11,-5,-0.77,-2.77,3.6,8.7,-5.1,-0.79,-0.19,Matches
366,Aleksandar Filipović\Aleksandar-Filipovic,rs SRB,DF,by BATE Borisov,23,1994,7,629,90,87.4,7.0,7,90,6,0,,0,1.71,9,8,+1,+0.14,+3.11,4.7,10.1,-5.4,-0.77,-0.13,Matches
367,Attila Fiola\Attila-Fiola,hu HUN,DF,hu Vidi,28,1990,6,513,86,95.0,5.7,6,86,5,0,,0,1.17,5,6,-1,-0.18,+3.16,3.4,6.0,-2.6,-0.46,+0.34,Matches
368,Ivan Fiolić\Ivan-Fiolic,hr CRO,MFFW,be Genk,22,1996,2,81,41,11.3,0.9,1,57,0,1,24,0,1.00,1,0,+1,+1.11,+0.83,1.0,0.6,+0.4,+0.45,+0.20,Matches
369,Junior Firpo\Junior-Firpo,es ESP,DFMF,es Betis,21,1996,4,296,74,41.1,3.3,4,74,3,0,,2,2.00,4,4,0,0.00,-0.64,4.4,3.5,+0.8,+0.26,-0.61,Matches
370,Viktor Fischer\Viktor-Fischer,dk DEN,MF,dk FC Copenhagen,24,1994,2,159,80,29.4,1.8,2,80,0,0,,0,2.00,1,2,-1,-0.57,-0.33,1.9,1.6,+0.4,+0.20,+0.44,Matches
371,Jon Flanagan\Jon-Flanagan,eng ENG,DF,sco Rangers,25,1993,4,351,88,65.0,3.9,4,88,3,0,,1,1.82,6,5,+1,+0.26,+0.73,4.9,4.9,0.0,0.00,+0.41,Matches
372,Wes Foderingham\Wes-Foderingham,eng ENG,GK,sco Rangers,27,1991,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
373,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,es Villarreal,22,1996,12,875,73,81.0,9.7,10,83,6,2,21,0,1.67,19,11,+8,+0.82,+1.26,17.1,12.1,+5.0,+0.52,+0.10,Matches
374,James Forrest\James-Forrest,sco SCO,FWDF,sco Celtic,27,1991,7,529,76,73.5,5.9,7,76,2,0,,0,1.25,5,8,-3,-0.51,+0.43,7.0,7.6,-0.6,-0.11,+1.79,Matches
375,Emil Forsberg\Emil-Forsberg,se SWE,FWMF,de RB Leipzig,26,1991,0,,,,,0,,0,0,,1,1.80,,,,,,,,,,,Matches
376,Rafael Forster\Rafael-Forster,br BRA,DF,bg Ludogorets,28,1990,2,180,90,33.3,2.0,2,90,2,0,,2,1.50,2,2,0,0.00,+0.50,1.8,1.4,+0.4,+0.18,+0.34,Matches
377,Kostas Fortounis\Kostas-Fortounis,gr GRE,MFFW,gr Olympiacos,25,1992,8,557,70,77.4,6.2,7,78,4,1,8,0,1.75,11,4,+7,+1.13,+2.79,10.3,6.6,+3.7,+0.60,+0.49,Matches
378,Michael Frey\Michael-Frey,ch SUI,FWMF,tr Fenerbahçe,24,1994,5,450,90,62.5,5.0,5,90,5,0,,2,1.60,7,6,+1,+0.20,+0.87,7.2,6.0,+1.2,+0.25,+0.66,Matches
379,Joe Frising\Joe-Frising,lu LUX,GK,lu F91 Dudelange,24,1994,2,180,90,33.3,2.0,2,90,2,0,,1,1.50,0,4,-4,-2.00,+0.25,0.7,4.7,-4.1,-2.04,-0.01,Matches
380,Michal Frydrych\Michal-Frydrych,cz CZE,DFMF,cz Slavia Prague,28,1990,6,127,21,11.4,1.4,1,95,1,5,6,5,2.17,1,0,+1,+0.71,+0.53,1.3,0.2,+1.1,+0.75,+0.85,Matches
381,Javi Fuego\Javi-Fuego,es ESP,MF,es Villarreal,34,1984,4,259,65,24.0,2.9,3,81,2,1,16,0,1.75,3,1,+2,+0.69,+0.15,3.3,2.3,+1.0,+0.36,-0.18,Matches
382,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DFMF,es Villarreal,27,1991,10,817,82,75.6,9.1,9,86,7,1,45,2,1.70,16,8,+8,+0.88,+1.22,14.4,9.5,+4.9,+0.54,+0.17,Matches
383,Gabriel\Gabriel,br BRA,MF,pt Benfica,24,1993,4,261,65,45.8,2.9,2,106,2,2,25,0,1.75,4,2,+2,+0.69,+0.40,3.0,2.4,+0.7,+0.23,-0.04,Matches
384,Mijat Gaćinović\Mijat-Gacinovic,rs SRB,MF,de Eint Frankfurt,23,1995,14,1121,80,86.9,12.5,13,86,7,1,5,0,2.14,26,10,+16,+1.28,+1.28,20.8,11.7,+9.1,+0.73,+1.06,Matches
385,Gianluca Gaetano\Gianluca-Gaetano,it ITA,MF,it Napoli,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
386,Romain Gall\Romain-Gall,us USA,MFDF,se Malmö,23,1995,5,47,9,6.5,0.5,0,,0,5,8,3,0.40,0,2,-2,-3.83,-3.70,0.3,0.9,-0.6,-1.12,-0.38,Matches
387,Conor Gallagher\Conor-Gallagher,eng ENG,MF,eng Chelsea,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
388,Cristian Gamboa\Cristian-Gamboa,cr CRC,DF,sco Celtic,28,1989,2,70,35,9.7,0.8,1,46,0,1,24,1,1.33,0,2,-2,-2.57,-2.16,0.2,1.6,-1.4,-1.76,-1.31,Matches
389,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,es Valencia,31,1987,8,384,48,53.3,4.3,4,82,2,4,14,0,2.00,9,7,+2,+0.47,-0.07,8.0,5.0,+2.9,+0.69,+0.22,Matches
390,Zinho Gano\Zinho-Gano,be BEL,FW,be Genk,24,1993,3,112,37,15.6,1.2,1,92,1,2,10,1,2.67,4,0,+4,+3.21,+3.36,1.7,0.7,+0.9,+0.73,+0.54,Matches
391,Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,es Valencia,31,1986,5,382,76,53.1,4.2,5,76,4,0,,0,1.80,8,8,0,0.00,-1.07,7.3,5.0,+2.2,+0.53,-0.12,Matches
392,Gara Garayev\Gara-Garayev,az AZE,MF,az Qarabağ Ağdam,25,1992,6,533,89,98.7,5.9,6,89,5,0,,0,0.75,2,13,-11,-1.86,-1.86,3.6,8.0,-4.4,-0.74,+3.56,Matches
393,Facundo García\Facundo-Garcia,ar ARG,MF,cy AÉK Lárnaka,18,1999,4,278,70,51.5,3.1,3,90,3,1,7,2,1.40,3,6,-3,-0.97,+0.06,1.8,3.3,-1.5,-0.48,+0.21,Matches
394,Javi García\Javi-Garcia,es ESP,DF,es Betis,31,1987,5,377,75,52.4,4.2,4,90,4,1,16,1,1.80,6,3,+3,+0.72,+0.72,7.6,3.5,+4.1,+0.97,+0.74,Matches
395,Jaime Garijo\Jaime-Garijo,es ESP,MF,es Betis,19,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
396,Bruno Gaspar\Bruno-Gaspar,ao ANG,DF,pt Sporting CP,25,1993,5,325,65,45.1,3.6,4,70,2,1,45,1,1.40,6,4,+2,+0.55,-1.04,5.2,3.5,+1.6,+0.45,-0.28,Matches
397,Mario Gaspar\Mario-Gaspar,es ESP,DF,es Villarreal,27,1990,8,709,89,65.6,7.9,8,89,7,0,,3,1.63,10,6,+4,+0.51,-0.22,13.3,9.7,+3.6,+0.46,-0.13,Matches
398,Lorenzo Gavioli\Lorenzo-Gavioli,it ITA,MF,it Inter,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
399,Mario Gavranović\Mario-Gavranovic,ch SUI,FW,hr Dinamo Zagreb,28,1989,8,410,51,44.1,4.6,5,75,0,3,12,0,2.13,8,5,+3,+0.66,-0.21,6.6,3.4,+3.3,+0.88,+0.52,Matches
400,Yuri Gazinskiy\Yuri-Gazinskiy,ru RUS,MF,ru Krasnodar,29,1989,9,748,83,83.1,8.3,8,90,7,1,29,0,1.56,11,12,-1,-0.12,-0.12,10.6,9.9,+0.7,+0.09,-0.39,Matches
401,Jérémy Gélin\Jeremy-Gelin,fr FRA,DFMF,fr Rennes,21,1997,7,300,43,33.3,3.3,3,83,2,4,13,2,1.43,4,6,-2,-0.60,-0.90,5.3,2.8,+2.6,+0.78,+0.95,Matches
402,Pieter Gerkens\Pieter-Gerkens,be BEL,FWMF,be Anderlecht,22,1995,4,273,68,50.6,3.0,3,89,2,1,7,1,0.50,2,4,-2,-0.66,+0.35,3.0,3.2,-0.3,-0.09,+0.32,Matches
403,Valère Germain\Valere-Germain,fr FRA,FWMF,fr Marseille,28,1990,4,223,56,41.3,2.5,2,77,1,2,35,1,0.25,4,8,-4,-1.61,+0.09,3.5,4.3,-0.8,-0.31,+0.07,Matches
404,Alex Gersbach\Alex-Gersbach,au AUS,DF,no Rosenborg,21,1997,2,180,90,33.3,2.0,2,90,2,0,,3,0.00,1,6,-5,-2.50,-1.25,1.2,5.1,-4.0,-1.98,-0.38,Matches
405,Edvinas Gertmonas\Edvinas-Gertmonas,lt LTU,GK,fr Rennes,22,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
406,Ali Ghorbani\Ali-Ghorbani,az AZE,FW,sk Spartak Trnava,27,1990,5,229,46,42.4,2.5,2,81,1,3,22,1,0.80,2,5,-3,-1.18,-1.18,1.2,2.9,-1.8,-0.99,-0.21,Matches
407,Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DF,it Napoli,27,1991,3,235,78,43.5,2.6,3,78,1,0,,3,2.00,4,1,+3,+1.15,+1.44,5.5,1.8,+3.7,+1.41,+1.74,Matches
408,Andreas Gianniotis\Andreas-Gianniotis,gr GRE,GK,gr Olympiacos,25,1992,1,90,90,12.5,1.0,1,90,1,0,,5,2.20,0,0,0,0.00,-0.57,1.2,1.0,+0.1,+0.12,-0.42,Matches
409,Apostolos Giannou\Apostolos-Giannou,au AUS,FW,cy AÉK Lárnaka,28,1990,6,503,84,93.1,5.6,6,84,3,0,,0,1.58,5,10,-5,-0.89,+1.54,3.9,7.7,-3.8,-0.68,-1.44,Matches
410,Jean-François Gillet\Jean-Francois-Gillet,be BEL,GK,be Standard Liège,39,1979,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
411,Charlie Gilmour\Charlie-Gilmour,sco SCO,MF,eng Arsenal,19,1999,2,22,11,1.6,0.2,0,,0,2,10,0,3.00,0,0,0,0.00,-1.15,0.8,0.3,+0.4,+1.77,+1.06,Matches
412,Andro Giorgadze\Andro-Giorgadze,ge GEO,DF,ua Vorskla Poltava,22,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
413,Olivier Giroud\Olivier-Giroud,fr FRA,FW,eng Chelsea,31,1986,14,1126,80,81.6,12.5,12,89,10,2,28,0,2.71,32,9,+23,+1.84,+0.78,22.8,7.4,+15.4,+1.23,-0.02,Matches
414,Denis Glushakov\Denis-Glushakov,ru RUS,MF,ru Spartak Moscow,31,1987,3,211,70,39.1,2.3,2,91,2,1,30,0,1.00,1,4,-3,-1.28,-1.01,2.3,3.7,-1.4,-0.61,-0.70,Matches
415,Joris Gnagnon\Joris-Gnagnon,fr FRA,DF,es Sevilla,21,1997,2,180,90,19.4,2.0,2,90,2,0,,3,2.50,4,4,0,0.00,-1.68,4.2,3.2,+1.1,+0.54,-0.24,Matches
416,Boris Godál\Boris-Godal,sk SVK,DF,sk Spartak Trnava,31,1987,5,450,90,83.3,5.0,5,90,5,0,,0,1.17,4,7,-3,-0.60,-0.60,2.8,6.7,-3.9,-0.99,-0.67,Matches
417,Amer Gojak\Amer-Gojak,ba BIH,MF,hr Dinamo Zagreb,21,1997,10,806,81,86.7,9.0,9,89,7,1,2,0,2.00,13,7,+6,+0.67,-0.78,10.6,6.6,+3.9,+0.49,-0.50,Matches
418,Connor Goldson\Connor-Goldson,eng ENG,DF,sco Rangers,25,1992,6,540,90,100.0,6.0,6,90,6,0,,0,1.57,8,8,0,0.00,,6.4,7.3,-0.9,-0.14,,Matches
419,Artem Golubev\Artem-Golubev,ru RUS,MF,ru Krasnodar,19,1999,2,13,7,1.4,0.1,0,,0,2,6,4,0.50,0,0,0,0.00,+0.10,0.0,0.2,-0.2,-1.72,-1.91,Matches
420,Sergi Gómez\Sergi-Gomez,es ESP,DF,es Sevilla,26,1992,9,805,89,86.6,8.9,9,89,8,0,,0,2.38,25,10,+15,+1.68,+2.40,18.5,8.1,+10.5,+1.17,+3.25,Matches
421,Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,es Sevilla,29,1989,1,47,47,5.1,0.5,0,,0,1,46,0,2.00,1,2,-1,-1.91,-3.44,0.4,1.0,-0.6,-1.20,-2.03,Matches
422,Gökhan Gönül\Gokhan-Gonul,tr TUR,DF,tr Beşiktaş,33,1985,3,256,85,47.4,2.8,3,85,1,0,,0,1.78,5,6,-1,-0.35,-0.03,3.9,5.2,-1.3,-0.46,-0.13,Matches
423,Álvaro González\Alvaro-Gonzalez,es ESP,DF,es Villarreal,28,1990,7,630,90,58.3,7.0,7,90,7,0,,2,2.29,14,5,+9,+1.29,+1.69,12.3,7.8,+4.5,+0.64,+0.33,Matches
424,Mikel González\Mikel-Gonzalez,es ESP,DF,cy AÉK Lárnaka,32,1985,5,450,90,83.3,5.0,5,90,5,0,,1,1.73,5,7,-2,-0.40,+3.60,4.5,6.6,-2.1,-0.43,+0.95,Matches
425,Jacek Góralski\Jacek-Goralski,pl POL,MF,bg Ludogorets,25,1992,5,245,49,45.4,2.7,2,92,2,3,21,1,1.44,2,3,-1,-0.37,-0.06,2.1,2.4,-0.4,-0.13,-0.15,Matches
426,Mikhail Gordeichuk\Mikhail-Gordeichuk,by BLR,FWMF,by BATE Borisov,28,1989,4,49,12,6.8,0.5,0,,0,4,11,0,2.25,1,0,+1,+1.84,+2.24,0.7,0.9,-0.2,-0.37,+0.41,Matches
427,Craig Gordon\Craig-Gordon,sco SCO,GK,sco Celtic,35,1982,6,540,90,75.0,6.0,6,90,6,0,,2,1.63,6,8,-2,-0.33,+1.17,7.6,9.5,-1.9,-0.32,+1.07,Matches
428,Réginal Goreux\Reginal-Goreux,ht HAI,DFMF,be Standard Liège,30,1987,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
429,Srđan Grahovac\Srdjan-Grahovac,ba BIH,MF,at Rapid Wien,25,1992,2,153,77,21.3,1.7,2,77,1,0,,0,0.00,0,5,-5,-2.94,-2.46,0.6,3.5,-3.0,-1.74,-1.19,Matches
430,Ján Greguš\Jan-Gregus,sk SVK,MF,dk FC Copenhagen,27,1991,6,392,65,72.6,4.4,4,91,4,2,15,0,1.79,2,3,-1,-0.23,+0.38,2.4,3.9,-1.5,-0.34,-0.84,Matches
431,Erik Grendel\Erik-Grendel,sk SVK,MF,sk Spartak Trnava,29,1988,5,416,83,77.0,4.6,5,83,2,0,,0,1.57,3,3,0,0.00,+2.18,3.0,7.3,-4.3,-0.93,-1.05,Matches
432,Clément Grenier\Clement-Grenier,fr FRA,MFFW,fr Rennes,27,1991,9,752,84,83.6,8.4,9,84,5,0,,0,1.78,15,11,+4,+0.48,+2.91,12.4,9.8,+2.6,+0.31,+1.01,Matches
433,Lukáš Greššák\Lukas-Gressak,sk SVK,MFDF,sk Spartak Trnava,29,1989,5,450,90,83.3,5.0,5,90,5,0,,0,1.17,3,7,-4,-0.80,-1.80,2.5,6.6,-4.1,-1.02,-0.85,Matches
434,Eros Grezda\Eros-Grezda,al ALB,MF,sco Rangers,23,1995,3,52,17,9.6,0.6,0,,0,3,16,3,0.33,0,1,-1,-1.73,-1.92,0.5,0.6,-0.1,-0.25,-0.12,Matches
435,Leigh Griffiths\Leigh-Griffiths,sco SCO,FW,sco Celtic,27,1990,3,99,33,13.8,1.1,1,61,0,2,19,0,2.00,2,1,+1,+0.91,+1.78,1.1,2.1,-1.0,-0.91,-0.38,Matches
436,Álex Grimaldo\Alex-Grimaldo,es ESP,DF,pt Benfica,22,1995,5,435,87,76.3,4.8,4,90,4,1,75,0,1.40,7,5,+2,+0.41,-0.25,5.4,5.1,+0.3,+0.07,-0.77,Matches
437,Andrés Guardado\Andres-Guardado,mx MEX,MFDF,es Betis,31,1986,5,340,68,47.2,3.8,4,79,2,1,23,1,1.20,5,5,0,0.00,-0.71,6.7,5.0,+1.7,+0.45,-0.32,Matches
438,Nemanja Gudelj\Nemanja-Gudelj,rs SRB,MF,pt Sporting CP,26,1991,5,430,86,59.7,4.8,5,86,4,0,,2,1.60,9,2,+7,+1.47,+0.84,6.1,4.9,+1.2,+0.26,-0.86,Matches
439,Gonçalo Guedes\Goncalo-Guedes,pt POR,MFFW,es Valencia,21,1996,8,505,63,70.1,5.6,6,76,2,2,24,0,2.00,12,8,+4,+0.71,+0.71,10.1,7.0,+3.1,+0.56,-0.09,Matches
440,Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,eng Arsenal,19,1999,11,665,60,49.3,7.4,7,80,4,4,26,4,2.00,15,7,+8,+1.08,-0.10,13.9,6.3,+7.6,+1.03,+0.62,Matches
441,Hakim Guenouche\Hakim-Guenouche,fr FRA,DF,ch Zürich,18,2000,1,90,90,12.5,1.0,1,90,1,0,,1,1.00,1,1,0,0.00,+0.43,0.3,1.4,-1.1,-1.07,-1.24,Matches
442,Francis Guerrero\Francis-Guerrero,es ESP,DF,es Betis,22,1996,1,90,90,12.5,1.0,1,90,1,0,,1,1.00,0,0,0,0.00,-0.43,1.3,0.0,+1.3,+1.28,+0.75,Matches
443,Wilde-Donald Guerrier\Wilde-Donald-Guerrier,ht HAI,DF,az Qarabağ Ağdam,29,1989,5,450,90,83.3,5.0,5,90,5,0,,0,0.86,2,10,-8,-1.60,+1.40,2.9,6.0,-3.1,-0.61,+1.05,Matches
444,Guido Guerrieri\Guido-Guerrieri,it ITA,GK,it Lazio,22,1996,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
445,Guilherme\Guilherme,br BRA,MF,gr Olympiacos,27,1991,5,440,88,61.1,4.9,5,88,4,0,,2,0.80,6,8,-2,-0.41,-2.34,6.3,7.9,-1.5,-0.32,-2.08,Matches
446,Jérémy Guillemenot\Jeremy-Guillemenot,ch SUI,FW,at Rapid Wien,20,1998,0,,,,,0,,0,0,,1,0.00,,,,,,,,,,,Matches
447,Rafik Guitane\Rafik-Guitane,fr FRA,MF,fr Rennes,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
448,Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,de RB Leipzig,28,1990,0,,,,,0,,0,0,,2,3.00,,,,,,,,,,,Matches
449,Fredrik Gulbrandsen\Fredrik-Gulbrandsen,no NOR,FW,at RB Salzburg,25,1992,9,432,48,48.0,4.8,4,85,1,5,19,0,2.33,14,5,+9,+1.87,+1.11,11.7,4.9,+6.7,+1.40,+0.72,Matches
450,Onurcan Güler\Onurcan-Guler,tr TUR,MF,tr Akhisarspor,23,1995,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
451,Sinan Gümüş\Sinan-Gumus,tr TUR,FWMF,tr Galatasaray,24,1994,2,31,16,17.2,0.3,0,,0,2,15,0,0.50,0,0,0,0.00,+0.60,0.1,0.1,0.0,+0.12,+1.33,Matches
452,Muhammed Gümüskaya\Muhammed-Gumuskaya,tr TUR,MF,tr Fenerbahçe,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
453,Luiz Gustavo\Luiz-Gustavo,br BRA,MFDF,fr Marseille,31,1987,6,518,86,95.9,5.8,5,87,4,1,83,0,0.17,5,15,-10,-1.74,-1.74,6.8,8.8,-2.0,-0.35,+0.11,Matches
454,Yiğithan Güveli\Yigithan-Guveli,tr TUR,DF,tr Fenerbahçe,20,1998,1,81,81,11.3,0.9,1,81,0,0,,3,0.00,0,1,-1,-1.11,-1.11,0.8,0.7,+0.1,+0.09,+0.10,Matches
455,Jonathan de Guzmán\Jonathan-de-Guzman,nl NED,MF,de Eint Frankfurt,30,1987,9,375,42,29.1,4.2,3,81,1,6,22,4,2.11,7,3,+4,+0.96,-0.22,7.7,6.4,+1.3,+0.32,-0.38,Matches
456,Jón Guðni Fjóluson\Jon-Gudni-Fjoluson,is ISL,DF,ru Krasnodar,29,1989,2,180,90,20.0,2.0,2,90,2,0,,8,0.50,1,4,-3,-1.50,-1.75,1.2,3.0,-1.8,-0.90,-1.32,Matches
457,Erling Haaland\Erling-Haaland,no NOR,FW,at RB Salzburg,18,2000,1,5,5,0.6,0.1,0,,0,1,4,2,3.00,1,0,+1,+18.00,+16.79,0.5,0.0,+0.5,+8.59,+7.60,Matches
458,Artem Habelok\Artem-Habelok,ua UKR,MFFW,ua Vorskla Poltava,23,1995,2,97,49,18.0,1.1,1,91,1,1,6,1,0.00,0,5,-5,-4.64,-3.83,0.4,3.2,-2.8,-2.62,-1.33,Matches
459,Munir El Haddadi\Munir-El-Haddadi,ma MAR,FWMF,es Sevilla,22,1995,3,199,66,21.4,2.2,2,90,1,1,19,1,1.33,4,4,0,0.00,-1.72,4.2,1.7,+2.6,+1.16,+0.54,Matches
460,Anel Hadžić\Anel-Hadzic,ba BIH,MF,hu Vidi,28,1989,6,526,88,97.4,5.8,6,88,4,0,,0,1.17,5,7,-2,-0.34,-0.34,3.3,6.3,-3.0,-0.52,-1.53,Matches
461,Amadou Haidara\Amadou-Haidara,ml MLI,MF,at RB Salzburg,20,1998,4,360,90,40.0,4.0,4,90,4,0,,0,3.00,14,5,+9,+2.25,+1.58,11.2,2.7,+8.5,+2.12,+1.82,Matches
462,Maren Haile-Selassie\Maren-Haile-Selassie,ch SUI,MF,ch Zürich,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
463,Izet Hajrović\Izet-Hajrovic,ba BIH,MFFW,hr Dinamo Zagreb,26,1991,7,563,80,60.5,6.3,7,80,2,0,,0,2.43,12,3,+9,+1.44,+1.68,8.4,3.5,+4.9,+0.93,+0.84,Matches
464,Alen Halilović\Alen-Halilovic,hr CRO,MF,it Milan,22,1996,3,61,20,11.3,0.7,1,53,0,2,4,1,2.00,1,2,-1,-1.48,-2.23,0.7,0.3,+0.4,+0.58,+0.12,Matches
465,Sébastien Haller\Sebastien-Haller,ci CIV,FW,de Eint Frankfurt,24,1994,10,770,77,59.7,8.6,9,82,5,1,30,1,2.50,21,4,+17,+1.99,+2.16,18.3,9.4,+8.9,+1.04,+1.11,Matches
466,Andy Halliday\Andy-Halliday,sco SCO,MF,sco Rangers,26,1991,3,100,33,18.5,1.1,1,92,1,2,4,3,1.14,3,2,+1,+0.90,+1.10,1.5,1.6,0.0,-0.01,+0.16,Matches
467,Marcel Halstenberg\Marcel-Halstenberg,de GER,DF,de RB Leipzig,26,1991,4,206,52,38.1,2.3,1,75,0,3,44,2,0.75,6,2,+4,+1.75,+2.56,4.0,2.9,+1.1,+0.47,+0.01,Matches
