,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
422,Filippo Falco\Filippo-Falco,it ITA,FWMF,rs Red Star,29-059,1992,2,52,26,7.2,0.6,0,,0,2,26,0,1.00,1,0,+1,+1.73,+1.19,0.4,0.7,-0.2,-0.38,-0.24,Matches
423,Juan Familio-Castillo\Juan-Familio-Castillo,nl NED,DFMF,nl AZ Alkmaar,21-088,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
424,Patrick Farkas\Patrick-Farkas,at AUT,DFMF,at RB Salzburg,28-214,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
425,Christian Fassnacht\Christian-Fassnacht,ch SUI,MFFW,ch Young Boys,27-151,1993,9,725,81,80.6,8.1,9,81,3,0,,0,1.60,12,11,+1,+0.12,+0.64,8.4,13.1,-4.6,-0.64,-1.13,Matches
426,Denys Favorov\Denys-Favorov,ua UKR,DF,ua Zorya Luhansk,30-010,1991,6,459,77,85.0,5.1,5,85,2,1,32,0,1.00,5,8,-3,-0.59,+1.63,6.1,8.2,-2.1,-0.41,+0.27,Matches
427,Federico Fazio\Federico-Fazio,ar ARG,DF,it Roma,34-025,1987,5,386,77,39.0,4.3,4,90,4,1,26,0,2.00,9,4,+5,+1.17,-0.62,7.4,4.9,+2.5,+0.57,-0.20,Matches
428,Adrian Fein\Adrian-Fein,de GER,MF,nl PSV Eindhoven,22-024,1999,3,126,42,17.5,1.4,0,,0,3,42,5,2.00,5,4,+1,+0.71,+0.56,3.9,2.8,+1.1,+0.79,+0.58,Matches
429,Luis Felipe\Luis-Felipe,br BRA,DF,nl PSV Eindhoven,19-329,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
430,Jorge Félix\Jorge-Felix,es ESP,FWMF,tr Sivasspor,29-232,1991,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
431,Leroy Fer\Leroy-Fer,nl NED,MF,nl Feyenoord,31-096,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
432,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,eng Manchester Utd,26-215,1994,5,380,76,84.4,4.2,5,76,2,0,,0,2.20,7,0,+7,+1.66,+1.66,7.6,3.0,+4.6,+1.08,+1.75,Matches
433,Mário Fernandes\Mario-Fernandes,ru RUS,DF,ru CSKA Moscow,30-204,1990,2,113,57,20.9,1.3,2,57,0,0,,0,0.50,0,0,0,0.00,+1.05,1.4,0.7,+0.6,+0.52,+0.96,Matches
434,Fernando\Fernando,br BRA,FW,ua Shakhtar,22-041,1999,2,16,8,4.4,0.2,0,,0,2,8,1,3.00,1,0,+1,+5.63,+6.15,0.5,0.3,+0.3,+1.42,+1.87,Matches
435,João Ferreira\Joao-Ferreira,pt POR,DF,pt Benfica,20-020,2001,1,90,90,12.5,1.0,1,90,1,0,,3,1.00,2,2,0,0.00,-1.14,3.0,1.2,+1.7,+1.71,+1.11,Matches
436,Petar Filipović\Petar-Filipovic,de GER,DF,at LASK,30-209,1990,4,304,76,56.3,3.4,3,84,2,1,52,0,2.00,5,5,0,0.00,+0.38,3.3,5.2,-1.9,-0.56,-0.55,Matches
437,Ethan Fitzhugh\Ethan-Fitzhugh,eng ENG,MF,eng Leicester City,18-135,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
438,Jordan Flores\Jordan-Flores,eng ENG,MF,ie Dundalk,25-189,1995,4,293,73,54.3,3.3,3,85,2,1,38,2,0.00,4,8,-4,-1.23,+1.32,1.2,7.0,-5.9,-1.80,-1.60,Matches
439,Shane Flynn\Shane-Flynn,ie IRL,MF,eng Leicester City,19-179,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
440,David Fofana\David-Fofana,ci CIV,FW,no Molde,18-110,2002,3,71,24,7.9,0.8,0,,0,3,24,1,1.33,3,2,+1,+1.27,+1.48,2.4,0.8,+1.6,+2.00,+2.20,Matches
441,Wesley Fofana\Wesley-Fofana,fr FRA,DF,eng Leicester City,20-115,2000,6,469,78,65.1,5.2,4,88,3,2,60,0,2.17,13,3,+10,+1.92,+2.99,11.3,3.7,+7.6,+1.45,+1.78,Matches
442,José Fonte\Jose-Fonte,pt POR,DF,fr Lille,37-110,1983,6,495,83,68.8,5.5,6,83,5,0,,1,1.43,13,9,+4,+0.73,+0.73,8.6,5.2,+3.4,+0.62,+0.07,Matches
443,Kostas Fortounis\Kostas-Fortounis,gr GRE,FWMF,gr Olympiacos,28-177,1992,4,190,48,52.8,2.1,1,83,0,3,36,0,1.50,4,2,+2,+0.95,+2.01,2.2,2.5,-0.2,-0.11,+0.64,Matches
444,Núrio Fortuna\Nurio-Fortuna,ao ANG,DF,be Gent,26-018,1995,5,401,80,74.3,4.5,4,89,3,1,45,1,0.00,3,11,-8,-1.80,+0.15,7.1,7.3,-0.2,-0.04,+0.70,Matches
445,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,de Leverkusen,23-099,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
446,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,DF,es Granada,28-019,1993,8,527,66,53.2,5.9,5,90,5,3,26,0,1.78,8,4,+4,+0.68,+0.88,7.1,5.7,+1.4,+0.25,+0.60,Matches
447,Taxiarchis Fountas\Taxiarchis-Fountas,gr GRE,FWMF,at Rapid Wien,25-219,1995,3,200,67,37.0,2.2,2,78,1,1,45,0,1.33,5,3,+2,+0.90,+1.96,2.3,4.0,-1.7,-0.76,+0.80,Matches
448,Juan Foyth\Juan-Foyth,ar ARG,DF,es Villarreal,23-089,1998,9,655,73,72.8,7.3,7,86,5,2,27,0,2.78,16,5,+11,+1.51,-1.79,14.6,4.1,+10.5,+1.44,+0.59,Matches
449,Lassina Franck Traoré\Lassina-Franck-Traore,bf BFA,FW,nl Ajax,20-089,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
450,Bartol Franjić\Bartol-Franjic,hr CRO,MFDF,hr Dinamo Zagreb,21-087,2000,10,402,40,39.4,4.5,3,87,2,7,20,0,2.00,6,1,+5,+1.12,+0.39,5.1,4.1,+1.1,+0.24,+0.50,Matches
451,Fransérgio\Fransergio,br BRA,MF,pt Braga,30-175,1990,7,410,59,56.9,4.6,4,83,2,3,26,0,1.86,9,7,+2,+0.44,+1.02,6.8,7.4,-0.6,-0.14,+0.76,Matches
452,Fred\Fred,br BRA,MF,eng Manchester Utd,28-037,1993,4,242,61,53.8,2.7,3,75,2,1,17,1,2.00,5,1,+4,+1.49,+0.19,4.1,2.5,+1.6,+0.59,-0.47,Matches
453,Antonio Frigan\Antonio-Frigan,hr CRO,GK,hr Rijeka,18-059,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
454,Matija Frigan\Matija-Frigan,hr CRO,FW,hr Rijeka,18-059,2003,1,4,4,0.7,0.0,0,,0,1,4,0,0.00,0,0,0,0.00,+1.01,0.0,0.8,-0.7,-16.15,-14.77,Matches
455,Jeremie Frimpong\Jeremie-Frimpong,nl NED,DF,de Leverkusen,20-122,2000,2,167,84,23.2,1.9,2,84,1,0,,0,0.00,3,5,-2,-1.08,-3.03,3.3,3.3,0.0,+0.02,-1.09,Matches
456,Jeremie Frimpong\Jeremie-Frimpong,nl NED,DFFW,sco Celtic,20-122,2000,5,389,78,72.0,4.3,5,78,4,0,,1,1.43,8,14,-6,-1.39,+0.40,5.3,6.4,-1.0,-0.24,+0.64,Matches
457,Nathan Fuakala\Nathan-Fuakala,fr FRA,DF,be Club Brugge,20-029,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
458,Christian Fuchs\Christian-Fuchs,at AUT,DF,eng Leicester City,35-004,1986,5,305,61,42.4,3.4,4,68,2,1,35,3,2.00,10,3,+7,+2.07,+2.07,7.9,3.1,+4.7,+1.40,+0.99,Matches
459,Michal Fukala\Michal-Fukala,cz CZE,MF,cz Slovan Liberec,20-171,2000,2,3,2,0.6,0.0,0,,0,2,2,3,0.50,0,0,0,0.00,+1.51,0.0,0.0,0.0,0.00,+1.02,Matches
460,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DF,es Villarreal,30-037,1991,6,406,68,45.1,4.5,4,90,4,2,23,3,2.67,10,1,+9,+2.00,-0.01,7.4,1.6,+5.8,+1.30,+0.03,Matches
461,Daniel Fuzato\Daniel-Fuzato,br BRA,GK,it Roma,23-281,1997,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
462,Matteo Gabbia\Matteo-Gabbia,it ITA,DF,it Milan,21-172,1999,2,180,90,20.0,2.0,2,90,2,0,,6,2.60,5,3,+2,+1.00,+0.75,2.0,2.3,-0.3,-0.13,-0.32,Matches
463,Gabriel\Gabriel,br BRA,MF,pt Benfica,27-205,1993,7,399,57,55.4,4.4,4,85,3,3,19,1,1.71,13,6,+7,+1.58,+1.30,10.6,5.3,+5.4,+1.21,+1.07,Matches
464,Adam Gabriel\Adam-Gabriel,cz CZE,DF,cz Sparta Prague,19-318,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
465,Mijat Gaćinović\Mijat-Gacinovic,rs SRB,MF,de Hoffenheim,26-062,1995,7,434,62,60.3,4.8,6,69,3,1,23,0,2.43,14,2,+12,+2.49,+2.17,11.1,4.2,+6.9,+1.43,-0.09,Matches
466,Adolfo Gaich\Adolfo-Gaich,ar ARG,FWMF,ru CSKA Moscow,22-064,1999,5,153,31,28.3,1.7,1,60,0,4,23,1,0.60,2,2,0,0.00,+1.16,1.9,1.6,+0.3,+0.18,+0.60,Matches
467,Nicolás Gaitán\Nicolas-Gaitan,ar ARG,FWMF,pt Braga,33-047,1988,4,200,50,27.8,2.2,3,60,0,1,20,1,0.75,2,3,-1,-0.45,-0.62,1.5,3.1,-1.5,-0.68,-0.29,Matches
468,Milan Gajić\Milan-Gajic,rs SRB,DF,rs Red Star,25-073,1996,8,641,80,89.0,7.1,7,89,6,1,17,0,1.78,11,4,+7,+0.98,+3.26,7.0,7.8,-0.8,-0.11,+0.44,Matches
469,Cody Gakpo\Cody-Gakpo,nl NED,MFFW,nl PSV Eindhoven,21-339,1999,3,225,75,31.3,2.5,2,90,2,1,45,0,3.00,7,2,+5,+2.00,+2.55,5.2,3.3,+1.9,+0.74,+0.62,Matches
470,Plamen Galabov\Plamen-Galabov,bg BUL,MFDF,bg CSKA Sofia,25-160,1995,1,17,17,3.1,0.2,0,,0,1,17,3,3.00,0,0,0,0.00,+0.69,0.0,0.4,-0.3,-1.85,-1.37,Matches
471,Konstantinos Galanopoulos\Konstantinos-Galanopoulos,gr GRE,MF,gr AEK Athens,23-104,1997,4,132,33,24.4,1.5,1,90,1,3,14,0,0.75,2,6,-4,-2.73,-1.84,2.5,3.4,-1.0,-0.67,-0.12,Matches
472,Ethan Galbraith\Ethan-Galbraith,nir NIR,MF,eng Manchester Utd,19-335,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
473,Galeno\Galeno,br BRA,DFMF,pt Braga,23-171,1997,7,567,81,78.8,6.3,7,81,3,0,,0,1.43,11,11,0,0.00,0.00,9.6,10.8,-1.2,-0.20,+1.26,Matches
474,Nino Galović\Nino-Galovic,hr CRO,DFMF,hr Rijeka,28-279,1992,3,270,90,50.0,3.0,3,90,3,0,,1,1.33,4,5,-1,-0.33,+1.33,2.6,7.4,-4.8,-1.61,-0.23,Matches
475,Noam Gamoun\Noam-Gamoun,il ISR,DF,il Be'er Sheva,24-034,1997,2,100,50,18.5,1.1,1,90,1,1,10,4,1.50,1,1,0,0.00,+1.23,0.7,1.6,-0.9,-0.78,+0.13,Matches
476,Sean Gannon\Sean-Gannon,ie IRL,DFMF,ie Dundalk,29-274,1991,6,402,67,74.4,4.5,5,75,2,1,29,0,0.75,5,11,-6,-1.34,+1.92,3.8,7.7,-3.9,-0.88,+0.75,Matches
477,Gara Garayev\Gara-Garayev,az AZE,MFDF,az Qarabağ Ağdam,28-181,1992,5,439,88,97.6,4.9,5,88,4,0,,0,0.67,4,10,-6,-1.23,+23.32,2.4,9.1,-6.7,-1.38,-1.38,Matches
478,Levi Garcia\Levi-Garcia,tt TRI,FW,gr AEK Athens,23-142,1997,2,71,36,13.1,0.8,1,54,0,1,17,0,1.50,1,3,-2,-2.54,-1.38,0.2,1.2,-1.0,-1.30,-0.84,Matches
479,Ulisses Garcia\Ulisses-Garcia,ch SUI,DF,ch Young Boys,25-090,1996,6,336,56,37.3,3.7,3,82,2,3,30,2,2.29,6,4,+2,+0.54,+0.85,4.9,4.9,0.0,0.00,+0.60,Matches
480,Brian Gartland\Brian-Gartland,ie IRL,DF,ie Dundalk,34-158,1986,4,315,79,58.3,3.5,3,90,3,1,45,2,1.29,3,10,-7,-2.00,-0.40,0.7,8.7,-7.9,-2.27,-2.87,Matches
481,Paul Gartler\Paul-Gartler,at AUT,GK,at Rapid Wien,24-032,1997,4,360,90,66.7,4.0,4,90,4,0,,2,1.75,9,7,+2,+0.50,+2.50,5.2,9.5,-4.2,-1.06,+0.61,Matches
482,Mario Gaspar\Mario-Gaspar,es ESP,DF,es Villarreal,30-138,1990,1,28,28,3.1,0.3,0,,0,1,28,7,3.00,0,0,0,0.00,-2.06,0.1,0.1,0.0,+0.11,-1.21,Matches
483,Gianluca Gaudino\Gianluca-Gaudino,de GER,MFFW,ch Young Boys,24-151,1996,9,170,19,18.9,1.9,0,,0,9,19,1,1.90,4,2,+2,+1.06,+1.31,4.5,2.2,+2.2,+1.32,+2.14,Matches
484,Nicolas Gavory\Nicolas-Gavory,fr FRA,DF,be Standard Liège,26-054,1995,6,396,66,73.3,4.4,5,78,3,1,5,0,1.44,4,10,-6,-1.36,-0.74,4.5,9.1,-4.6,-1.05,+0.25,Matches
485,Mario Gavranović\Mario-Gavranovic,ch SUI,FW,hr Dinamo Zagreb,31-138,1989,7,302,43,29.6,3.4,3,73,0,4,21,2,2.13,6,1,+5,+1.49,+0.86,3.8,4.0,-0.2,-0.05,+0.02,Matches
486,Željko Gavrić\Zeljko-Gavric,rs SRB,MF,rs Red Star,20-127,2000,1,8,8,1.1,0.1,0,,0,1,8,6,3.00,0,0,0,0.00,-0.63,0.1,0.0,+0.1,+1.63,+1.81,Matches
487,Yuri Gazinskiy\Yuri-Gazinskiy,ru RUS,MF,ru Krasnodar,31-265,1989,2,98,49,54.4,1.1,1,69,0,1,29,0,0.00,1,2,-1,-0.92,+0.18,1.2,0.8,+0.4,+0.32,+0.17,Matches
488,David de Gea\David-de-Gea,es ESP,GK,eng Manchester Utd,30-155,1990,1,90,90,20.0,1.0,1,90,1,0,,3,3.00,2,0,+2,+2.00,+0.75,2.0,0.3,+1.7,+1.71,+1.12,Matches
489,Thomas Gebauer\Thomas-Gebauer,de GER,GK,at LASK,38-285,1982,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
490,Emrehan Gedikli\Emrehan-Gedikli,de GER,FWMF,de Leverkusen,17-351,2003,3,79,26,11.0,0.9,0,,0,3,26,2,3.00,2,0,+2,+2.28,+1.16,2.1,0.5,+1.6,+1.79,+1.05,Matches
491,Lutsharel Geertruida\Lutsharel-Geertruida,nl NED,DFMF,nl Feyenoord,20-267,2000,5,450,90,83.3,5.0,5,90,5,0,,1,0.80,4,8,-4,-0.80,-0.80,6.1,8.1,-2.0,-0.40,-0.70,Matches
492,Geferson\Geferson,br BRA,MF,bg CSKA Sofia,26-333,1994,3,260,87,48.1,2.9,3,87,2,0,,1,2.33,3,1,+2,+0.69,+2.62,3.7,3.8,-0.1,-0.03,+1.18,Matches
493,Dennis Geiger\Dennis-Geiger,de GER,MF,de Hoffenheim,22-305,1998,4,189,47,26.3,2.1,2,66,0,2,29,0,2.50,7,0,+7,+3.33,+2.32,4.9,1.2,+3.7,+1.75,+0.38,Matches
494,Iva Gelashvili\Iva-Gelashvili,ge GEO,DF,cz Sparta Prague,20-003,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
495,Jérémy Gélin\Jeremy-Gelin,fr FRA,DF,be Antwerp,23-352,1997,6,406,68,56.4,4.5,5,81,4,1,1,1,1.50,7,6,+1,+0.22,+0.79,7.6,6.1,+1.4,+0.31,+0.99,Matches
496,Wouter George\Wouter-George,be BEL,MF,be Gent,19-039,2002,1,6,6,1.1,0.1,0,,0,1,6,1,0.00,0,0,0,0.00,+1.85,0.1,0.0,+0.1,+1.24,+1.48,Matches
497,André Geraldes\Andre-Geraldes,pt POR,DF,il Maccabi Tel Aviv,29-344,1991,2,180,90,25.0,2.0,2,90,2,0,,0,0.00,0,3,-3,-1.50,-1.33,2.2,2.8,-0.6,-0.32,-0.46,Matches
498,Pieter Gerkens\Pieter-Gerkens,be BEL,MFFW,be Antwerp,25-241,1995,7,607,87,84.3,6.7,7,87,4,0,,0,1.71,12,10,+2,+0.30,+2.69,11.8,9.2,+2.6,+0.39,+3.26,Matches
499,Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DF,it Napoli,30-069,1991,5,220,44,30.6,2.4,2,78,1,3,22,2,2.20,4,2,+2,+0.82,+0.82,6.1,2.9,+3.2,+1.29,+1.00,Matches
500,Dimitris Giannoulis\Dimitris-Giannoulis,gr GRE,DF,gr PAOK,25-176,1995,4,295,74,54.6,3.3,3,83,2,1,45,0,1.25,5,3,+2,+0.61,+0.98,4.2,4.3,-0.1,-0.02,+0.61,Matches
501,Gilberto\Gilberto,br BRA,DF,pt Benfica,28-035,1993,4,293,73,40.7,3.3,3,83,2,1,45,4,2.00,10,5,+5,+1.54,+0.90,7.7,5.2,+2.5,+0.77,+0.05,Matches
502,Jean-François Gillet\Jean-Francois-Gillet,be BEL,GK,be Standard Liège,41-315,1979,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
503,Marco van Ginkel\Marco-van-Ginkel,nl NED,MF,nl PSV Eindhoven,28-131,1992,1,6,6,0.8,0.1,0,,0,1,6,1,0.00,0,0,0,0.00,-0.25,0.0,0.1,-0.1,-1.46,-1.79,Matches
504,Guram Giorbelidze\Guram-Giorbelidze,ge GEO,DFMF,at Wolfsberger AC,25-045,1996,3,62,21,8.6,0.7,0,,0,3,21,2,0.00,0,4,-4,-5.81,-5.53,0.3,1.9,-1.5,-2.19,-2.01,Matches
505,Dan Glazer\Dan-Glazer,il ISR,MF,il Maccabi Tel Aviv,24-203,1996,8,592,74,82.2,6.6,7,81,5,1,22,0,1.38,5,7,-2,-0.30,+1.10,6.3,6.9,-0.5,-0.08,-0.59,Matches
506,Adam Gnezda Čerin\Adam-Gnezda-Cerin,si SVN,MF,hr Rijeka,21-269,1999,3,266,89,49.3,3.0,3,89,2,0,,0,1.20,1,5,-4,-1.35,-0.70,1.9,6.6,-4.6,-1.56,-0.14,Matches
507,Franck Gniangbo\Franck-Gniangbo,ci CIV,FWMF,be Gent,21-187,1999,4,89,22,16.5,1.0,0,,0,4,22,0,0.00,1,2,-1,-1.01,+0.98,2.9,1.4,+1.5,+1.53,+2.10,Matches
508,Marko Gobeljić\Marko-Gobeljic,rs SRB,DF,rs Red Star,28-210,1992,5,268,54,37.2,3.0,3,77,1,2,18,2,2.00,4,4,0,0.00,-1.00,4.6,5.3,-0.7,-0.24,-0.13,Matches
509,Marcelo Goiano\Marcelo-Goiano,br BRA,DF,tr Sivasspor,33-180,1987,2,180,90,33.3,2.0,2,90,2,0,,0,3.00,5,2,+3,+1.50,+2.75,3.2,1.2,+2.0,+1.01,+2.29,Matches
510,Thomas Goiginger\Thomas-Goiginger,at AUT,FW,at LASK,28-027,1993,6,227,38,42.0,2.5,2,65,0,4,25,0,1.67,3,7,-4,-1.59,-2.45,3.8,4.6,-0.8,-0.33,-0.02,Matches
511,Eyal Golasa\Eyal-Golasa,il ISR,MFFW,il Maccabi Tel Aviv,29-186,1991,8,481,60,66.8,5.3,5,79,0,3,28,0,1.38,6,6,0,0.00,+1.51,7.2,5.4,+1.8,+0.34,+0.96,Matches
512,Sean Goldberg\Sean-Goldberg,il ISR,DF,il Be'er Sheva,25-302,1995,4,317,79,58.7,3.5,4,79,1,0,,2,1.88,6,7,-1,-0.28,+1.73,3.0,6.0,-2.9,-0.84,+0.13,Matches
513,Connor Goldson\Connor-Goldson,eng ENG,DF,sco Rangers,28-114,1992,10,900,90,100.0,10.0,10,90,10,0,,0,2.31,23,15,+8,+0.80,,17.8,9.5,+8.4,+0.84,,Matches
514,Vítor Gomes\Vitor-Gomes,pt POR,MF,cy AC Omonia,33-107,1987,5,450,90,83.3,5.0,5,90,5,0,,1,0.80,4,10,-6,-1.20,-0.20,6.5,9.7,-3.2,-0.63,+0.52,Matches
515,Jordi Gómez\Jordi-Gomez,es ESP,MF,cy AC Omonia,35-322,1985,6,304,51,56.3,3.4,3,70,1,3,32,0,0.67,4,8,-4,-1.18,-0.04,3.8,7.5,-3.7,-1.08,-0.84,Matches
516,Moi Gómez\Moi-Gomez,es ESP,MFFW,es Villarreal,26-292,1994,7,188,27,20.9,2.1,1,59,0,6,22,1,3.00,9,2,+7,+3.35,+1.71,6.6,1.6,+5.0,+2.40,+1.42,Matches
517,Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,es Granada,32-032,1989,11,755,69,76.3,8.4,10,74,3,1,16,0,1.86,9,5,+4,+0.48,+0.86,7.0,6.4,+0.6,+0.07,+0.45,Matches
518,Diogo Gonçalves\Diogo-Goncalves,pt POR,DF,pt Benfica,24-064,1997,5,350,70,48.6,3.9,4,79,3,1,35,3,1.20,9,7,+2,+0.51,-0.95,5.4,3.7,+1.7,+0.43,-0.59,Matches
519,Urko González\Urko-Gonzalez,es ESP,DF,es Real Sociedad,20-022,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
520,Yevgeni Gorodov\Yevgeni-Gorodov,ru RUS,GK,ru Krasnodar,35-119,1985,1,90,90,50.0,1.0,1,90,1,0,,1,0.00,2,3,-1,-1.00,0.00,1.9,1.7,+0.2,+0.17,-0.14,Matches
521,Andoni Gorosabel\Andoni-Gorosabel,es ESP,DF,es Real Sociedad,24-250,1996,6,300,50,41.7,3.3,3,71,1,3,29,0,1.00,4,3,+1,+0.30,+1.16,4.9,2.9,+1.9,+0.58,-0.35,Matches
522,Mario Götze\Mario-Gotze,de GER,MFFW,nl PSV Eindhoven,28-312,1992,6,465,78,64.6,5.2,6,78,2,0,,0,1.50,9,9,0,0.00,-0.71,6.8,5.8,+1.0,+0.20,-0.33,Matches
523,Kenzo Goudmijn\Kenzo-Goudmijn,nl NED,MF,nl AZ Alkmaar,19-114,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
524,Amine Gouiri\Amine-Gouiri,fr FRA,FWMF,fr Nice,21-054,2000,5,396,79,73.3,4.4,5,79,2,0,,0,0.60,8,15,-7,-1.59,-0.97,4.5,6.1,-1.6,-0.36,-0.69,Matches
525,Max Gradel\Max-Gradel,ci CIV,FWMF,tr Sivasspor,33-132,1987,6,460,77,85.2,5.1,5,86,3,1,32,0,1.00,8,11,-3,-0.59,-1.71,5.1,9.1,-4.0,-0.79,-1.80,Matches
526,Srđan Grahovac\Srdjan-Grahovac,ba BIH,MF,at Rapid Wien,28-204,1992,5,365,73,67.6,4.1,4,87,3,1,19,1,1.40,9,8,+1,+0.25,+1.79,5.2,10.1,-4.9,-1.21,+0.18,Matches
527,Lee Grant\Lee-Grant,eng ENG,GK,eng Manchester Utd,38-074,1983,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
528,Ryan Gravenberch\Ryan-Gravenberch,nl NED,MF,nl Ajax,18-330,2002,4,359,90,79.8,4.0,4,90,3,0,,0,2.25,8,3,+5,+1.25,+0.26,12.2,3.2,+9.1,+2.27,+1.43,Matches
529,Demarai Gray\Demarai-Gray,eng ENG,FWDF,de Leverkusen,24-287,1996,2,118,59,16.4,1.3,1,90,1,1,28,0,0.00,3,5,-2,-1.53,-3.32,3.0,2.6,+0.3,+0.26,-0.71,Matches
530,Mason Greenwood\Mason-Greenwood,eng ENG,FWMF,eng Manchester Utd,19-192,2001,5,421,84,93.6,4.7,5,84,2,0,,0,2.20,6,1,+5,+1.07,-5.14,7.0,3.8,+3.2,+0.69,-1.85,Matches
531,Leo Greiml\Leo-Greiml,at AUT,DF,at Rapid Wien,19-282,2001,2,180,90,33.3,2.0,2,90,2,0,,4,0.00,1,5,-4,-2.00,-2.50,1.6,7.2,-5.5,-2.76,-2.24,Matches
532,Lukas Grgic\Lukas-Grgic,at AUT,MF,at LASK,25-237,1995,2,158,79,29.3,1.8,1,72,0,1,86,0,2.00,4,6,-2,-1.14,-1.37,1.6,4.0,-2.5,-1.40,-1.52,Matches
533,Leigh Griffiths\Leigh-Griffiths,sco SCO,FW,sco Celtic,30-234,1990,2,77,39,14.3,0.9,1,45,0,1,32,2,0.00,1,4,-3,-3.51,-2.34,0.9,1.6,-0.6,-0.75,-0.38,Matches
534,Dragoș Grigore\Dragos-Grigore,ro ROU,DF,bg Ludogorets,34-216,1986,2,179,90,33.1,2.0,2,90,1,0,,0,0.00,1,7,-6,-3.02,-1.52,1.2,6.2,-5.0,-2.52,-0.80,Matches
535,Lennart Grill\Lennart-Grill,de GER,GK,de Leverkusen,22-076,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
536,Florian Grillitsch\Florian-Grillitsch,at AUT,MFDF,de Hoffenheim,25-247,1995,7,395,56,54.9,4.4,4,72,1,3,36,0,2.00,7,4,+3,+0.68,-2.09,9.8,3.9,+5.9,+1.35,-0.27,Matches
537,Álex Grimaldo\Alex-Grimaldo,es ESP,DF,pt Benfica,25-203,1995,6,465,78,64.6,5.2,5,84,3,1,45,0,1.50,14,8,+6,+1.16,+0.46,9.2,6.9,+2.3,+0.44,-0.83,Matches
538,Andreas Gruber\Andreas-Gruber,at AUT,FW,at LASK,25-286,1995,6,327,55,60.6,3.6,5,60,0,1,29,0,2.00,7,6,+1,+0.28,+1.12,3.9,4.6,-0.7,-0.20,+0.30,Matches
539,Eduardo Guerrero\Eduardo-Guerrero,pa PAN,FW,il Maccabi Tel Aviv,21-049,2000,4,99,25,13.8,1.1,0,,0,4,25,4,1.00,0,1,-1,-0.91,-0.47,1.2,1.1,+0.1,+0.10,+0.09,Matches
540,Wilde-Donald Guerrier\Wilde-Donald-Guerrier,ht HAI,DF,az Qarabağ Ağdam,32-011,1989,5,450,90,100.0,5.0,5,90,5,0,,0,0.20,4,10,-6,-1.20,,2.4,9.1,-6.7,-1.35,,Matches
541,Ander Guevara\Ander-Guevara,es ESP,MF,es Real Sociedad,23-278,1997,5,345,69,47.9,3.8,4,82,2,1,18,3,1.00,1,3,-2,-0.52,-0.28,8.0,3.0,+5.0,+1.30,+0.98,Matches
542,Maxim Gullit\Maxim-Gullit,nl NED,DF,nl AZ Alkmaar,19-326,2001,1,2,2,0.4,0.0,0,,0,1,2,2,3.00,0,0,0,0.00,-0.33,0.0,0.0,0.0,0.00,+0.30,Matches
543,Jon Guridi\Jon-Guridi,es ESP,MFFW,es Real Sociedad,26-042,1995,2,25,13,3.5,0.3,0,,0,2,13,3,0.50,0,0,0,0.00,+0.39,0.5,0.1,+0.4,+1.34,+0.57,Matches
544,Erick Gutiérrez\Erick-Gutierrez,mx MEX,FW,nl PSV Eindhoven,25-300,1995,1,6,6,0.8,0.1,0,,0,1,6,1,0.00,0,0,0,0.00,-0.25,0.0,0.1,-0.1,-1.46,-1.79,Matches
545,Albert Guðmundsson\Albert-Gudmundsson,is ISL,FWMF,nl AZ Alkmaar,23-300,1997,6,361,60,66.9,4.0,5,72,0,1,3,0,1.33,6,4,+2,+0.50,+0.50,6.7,6.9,-0.2,-0.06,+0.73,Matches
