,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
2333,Marko Pjaca\Marko-Pjaca,hr CRO,FWMF,Juventus,it Serie A,22,1995,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2334,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,Juventus,it Serie A,27,1990,31,2484,80,72.6,27.6,28,,21,3,,1,2.61,57,15,+42,+1.52,-0.40,39.0,20.8,+18.3,+0.66,-0.57,Matches
2335,Carles Planas\Carles-Planas,es ESP,DFMF,Girona,es La Liga,26,1991,5,193,39,5.6,2.1,2,,1,3,,10,1.40,2,4,-2,-0.93,-0.74,3.4,2.4,+1.0,+0.46,+0.43,Matches
2336,Jaroslav Plašil\Jaroslav-Plasil,cz CZE,MF,Bordeaux,fr Ligue 1,35,1982,22,1045,48,30.6,11.6,11,,5,11,,11,1.36,13,12,+1,+0.09,-0.07,17.7,14.4,+3.2,+0.28,-0.05,Matches
2337,Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,25,1992,33,2970,90,97.1,33.0,33,,33,0,,0,1.27,43,46,-3,-0.09,-0.09,39.4,45.6,-6.2,-0.19,+0.26,Matches
2338,Alassane Pléa\Alassane-Plea,fr FRA,FW,Nice,fr Ligue 1,24,1993,35,3041,87,88.9,33.8,34,,32,1,,0,1.34,49,47,+2,+0.06,+0.30,47.3,42.0,+5.3,+0.16,+0.58,Matches
2339,Morgan Poaty\Morgan-Poaty,cg CGO,MF,Montpellier,fr Ligue 1,20,1997,3,171,57,5.0,1.9,2,,0,1,,7,1.67,3,1,+2,+1.05,+1.02,2.6,1.3,+1.3,+0.70,+0.71,Matches
2340,Gerónimo Poblete\Geronimo-Poblete,ar ARG,MF,Metz,fr Ligue 1,24,1993,25,1658,66,48.5,18.4,17,,15,8,,7,0.76,13,38,-25,-1.36,-0.49,15.5,33.1,-17.5,-0.96,-0.36,Matches
2341,Florentin Pogba\Florentin-Pogba,gn GUI,DF,Saint-Étienne,fr Ligue 1,26,1990,5,321,64,9.4,3.6,4,,2,1,,1,0.20,3,11,-8,-2.24,-2.39,3.8,6.0,-2.1,-0.59,-0.67,Matches
2342,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,eng Premier League,24,1993,27,2148,80,62.8,23.9,25,,19,2,,0,2.19,49,20,+29,+1.22,+0.44,40.0,25.1,+14.9,+0.62,+0.44,Matches
2343,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,MFFW,Leverkusen,de Bundesliga,22,1994,7,116,17,3.8,1.3,0,,0,7,,14,1.14,1,2,-1,-0.78,-1.23,2.0,2.0,0.0,-0.01,-0.69,Matches
2344,Lukáš Pokorný\Lukas-Pokorny,cz CZE,DF,Montpellier,fr Ligue 1,24,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2345,Eugen Polanski\Eugen-Polanski,pl POL,MF,Hoffenheim,de Bundesliga,31,1986,9,261,29,8.5,2.9,2,,0,7,,18,2.33,7,4,+3,+1.03,+0.55,2.8,5.3,-2.5,-0.87,-1.09,Matches
2346,Andrea Poli\Andrea-Poli,it ITA,MF,Bologna,it Serie A,27,1989,32,2543,79,74.4,28.3,32,,13,0,,2,1.19,30,39,-9,-0.32,-0.01,26.5,39.7,-13.2,-0.46,-0.10,Matches
2347,Matteo Politano\Matteo-Politano,it ITA,FW,Sassuolo,it Serie A,23,1993,36,2812,78,82.2,31.2,33,,15,3,,2,1.19,23,49,-26,-0.83,-0.24,42.4,39.9,+2.6,+0.08,+0.48,Matches
2348,Julian Pollersbeck\Julian-Pollersbeck,de GER,GK,Hamburger SV,de Bundesliga,22,1994,10,900,90,29.4,10.0,10,,10,0,,22,1.30,11,15,-4,-0.40,+0.43,13.0,14.0,-1.0,-0.10,+0.51,Matches
2349,Valère Pollet\Valere-Pollet,fr FRA,MF,Lille,fr Ligue 1,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2350,Giacomo Poluzzi\Giacomo-Poluzzi,it ITA,GK,SPAL,it Serie A,29,1988,0,,,,,0,,0,0,,17,,,,,,,,,,,,Matches
2351,Ezequiel Ponce\Ezequiel-Ponce,ar ARG,FW,Lille,fr Ligue 1,20,1997,28,1100,39,32.2,12.2,8,,3,20,,8,1.11,18,21,-3,-0.25,+0.65,12.2,18.0,-5.8,-0.48,+0.03,Matches
2352,Pere Pons\Pere-Pons,es ESP,MF,Girona,es La Liga,24,1993,31,2555,82,74.7,28.4,30,,24,1,,0,,,,,,,37.0,33.8,+3.1,+0.11,+0.22,Matches
2353,Simone Pontisso\Simone-Pontisso,it ITA,MF,Udinese,it Serie A,20,1997,1,10,10,0.3,0.1,0,,0,1,,20,0.00,0,0,0,0.00,+0.40,0.1,0.0,+0.1,+1.31,+1.50,Matches
2354,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,eng Premier League,25,1992,35,3115,89,91.1,34.6,34,,34,1,,3,1.43,31,35,-4,-0.12,-0.41,30.6,43.9,-13.4,-0.39,-0.27,Matches
2355,Jérémie Porsan-Clémenté\Jeremie-Porsan-Clemente,fr FRA,MF,Montpellier,fr Ligue 1,19,1997,1,89,89,2.6,1.0,1,,0,0,,5,1.00,1,1,0,0.00,-0.08,0.6,0.7,-0.1,-0.12,-0.14,Matches
2356,Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,es La Liga,27,1990,33,2449,74,71.6,27.2,28,,15,5,,4,1.36,31,23,+8,+0.29,+0.20,35.1,26.0,+9.1,+0.33,+0.28,Matches
2357,Portu\Portu,es ESP,FWMF,Girona,es La Liga,25,1992,37,2981,81,87.2,33.1,35,,16,2,,0,1.38,49,51,-2,-0.06,+1.37,42.9,40.3,+2.6,+0.08,+0.18,Matches
2358,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,de Bundesliga,20,1997,9,756,84,24.7,8.4,9,,6,0,,3,1.33,13,11,+2,+0.24,-0.39,12.4,11.1,+1.3,+0.15,+0.03,Matches
2359,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,es La Liga,28,1988,30,2424,81,70.9,26.9,27,,24,3,,3,1.27,32,39,-7,-0.26,+0.37,31.1,40.8,-9.7,-0.36,+0.40,Matches
2360,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,23,1994,30,1664,55,54.4,18.5,18,,10,12,,3,1.53,23,30,-7,-0.38,-1.09,27.6,25.3,+2.3,+0.13,-0.28,Matches
2361,Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,fr Ligue 1,24,1992,19,1703,90,49.8,18.9,19,,18,0,,0,1.68,28,18,+10,+0.53,+0.79,26.8,20.8,+6.0,+0.32,+0.01,Matches
2362,Gaëtan Poussin\Gaetan-Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,18,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
2363,Darío Poveda\Dario-Poveda,es ESP,FW,Villarreal,es La Liga,20,1997,1,3,3,0.1,0.0,0,,0,1,,0,0.00,0,0,0,0.00,-0.18,0.0,0.0,0.0,+3.18,+3.27,Matches
2364,Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,DFMF,Sevilla,es La Liga,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2365,Dennis Praet\Dennis-Praet,be BEL,MF,Sampdoria,it Serie A,23,1994,32,2657,83,77.7,29.5,31,,22,1,,2,1.38,43,44,-1,-0.03,+0.32,38.5,47.2,-8.7,-0.30,+0.10,Matches
2366,Sanjin Prcić\Sanjin-Prcic,ba BIH,MF,Rennes,fr Ligue 1,23,1993,19,1565,82,45.8,17.4,18,,14,1,,2,1.63,25,16,+9,+0.52,+0.66,23.8,20.5,+3.3,+0.19,+0.54,Matches
2367,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FW,Bordeaux,fr Ligue 1,26,1991,29,1934,67,56.5,21.5,22,,10,7,,2,1.10,15,28,-13,-0.60,-1.70,23.9,22.4,+1.4,+0.07,-0.57,Matches
2368,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FW,Lille,fr Ligue 1,26,1991,4,285,71,8.3,3.2,3,,1,1,,0,1.00,4,5,-1,-0.32,+0.40,3.5,5.8,-2.3,-0.71,-0.23,Matches
2369,Andrés Prieto\Andres-Prieto,es ESP,GK,Málaga,es La Liga,23,1993,4,360,90,10.5,4.0,4,,4,0,,32,0.00,1,10,-9,-2.25,-1.43,4.3,8.0,-3.7,-0.92,-0.46,Matches
2370,Xabi Prieto\Xabi-Prieto,es ESP,MF,Real Sociedad,es La Liga,33,1983,25,1914,77,56.0,21.3,24,,11,1,,0,1.23,41,41,0,0.00,-0.42,32.1,27.5,+4.6,+0.21,+0.02,Matches
2371,Jérôme Prior\Jerome-Prior,fr FRA,GK,Bordeaux,fr Ligue 1,21,1995,2,180,90,5.3,2.0,2,,2,0,,27,0.00,0,3,-3,-1.50,-1.72,1.5,2.8,-1.3,-0.65,-1.02,Matches
2372,Alex Pritchard\Alex-Pritchard,eng ENG,MFFW,Huddersfield,eng Premier League,24,1993,14,998,71,29.2,11.1,12,,6,2,,2,0.93,8,12,-4,-0.36,+0.61,11.0,14.1,-3.0,-0.27,+0.40,Matches
2373,Sloan Privat\Sloan-Privat,fr FRA,FW,Guingamp,fr Ligue 1,28,1989,1,1,1,0.0,0.0,0,,0,1,,4,3.00,0,0,0,0.00,+0.29,0.0,0.0,0.0,,,Matches
2374,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,eng Premier League,30,1987,21,1570,75,45.9,17.4,17,,15,4,,6,1.05,15,29,-14,-0.80,-0.51,17.8,26.1,-8.3,-0.47,-0.36,Matches
2375,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,eng Premier League,25,1991,35,3119,89,91.2,34.7,35,,33,0,,0,1.09,31,50,-19,-0.55,-0.25,32.8,45.1,-12.3,-0.36,-0.02,Matches
2376,Manuel Pucciarelli\Manuel-Pucciarelli,it ITA,FW,Chievo,it Serie A,26,1991,22,1380,63,40.4,15.3,17,,6,5,,16,0.91,13,28,-15,-0.98,-0.63,12.3,19.5,-7.2,-0.47,+0.19,Matches
2377,Christian Puggioni\Christian-Puggioni,it ITA,GK,Sampdoria,it Serie A,36,1981,9,810,90,23.7,9.0,9,,9,0,,13,1.89,18,12,+6,+0.67,+1.01,13.1,16.6,-3.6,-0.40,-0.10,Matches
2378,Christian Puggioni\Christian-Puggioni,it ITA,GK,Benevento,it Serie A,36,1981,14,1179,84,34.5,13.1,14,,13,0,,1,0.71,12,26,-14,-1.07,+0.42,12.0,27.8,-15.8,-1.21,-0.42,Matches
2379,Marc Pugh\Marc-Pugh,eng ENG,MFFW,Bournemouth,eng Premier League,30,1987,20,985,49,28.8,10.9,11,,4,9,,11,1.50,11,17,-6,-0.55,-0.18,11.9,15.1,-3.2,-0.29,+0.17,Matches
2380,Erick Pulgar\Erick-Pulgar,cl CHI,MF,Bologna,it Serie A,23,1994,32,2770,87,81.0,30.8,31,,30,1,,0,1.09,33,44,-11,-0.36,-0.22,29.6,43.6,-14.0,-0.45,-0.07,Matches
2381,Christian Pulisic\Christian-Pulisic,us USA,FW,Dortmund,de Bundesliga,18,1998,32,2302,72,75.2,25.6,27,,14,5,,0,1.69,49,38,+11,+0.43,-0.28,46.4,33.3,+13.2,+0.51,-0.19,Matches
2382,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Crystal Palace,eng Premier League,31,1986,10,645,65,18.9,7.2,6,,4,4,,9,0.50,0,14,-14,-1.95,-2.08,7.5,9.6,-2.0,-0.32,-0.55,Matches
2383,George Pușcaș\George-Puscas,ro ROU,FWMF,Benevento,it Serie A,21,1996,11,702,64,20.5,7.8,7,,5,4,,10,0.36,3,16,-13,-1.67,-0.41,10.9,14.0,-3.1,-0.40,+0.67,Matches
2384,Loïc Puyo\Loic-Puyo,fr FRA,MF,Angers,fr Ligue 1,28,1988,8,171,21,5.0,1.9,0,,0,8,,9,1.75,5,0,+5,+2.63,+3.05,4.2,1.5,+2.7,+1.50,+1.53,Matches
2385,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,it Serie A,34,1983,35,2719,78,79.5,30.2,33,,21,2,,1,1.37,50,41,+9,+0.30,+1.97,42.0,48.6,-6.5,-0.22,+0.50,Matches
2386,Robin Quaison\Robin-Quaison,se SWE,FW,Mainz 05,de Bundesliga,23,1993,24,1409,59,46.0,15.7,15,,8,9,,6,0.88,18,26,-8,-0.51,-0.18,18.4,26.6,-8.1,-0.52,-0.08,Matches
2387,Collin Quaner\Collin-Quaner,de GER,FWMF,Huddersfield,eng Premier League,26,1991,26,1280,49,37.4,14.2,13,,8,13,,5,1.08,13,23,-10,-0.70,+0.14,15.0,23.5,-8.5,-0.60,-0.07,Matches
2388,Luismi Quezada\Luismi-Quezada,do DOM,DF,Real Madrid,es La Liga,21,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2389,Domingos Quina\Domingos-Quina,pt POR,MF,West Ham,eng Premier League,17,1999,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
2390,Dani Raba\Dani-Raba,es ESP,MFFW,Villarreal,es La Liga,21,1995,21,1110,53,32.5,12.3,14,,2,7,,3,1.76,13,9,+4,+0.32,+0.21,16.4,17.6,-1.2,-0.10,-0.02,Matches
2391,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Paris S-G,fr Ligue 1,22,1995,33,2364,72,69.1,26.3,27,,17,6,,1,2.42,69,19,+50,+1.90,-0.57,56.1,22.0,+34.1,+1.30,-0.65,Matches
2392,Anthony Racioppi\Anthony-Racioppi,ch SUI,GK,Lyon,fr Ligue 1,18,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2393,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Celta Vigo,es La Liga,24,1993,26,1111,43,32.5,12.3,11,,4,15,,4,1.46,16,24,-8,-0.65,-0.92,19.9,15.7,+4.2,+0.34,+0.49,Matches
2394,Ivan Radovanović\Ivan-Radovanovic,rs SRB,MF,Chievo,it Serie A,28,1988,35,3140,90,91.8,34.9,35,,33,0,,0,0.97,32,51,-19,-0.54,+0.74,28.0,49.8,-21.8,-0.62,-0.54,Matches
2395,Ștefan Radu\Stefan-Radu,ro ROU,DF,Lazio,it Serie A,30,1986,31,2588,83,75.7,28.8,31,,21,0,,2,1.77,64,37,+27,+0.94,-0.47,46.4,33.2,+13.1,+0.45,-0.18,Matches
2396,Rafael\Rafael,br BRA,DF,Lyon,fr Ligue 1,27,1990,24,1813,76,53.0,20.1,22,,14,2,,11,2.29,53,21,+32,+1.59,+0.92,39.3,18.3,+21.0,+1.04,+0.69,Matches
2397,Rafael\Rafael,br BRA,GK,Cagliari,it Serie A,35,1982,10,794,79,23.2,8.8,8,,8,2,,20,1.40,12,11,+1,+0.11,+1.11,10.5,15.8,-5.3,-0.60,-0.15,Matches
2398,Raffael\Raffael,br BRA,FW,M'Gladbach,de Bundesliga,32,1985,27,2071,77,67.7,23.0,23,,11,4,,1,1.48,36,34,+2,+0.09,+0.72,33.8,34.0,-0.2,-0.01,0.00,Matches
2399,Rafinha\Rafinha,br BRA,DF,Bayern Munich,de Bundesliga,31,1985,27,1851,69,60.5,20.6,19,,18,8,,5,2.52,48,16,+32,+1.56,-0.83,48.4,18.8,+29.7,+1.45,+0.38,Matches
2400,Rafinha\Rafinha,br BRA,MFFW,Inter,it Serie A,24,1993,17,1043,61,30.5,11.6,12,,3,5,,0,1.71,23,6,+17,+1.47,+0.75,19.8,9.4,+10.3,+0.89,+0.31,Matches
2401,Andrea Raggi\Andrea-Raggi,it ITA,DF,Monaco,fr Ligue 1,33,1984,20,1606,80,47.0,17.8,18,,15,2,,10,2.10,41,23,+18,+1.01,-0.08,29.5,21.4,+8.1,+0.45,+0.13,Matches
2402,Antonino Ragusa\Antonino-Ragusa,it ITA,FWMF,Sassuolo,it Serie A,27,1990,30,825,28,24.1,9.2,7,,0,23,,7,1.17,7,23,-16,-1.75,-1.26,10.9,14.0,-3.0,-0.34,-0.44,Matches
2403,Baba Rahman\Baba-Rahman,gh GHA,DF,Schalke 04,de Bundesliga,23,1994,1,34,34,1.1,0.4,0,,0,1,,1,3.00,0,0,0,0.00,-0.48,0.6,0.5,+0.1,+0.37,+0.21,Matches
2404,Erdal Rakip\Erdal-Rakip,se SWE,MF,Crystal Palace,eng Premier League,21,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2405,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Barcelona,es La Liga,29,1988,35,2831,81,82.8,31.5,31,,24,4,,1,2.51,82,22,+60,+1.91,+0.38,66.1,30.2,+35.9,+1.14,+0.94,Matches
2406,André Ramalho\Andre-Ramalho,br BRA,DFFW,Leverkusen,de Bundesliga,25,1992,3,34,11,1.1,0.4,0,,0,3,,1,1.67,0,1,-1,-2.65,-3.09,0.8,0.7,+0.1,+0.44,-0.21,Matches
2407,Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Girona,es La Liga,24,1993,26,2299,88,67.2,25.5,25,,25,1,,9,1.31,35,42,-7,-0.27,-0.11,30.2,32.3,-2.1,-0.08,-0.42,Matches
2408,Adil Rami\Adil-Rami,fr FRA,DF,Marseille,fr Ligue 1,31,1985,33,2955,90,86.4,32.8,33,,31,0,,0,2.09,70,36,+34,+1.04,+1.23,61.8,32.6,+29.2,+0.89,+0.66,Matches
2409,Benito Ramírez\Benito-Ramirez,es ESP,FWMF,Las Palmas,es La Liga,22,1995,4,167,42,4.9,1.9,1,,1,3,,3,0.00,1,6,-5,-2.69,-1.45,2.4,4.0,-1.6,-0.87,-0.16,Matches
2410,Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Sampdoria,it Serie A,26,1990,37,2214,60,64.7,24.6,28,,6,9,,0,1.38,33,42,-9,-0.37,-0.74,30.6,45.3,-14.7,-0.60,-0.80,Matches
2411,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Everton,eng Premier League,22,1995,8,278,35,8.1,3.1,3,,0,5,,4,1.00,1,8,-7,-2.27,-2.07,1.9,5.1,-3.3,-1.06,-0.85,Matches
2412,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Sevilla,es La Liga,22,1995,13,721,55,21.1,8.0,7,,3,6,,2,1.38,10,17,-7,-0.87,-0.81,13.7,11.8,+1.9,+0.24,+0.26,Matches
2413,Toño Ramírez\Tono-Ramirez,es ESP,GK,Real Sociedad,es La Liga,30,1986,4,317,79,9.3,3.5,3,,3,1,,29,1.50,7,6,+1,+0.28,+0.11,6.3,4.2,+2.1,+0.60,+0.44,Matches
2414,Iván Ramis\Ivan-Ramis,es ESP,DF,Eibar,es La Liga,32,1984,16,1302,81,38.1,14.5,15,,12,1,,4,1.00,12,14,-2,-0.14,+0.03,14.7,16.2,-1.5,-0.10,+0.03,Matches
2415,Omar Ramos\Omar-Ramos,es ESP,FWMF,Leganés,es La Liga,29,1988,23,1421,62,41.5,15.8,18,,4,5,,0,1.22,15,24,-9,-0.57,-0.21,18.1,20.0,-1.8,-0.11,+0.11,Matches
2416,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,31,1986,26,2290,88,67.0,25.4,26,,23,0,,0,1.81,50,31,+19,+0.75,-1.72,48.9,29.4,+19.5,+0.77,-0.70,Matches
2417,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2418,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Arsenal,eng Premier League,26,1990,24,1846,77,54.0,20.5,21,,16,3,,0,1.83,42,24,+18,+0.88,+0.59,39.0,23.8,+15.2,+0.74,+0.85,Matches
2419,Àngel Rangel\Angel-Rangel,es ESP,DF,Swansea City,eng Premier League,34,1982,4,156,39,4.6,1.7,2,,1,2,,17,1.00,1,3,-2,-1.15,-0.44,3.2,2.0,+1.2,+0.67,+1.48,Matches
2420,Luca Ranieri\Luca-Ranieri,it ITA,DF,Fiorentina,it Serie A,18,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2421,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,it Serie A,29,1988,11,627,57,18.3,7.0,7,,5,4,,25,1.82,14,4,+10,+1.44,+0.60,8.8,6.2,+2.7,+0.38,-0.36,Matches
2422,Marcus Rashford\Marcus-Rashford,eng ENG,FWMF,Manchester Utd,eng Premier League,19,1997,35,1813,52,53.0,20.1,17,,7,18,,2,2.23,34,16,+18,+0.89,-0.34,28.8,19.8,+9.0,+0.45,-0.03,Matches
2423,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,21,1996,9,384,43,12.5,4.3,5,,0,4,,5,1.33,5,6,-1,-0.23,-0.17,4.5,6.1,-1.6,-0.36,-0.13,Matches
2424,Konstantin Rausch\Konstantin-Rausch,ru RUS,DF,Köln,de Bundesliga,27,1990,12,925,77,30.2,10.3,11,,8,1,,4,0.50,7,14,-7,-0.68,+0.50,14.9,20.2,-5.3,-0.52,+0.34,Matches
2425,Federico Ravaglia\Federico-Ravaglia,it ITA,GK,Bologna,it Serie A,17,1999,0,,,,,0,,0,0,,29,,,,,,,,,,,,Matches
2426,Yoric Ravet\Yoric-Ravet,fr FRA,MFFW,Freiburg,de Bundesliga,27,1989,10,498,50,16.3,5.5,5,,2,5,,5,1.30,9,8,+1,+0.18,+1.06,9.8,8.6,+1.2,+0.23,+0.60,Matches
2427,Ante Rebić\Ante-Rebic,hr CRO,FWMF,Eint Frankfurt,de Bundesliga,23,1993,25,1751,70,57.2,19.5,21,,6,4,,0,1.72,29,20,+9,+0.46,+1.08,25.6,21.8,+3.8,+0.19,+0.37,Matches
2428,Pedro Rebocho\Pedro-Rebocho,pt POR,DF,Guingamp,fr Ligue 1,22,1995,21,1721,82,50.3,19.1,19,,16,2,,10,1.43,25,23,+2,+0.10,+0.79,19.9,25.4,-5.5,-0.29,-0.14,Matches
2429,Rebollo\Rebollo,es ESP,GK,Betis,es La Liga,17,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
2430,Recio\Recio,es ESP,MF,Málaga,es La Liga,26,1991,22,1835,83,53.7,20.4,21,,16,1,,0,0.50,12,30,-18,-0.88,+0.20,17.2,28.0,-10.8,-0.53,-0.04,Matches
2431,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,eng Premier League,23,1994,31,1945,63,56.9,21.6,22,,13,9,,4,0.97,14,31,-17,-0.79,-0.66,22.0,25.7,-3.7,-0.17,-0.06,Matches
2432,Alberto Redondo\Alberto-Redondo,es ESP,DF,Getafe,es La Liga,20,1997,1,90,90,2.6,1.0,1,,1,0,,1,3.00,1,0,+1,+1.00,+0.78,1.3,1.4,-0.1,-0.14,-0.41,Matches
2433,Redru\Redru,es ESP,DF,Betis,es La Liga,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2434,Fabian Reese\Fabian-Reese,de GER,FWMF,Schalke 04,de Bundesliga,19,1997,7,75,11,2.5,0.8,0,,0,7,,5,2.29,1,1,0,0.00,-0.48,1.1,1.2,-0.1,-0.11,-0.28,Matches
2435,Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,it Serie A,26,1990,14,1077,77,31.5,12.0,10,,9,4,,24,1.29,16,19,-3,-0.25,-0.21,16.5,18.3,-1.8,-0.15,+0.24,Matches
2436,Xesc Regis\Xesc-Regis,es ESP,FW,Eibar,es La Liga,20,1996,0,,,,,0,,0,0,,2,,,,,,,0.0,0.0,0.0,,,Matches
2437,Winston Reid\Winston-Reid,nz NZL,DF,West Ham,eng Premier League,29,1988,17,1452,85,42.5,16.1,17,,15,0,,3,1.00,14,27,-13,-0.81,-0.49,14.8,19.8,-5.0,-0.31,+0.39,Matches
2438,Dominik Reimann\Dominik-Reimann,de GER,GK,Dortmund,de Bundesliga,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2439,Pepe Reina\Pepe-Reina,es ESP,GK,Napoli,it Serie A,34,1982,37,3330,90,97.4,37.0,37,,37,0,,1,2.43,77,29,+48,+1.30,+1.30,65.8,25.1,+40.7,+1.10,+0.65,Matches
2440,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MFFW,Angers,fr Ligue 1,19,1998,10,440,44,12.9,4.9,7,,0,3,,0,1.20,5,1,+4,+0.82,+1.24,5.2,2.9,+2.3,+0.48,+0.50,Matches
2441,Karim Rekik\Karim-Rekik,nl NED,DF,Hertha BSC,de Bundesliga,22,1994,26,2302,89,75.2,25.6,26,,24,0,,0,1.27,34,38,-4,-0.16,-0.28,32.2,32.7,-0.5,-0.02,+0.71,Matches
2442,Bastien Rempp\Bastien-Rempp,fr FRA,GK,Strasbourg,fr Ligue 1,18,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2443,Loïc Rémy\Loic-Remy,fr FRA,FWMF,Getafe,es La Liga,30,1987,11,456,41,13.3,5.1,6,,0,5,,1,1.73,6,5,+1,+0.20,-0.05,6.9,5.1,+1.8,+0.35,+0.11,Matches
2444,Loïc Rémy\Loic-Remy,fr FRA,FW,Las Palmas,es La Liga,30,1987,12,768,64,22.5,8.5,6,,6,6,,0,0.92,11,20,-9,-1.05,+0.34,13.0,16.0,-3.0,-0.35,+0.47,Matches
2445,Jan Repas\Jan-Repas,si SVN,MFFW,Caen,fr Ligue 1,20,1997,15,902,60,26.4,10.0,12,,4,3,,15,0.93,5,11,-6,-0.60,+0.08,11.5,13.8,-2.3,-0.22,-0.07,Matches
2446,Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Leverkusen,de Bundesliga,18,1998,24,1716,72,56.1,19.1,18,,15,6,,6,1.71,34,25,+9,+0.47,+0.14,31.3,21.3,+10.0,+0.53,-0.28,Matches
2447,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,28,1989,11,928,84,30.3,10.3,11,,4,0,,0,1.64,16,11,+5,+0.48,-0.02,16.2,10.3,+5.8,+0.56,0.00,Matches
2448,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,DFMF,Wolfsburg,de Bundesliga,19,1997,4,128,32,4.2,1.4,1,,1,3,,8,1.50,1,3,-2,-1.41,-1.10,0.8,2.1,-1.3,-0.95,-0.67,Matches
2449,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Dijon,fr Ligue 1,26,1990,38,3420,90,100.0,38.0,38,,38,0,,0,1.26,55,73,-18,-0.47,,42.9,69.1,-26.3,-0.69,,Matches
2450,Franck Ribéry\Franck-Ribery,fr FRA,FWMF,Bayern Munich,de Bundesliga,34,1983,20,1203,60,39.3,13.4,15,,2,5,,5,2.25,35,14,+21,+1.57,-0.51,32.0,13.1,+18.9,+1.41,+0.18,Matches
2451,Federico Ricca\Federico-Ricca,uy URU,DF,Málaga,es La Liga,22,1994,14,1107,79,32.4,12.3,13,,10,1,,2,0.21,4,22,-18,-1.46,-0.72,8.0,16.4,-8.4,-0.68,-0.25,Matches
2452,Alessio Riccardi\Alessio-Riccardi,it ITA,FW,Roma,it Serie A,16,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
