,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
2453,Federico Ricci\Federico-Ricci,it ITA,FWMF,Genoa,it Serie A,23,1994,5,217,43,6.3,2.4,2,,2,3,,10,0.80,2,5,-3,-1.24,-1.05,2.8,5.6,-2.9,-1.20,-1.22,Matches
2454,Federico Ricci\Federico-Ricci,it ITA,FWMF,Sassuolo,it Serie A,23,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2455,Federico Ricci\Federico-Ricci,it ITA,FWMF,Crotone,it Serie A,23,1994,15,921,61,26.9,10.2,10,,4,5,,3,1.07,16,15,+1,+0.10,+1.07,13.8,12.5,+1.4,+0.13,+1.01,Matches
2456,Declan Rice\Declan-Rice,eng ENG,DFMF,West Ham,eng Premier League,18,1999,26,1430,55,41.8,15.9,15,,12,11,,10,1.23,24,29,-5,-0.31,+0.36,16.1,26.5,-10.4,-0.65,-0.20,Matches
2457,Richarlison\Richarlison,br BRA,FWMF,Watford,eng Premier League,20,1997,38,2823,74,82.5,31.4,32,,22,6,,0,1.08,31,54,-23,-0.73,-1.19,35.9,47.5,-11.6,-0.37,-0.49,Matches
2458,Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,de Bundesliga,19,1997,12,644,54,21.0,7.2,6,,2,6,,2,1.08,10,10,0,0.00,+0.11,7.1,10.0,-2.9,-0.44,-0.62,Matches
2459,Diego Rico\Diego-Rico,es ESP,DF,Leganés,es La Liga,24,1993,26,2228,86,65.1,24.8,26,,24,0,,7,1.12,16,32,-16,-0.65,-0.57,26.9,27.8,-0.9,-0.04,+0.40,Matches
2460,Mikel Rico\Mikel-Rico,es ESP,MF,Athletic Club,es La Liga,32,1984,17,1173,69,34.3,13.0,13,,11,4,,6,1.35,15,10,+5,+0.38,+0.90,17.1,15.2,+2.0,+0.15,+0.30,Matches
2461,Sergio Rico\Sergio-Rico,es ESP,GK,Sevilla,es La Liga,23,1993,24,2157,90,63.1,24.0,23,,23,1,,14,1.42,29,39,-10,-0.42,-0.49,36.0,35.0,+1.0,+0.04,+0.03,Matches
2462,Jaïro Riedewald\Jairo-Riedewald,nl NED,MFDF,Crystal Palace,eng Premier League,20,1996,12,442,37,12.9,4.9,4,,4,8,,17,1.08,3,6,-3,-0.61,-0.40,6.1,6.6,-0.5,-0.11,-0.29,Matches
2463,Asier Riesgo\Asier-Riesgo,es ESP,GK,Eibar,es La Liga,33,1983,1,90,90,2.6,1.0,1,,1,0,,28,3.00,4,1,+3,+3.00,+3.24,1.7,2.1,-0.4,-0.40,-0.29,Matches
2464,Sascha Riether\Sascha-Riether,de GER,DFMF,Schalke 04,de Bundesliga,34,1983,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
2465,Luca Rigoni\Luca-Rigoni,it ITA,MFFW,Genoa,it Serie A,32,1984,23,1574,68,46.0,17.5,19,,9,4,,9,1.17,14,19,-5,-0.29,-0.04,18.7,18.0,+0.7,+0.04,+0.18,Matches
2466,Nicola Rigoni\Nicola-Rigoni,it ITA,MF,Chievo,it Serie A,26,1990,15,933,62,27.3,10.4,12,,6,3,,22,1.20,7,17,-10,-0.96,-0.49,8.7,17.2,-8.5,-0.82,-0.33,Matches
2467,Kévin Rimane\Kevin-Rimane,gf GUF,DF,Paris S-G,fr Ligue 1,26,1991,0,,,,,0,,0,0,,6,,,,,,,0.0,0.0,0.0,-0.29,-1.79,Matches
2468,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,29,1988,36,2995,83,87.6,33.3,35,,23,1,,0,1.33,45,41,+4,+0.12,-0.73,38.8,46.1,-7.3,-0.22,-0.61,Matches
2469,Birk Risa\Birk-Risa,no NOR,FWDF,Köln,de Bundesliga,19,1998,2,81,41,2.6,0.9,1,,0,1,,2,1.50,0,2,-2,-2.22,-1.23,0.4,2.2,-1.8,-1.99,-1.27,Matches
2470,Marcel Risse\Marcel-Risse,de GER,DFMF,Köln,de Bundesliga,27,1989,16,1169,73,38.2,13.0,13,,11,3,,0,0.50,15,34,-19,-1.46,-0.70,14.0,28.1,-14.1,-1.08,-0.53,Matches
2471,Matt Ritchie\Matt-Ritchie,sco SCO,MFFW,Newcastle Utd,eng Premier League,27,1989,35,2804,80,82.0,31.2,32,,21,3,,3,1.26,35,35,0,0.00,+1.17,37.4,40.7,-3.3,-0.11,+0.71,Matches
2472,Cristian Rivera\Cristian-Rivera,es ESP,MF,Eibar,es La Liga,20,1997,7,247,35,7.2,2.7,2,,2,5,,5,0.43,1,9,-8,-2.91,-2.97,2.1,4.8,-2.7,-1.02,-0.97,Matches
2473,Emmanuel Rivière\Emmanuel-Riviere,fr FRA,FW,Metz,fr Ligue 1,27,1990,28,2009,72,58.7,22.3,23,,11,5,,0,0.79,24,41,-17,-0.76,+0.83,23.9,35.9,-12.0,-0.54,+0.57,Matches
2474,Jonathan Rivierez\Jonathan-Rivierez,fr FRA,DF,Metz,fr Ligue 1,28,1989,26,2064,79,60.4,22.9,24,,20,2,,6,0.81,23,43,-20,-0.87,+0.59,22.9,39.1,-16.2,-0.71,+0.15,Matches
2475,Leonardo Rivoira\Leonardo-Rivoira,it ITA,DF,Torino,it Serie A,19,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2476,Luca Rizzo\Luca-Rizzo,it ITA,MF,Atalanta,it Serie A,25,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2477,Luca Rizzo\Luca-Rizzo,it ITA,MF,SPAL,it Serie A,25,1992,11,488,44,14.3,5.4,4,,2,7,,6,0.55,6,13,-7,-1.29,-0.89,7.0,11.5,-4.5,-0.84,-0.30,Matches
2478,Arjen Robben\Arjen-Robben,nl NED,FWMF,Bayern Munich,de Bundesliga,33,1984,21,1507,72,49.2,16.7,19,,7,2,,3,2.57,45,12,+33,+1.97,+0.17,39.6,14.0,+25.6,+1.52,+0.44,Matches
2479,Rober\Rober,es ESP,DFMF,Levante,es La Liga,22,1995,25,1912,76,55.9,21.2,19,,18,6,,7,1.28,26,34,-8,-0.38,-0.02,26.2,35.2,-9.0,-0.43,+0.12,Matches
2480,Samuel Robert\Samuel-Robert,fr FRA,FW,Dijon,fr Ligue 1,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2481,Roberto\Roberto,es ESP,GK,Málaga,es La Liga,31,1986,34,3060,90,89.5,34.0,34,,34,0,,3,0.59,23,51,-28,-0.82,+1.43,29.1,44.7,-15.7,-0.46,+0.46,Matches
2482,Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,es La Liga,25,1992,30,2221,74,64.9,24.7,24,,17,6,,0,2.47,58,12,+46,+1.86,+0.06,51.2,23.0,+28.2,+1.14,+0.47,Matches
2483,Connor Roberts\Connor-Roberts,wal WAL,MF,Swansea City,eng Premier League,21,1995,4,268,67,7.8,3.0,3,,2,1,,5,0.25,0,4,-4,-1.34,-0.66,2.4,4.4,-2.0,-0.68,+0.07,Matches
2484,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,eng Premier League,23,1994,22,1940,88,56.7,21.6,22,,19,0,,5,2.14,53,18,+35,+1.62,+0.95,41.7,14.9,+26.8,+1.24,+0.61,Matches
2485,Álex Robles\Alex-Robles,es ESP,DF,Málaga,es La Liga,18,1999,1,90,90,2.6,1.0,1,,1,0,,1,0.00,0,1,-1,-1.00,-0.03,0.8,1.3,-0.6,-0.57,-0.06,Matches
2486,Joel Robles\Joel-Robles,es ESP,GK,Everton,eng Premier League,27,1990,0,,,,,0,,0,0,,30,,,,,,,,,,,,Matches
2487,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,eng Premier League,28,1989,21,827,39,24.2,9.2,8,,2,13,,5,0.86,5,14,-9,-0.98,-0.42,9.5,13.0,-3.5,-0.38,-0.04,Matches
2488,Marc Roca\Marc-Roca,es ESP,MF,Espanyol,es La Liga,20,1996,8,269,34,7.9,3.0,2,,1,6,,17,2.13,6,3,+3,+1.00,+1.26,5.7,4.4,+1.3,+0.45,+0.63,Matches
2489,Christopher Rocchia\Christopher-Rocchia,fr FRA,DF,Marseille,fr Ligue 1,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2490,Kenny Rocha Santos\Kenny-Rocha-Santos,cv CPV,FWMF,Saint-Étienne,fr Ligue 1,17,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2491,Leonardo Rocha\Leonardo-Rocha,pt POR,FW,Leganés,es La Liga,20,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2492,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,es La Liga,26,1991,5,154,31,4.5,1.7,1,,0,4,,3,1.50,4,5,-1,-0.58,-0.23,2.0,4.9,-2.9,-1.76,-1.34,Matches
2493,Ronny Rodelin\Ronny-Rodelin,fr FRA,FWMF,Caen,fr Ligue 1,27,1989,37,3162,85,92.5,35.1,36,,30,1,,0,1.03,25,46,-21,-0.60,+0.80,40.5,43.3,-2.8,-0.08,+1.22,Matches
2494,Joe Rodon\Joe-Rodon,wal WAL,DF,Swansea City,eng Premier League,19,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2495,Rodri\Rodri,es ESP,MF,Villarreal,es La Liga,21,1996,37,3227,87,94.4,35.9,36,,34,1,,0,1.65,54,45,+9,+0.25,+1.18,48.3,50.8,-2.4,-0.07,+0.31,Matches
2496,Rodrigo\Rodrigo,es ESP,FW,Valencia,es La Liga,26,1991,37,2670,72,78.1,29.7,31,,13,6,,0,1.89,47,24,+23,+0.78,+0.30,43.6,33.4,+10.2,+0.34,+0.23,Matches
2497,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DF,Real Sociedad,es La Liga,23,1994,20,1638,82,47.9,18.2,18,,18,2,,9,1.40,39,31,+8,+0.44,+0.49,31.1,21.4,+9.6,+0.53,+0.62,Matches
2498,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MF,Real Madrid,es La Liga,19,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2499,Ángel Rodríguez\Angel-Rodriguez,es ESP,FW,Getafe,es La Liga,30,1987,33,2288,69,66.9,25.4,26,,13,7,,3,1.45,32,14,+18,+0.71,+1.42,34.2,23.0,+11.2,+0.44,+0.56,Matches
2500,Iván Rodríguez\Ivan-Rodriguez,es ESP,DF,Málaga,es La Liga,21,1996,1,21,21,0.6,0.2,0,,0,1,,3,0.00,1,0,+1,+4.29,+5.29,0.7,0.5,+0.2,+1.09,+1.61,Matches
2501,James Rodríguez\James-Rodriguez,co COL,MF,Bayern Munich,de Bundesliga,26,1991,23,1621,70,53.0,18.0,19,,11,4,,5,2.39,45,15,+30,+1.67,-0.46,37.5,20.8,+16.6,+0.92,-0.80,Matches
2502,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,West Brom,eng Premier League,28,1989,37,2812,76,82.2,31.2,31,,13,6,,1,0.81,24,41,-17,-0.54,+0.64,27.3,39.5,-12.2,-0.39,-0.22,Matches
2503,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Milan,it Serie A,24,1992,34,3005,88,87.9,33.4,34,,32,0,,1,1.68,50,36,+14,+0.42,+0.42,49.7,34.9,+14.8,+0.44,+0.44,Matches
2504,Thomas Rodríguez\Thomas-Rodriguez,ar ARG,MF,Genoa,it Serie A,21,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2505,Marko Rog\Marko-Rog,hr CRO,FWMF,Napoli,it Serie A,22,1995,28,289,10,8.5,3.2,0,,0,28,,10,2.71,5,4,+1,+0.31,-1.04,5.5,2.8,+2.7,+0.94,-0.15,Matches
2506,Rogério\Rogerio,br BRA,DFMF,Sassuolo,it Serie A,19,1998,13,910,70,26.6,10.1,10,,8,3,,22,1.46,9,12,-3,-0.30,+0.67,11.2,11.7,-0.4,-0.04,-0.05,Matches
2507,Marcus Rohdén\Marcus-Rohden,se SWE,MF,Crotone,it Serie A,26,1991,26,1632,63,47.7,18.1,20,,8,6,,8,0.96,16,36,-20,-1.10,-0.80,12.4,32.5,-20.1,-1.11,-0.97,Matches
2508,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,eng Premier League,27,1990,9,640,71,18.7,7.1,8,,5,1,,11,2.11,13,8,+5,+0.70,-0.43,9.1,10.1,-0.9,-0.13,-0.72,Matches
2509,Diego Rolán\Diego-Rolan,uy URU,FWMF,Málaga,es La Liga,24,1993,26,1947,75,56.9,21.6,21,,17,5,,0,0.35,14,42,-28,-1.29,-0.74,19.7,35.6,-15.9,-0.74,-0.53,Matches
2510,Rolando\Rolando,pt POR,DF,Marseille,fr Ligue 1,31,1985,31,2511,81,73.4,27.9,28,,25,3,,2,2.00,61,38,+23,+0.82,-0.17,54.1,31.0,+23.1,+0.83,+0.11,Matches
2511,Esteban Rolón\Esteban-Rolon,ar ARG,MF,Málaga,es La Liga,22,1995,8,415,52,12.1,4.6,6,,1,2,,13,0.88,1,12,-11,-2.39,-1.61,2.8,9.6,-6.8,-1.46,-1.08,Matches
2512,Filippo Romagna\Filippo-Romagna,it ITA,DF,Cagliari,it Serie A,20,1997,23,1888,82,55.2,21.0,21,,20,2,,12,0.96,19,42,-23,-1.10,-0.80,20.5,40.1,-19.5,-0.93,-0.99,Matches
2513,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,22,1995,28,2353,84,68.8,26.1,27,,23,1,,2,1.68,39,25,+14,+0.54,+0.54,37.6,25.4,+12.2,+0.47,+0.25,Matches
2514,Andrea Romagnoli\Andrea-Romagnoli,it ITA,GK,Roma,it Serie A,19,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2515,Simone Romagnoli\Simone-Romagnoli,it ITA,DF,Bologna,it Serie A,27,1990,8,557,70,16.3,6.2,6,,5,2,,6,0.63,4,6,-2,-0.32,-0.01,6.2,9.1,-2.9,-0.47,-0.03,Matches
2516,Aristóteles Romero\Aristoteles-Romero,ve VEN,MF,Crotone,it Serie A,21,1995,6,86,14,2.5,1.0,0,,0,6,,9,0.50,1,1,0,0.00,+0.70,0.9,1.8,-1.0,-1.08,-0.50,Matches
2517,Óscar Romero\Oscar-Romero,py PAR,MFFW,Alavés,es La Liga,25,1992,5,253,51,7.4,2.8,2,,2,3,,2,0.00,0,4,-4,-1.42,-1.25,1.5,5.7,-4.2,-1.53,-1.25,Matches
2518,Sergio Romero\Sergio-Romero,ar ARG,GK,Manchester Utd,eng Premier League,30,1987,1,90,90,2.6,1.0,1,,1,0,,29,3.00,1,0,+1,+1.00,-0.05,0.8,0.6,+0.2,+0.16,-0.30,Matches
2519,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,25,1991,34,2897,85,84.7,32.2,34,,28,0,,3,0.94,27,47,-20,-0.62,-0.79,32.7,41.0,-8.3,-0.26,-0.73,Matches
2520,Rômulo\Romulo,it ITA,MFDF,Hellas Verona,it Serie A,30,1987,37,3168,86,92.6,35.2,36,,32,1,,0,0.59,26,73,-47,-1.34,-0.98,30.2,70.5,-40.3,-1.14,-0.70,Matches
2521,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Real Madrid,es La Liga,32,1985,27,2288,85,66.9,25.4,27,,19,0,,0,1.96,64,29,+35,+1.38,+0.18,57.0,28.4,+28.5,+1.12,+0.37,Matches
2522,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,30,1987,21,1511,72,44.2,16.8,17,,14,4,,9,1.38,26,29,-3,-0.18,-0.27,26.7,19.2,+7.4,+0.45,+0.78,Matches
2523,Salomón Rondón\Salomon-Rondon,ve VEN,FW,West Brom,eng Premier League,27,1989,36,2767,77,80.9,30.7,32,,23,4,,1,0.81,25,48,-23,-0.75,-0.47,25.8,39.6,-13.8,-0.45,-0.51,Matches
2524,Valentin Rongier\Valentin-Rongier,fr FRA,MFFW,Nantes,fr Ligue 1,22,1994,32,2350,73,68.7,26.1,29,,15,3,,2,1.13,21,37,-16,-0.61,-1.54,28.8,30.4,-1.6,-0.06,-0.36,Matches
2525,Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,26,1991,34,2571,76,75.2,28.6,29,,24,5,,1,1.62,37,25,+12,+0.42,-0.22,49.8,27.7,+22.0,+0.77,-0.10,Matches
2526,Wayne Rooney\Wayne-Rooney,eng ENG,MFFW,Everton,eng Premier League,31,1985,31,2268,73,66.3,25.2,27,,7,4,,3,1.45,30,33,-3,-0.12,+0.74,26.1,31.7,-5.6,-0.22,+0.18,Matches
2527,Roberto Rosales\Roberto-Rosales,ve VEN,DF,Málaga,es La Liga,28,1988,35,3122,89,91.3,34.7,35,,33,0,,1,0.57,24,53,-29,-0.84,+1.58,30.9,45.2,-14.3,-0.41,+1.11,Matches
2528,Romario Rösch\Romario-Rosch,de GER,MF,Augsburg,de Bundesliga,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2529,Danny Rose\Danny-Rose,eng ENG,DFMF,Tottenham,eng Premier League,27,1990,10,800,80,23.4,8.9,9,,6,1,,10,2.10,18,14,+4,+0.45,-0.72,14.6,11.1,+3.4,+0.39,-0.66,Matches
2530,Liam Rosenior\Liam-Rosenior,eng ENG,DF,Brighton,eng Premier League,33,1984,3,164,55,4.8,1.8,1,,1,2,,5,1.33,2,3,-1,-0.55,-0.02,1.4,2.0,-0.6,-0.34,+0.01,Matches
2531,Aleandro Rosi\Aleandro-Rosi,it ITA,DFMF,Genoa,it Serie A,30,1987,24,1700,71,49.7,18.9,22,,11,2,,8,0.96,14,19,-5,-0.26,0.00,17.9,23.3,-5.5,-0.29,-0.46,Matches
2532,Valentin Rosier\Valentin-Rosier,fr FRA,DF,Dijon,fr Ligue 1,20,1996,36,2781,77,81.3,30.9,31,,27,5,,1,1.33,43,60,-17,-0.55,-0.41,35.2,58.5,-23.3,-0.76,-0.34,Matches
2533,Luca Rossettini\Luca-Rossettini,it ITA,DF,Genoa,it Serie A,32,1985,23,2027,88,59.3,22.5,22,,22,1,,14,1.09,23,30,-7,-0.31,-0.12,22.0,29.0,-7.0,-0.31,-0.63,Matches
2534,Francesco Rossi\Francesco-Rossi,it ITA,GK,Atalanta,it Serie A,26,1991,1,8,8,0.2,0.1,0,,0,1,,36,0.00,0,1,-1,-11.25,-11.75,0.9,0.3,+0.6,+7.98,+7.19,Matches
2535,Giuseppe Rossi\Giuseppe-Rossi,it ITA,FWMF,Genoa,it Serie A,30,1987,9,260,29,7.6,2.9,1,,0,8,,6,0.56,5,3,+2,+0.69,+1.03,5.8,3.6,+2.2,+0.77,+0.89,Matches
2536,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DFMF,Montpellier,fr Ligue 1,24,1993,22,1882,86,55.0,20.9,22,,15,0,,0,1.45,24,15,+9,+0.43,+0.78,22.8,22.2,+0.6,+0.03,+0.02,Matches
2537,Wayne Routledge\Wayne-Routledge,eng ENG,MFFW,Swansea City,eng Premier League,32,1985,15,429,29,12.5,4.8,4,,1,11,,12,0.80,1,11,-10,-2.10,-1.56,3.7,9.5,-5.8,-1.22,-0.54,Matches
2538,Nolan Roux\Nolan-Roux,fr FRA,FWMF,Metz,fr Ligue 1,29,1988,35,2834,81,82.9,31.5,33,,20,2,,0,0.71,29,59,-30,-0.95,+0.89,30.7,54.5,-23.8,-0.75,+0.09,Matches
2539,Rubén\Ruben,es ESP,GK,La Coruña,es La Liga,33,1984,28,2480,89,72.5,27.6,27,,27,1,,0,0.68,25,58,-33,-1.20,-0.72,34.8,43.2,-8.4,-0.30,-0.29,Matches
2540,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,eng Premier League,24,1993,27,2338,87,68.4,26.0,25,,25,2,,9,2.04,46,22,+24,+0.92,+0.92,38.7,20.0,+18.6,+0.72,+0.37,Matches
2541,Artjoms Rudņevs\Artjoms-Rudnevs,lv LVA,FW,Köln,de Bundesliga,29,1988,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2542,Sebastian Rudy\Sebastian-Rudy,de GER,MF,Bayern Munich,de Bundesliga,27,1990,25,1515,61,49.5,16.8,16,,13,9,,8,2.44,46,17,+29,+1.72,-0.32,38.6,17.7,+20.8,+1.24,-0.11,Matches
2543,Stéphane Ruffier\Stephane-Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,30,1986,35,3113,89,91.0,34.6,35,,34,0,,0,1.49,44,44,0,0.00,+0.88,49.4,45.2,+4.2,+0.12,+1.18,Matches
2544,Vincent Rüfli\Vincent-Rufli,ch SUI,MFFW,Dijon,fr Ligue 1,29,1988,3,25,8,0.7,0.3,0,,0,3,,5,0.33,0,0,0,0.00,+0.48,0.1,0.4,-0.3,-1.03,-0.34,Matches
2545,Daniele Rugani\Daniele-Rugani,it ITA,DF,Juventus,it Serie A,23,1994,22,1935,88,56.6,21.5,22,,21,0,,15,2.59,54,17,+37,+1.72,+0.21,34.9,17.4,+17.5,+0.81,-0.01,Matches
2546,Mário Rui\Mario-Rui,pt POR,DF,Napoli,it Serie A,26,1991,25,2087,83,61.0,23.2,24,,20,1,,11,2.24,42,20,+22,+0.95,-0.81,38.2,17.1,+21.1,+0.91,-0.44,Matches
2547,Aitor Ruibal\Aitor-Ruibal,es ESP,FW,Betis,es La Liga,21,1996,2,10,5,0.3,0.1,0,,0,2,,2,1.50,0,0,0,0.00,+0.03,0.0,0.1,0.0,-0.50,-0.25,Matches
2548,Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MF,Betis,es La Liga,21,1996,34,2656,78,77.7,29.5,30,,23,4,,2,1.59,48,45,+3,+0.10,+0.57,32.7,40.3,-7.6,-0.26,-0.04,Matches
2549,Víctor Ruiz\Victor-Ruiz,es ESP,DF,Villarreal,es La Liga,28,1989,27,2416,89,70.6,26.8,27,,26,0,,8,1.78,46,29,+17,+0.63,+1.53,39.4,35.6,+3.7,+0.14,+0.76,Matches
2550,Antonio Rukavina\Antonio-Rukavina,rs SRB,DF,Villarreal,es La Liga,33,1984,17,1275,75,37.3,14.2,14,,13,3,,18,1.76,22,17,+5,+0.35,+0.27,19.3,22.1,-2.7,-0.19,-0.17,Matches
2551,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Real Sociedad,es La Liga,25,1992,26,2340,90,68.4,26.0,26,,26,0,,4,1.35,50,45,+5,+0.19,+0.03,39.7,33.0,+6.7,+0.26,+0.16,Matches
2552,Lukas Rupp\Lukas-Rupp,de GER,MF,Hoffenheim,de Bundesliga,26,1991,21,1160,55,37.9,12.9,15,,4,6,,7,1.52,25,19,+6,+0.47,-0.10,20.2,18.3,+2.0,+0.15,+0.04,Matches
2553,Marco Russ\Marco-Russ,de GER,DF,Eint Frankfurt,de Bundesliga,31,1985,19,1145,60,37.4,12.7,12,,6,7,,10,1.53,20,21,-1,-0.08,-0.13,18.2,17.3,+0.8,+0.07,+0.05,Matches
2554,Oliva Rutjens\Oliva-Rutjens,es ESP,DF,Benevento,it Serie A,19,1998,0,,,,,0,,0,0,,8,,,,,,,0.0,0.0,0.0,,,Matches
2555,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,eng Premier League,25,1992,38,3420,90,100.0,38.0,38,,38,0,,0,1.05,34,54,-20,-0.53,,36.3,49.7,-13.4,-0.35,,Matches
2556,Idriss Saadi\Idriss-Saadi,dz ALG,FW,Strasbourg,fr Ligue 1,25,1992,26,939,36,27.5,10.4,10,,5,16,,8,0.69,8,25,-17,-1.63,-1.41,10.7,20.6,-9.9,-0.96,-0.93,Matches
2557,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,24,1993,35,3092,88,90.4,34.4,35,,34,0,,0,1.46,50,43,+7,+0.20,+0.75,47.7,35.2,+12.5,+0.36,+0.53,Matches
2558,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,MFDF,Huddersfield,eng Premier League,20,1996,5,220,44,6.4,2.4,2,,0,3,,8,0.40,1,5,-4,-1.64,-0.91,1.9,3.2,-1.4,-0.56,0.00,Matches
2559,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,23,1994,22,1790,81,58.5,19.9,21,,18,1,,0,1.68,29,28,+1,+0.05,-0.16,32.6,25.4,+7.2,+0.36,+0.26,Matches
2560,Enric Saborit\Enric-Saborit,es ESP,DF,Athletic Club,es La Liga,25,1992,19,1433,75,41.9,15.9,16,,12,3,,3,1.42,12,15,-3,-0.19,+0.04,16.4,18.0,-1.6,-0.10,-0.09,Matches
2561,Ihsan Sacko\Ihsan-Sacko,fr FRA,FW,Nice,fr Ligue 1,20,1997,8,257,32,7.5,2.9,3,,1,5,,1,1.13,4,3,+1,+0.35,+0.35,2.2,4.7,-2.5,-0.89,-1.06,Matches
2562,Ihsan Sacko\Ihsan-Sacko,fr FRA,FWMF,Strasbourg,fr Ligue 1,20,1997,17,709,42,20.7,7.9,8,,3,9,,3,1.00,7,15,-8,-1.02,-0.52,9.4,13.8,-4.4,-0.57,-0.36,Matches
2563,Mujaid Sadick\Mujaid-Sadick,es ESP,DF,La Coruña,es La Liga,17,2000,2,107,54,3.1,1.2,1,,1,1,,0,0.00,2,3,-1,-0.84,+0.16,1.8,2.3,-0.5,-0.45,-0.23,Matches
2564,Armando Sadiku\Armando-Sadiku,al ALB,FW,Levante,es La Liga,26,1991,6,268,45,7.8,3.0,4,,0,2,,3,0.83,3,5,-2,-0.67,-0.33,3.1,6.6,-3.5,-1.16,-0.74,Matches
2565,Umar Sadiq\Umar-Sadiq,ng NGA,FW,Torino,it Serie A,20,1997,3,225,75,6.6,2.5,3,,2,0,,11,0.33,2,4,-2,-0.80,-1.08,2.3,2.2,+0.1,+0.05,+0.20,Matches
2566,Scotty Sadzoute\Scotty-Sadzoute,fr FRA,DF,Lille,fr Ligue 1,19,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2567,Bacary Sagna\Bacary-Sagna,fr FRA,DF,Benevento,it Serie A,34,1983,13,957,74,28.0,10.6,10,,9,3,,1,0.85,13,19,-6,-0.56,+1.08,10.4,19.0,-8.6,-0.81,+0.17,Matches
2568,Adrián Sahibeddine\Adrian-Sahibeddine,fr FRA,FWMF,Dijon,fr Ligue 1,22,1994,2,18,9,0.5,0.2,0,,0,2,,1,1.00,0,0,0,0.00,+0.48,0.5,0.3,+0.1,+0.43,+1.13,Matches
2569,Nuri Şahin\Nuri-Sahin,tr TUR,MF,Dortmund,de Bundesliga,28,1988,18,1225,68,40.0,13.6,14,,10,4,,16,1.33,28,21,+7,+0.51,+0.02,24.5,16.8,+7.7,+0.57,+0.01,Matches
2570,Samuel Şahin-Radlinger\Samuel-Sahin-Radlinger,at AUT,GK,Hannover 96,de Bundesliga,24,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2571,Wesley Saïd\Wesley-Said,fr FRA,FWMF,Dijon,fr Ligue 1,22,1995,29,1839,63,53.8,20.4,20,,10,9,,1,1.28,31,43,-12,-0.59,-0.25,22.2,36.2,-13.9,-0.68,+0.02,Matches
2572,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,MFFW,Monaco,fr Ligue 1,20,1997,1,16,16,0.5,0.2,0,,0,1,,0,3.00,0,0,0,0.00,-1.06,0.3,0.1,+0.2,+1.36,+0.98,Matches
