,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
1568,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,eng Premier League,25,1994,31,2073,67,60.6,23.0,23,82,15,8,23,3,1.74,40,37,+3,+0.13,-0.67,38.7,26.0,+12.8,+0.55,-0.50,Matches
1569,Dawid Kownacki\Dawid-Kownacki,pl POL,FWMF,Düsseldorf,de Bundesliga,22,1997,20,1093,55,35.7,12.1,11,80,4,9,24,3,0.70,13,26,-13,-1.07,-0.25,11.8,25.2,-13.4,-1.10,-0.66,Matches
1570,İsmail Köybaşı\Ismail-Koybasi,tr TUR,DFFW,Granada,es La Liga,30,1989,4,231,58,6.8,2.6,3,75,2,1,6,19,0.25,0,3,-3,-1.17,-1.45,1.8,1.9,-0.1,-0.03,-0.03,Matches
1571,Vincent Koziello\Vincent-Koziello,fr FRA,MF,Köln,de Bundesliga,23,1995,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
1572,Thomas Kraft\Thomas-Kraft,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4,360,90,11.8,4.0,4,90,4,0,,19,0.75,8,9,-1,-0.25,+0.08,6.5,6.0,+0.5,+0.12,+0.50,Matches
1573,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,eng Premier League,24,1994,17,1020,60,29.8,11.3,11,84,7,6,16,14,1.12,13,23,-10,-0.88,-0.51,7.9,17.5,-9.5,-0.84,-0.25,Matches
1574,Julian Krahl\Julian-Krahl,de GER,GK,Köln,de Bundesliga,19,2000,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
1575,Andrej Kramarić\Andrej-Kramaric,hr CRO,FWMF,Hoffenheim,de Bundesliga,28,1991,19,1422,75,46.5,15.8,14,87,12,5,40,1,1.58,34,26,+8,+0.51,+0.95,26.6,27.1,-0.5,-0.03,+0.05,Matches
1576,Christoph Kramer\Christoph-Kramer,de GER,MF,M'Gladbach,de Bundesliga,28,1991,22,1464,67,47.8,16.3,17,81,12,5,17,11,2.05,33,15,+18,+1.11,+0.66,32.3,18.1,+14.2,+0.87,+0.33,Matches
1577,Tom Krauß\Tom-Krauss,de GER,MF,RB Leipzig,de Bundesliga,18,2001,1,4,4,0.1,0.0,0,,0,1,4,9,3.00,0,0,0,0.00,-1.30,0.0,0.0,0.0,0.00,-1.02,Matches
1578,Vasyl Kravets\Vasyl-Kravets,ua UKR,DF,Leganés,es La Liga,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1579,Ladislav Krejčí\Ladislav-Krejci,cz CZE,DF,Bologna,it Serie A,27,1992,14,1051,75,30.7,11.7,11,86,9,3,33,10,0.79,13,21,-8,-0.69,-0.50,13.3,17.8,-4.5,-0.39,-0.49,Matches
1580,Rene Krhin\Rene-Krhin,si SVN,DFMF,Nantes,fr Ligue 1,29,1990,8,327,41,13.0,3.6,4,81,2,4,1,11,1.50,4,6,-2,-0.55,-0.51,2.3,6.4,-4.1,-1.13,-1.06,Matches
1581,Felix Kroos\Felix-Kroos,de GER,MF,Union Berlin,de Bundesliga,28,1991,15,378,25,12.4,4.2,3,63,0,12,16,15,2.00,6,8,-2,-0.48,+0.03,5.2,6.7,-1.6,-0.37,+0.02,Matches
1582,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,29,1990,35,2652,76,77.5,29.5,31,83,22,4,20,2,2.31,45,17,+28,+0.95,-1.04,46.1,20.2,+25.9,+0.88,-0.20,Matches
1583,Tim Krul\Tim-Krul,nl NED,GK,Norwich City,eng Premier League,31,1988,36,3240,90,94.7,36.0,36,90,36,0,,0,0.58,25,68,-43,-1.19,+1.81,34.4,57.5,-23.1,-0.64,-0.26,Matches
1584,Rade Krunić\Rade-Krunic,ba BIH,MF,Milan,it Serie A,25,1993,15,537,36,15.7,6.0,4,80,1,11,20,17,1.73,7,7,0,0.00,-0.53,7.7,6.8,+0.9,+0.15,-0.21,Matches
1585,Altin Kryeziu\Altin-Kryeziu,xk KVX,MF,SPAL,it Serie A,17,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1586,Jan Kubala\Jan-Kubala,cz CZE,MF,Udinese,it Serie A,19,2000,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1587,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,26,1992,5,209,42,6.8,2.3,3,68,0,2,2,1,2.00,2,3,-1,-0.43,-0.49,1.4,3.6,-2.3,-0.98,-0.44,Matches
1588,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Mallorca,es La Liga,18,2001,35,2312,66,67.6,25.7,23,84,14,12,31,1,0.83,28,49,-21,-0.82,-0.49,26.2,46.4,-20.2,-0.78,-0.68,Matches
1589,Juraj Kucka\Juraj-Kucka,sk SVK,MFFW,Parma,it Serie A,32,1987,26,1932,74,56.5,21.5,22,83,16,4,24,1,1.31,29,28,+1,+0.05,+0.17,22.7,32.7,-10.0,-0.47,-0.13,Matches
1590,Dejan Kulusevski\Dejan-Kulusevski,se SWE,FWMF,Parma,it Serie A,19,2000,36,2930,81,85.7,32.6,33,86,23,3,36,0,1.25,51,51,0,0.00,+0.18,41.2,52.3,-11.1,-0.34,+0.46,Matches
1591,Marash Kumbulla\Marash-Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19,2000,25,1950,78,57.0,21.7,25,78,16,0,,3,1.44,22,22,0,0.00,+0.24,24.5,26.4,-1.9,-0.09,0.00,Matches
1592,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,24,1995,28,1866,67,61.0,20.7,22,79,10,6,23,5,1.29,31,44,-13,-0.63,-0.02,29.1,37.4,-8.4,-0.40,-0.06,Matches
1593,Kaan Kurt\Kaan-Kurt,de GER,MF,M'Gladbach,de Bundesliga,17,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1594,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,SPAL,it Serie A,30,1989,16,1409,88,41.2,15.7,16,88,14,0,,0,0.75,10,23,-13,-0.83,+0.83,19.3,23.6,-4.3,-0.27,+0.81,Matches
1595,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MFFW,Parma,it Serie A,30,1989,20,1664,83,48.7,18.5,18,87,15,2,45,0,1.20,29,30,-1,-0.05,-0.05,23.8,32.2,-8.5,-0.46,-0.10,Matches
1596,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,26,1992,14,858,61,35.3,9.5,9,86,7,5,18,4,2.57,24,7,+17,+1.78,-0.16,22.6,8.6,+14.0,+1.47,-0.49,Matches
1597,Dereck Kutesa\Dereck-Kutesa,ch SUI,FWMF,Reims,fr Ligue 1,21,1997,14,528,38,21.0,5.9,4,79,1,10,21,9,0.71,2,7,-5,-0.85,-1.30,3.7,7.5,-3.8,-0.65,-0.91,Matches
1598,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,19,2000,25,679,27,22.2,7.5,3,58,0,22,23,6,0.92,12,20,-8,-1.06,-0.61,9.0,11.2,-2.2,-0.30,+0.16,Matches
1599,Han Kwang-song\Han-Kwang-song,kp PRK,FW,Juventus,it Serie A,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1600,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22,1997,14,983,70,39.0,10.9,13,75,8,1,10,9,1.86,16,11,+5,+0.46,+0.40,12.2,13.5,-1.3,-0.12,0.00,Matches
1601,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Sampdoria,it Serie A,23,1996,5,186,37,5.4,2.1,2,73,0,3,13,12,1.20,1,4,-3,-1.45,-1.06,1.6,4.3,-2.7,-1.32,-1.34,Matches
1602,Andrea La Mantia\Andrea-La-Mantia,it ITA,FW,Lecce,it Serie A,28,1991,12,553,46,16.2,6.1,6,78,3,6,15,6,0.67,8,17,-9,-1.46,-0.71,8.1,15.3,-7.2,-1.16,-0.45,Matches
1603,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Montpellier,fr Ligue 1,25,1994,28,2237,80,88.8,24.9,27,82,13,1,29,0,1.43,32,26,+6,+0.24,+1.83,28.4,28.3,+0.1,0.00,+0.68,Matches
1604,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,28,1991,30,1874,62,54.8,20.8,22,79,9,8,16,4,1.30,36,25,+11,+0.53,+0.70,30.3,31.2,-0.9,-0.04,+0.33,Matches
1605,Lenny Lacroix\Lenny-Lacroix,fr FRA,DF,Metz,fr Ligue 1,16,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1606,Riccardo Ladinetti\Riccardo-Ladinetti,it ITA,MF,Cagliari,it Serie A,18,2000,3,127,42,3.7,1.4,1,53,0,2,37,10,0.33,1,1,0,0.00,+0.11,0.5,1.2,-0.7,-0.51,-0.10,Matches
1607,Alban Lafont\Alban-Lafont,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27,2430,90,96.4,27.0,27,90,27,0,,0,1.37,27,29,-2,-0.07,+0.93,25.2,30.2,-4.9,-0.18,+0.61,Matches
1608,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,29,1989,31,2654,86,77.6,29.5,31,86,27,0,,2,1.00,27,44,-17,-0.58,+0.36,30.0,42.2,-12.2,-0.41,+0.06,Matches
1609,Jack Lahne\Jack-Lahne,se SWE,FW,Amiens,fr Ligue 1,17,2001,1,9,9,0.4,0.1,0,,0,1,8,2,0.00,1,0,+1,+10.00,+10.72,0.4,0.1,+0.3,+3.12,+3.44,Matches
1610,Sami Lahssaini\Sami-Lahssaini,be BEL,MF,Metz,fr Ligue 1,20,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1611,Konrad Laimer\Konrad-Laimer,at AUT,MF,RB Leipzig,de Bundesliga,22,1997,29,2115,73,69.1,23.5,26,78,16,3,33,2,2.14,60,24,+36,+1.53,+0.77,50.0,22.4,+27.6,+1.18,+0.49,Matches
1612,Stefan Lainer\Stefan-Lainer,at AUT,DF,M'Gladbach,de Bundesliga,26,1992,31,2710,87,88.6,30.1,31,87,27,0,,0,1.87,60,36,+24,+0.80,+0.28,59.2,39.7,+19.6,+0.65,-0.47,Matches
1613,Diego Lainez\Diego-Lainez,mx MEX,MFFW,Betis,es La Liga,19,2000,15,348,23,10.2,3.9,2,64,0,13,17,14,1.07,10,8,+2,+0.52,+0.93,4.7,4.3,+0.4,+0.10,+0.18,Matches
1614,Kenny Lala\Kenny-Lala,fr FRA,DF,Strasbourg,fr Ligue 1,27,1991,25,2043,82,84.1,22.7,22,90,22,3,20,1,1.52,31,22,+9,+0.40,+2.49,29.7,24.0,+5.7,+0.25,+0.60,Matches
1615,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,eng Premier League,31,1988,15,382,25,11.2,4.2,3,73,0,12,14,11,2.67,9,5,+4,+0.94,-0.48,8.6,4.2,+4.3,+1.02,+0.22,Matches
1616,Érik Lamela\Erik-Lamela,ar ARG,MFFW,Tottenham,eng Premier League,27,1992,25,1215,49,35.5,13.5,12,78,4,13,21,2,1.52,22,12,+10,+0.74,+0.58,17.3,20.0,-2.7,-0.20,-0.07,Matches
1617,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Chelsea,eng Premier League,18,2000,1,32,32,0.9,0.4,0,,0,1,32,1,3.00,2,0,+2,+5.63,+5.28,1.3,0.2,+1.2,+3.32,+2.59,Matches
1618,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,eng Premier League,18,2000,8,588,74,17.2,6.5,7,79,3,1,32,1,1.13,5,8,-3,-0.46,-0.08,6.3,7.5,-1.1,-0.17,+0.21,Matches
1619,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,11,929,84,36.9,10.3,10,89,9,1,42,13,1.18,16,15,+1,+0.10,+1.00,13.1,15.2,-2.1,-0.21,+0.47,Matches
1620,Michael Lang\Michael-Lang,ch SUI,DFMF,M'Gladbach,de Bundesliga,28,1991,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1621,Michael Lang\Michael-Lang,ch SUI,DF,Werder Bremen,de Bundesliga,28,1991,9,544,60,17.8,6.0,6,88,5,3,5,12,1.56,8,18,-10,-1.65,-1.05,8.4,14.6,-6.2,-1.03,-1.01,Matches
1622,Michael Langer\Michael-Langer,at AUT,GK,Schalke 04,de Bundesliga,34,1985,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
1623,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,1988,5,314,63,10.3,3.5,3,88,2,2,25,17,0.80,3,6,-3,-0.86,-0.07,4.2,3.0,+1.2,+0.34,+0.60,Matches
1624,Henri Lansbury\Henri-Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28,1990,10,195,20,5.7,2.2,2,69,0,8,7,19,1.00,2,6,-4,-1.85,-1.23,2.3,4.5,-2.2,-1.02,-0.37,Matches
1625,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,eng Premier League,26,1993,24,1379,57,40.3,15.3,14,80,6,10,26,8,0.83,17,30,-13,-0.85,-0.85,21.7,29.4,-7.7,-0.50,-0.18,Matches
1626,Gianluca Lapadula\Gianluca-Lapadula,pe PER,FW,Lecce,it Serie A,29,1990,25,1784,71,52.2,19.8,20,81,13,5,33,1,0.96,30,47,-17,-0.86,+0.02,30.0,44.5,-14.5,-0.73,+0.13,Matches
1627,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,25,1994,15,1097,73,32.1,12.2,14,76,6,1,30,2,2.47,36,5,+31,+2.54,+1.15,34.1,9.9,+24.2,+1.98,+0.66,Matches
1628,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,35,1984,30,2638,88,77.1,29.3,30,88,26,0,,3,1.30,39,48,-9,-0.31,+0.15,38.7,46.1,-7.5,-0.25,-0.90,Matches
1629,Michele Laraspata\Michele-Laraspata,it ITA,DF,Lecce,it Serie A,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1630,Larra\Larra,es ESP,FWMF,Athletic Club,es La Liga,21,1997,10,250,25,7.3,2.8,2,72,0,8,13,21,0.90,3,3,0,0.00,-0.09,3.2,2.8,+0.4,+0.16,+0.39,Matches
1631,Gautier Larsonneur\Gautier-Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,1997,27,2397,89,95.1,26.6,27,89,26,0,,0,1.15,31,34,-3,-0.11,-0.11,29.2,38.2,-9.0,-0.34,+0.55,Matches
1632,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,26,1992,36,2569,71,75.1,28.5,28,84,16,8,29,1,1.17,27,39,-12,-0.42,-0.21,30.9,38.7,-7.8,-0.27,+0.08,Matches
1633,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25,1993,24,2076,87,60.7,23.1,24,87,21,0,,0,1.33,24,31,-7,-0.30,+0.57,20.2,32.8,-12.6,-0.55,+0.30,Matches
1634,Paul Lasne\Paul-Lasne,fr FRA,MFFW,Brest,fr Ligue 1,30,1989,19,1224,64,48.6,13.6,14,83,9,5,13,6,1.26,15,21,-6,-0.44,-0.65,13.7,23.2,-9.5,-0.70,-0.65,Matches
1635,Toni Lato\Toni-Lato,es ESP,DFMF,Osasuna,es La Liga,21,1997,8,470,59,13.7,5.2,6,76,2,2,6,4,1.63,8,8,0,0.00,+0.24,5.8,6.7,-0.9,-0.17,-0.14,Matches
1636,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,29,1989,23,1373,60,44.9,15.3,15,77,7,8,26,4,1.22,17,24,-7,-0.46,+0.29,17.8,22.6,-4.9,-0.32,+0.11,Matches
1637,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Parma,it Serie A,30,1989,15,884,59,25.8,9.8,10,77,3,5,23,17,1.60,17,18,-1,-0.10,-0.10,13.5,14.9,-1.3,-0.14,+0.36,Matches
1638,Wesley Lautoa\Wesley-Lautoa,nc NCL,MFDF,Dijon,fr Ligue 1,31,1987,23,1869,81,74.2,20.8,21,85,16,2,40,1,1.17,24,29,-5,-0.24,+0.45,21.1,33.9,-12.8,-0.62,-0.42,Matches
1639,Marcos Lavín\Marcos-Lavin,es ESP,GK,Getafe,es La Liga,22,1996,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
1640,Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Torino,it Serie A,26,1993,16,596,37,17.4,6.6,4,82,2,12,22,3,1.25,3,15,-12,-1.81,-1.49,6.0,14.5,-8.4,-1.27,-0.89,Matches
1641,Diego Laxalt\Diego-Laxalt,uy URU,DF,Milan,it Serie A,26,1993,4,172,43,5.0,1.9,1,90,1,3,27,14,2.00,3,1,+2,+1.05,+0.63,2.5,2.2,+0.3,+0.14,-0.20,Matches
1642,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Newcastle Utd,eng Premier League,23,1996,13,480,37,14.0,5.3,4,79,1,9,18,0,1.00,4,13,-9,-1.69,-1.35,3.9,8.3,-4.3,-0.81,-0.17,Matches
1643,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Inter,it Serie A,23,1996,6,323,54,9.4,3.6,3,81,0,3,27,14,2.67,5,5,0,0.00,-1.31,7.4,3.6,+3.8,+1.06,+0.25,Matches
1644,Darko Lazović\Darko-Lazovic,rs SRB,DF,Hellas Verona,it Serie A,28,1990,38,3239,85,94.7,36.0,37,86,28,1,45,0,1.29,43,48,-5,-0.14,-0.64,45.7,48.1,-2.4,-0.07,+0.37,Matches
1645,Manuel Lazzari\Manuel-Lazzari,it ITA,DF,Lazio,it Serie A,25,1993,32,2548,80,74.5,28.3,29,85,19,3,30,4,2.00,52,33,+19,+0.67,-1.19,46.7,37.8,+8.8,+0.31,-0.73,Matches
1646,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FW,Nice,fr Ligue 1,29,1990,2,100,50,4.0,1.1,1,91,1,1,9,0,1.50,2,1,+1,+0.90,+0.83,1.7,0.9,+0.8,+0.70,+0.97,Matches
1647,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,22,1996,31,2394,77,70.0,26.6,25,88,24,6,32,5,1.68,37,30,+7,+0.26,+0.18,30.3,25.5,+4.9,+0.18,+0.09,Matches
1648,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1990,28,2458,88,97.5,27.3,28,88,24,0,,0,1.43,34,33,+1,+0.04,+0.04,31.4,33.1,-1.7,-0.06,+0.42,Matches
1649,James Lea Siliki\James-Lea-Siliki,fr FRA,MF,Rennes,fr Ligue 1,23,1996,20,1079,54,42.8,12.0,12,81,5,8,14,6,1.80,12,7,+5,+0.42,-0.15,15.6,12.3,+3.3,+0.27,+0.03,Matches
1650,Leandrinho\Leandrinho,br BRA,MF,Napoli,it Serie A,20,1998,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1651,Rafael Leão\Rafael-Leao,pt POR,FW,Milan,it Serie A,20,1999,31,1404,45,41.1,15.6,12,75,5,19,26,7,1.52,30,21,+9,+0.58,+0.22,25.1,22.4,+2.7,+0.17,-0.26,Matches
1652,Adrien Lebeau\Adrien-Lebeau,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,2,13,7,0.5,0.1,0,,0,2,6,8,0.50,0,0,0,0.00,0.00,0.7,0.0,+0.7,+4.71,+4.58,Matches
1653,Mathew Leckie\Mathew-Leckie,au AUS,DFFW,Hertha BSC,de Bundesliga,28,1991,7,195,28,6.4,2.2,1,90,1,6,18,7,1.14,5,5,0,0.00,+0.35,2.7,5.4,-2.7,-1.24,-0.98,Matches
1654,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28,1991,28,2520,90,100.0,28.0,28,90,28,0,,0,1.43,44,44,0,0.00,,48.0,39.9,+8.2,+0.29,,Matches
1655,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,26,1993,26,2252,87,89.4,25.0,25,90,23,1,12,0,1.46,38,34,+4,+0.16,+0.50,32.1,37.7,-5.7,-0.23,+0.08,Matches
1656,Jordan Lefort\Jordan-Lefort,fr FRA,DF,Amiens,fr Ligue 1,25,1993,10,842,84,33.4,9.4,8,90,8,2,60,10,0.50,11,23,-12,-1.28,-0.91,6.7,16.1,-9.4,-1.00,-1.04,Matches
1657,Wu Lei\Wu-Lei,cn CHN,FWMF,Espanyol,es La Liga,27,1991,33,1719,52,50.3,19.1,21,71,4,12,19,5,0.36,14,27,-13,-0.68,+0.27,17.6,22.5,-4.8,-0.25,+0.10,Matches
1658,Toni Leistner\Toni-Leistner,de GER,DF,Köln,de Bundesliga,28,1990,13,1012,78,33.1,11.2,11,85,9,2,40,2,1.00,21,21,0,0.00,+0.79,16.9,16.5,+0.5,+0.04,+0.25,Matches
1659,Moritz Leitner\Moritz-Leitner,de GER,MF,Norwich City,eng Premier League,26,1992,9,685,76,20.0,7.6,7,82,4,2,56,4,0.44,7,16,-9,-1.18,+0.13,9.3,13.7,-4.3,-0.57,+0.07,Matches
1660,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,32,1987,25,1808,72,52.9,20.1,23,76,11,2,25,2,2.08,42,18,+24,+1.19,+0.47,36.2,22.5,+13.7,+0.68,+0.40,Matches
1661,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,28,1991,6,442,74,12.9,4.9,4,86,3,2,50,6,0.83,5,10,-5,-1.02,-0.56,4.3,9.2,-4.9,-0.99,-0.37,Matches
1662,Iñigo Lekue\Inigo-Lekue,es ESP,FWDF,Athletic Club,es La Liga,26,1993,14,623,45,18.2,6.9,6,83,4,8,16,17,1.29,8,13,-5,-0.72,-0.98,5.2,12.6,-7.3,-1.06,-1.05,Matches
1663,Nicolas Lemaître\Nicolas-Lemaitre,fr FRA,GK,Reims,fr Ligue 1,22,1997,1,90,90,3.6,1.0,1,90,1,0,,27,0.00,0,3,-3,-3.00,-3.30,0.3,3.0,-2.7,-2.73,-2.90,Matches
1664,Thomas Lemar\Thomas-Lemar,fr FRA,MF,Atlético Madrid,es La Liga,23,1995,22,925,42,27.0,10.3,10,66,1,12,22,8,1.77,9,8,+1,+0.10,-0.73,12.4,5.8,+6.6,+0.65,+0.10,Matches
1665,Tim Lemperle\Tim-Lemperle,de GER,FWMF,Köln,de Bundesliga,17,2002,1,16,16,0.5,0.2,0,,0,1,16,4,0.00,0,0,0,0.00,+0.53,0.1,0.4,-0.3,-1.58,-1.46,Matches
1666,Benjamin Leneis\Benjamin-Leneis,de GER,GK,Augsburg,de Bundesliga,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1667,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,es La Liga,24,1995,28,2424,87,70.9,26.9,28,87,24,0,,6,2.14,61,28,+33,+1.23,-0.13,49.3,25.3,+24.0,+0.89,+0.31,Matches
1668,Aaron Lennon\Aaron-Lennon,eng ENG,MF,Burnley,eng Premier League,32,1987,16,496,31,14.5,5.5,4,82,3,12,14,10,1.31,3,15,-12,-2.18,-2.33,3.3,9.2,-5.9,-1.08,-1.13,Matches
1669,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,eng Premier League,27,1992,30,2649,88,77.5,29.4,30,88,29,0,,0,1.33,40,39,+1,+0.03,-0.78,36.8,43.8,-7.0,-0.24,-0.20,Matches
1670,Christopher Lenz\Christopher-Lenz,de GER,DF,Union Berlin,de Bundesliga,24,1994,26,2267,87,74.1,25.2,26,87,24,0,,0,1.15,32,44,-12,-0.48,+0.09,30.0,40.2,-10.2,-0.41,-0.07,Matches
1671,Donovan Léon\Donovan-Leon,gf GUF,GK,Brest,fr Ligue 1,26,1992,2,123,62,4.9,1.4,1,91,1,1,32,26,1.50,3,3,0,0.00,+0.11,1.0,2.3,-1.2,-0.89,-0.55,Matches
1672,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,es La Liga,32,1986,31,1896,61,55.4,21.1,23,77,5,8,15,6,1.10,22,29,-7,-0.33,+0.26,23.4,26.8,-3.3,-0.16,+0.22,Matches
1673,Sergio León\Sergio-Leon,es ESP,FW,Levante,es La Liga,30,1989,22,672,31,19.6,7.5,6,70,0,16,16,12,1.23,7,10,-3,-0.40,-0.30,7.2,16.6,-9.4,-1.25,-0.94,Matches
1674,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Genoa,it Serie A,26,1993,21,1387,66,40.6,15.4,15,83,11,6,25,2,1.14,21,34,-13,-0.84,-0.27,16.7,27.4,-10.7,-0.69,-0.64,Matches
1675,Mehdi Léris\Mehdi-Leris,fr FRA,MFFW,Sampdoria,it Serie A,21,1998,15,509,34,14.9,5.7,3,52,0,12,29,20,0.53,4,12,-8,-1.41,-1.14,11.5,9.0,+2.5,+0.45,+0.59,Matches
1676,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Bournemouth,eng Premier League,24,1994,33,2703,82,79.0,30.0,31,85,24,2,30,1,1.00,34,48,-14,-0.47,+0.91,32.2,42.3,-10.1,-0.33,+0.26,Matches
1677,Karlo Letica\Karlo-Letica,hr CRO,GK,SPAL,it Serie A,22,1997,10,900,90,26.3,10.0,10,90,10,0,,28,0.10,5,29,-24,-2.40,-1.47,7.2,18.4,-11.2,-1.12,-0.50,Matches
1678,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,30,1988,31,2759,89,90.2,30.7,31,89,29,0,,0,2.35,89,30,+59,+1.92,-0.77,73.9,32.3,+41.6,+1.36,-0.55,Matches
1679,Alfie Lewis\Alfie-Lewis,eng ENG,MF,West Ham,eng Premier League,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1680,Harry Lewis\Harry-Lewis,eng ENG,GK,Southampton,eng Premier League,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1681,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Norwich City,eng Premier League,21,1998,28,2304,82,67.4,25.6,25,88,21,3,31,9,0.39,14,56,-42,-1.64,-1.08,22.2,46.4,-24.2,-0.94,-0.97,Matches
1682,Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Toulouse,fr Ligue 1,21,1997,22,777,35,30.8,8.6,6,81,2,16,18,3,0.27,5,25,-20,-2.32,-1.49,11.7,17.0,-5.4,-0.62,-0.18,Matches
1683,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Augsburg,de Bundesliga,35,1984,20,1343,67,43.9,14.9,17,74,9,3,30,11,0.80,21,33,-12,-0.80,-0.49,20.3,28.5,-8.2,-0.55,-0.31,Matches
1684,Dimitri Liénard\Dimitri-Lienard,fr FRA,MF,Strasbourg,fr Ligue 1,31,1988,22,1489,68,61.3,16.5,16,85,11,6,22,2,1.45,24,23,+1,+0.06,+0.16,24.6,23.0,+1.6,+0.10,-0.15,Matches
1685,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,23,1996,22,1817,83,59.4,20.2,20,89,19,2,17,7,1.77,35,23,+12,+0.59,+1.39,25.5,33.7,-8.2,-0.40,+0.39,Matches
