,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
681,Yoann Court\Yoann-Court,fr FRA,FWMF,Brest,fr Ligue 1,29,1990,23,1465,64,58.1,16.3,18,77,6,5,14,0,1.17,20,22,-2,-0.12,-0.04,14.5,23.0,-8.5,-0.52,-0.37,Matches
682,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Real Madrid,es La Liga,27,1992,34,3060,90,89.5,34.0,34,90,34,0,,2,2.26,60,20,+40,+1.18,-0.07,56.8,23.9,+32.9,+0.97,+0.43,Matches
683,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Bayern Munich,de Bundesliga,27,1992,23,1411,61,46.1,15.7,15,81,5,8,24,2,2.35,45,13,+32,+2.04,+0.08,38.8,13.3,+25.6,+1.63,+0.41,Matches
684,Conor Coventry\Conor-Coventry,ie IRL,MF,West Ham,eng Premier League,19,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
685,Maurice Covic\Maurice-Covic,de GER,MF,Hertha BSC,de Bundesliga,21,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
686,Nicolas Cozza\Nicolas-Cozza,fr FRA,DF,Montpellier,fr Ligue 1,20,1999,7,556,79,22.1,6.2,6,86,5,1,42,5,2.29,10,3,+7,+1.13,+1.41,6.7,5.9,+0.8,+0.13,+0.26,Matches
687,Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,it Serie A,25,1994,16,1440,90,42.1,16.0,16,90,16,0,,3,0.75,13,21,-8,-0.50,-0.68,16.2,24.1,-7.9,-0.49,-0.13,Matches
688,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,eng Premier League,29,1989,31,2727,88,79.7,30.3,31,88,28,0,,0,0.97,41,51,-10,-0.33,+0.06,36.9,47.3,-10.5,-0.34,+0.23,Matches
689,Noah Crétier\Noah-Cretier,fr FRA,DF,Nice,fr Ligue 1,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
690,Domenico Criscito\Domenico-Criscito,it ITA,DF,Genoa,it Serie A,32,1986,26,2053,79,60.0,22.8,24,82,20,2,39,1,1.15,28,43,-15,-0.66,+0.07,28.7,37.5,-8.8,-0.38,-0.18,Matches
691,Bryan Cristante\Bryan-Cristante,it ITA,MF,Roma,it Serie A,24,1995,26,1616,62,47.3,18.0,18,81,13,8,19,0,1.73,43,31,+12,+0.67,-0.03,36.1,24.6,+11.5,+0.64,0.00,Matches
692,Cristian\Cristian,es ESP,GK,Valencia,es La Liga,21,1998,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
693,Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MF,Eibar,es La Liga,25,1993,18,877,49,25.6,9.7,9,81,4,9,17,1,1.28,11,12,-1,-0.10,+0.46,11.3,11.3,0.0,0.00,+0.34,Matches
694,Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MF,Fiorentina,it Serie A,25,1993,1,90,90,2.6,1.0,1,90,1,0,,17,0.00,0,1,-1,-1.00,-1.11,1.0,2.0,-1.0,-0.99,-1.17,Matches
695,Juan Cuadrado\Juan-Cuadrado,co COL,DF,Juventus,it Serie A,31,1988,33,2654,80,77.6,29.5,28,89,26,5,34,3,2.21,60,26,+34,+1.15,+1.27,56.9,30.1,+26.8,+0.91,+0.90,Matches
696,Sergio Cubero Ezcurra\Sergio-Cubero-Ezcurra,es ESP,MF,Eibar,es La Liga,19,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
697,Cucho\Cucho,co COL,FWMF,Mallorca,es La Liga,20,1999,22,1487,68,43.5,16.5,17,78,7,5,32,0,0.82,20,25,-5,-0.30,+0.63,15.2,25.2,-10.1,-0.61,-0.08,Matches
698,Marc Cucurella\Marc-Cucurella,es ESP,MFDF,Getafe,es La Liga,21,1998,37,3237,87,94.6,36.0,37,87,24,0,,0,1.38,41,33,+8,+0.22,+1.21,36.8,36.1,+0.8,+0.02,+0.94,Matches
699,Iván Cuéllar\Ivan-Cuellar,es ESP,GK,Leganés,es La Liga,35,1984,27,2429,90,71.0,27.0,27,90,26,0,,1,1.11,25,33,-8,-0.30,+0.88,27.6,26.3,+1.3,+0.05,+0.31,Matches
700,Jaume Cuéllar\Jaume-Cuellar,bo BOL,FWMF,SPAL,it Serie A,17,2001,2,70,35,2.0,0.8,1,60,0,1,10,5,0.00,1,2,-1,-1.29,+0.03,0.5,1.5,-1.0,-1.25,-0.51,Matches
701,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MFFW,Bayern Munich,de Bundesliga,19,1999,9,307,34,10.0,3.4,3,71,1,6,16,18,3.00,13,2,+11,+3.22,+1.36,8.9,4.0,+5.0,+1.45,+0.05,Matches
702,Luke Cundle\Luke-Cundle,eng ENG,MF,Wolves,eng Premier League,17,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
703,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,20,1999,11,744,68,24.3,8.3,9,80,5,2,12,0,1.36,18,14,+4,+0.48,+1.07,13.1,13.1,0.0,0.00,+0.43,Matches
704,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,RB Leipzig,de Bundesliga,20,1999,10,279,28,9.1,3.1,2,66,0,8,19,7,1.60,7,2,+5,+1.61,+0.35,6.3,2.9,+3.5,+1.13,+0.11,Matches
705,Felipe Curcio\Felipe-Curcio,br BRA,DF,Brescia,it Serie A,26,1993,1,5,5,0.1,0.1,0,,0,1,5,2,0.00,0,0,0,0.00,+1.16,0.0,0.0,0.0,0.00,+0.93,Matches
706,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Wolves,eng Premier League,21,1998,12,297,25,8.7,3.3,3,65,0,9,11,8,1.67,6,6,0,0.00,-0.32,4.9,5.7,-0.8,-0.23,-0.60,Matches
707,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Fiorentina,it Serie A,21,1998,19,838,44,24.5,9.3,9,64,0,10,26,1,1.47,18,4,+14,+1.50,+1.89,16.1,13.2,+2.9,+0.31,+0.21,Matches
708,Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Nice,fr Ligue 1,24,1995,20,1772,89,70.3,19.7,20,89,18,0,,0,1.45,30,25,+5,+0.25,+0.49,27.0,29.4,-2.4,-0.12,+0.39,Matches
709,Rafael Czichos\Rafael-Czichos,de GER,DF,Köln,de Bundesliga,29,1990,26,2207,85,72.1,24.5,26,85,23,0,,0,1.08,36,51,-15,-0.61,-0.30,33.7,39.5,-5.8,-0.23,-0.39,Matches
710,Lennart-Marten Czyborra\Lennart-Marten-Czyborra,de GER,DF,Atalanta,it Serie A,20,1999,1,17,17,0.5,0.2,0,,0,1,17,15,3.00,0,1,-1,-5.29,-6.64,0.4,0.3,+0.2,+0.80,-0.26,Matches
711,Marco D'Alessandro\Marco-DAlessandro,it ITA,MFDF,SPAL,it Serie A,28,1991,15,781,52,22.8,8.7,10,63,1,5,30,1,0.33,9,14,-5,-0.58,+0.96,6.9,16.6,-9.8,-1.13,-0.49,Matches
712,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,it Serie A,30,1988,22,1402,64,41.0,15.6,15,86,11,7,16,8,2.36,37,9,+28,+1.80,+1.04,29.8,14.7,+15.1,+0.97,+0.23,Matches
713,Felice D'Amico\Felice-DAmico,it ITA,MF,Sampdoria,it Serie A,18,2000,2,3,2,0.1,0.0,0,,0,2,2,5,1.50,0,0,0,0.00,+0.45,0.5,0.0,+0.5,+14.74,+14.81,Matches
714,Lucas Da Cunha\Lucas-Da-Cunha,fr FRA,MF,Rennes,fr Ligue 1,18,2001,2,72,36,2.9,0.8,1,65,0,1,7,2,0.50,0,0,0,0.00,-0.51,0.9,0.7,+0.1,+0.16,-0.10,Matches
715,Jacopo Da Riva\Jacopo-Da-Riva,it ITA,FW,Atalanta,it Serie A,18,2000,1,1,1,0.0,0.0,0,,0,1,1,11,0.00,0,0,0,0.00,-1.32,0.0,0.0,0.0,+2.10,+1.03,Matches
716,Bernardo Costa Da Rosa\Bernardo-Costa-Da-Rosa,br BRA,MF,West Ham,eng Premier League,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
717,Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Rennes,fr Ligue 1,31,1988,25,2244,90,89.0,24.9,25,90,24,0,,1,1.92,36,21,+15,+0.60,+0.93,32.2,24.2,+8.0,+0.32,+0.58,Matches
718,Bryan Dabo\Bryan-Dabo,bf BFA,MF,SPAL,it Serie A,27,1992,16,1122,70,32.8,12.5,13,79,8,3,32,1,0.31,11,37,-26,-2.09,-1.15,11.6,25.8,-14.2,-1.14,-0.58,Matches
719,Moanes Dabour\Moanes-Dabour,il ISR,FW,Sevilla,es La Liga,27,1992,2,26,13,0.8,0.3,0,,0,2,13,2,0.50,0,0,0,0.00,-0.53,1.2,0.2,+0.9,+3.25,+2.92,Matches
720,Moanes Dabour\Moanes-Dabour,il ISR,FW,Hoffenheim,de Bundesliga,27,1992,14,766,55,25.0,8.5,11,61,1,3,30,0,1.71,17,8,+9,+1.06,+1.41,15.2,10.3,+5.0,+0.58,+0.85,Matches
721,Colin Dagba\Colin-Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,20,1998,10,668,67,27.5,7.4,7,86,6,3,22,5,2.40,18,4,+14,+1.89,0.00,18.0,5.1,+12.9,+1.74,-0.07,Matches
722,Finn Dahmen\Finn-Dahmen,de GER,GK,Mainz 05,de Bundesliga,21,1998,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
723,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,23,1996,12,558,47,18.2,6.2,6,73,1,6,20,15,2.17,13,8,+5,+0.81,-0.56,7.1,6.7,+0.4,+0.07,-0.63,Matches
724,Leon Dajaku\Leon-Dajaku,de GER,DF,Bayern Munich,de Bundesliga,18,2001,2,12,6,0.4,0.1,0,,0,2,6,4,3.00,1,0,+1,+7.50,+5.52,0.1,0.3,-0.2,-1.48,-2.91,Matches
725,Felipe dal Belo\Felipe-dal-Belo,br BRA,DF,SPAL,it Serie A,35,1984,15,997,66,29.2,11.1,11,82,7,4,24,20,0.53,10,28,-18,-1.62,-0.44,12.9,20.6,-7.8,-0.70,+0.06,Matches
726,Christian Dalle Mura\Christian-Dalle-Mura,it ITA,MF,Fiorentina,it Serie A,17,2002,1,1,1,0.0,0.0,0,,0,1,1,8,3.00,0,0,0,0.00,-0.08,0.0,0.0,0.0,0.00,-0.15,Matches
727,Diogo Dalot\Diogo-Dalot,pt POR,DF,Manchester Utd,eng Premier League,20,1999,4,67,17,2.0,0.7,1,59,0,3,3,4,1.00,0,1,-1,-1.34,-2.18,0.9,1.0,-0.1,-0.11,-0.71,Matches
728,James Daly\James-Daly,eng ENG,FW,Crystal Palace,eng Premier League,19,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
729,Elias Damergy\Elias-Damergy,tn TUN,GK,Rennes,fr Ligue 1,16,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
730,Antonio Daniele\Antonio-Daniele,it ITA,GK,Napoli,it Serie A,17,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
731,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,eng Premier League,32,1986,2,126,63,3.7,1.4,2,63,1,0,,1,1.50,2,2,0,0.00,+0.68,1.4,2.6,-1.2,-0.86,-0.49,Matches
732,Danilo\Danilo,br BRA,DF,Juventus,it Serie A,28,1991,22,1440,65,42.1,16.0,16,75,10,6,41,9,2.09,33,27,+6,+0.37,-0.85,23.8,22.1,+1.7,+0.11,-1.04,Matches
733,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,16,1266,79,37.0,14.1,14,88,13,2,19,15,1.13,10,14,-4,-0.28,+0.34,13.3,18.6,-5.3,-0.38,+0.12,Matches
734,Kevin Danso\Kevin-Danso,at AUT,DF,Southampton,eng Premier League,20,1998,6,277,46,8.1,3.1,3,69,1,3,23,16,0.83,3,8,-5,-1.62,-1.51,3.1,6.2,-3.0,-0.99,-1.10,Matches
735,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21,1890,90,75.0,21.0,21,90,21,0,,0,1.48,31,26,+5,+0.24,+0.52,27.1,29.1,-2.1,-0.10,+0.54,Matches
736,Andrea Danzi\Andrea-Danzi,it ITA,MF,Hellas Verona,it Serie A,20,1999,1,1,1,0.0,0.0,0,,0,1,1,16,3.00,0,0,0,0.00,+0.11,0.0,0.1,-0.1,-12.98,-12.89,Matches
737,Ebrima Darboe\Ebrima-Darboe,gm GAM,MF,Roma,it Serie A,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
738,Márton Dárdai\Marton-Dardai,de GER,DF,Hertha BSC,de Bundesliga,17,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
739,Palkó Dárdai\Palko-Dardai,hu HUN,MF,Hertha BSC,de Bundesliga,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
740,Sergi Darder\Sergi-Darder,es ESP,MFFW,Espanyol,es La Liga,25,1993,36,2658,74,77.7,29.5,29,86,21,7,24,1,0.67,22,48,-26,-0.88,-0.29,26.6,35.8,-9.2,-0.31,-0.04,Matches
741,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,28,2256,81,73.7,25.1,25,85,17,3,45,2,1.21,37,43,-6,-0.24,+0.32,29.2,36.1,-6.9,-0.28,+0.15,Matches
742,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,28,1990,0,,,,,0,,0,0,,37,,,,,,,,,,,,Matches
743,Matteo Darmian\Matteo-Darmian,it ITA,DF,Parma,it Serie A,29,1989,33,2685,81,78.5,29.8,30,88,27,3,14,0,1.30,42,45,-3,-0.10,-0.35,36.3,49.3,-13.0,-0.43,-0.13,Matches
744,Alphonso Davies\Alphonso-Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,29,2234,77,73.0,24.8,24,88,20,5,26,4,2.48,77,21,+56,+2.26,+0.95,63.1,24.2,+38.9,+1.57,+0.57,Matches
745,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,26,1993,18,1431,80,41.8,15.9,16,88,13,2,9,6,1.61,24,19,+5,+0.31,-0.09,16.5,19.9,-3.4,-0.22,-0.10,Matches
746,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,21,1998,30,2027,68,59.3,22.5,23,83,16,7,16,6,1.33,21,34,-13,-0.58,-0.64,26.8,32.4,-5.7,-0.25,-0.67,Matches
747,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,eng Premier League,21,1998,18,548,30,16.0,6.1,4,70,0,14,19,3,0.83,6,7,-1,-0.16,+0.62,7.2,5.9,+1.3,+0.22,+1.07,Matches
748,Paweł Dawidowicz\Pawel-Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,15,693,46,20.3,7.7,7,72,4,8,24,9,1.60,11,7,+4,+0.52,+0.78,12.3,9.7,+2.7,+0.35,+0.54,Matches
749,Craig Dawson\Craig-Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,29,2361,81,69.0,26.2,26,88,25,3,22,5,0.90,25,49,-24,-0.91,-0.57,32.5,40.4,-7.9,-0.30,+0.06,Matches
750,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,28,1991,35,2791,80,81.6,31.0,32,84,20,3,32,1,2.23,87,22,+65,+2.10,+1.81,79.8,25.1,+54.7,+1.76,+1.25,Matches
751,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Udinese,it Serie A,32,1987,21,1500,71,43.9,16.7,17,87,13,4,7,15,1.43,15,17,-2,-0.12,+0.44,18.2,19.5,-1.4,-0.08,+0.37,Matches
752,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MF,Udinese,it Serie A,25,1994,34,2822,83,82.5,31.4,33,85,26,1,20,0,1.21,32,43,-11,-0.35,+0.10,34.2,43.0,-8.8,-0.28,+0.07,Matches
753,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,9,471,52,13.8,5.2,6,73,4,3,11,10,2.67,10,3,+7,+1.34,+0.54,8.3,6.0,+2.4,+0.45,-0.30,Matches
754,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DF,Torino,it Serie A,31,1988,29,2243,77,65.6,24.9,28,80,19,1,13,5,1.24,28,47,-19,-0.76,-0.53,25.4,39.4,-14.0,-0.56,-0.08,Matches
755,Lucas Deaux\Lucas-Deaux,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,17,1335,79,53.0,14.8,15,86,10,2,25,0,1.12,16,18,-2,-0.13,+0.85,18.0,19.4,-1.4,-0.10,+0.87,Matches
756,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,21,1769,84,70.2,19.7,20,88,18,1,6,4,1.10,22,34,-12,-0.61,-0.13,22.1,26.2,-4.2,-0.21,+0.07,Matches
757,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,eng Premier League,31,1988,27,2225,82,65.1,24.7,26,84,16,1,35,2,0.96,27,39,-12,-0.49,+0.72,29.9,33.5,-3.7,-0.15,+0.49,Matches
758,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Sassuolo,it Serie A,28,1991,17,980,58,28.7,10.9,9,82,4,8,30,4,1.59,24,20,+4,+0.37,+0.29,19.5,17.9,+1.6,+0.14,+0.49,Matches
759,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,23,1995,1,1,1,0.0,0.0,0,,0,1,1,15,0.00,0,1,-1,-90.00,-89.92,0.0,0.1,-0.1,-10.84,-10.43,Matches
760,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Lecce,it Serie A,23,1995,10,717,72,21.0,8.0,8,85,5,2,18,0,1.40,10,20,-10,-1.26,-0.49,9.9,20.1,-10.2,-1.28,-0.62,Matches
761,Romain Del Castillo\Romain-Del-Castillo,fr FRA,FWMF,Rennes,fr Ligue 1,23,1996,21,1242,59,49.3,13.8,14,78,6,7,21,6,1.95,24,9,+15,+1.09,+1.16,19.9,12.7,+7.2,+0.52,+0.53,Matches
762,Isaias Del Pupo\Isaias-Del-Pupo,ar ARG,MF,Cagliari,it Serie A,18,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
763,Thomas Delaine\Thomas-Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,16,1254,78,49.8,13.9,14,88,12,2,13,7,1.00,11,22,-11,-0.79,-1.00,14.1,16.9,-2.8,-0.20,+0.09,Matches
764,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,de Bundesliga,27,1991,11,830,75,27.1,9.2,11,75,5,0,,5,1.91,19,6,+13,+1.41,+0.20,17.2,8.3,+8.9,+0.96,+0.52,Matches
765,Tom Dele-Bashiru\Tom-Dele-Bashiru,ng NGA,MF,Watford,eng Premier League,19,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
766,Paul Delecroix\Paul-Delecroix,fr FRA,GK,Metz,fr Ligue 1,30,1988,2,136,68,5.4,1.5,1,91,1,1,45,24,0.00,1,4,-3,-1.99,-1.80,1.8,2.6,-0.8,-0.54,-0.31,Matches
767,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Lecce,it Serie A,25,1994,14,1007,72,29.4,11.2,11,85,8,3,24,15,0.64,12,22,-10,-0.89,-0.04,15.2,21.3,-6.1,-0.54,+0.35,Matches
768,Andy Delort\Andy-Delort,dz ALG,FW,Montpellier,fr Ligue 1,27,1991,26,2280,88,90.5,25.3,26,88,20,0,,0,1.54,35,31,+4,+0.16,+1.28,30.0,30.4,-0.4,-0.02,+0.62,Matches
769,Fabian Delph\Fabian-Delph,eng ENG,MF,Everton,eng Premier League,29,1989,16,1190,74,34.8,13.2,13,86,10,3,23,1,1.19,17,24,-7,-0.53,-0.33,19.2,15.7,+3.5,+0.26,+0.37,Matches
770,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,Lyon,fr Ligue 1,23,1996,27,2188,81,86.8,24.3,24,88,20,3,26,1,1.44,37,23,+14,+0.58,+0.30,34.3,23.0,+11.4,+0.47,+0.52,Matches
771,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,Barcelona,es La Liga,22,1997,5,357,71,10.4,4.0,3,89,2,2,45,0,2.40,8,2,+6,+1.51,+0.28,5.8,3.0,+2.7,+0.69,-0.12,Matches
772,Merih Demiral\Merih-Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,6,418,70,12.2,4.6,5,76,4,1,40,19,2.50,13,4,+9,+1.94,+1.22,8.7,5.3,+3.4,+0.74,+0.03,Matches
773,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Leverkusen,de Bundesliga,26,1993,25,1573,63,51.4,17.5,18,80,8,7,19,7,1.80,29,22,+7,+0.40,-0.20,34.0,25.6,+8.5,+0.48,+0.30,Matches
774,Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,de Bundesliga,27,1991,17,1211,71,39.6,13.5,14,81,10,3,28,0,2.18,37,18,+19,+1.41,+0.20,31.5,14.2,+17.3,+1.29,+0.44,Matches
775,Diego Demme\Diego-Demme,de GER,MF,Napoli,it Serie A,27,1991,15,902,60,26.4,10.0,10,78,3,5,25,3,1.73,13,14,-1,-0.10,-0.53,14.3,11.5,+2.8,+0.28,-0.45,Matches
776,Jason Denayer\Jason-Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,25,2131,85,84.6,23.7,24,89,22,1,0,1,1.52,37,22,+15,+0.63,+0.63,31.0,22.7,+8.3,+0.35,-0.31,Matches
777,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,eng Premier League,24,1995,38,2795,74,81.7,31.1,32,85,27,6,14,0,1.55,41,34,+7,+0.23,-0.35,38.4,27.9,+10.5,+0.34,+0.09,Matches
778,Kevin Denkey\Kevin-Denkey,tg TOG,FW,Nîmes,fr Ligue 1,18,2000,17,603,35,23.9,6.7,6,82,2,11,10,6,0.82,8,9,-1,-0.15,+0.51,6.9,11.9,-5.0,-0.75,-0.32,Matches
779,Stefano Denswil\Stefano-Denswil,nl NED,DF,Bologna,it Serie A,26,1993,26,2240,86,65.5,24.9,25,89,23,1,7,7,1.27,33,45,-12,-0.48,-0.41,36.5,35.2,+1.3,+0.05,+0.29,Matches
780,Fabio Depaoli\Fabio-Depaoli,it ITA,MFDF,Sampdoria,it Serie A,22,1997,29,1854,64,54.2,20.6,21,80,15,8,23,1,1.21,22,28,-6,-0.29,+0.34,23.2,27.4,-4.1,-0.20,-0.32,Matches
781,Memphis Depay\Memphis-Depay,nl NED,FWMF,Lyon,fr Ligue 1,25,1994,13,1018,78,40.4,11.3,12,83,7,1,26,1,1.31,19,8,+11,+0.97,+0.73,13.9,10.3,+3.6,+0.32,-0.13,Matches
782,Kastriot Dermaku\Kastriot-Dermaku,al ALB,DF,Parma,it Serie A,27,1992,16,1026,64,30.0,11.4,10,87,8,6,26,22,1.69,20,15,+5,+0.44,+0.66,17.3,16.1,+1.2,+0.10,+0.73,Matches
783,Daniele Dessena\Daniele-Dessena,it ITA,MF,Brescia,it Serie A,32,1987,24,1869,78,54.6,20.8,22,81,13,2,45,0,0.63,22,40,-18,-0.87,+0.64,21.7,43.0,-21.3,-1.03,-0.23,Matches
784,Mattia Destro\Mattia-Destro,it ITA,FW,Bologna,it Serie A,28,1991,5,185,37,5.4,2.1,2,71,0,3,14,6,1.40,1,1,0,0.00,+0.36,3.4,1.4,+1.9,+0.94,+1.04,Matches
785,Mattia Destro\Mattia-Destro,it ITA,FWMF,Genoa,it Serie A,28,1991,8,150,19,4.4,1.7,1,58,0,7,13,13,0.75,3,7,-4,-2.40,-1.79,3.7,3.4,+0.3,+0.19,+0.52,Matches
786,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,eng Premier League,25,1994,28,2098,75,61.3,23.3,25,79,11,3,43,0,0.96,22,33,-11,-0.47,+0.69,26.2,36.1,-9.9,-0.42,-0.27,Matches
787,Deyverson\Deyverson,br BRA,FW,Getafe,es La Liga,28,1991,5,204,41,6.0,2.3,3,52,0,2,24,5,1.80,4,1,+3,+1.32,+1.24,3.2,2.3,+0.9,+0.39,+0.44,Matches
788,Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Hellas Verona,it Serie A,30,1988,22,1293,59,37.8,14.4,17,69,3,5,24,9,0.95,17,22,-5,-0.35,-0.39,19.1,16.7,+2.5,+0.17,+0.42,Matches
789,Federico Di Francesco\Federico-Di-Francesco,it ITA,FW,SPAL,it Serie A,25,1994,20,1082,54,31.6,12.0,13,74,4,7,17,5,0.55,11,27,-16,-1.33,-0.02,14.8,23.1,-8.3,-0.69,+0.08,Matches
790,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,33,2970,90,86.8,33.0,33,90,33,0,,4,1.52,50,44,+6,+0.18,-0.82,53.3,35.7,+17.6,+0.53,-0.54,Matches
791,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,Paris S-G,fr Ligue 1,31,1988,26,2000,77,82.3,22.2,23,83,15,3,27,1,2.50,63,20,+43,+1.94,+0.26,59.6,20.0,+39.5,+1.78,-0.03,Matches
792,Amadou Dia Ndiaye\Amadou-Dia-Ndiaye,sn SEN,FW,Metz,fr Ligue 1,19,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
793,Boulaye Dia\Boulaye-Dia,sn SEN,FW,Reims,fr Ligue 1,22,1996,24,1812,76,71.9,20.1,21,82,12,3,28,0,1.50,20,17,+3,+0.15,-0.11,19.7,17.0,+2.7,+0.13,+0.23,Matches
794,Fousseni Diabaté\Fousseni-Diabate,ml MLI,FWMF,Amiens,fr Ligue 1,23,1995,20,1190,60,47.2,13.2,15,74,1,5,17,2,0.80,14,26,-12,-0.91,-0.43,10.4,17.7,-7.4,-0.56,-0.47,Matches
795,Moussa Diaby\Moussa-Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,20,1999,28,1771,63,57.9,19.7,18,84,12,10,26,6,1.86,33,29,+4,+0.20,-0.70,30.0,29.9,+0.1,+0.01,-0.79,Matches
796,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Valencia,es La Liga,22,1996,21,1444,69,42.2,16.0,15,89,14,6,18,10,1.67,20,23,-3,-0.19,0.00,17.8,23.9,-6.1,-0.38,-0.11,Matches
797,Bafodé Diakité\Bafode-Diakite,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,16,1366,85,54.2,15.2,16,85,14,0,,0,0.75,9,27,-18,-1.19,+0.22,16.4,20.3,-3.9,-0.26,+0.53,Matches
798,Abdou Diallo\Abdou-Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,23,1996,16,1201,75,49.4,13.3,14,80,10,2,42,5,2.44,27,9,+18,+1.35,-1.07,29.5,8.6,+20.9,+1.56,-0.43,Matches
799,Amad Diallo\Amad-Diallo,ci CIV,FW,Atalanta,it Serie A,17,2002,3,27,9,0.8,0.3,0,,0,3,9,3,2.00,1,1,0,0.00,-1.33,0.4,0.5,-0.1,-0.28,-1.35,Matches
800,Habib Diallo\Habib-Diallo,sn SEN,FW,Metz,fr Ligue 1,24,1995,26,2196,84,87.1,24.4,26,84,22,0,,0,1.08,22,29,-7,-0.29,-0.01,22.7,28.9,-6.2,-0.25,-0.05,Matches
