Player,Nation,Pos,Squad,Comp,Born,matches_played,minutes_played,minutes_per_match_played,minutes_played_percent,90s_played,starts,minutes_per_starts,completed_matches,sub_played,minutes_per_sub,unused_sub,points_per_match,team_goals_scored_while_playing,team_goals_against_while_playing,plus_minus_goals_while_playing,plus_minus_goals_while_playing_per_90,net_goals_playing_per_90,season,expected_team_goals_while_playing,expected_team_goals_against_while_playing,xg_difference_while_playing,xg_difference_while_playing_per_90,net_xg_difference
Alexander Gerndt,se SWE,FW,Lugano,Europa League,1986.0,5,311.0,62.0,57.6,3.5,3,,2.0,2,,0,1.2,4.0,10.0,-6.0,-1.74,-3.31,2018,,,,,
Alhaji Gero,ng NGA,FWMF,Östersund,Europa League,1993.0,7,441.0,63.0,61.3,4.9,6,,2.0,1,,1,1.75,6.0,5.0,1.0,0.2,-0.12,2018,,,,,
Alex Gersbach,au AUS,DF,Rosenborg,Europa League,1997.0,4,105.0,26.0,19.4,1.2,1,,0.0,3,,2,1.0,2.0,3.0,-1.0,-0.86,-0.03,2018,,,,,
Willem Geubbels,fr FRA,FW,Lyon,Europa League,2001.0,1,45.0,45.0,5.0,0.5,0,,0.0,1,,0,0.0,0.0,0.0,0.0,0.0,-1.05,2018,,,,,
Mohammad Ghadir,il ISR,FWMF,Be'er Sheva,Europa League,1991.0,0,,,,,0,,0.0,0,,2,,,,,,,2018,,,,,
Saman Ghoddos,ir IRN,FW,Östersund,Europa League,1993.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.85,10.0,8.0,2.0,0.25,,2018,,,,,
Giorgos Giakoumakis,gr GRE,FW,AEK Athens,Europa League,1994.0,3,85.0,28.0,11.8,0.9,1,,0.0,2,,2,1.0,0.0,1.0,-1.0,-1.06,-1.34,2018,,,,,
Giorgos Giannoutsos,gr GRE,DF,AEK Athens,Europa League,1998.0,0,,,,,0,,0.0,0,,5,,,,,,,2018,,,,,
Charlie Gilmour,sco SCO,MF,Arsenal,Europa League,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Olivier Giroud,fr FRA,FW,Arsenal,Europa League,1986.0,6,540.0,90.0,42.9,6.0,6,,6.0,0,,0,2.17,14.0,4.0,10.0,1.67,0.67,2018,,,,,
Nikola Gligorov,mk MKD,MF,FK Vardar,Europa League,1983.0,4,334.0,84.0,61.9,3.7,4,,3.0,0,,2,1.17,2.0,13.0,-11.0,-2.96,-0.34,2018,,,,,
Darko Glišić,mk MKD,DF,FK Vardar,Europa League,1991.0,3,183.0,61.0,33.9,2.0,2,,0.0,1,,1,0.0,0.0,8.0,-8.0,-3.93,-1.67,2018,,,,,
Petar Gluhakovic,at AUT,DF,Austria Wien,Europa League,1996.0,3,115.0,38.0,21.3,1.3,1,,1.0,2,,3,1.0,4.0,3.0,1.0,0.78,2.48,2018,,,,,
Denis Glushakov,ru RUS,MF,Spartak Moscow,Europa League,1987.0,2,165.0,83.0,91.7,1.8,2,,1.0,0,,0,1.5,3.0,4.0,-1.0,-0.55,-0.55,2018,,,,,
Serge Gnabry,de GER,FWMF,Hoffenheim,Europa League,1995.0,1,44.0,44.0,8.1,0.5,0,,0.0,1,,0,0.0,1.0,2.0,-1.0,-2.05,-1.86,2018,,,,,
Harlem Gnohéré,fr FRA,FW,FCSB,Europa League,1988.0,7,344.0,49.0,47.8,3.8,3,,1.0,4,,1,1.86,7.0,7.0,0.0,0.0,0.24,2018,,,,,
Marko Gobeljić,rs SRB,DF,Red Star,Europa League,1992.0,5,196.0,39.0,27.2,2.2,2,,2.0,3,,3,1.8,1.0,1.0,0.0,0.0,0.0,2018,,,,,
Diego Godín,uy URU,DF,Atlético Madrid,Europa League,1986.0,8,720.0,90.0,88.9,8.0,8,,8.0,0,,0,2.38,17.0,4.0,13.0,1.62,-1.38,2018,,,,,
Marcelo Goiano,br BRA,DF,Braga,Europa League,1987.0,6,492.0,82.0,68.3,5.5,6,,4.0,0,,1,2.17,9.0,6.0,3.0,0.55,2.13,2018,,,,,
Eyal Golasa,il ISR,MFFW,Maccabi Tel Aviv,Europa League,1991.0,2,120.0,60.0,22.2,1.3,1,,1.0,1,,0,2.63,1.0,0.0,1.0,0.75,2.46,2018,,,,,
Vladimir Golemić,si SVN,DF,Lugano,Europa League,1991.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.5,9.0,11.0,-2.0,-0.33,,2018,,,,,
Cătălin Golofca,ro ROU,MF,FCSB,Europa League,1990.0,3,182.0,61.0,25.3,2.0,3,,1.0,0,,1,1.0,3.0,2.0,1.0,0.49,0.83,2018,,,,,
Aleksandr Golovin,ru RUS,MF,CSKA Moscow,Europa League,1996.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,0,1.0,6.0,9.0,-3.0,-0.6,-1.6,2018,,,,,
Gustavo Gómez,py PAR,DF,Milan,Europa League,1993.0,1,10.0,10.0,1.1,0.1,0,,0.0,1,,0,3.0,1.0,0.0,1.0,9.0,8.39,2018,,,,,
Papu Gómez,ar ARG,FW,Atalanta,Europa League,1988.0,7,606.0,87.0,84.2,6.7,7,,5.0,0,,0,2.0,16.0,6.0,10.0,1.49,2.27,2018,,,,,
Álvaro González,es ESP,DF,Villarreal,Europa League,1990.0,3,270.0,90.0,37.5,3.0,3,,3.0,0,,4,1.0,3.0,4.0,-1.0,-0.33,-0.73,2018,,,,,
Derlis González,py PAR,MFFW,Dynamo Kyiv,Europa League,1994.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Derlis González,py PAR,FW,Dynamo Kyiv,Europa League,1994.0,8,572.0,72.0,63.6,6.4,6,,,2,,0,,,,,,,2018,,,,,
Mario González,es ESP,FW,Villarreal,Europa League,1996.0,1,90.0,90.0,12.5,1.0,1,,1.0,0,,0,0.0,0.0,1.0,-1.0,-1.0,-1.29,2018,,,,,
Sergi González,es ESP,DF,Atlético Madrid,Europa League,1995.0,1,90.0,90.0,11.1,1.0,1,,1.0,0,,0,3.0,1.0,0.0,1.0,1.0,-0.87,2018,,,,,
Jacek Góralski,pl POL,MF,Ludogorets,Europa League,1992.0,7,485.0,69.0,67.4,5.4,6,,3.0,1,,1,1.29,4.0,5.0,-1.0,-0.19,0.2,2018,,,,,
Mikhail Gordeichuk,by BLR,MFFW,BATE Borisov,Europa League,1989.0,6,431.0,72.0,79.8,4.8,5,,3.0,1,,0,1.13,5.0,13.0,-8.0,-1.67,-0.02,2018,,,,,
Anthony Gordon,eng ENG,FW,Everton,Europa League,2001.0,1,2.0,2.0,0.4,0.0,0,,0.0,1,,0,3.0,0.0,0.0,0.0,0.0,1.34,2018,,,,,
Astemir Gordyushenko,ru RUS,MF,CSKA Moscow,Europa League,1997.0,1,1.0,1.0,0.2,0.0,0,,0.0,1,,3,3.0,0.0,0.0,0.0,0.0,0.33,2018,,,,,
Alexander Gorgon,at AUT,MFFW,Rijeka,Europa League,1988.0,4,354.0,89.0,65.6,3.9,4,,3.0,0,,0,1.0,7.0,9.0,-2.0,-0.51,-0.99,2018,,,,,
Andoni Gorosabel,es ESP,DF,Real Sociedad,Europa League,1996.0,2,180.0,90.0,25.0,2.0,2,,2.0,0,,1,3.0,9.0,0.0,9.0,4.5,4.5,2018,,,,,
Robin Gosens,de GER,DFMF,Atalanta,Europa League,1994.0,3,55.0,18.0,7.6,0.6,0,,0.0,3,,2,1.33,3.0,3.0,0.0,0.0,-1.22,2018,,,,,
Mario Götze,de GER,MF,Dortmund,Europa League,1992.0,4,226.0,57.0,62.8,2.5,3,,1.0,1,,0,1.25,3.0,3.0,0.0,0.0,0.0,2018,,,,,
Amine Gouiri,fr FRA,FW,Lyon,Europa League,2000.0,1,15.0,15.0,1.7,0.2,0,,0.0,1,,2,0.0,0.0,0.0,0.0,0.0,-1.02,2018,,,,,
Srđan Grahovac,ba BIH,MF,FC Astana,Europa League,1992.0,4,223.0,56.0,31.0,2.5,2,,2.0,2,,0,1.5,3.0,4.0,-1.0,-0.4,-0.77,2018,,,,,
Ján Greguš,sk SVK,MF,FC Copenhagen,Europa League,1991.0,4,360.0,90.0,50.0,4.0,4,,4.0,0,,1,0.5,2.0,6.0,-4.0,-1.0,-2.0,2018,,,,,
Antoine Griezmann,fr FRA,FW,Atlético Madrid,Europa League,1991.0,8,631.0,79.0,77.9,7.0,7,,3.0,1,,1,2.38,16.0,3.0,13.0,1.85,0.35,2018,,,,,
Florian Grillitsch,at AUT,MF,Hoffenheim,Europa League,1995.0,3,236.0,79.0,43.7,2.6,3,,2.0,0,,1,0.33,3.0,6.0,-3.0,-1.14,-1.44,2018,,,,,
Nazmi Gripshi,al ALB,MF,Skënderbeu Korçë,Europa League,1997.0,0,,,,,0,,0.0,0,,3,,,,,,,2018,,,,,
Boban Grnčarov,mk MKD,DF,FK Vardar,Europa League,1982.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,0.57,3.0,20.0,-17.0,-2.83,,2018,,,,,
Ramiro Guerra,uy URU,MF,Villarreal,Europa League,1997.0,4,276.0,69.0,38.3,3.1,3,,2.0,1,,0,1.25,3.0,4.0,-1.0,-0.33,-0.73,2018,,,,,
Raphaël Guerreiro,pt POR,DFMF,Dortmund,Europa League,1993.0,1,28.0,28.0,7.8,0.3,0,,0.0,1,,1,1.0,0.0,0.0,0.0,0.0,0.0,2018,,,,,
Stefano Guidotti,ch SUI,MF,Lugano,Europa League,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Sehrou Guirassy,fr FRA,FW,Köln,Europa League,1996.0,5,324.0,65.0,60.0,3.6,4,,2.0,1,,1,1.2,4.0,4.0,0.0,0.0,0.42,2018,,,,,
Fredrik Gulbrandsen,no NOR,FW,RB Salzburg,Europa League,1992.0,13,629.0,48.0,48.8,7.0,7,,0.0,6,,0,1.93,9.0,6.0,3.0,0.43,-0.39,2018,,,,,
Jon Guridi,es ESP,MF,Real Sociedad,Europa League,1995.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Luiz Gustavo,br BRA,MFDF,Marseille,Europa League,1987.0,15,1326.0,88.0,96.1,14.7,15,,12.0,0,,0,1.63,20.0,14.0,6.0,0.41,3.74,2018,,,,,
İsmail Güven,tr TUR,MF,Konyaspor,Europa League,1994.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Valerian Gvilia,ge GEO,MF,BATE Borisov,Europa League,1994.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Nicolas Haas,ch SUI,MF,Atalanta,Europa League,1996.0,0,,,,,0,,0.0,0,,2,,,,,,,2018,,,,,
Robin Hack,de GER,MF,Hoffenheim,Europa League,1998.0,1,76.0,76.0,14.1,0.8,1,,0.0,0,,3,1.0,1.0,1.0,0.0,0.0,0.39,2018,,,,,
Amadou Haidara,ml MLI,MF,RB Salzburg,Europa League,1998.0,14,1219.0,87.0,94.5,13.5,14,,5.0,0,,0,2.0,20.0,13.0,7.0,0.52,-2.02,2018,,,,,
Tomáš Hájek,cz CZE,DF,Viktoria Plzeň,Europa League,1991.0,5,480.0,96.0,52.5,5.3,5,,5.0,0,,4,2.0,11.0,9.0,2.0,0.37,-0.66,2018,,,,,
Brian Hamalainen,dk DEN,DF,Zulte Waregem,Europa League,1989.0,6,467.0,78.0,86.5,5.2,4,,4.0,2,,0,1.17,6.0,13.0,-7.0,-1.35,-3.81,2018,,,,,
Hovhannes Hambardzumyan,am ARM,DF,FK Vardar,Europa League,1990.0,5,445.0,89.0,82.4,4.9,5,,4.0,0,,0,0.86,1.0,19.0,-18.0,-3.64,-4.59,2018,,,,,
Marek Hamšík,sk SVK,MF,Napoli,Europa League,1987.0,2,118.0,59.0,65.6,1.3,2,,0.0,0,,0,1.5,2.0,0.0,2.0,1.53,4.43,2018,,,,,
Sofiane Hanni,dz ALG,MF,Spartak Moscow,Europa League,1990.0,2,74.0,37.0,41.1,0.8,1,,0.0,1,,0,1.5,1.0,1.0,0.0,0.0,0.85,2018,,,,,
Genki Haraguchi,jp JPN,MF,Hertha BSC,Europa League,1991.0,3,116.0,39.0,21.5,1.3,1,,0.0,2,,2,1.67,2.0,1.0,1.0,0.78,1.2,2018,,,,,
Denys Harmash,ua UKR,MFFW,Dynamo Kyiv,Europa League,1990.0,8,534.0,67.0,59.3,5.9,6,,3.0,2,,0,2.0,8.0,5.0,3.0,0.51,0.26,2018,,,,,
Hans Hateboer,nl NED,MF,Atalanta,Europa League,1994.0,8,700.0,88.0,97.2,7.8,8,,7.0,0,,0,1.88,14.0,7.0,7.0,0.9,-8.1,2018,,,,,
Milan Havel,cz CZE,DF,Viktoria Plzeň,Europa League,1994.0,3,300.0,100.0,32.8,3.3,3,,3.0,0,,6,2.0,7.0,5.0,2.0,0.6,-0.13,2018,,,,,
Vital Hayduchyk,by BLR,DF,BATE Borisov,Europa League,1989.0,4,352.0,88.0,65.2,3.9,4,,3.0,0,,0,1.0,6.0,8.0,-2.0,-0.51,3.32,2018,,,,,
Héber,br BRA,MF,Rijeka,Europa League,1991.0,3,233.0,78.0,43.1,2.6,3,,2.0,0,,0,0.0,3.0,6.0,-3.0,-1.16,-1.75,2018,,,,,
Jonas Hector,de GER,MF,Köln,Europa League,1990.0,1,35.0,35.0,6.5,0.4,1,,0.0,0,,0,0.0,1.0,0.0,1.0,2.57,2.93,2018,,,,,
Hwang Hee-chan,kr KOR,FW,RB Salzburg,Europa League,1996.0,9,521.0,58.0,40.4,5.8,6,,0.0,3,,0,2.1,10.0,5.0,5.0,0.86,0.4,2018,,,,,
Dominique Heintz,de GER,DF,Köln,Europa League,1993.0,4,360.0,90.0,66.7,4.0,4,,4.0,0,,0,0.75,6.0,7.0,-1.0,-0.25,-0.25,2018,,,,,
Lukáš Hejda,cz CZE,DF,Viktoria Plzeň,Europa League,1990.0,9,734.0,82.0,80.2,8.2,8,,8.0,1,,0,2.0,14.0,9.0,5.0,0.61,-0.38,2018,,,,,
Andreas Helmersen,no NOR,FW,Rosenborg,Europa League,1998.0,0,,,,,0,,0.0,0,,2,,,,,,,2018,,,,,
Jack Hendry,sco SCO,DF,Celtic,Europa League,1995.0,0,,,,,0,,0.0,0,,2,,,,,,,2018,,,,,
Lucas Hernández,fr FRA,DF,Atlético Madrid,Europa League,1996.0,8,614.0,77.0,75.8,6.8,7,,6.0,1,,0,2.38,17.0,3.0,14.0,2.05,1.13,2018,,,,,
Michaël Heylen,be BEL,DF,Zulte Waregem,Europa League,1994.0,6,453.0,76.0,83.9,5.0,5,,5.0,1,,0,1.17,6.0,13.0,-7.0,-1.39,-3.46,2018,,,,,
Josef Hnaníček,cz CZE,MFDF,Fastav Zlín,Europa League,1986.0,3,211.0,70.0,39.1,2.3,2,,1.0,1,,3,0.0,0.0,4.0,-4.0,-1.71,-0.34,2018,,,,,
Guillaume Hoarau,fr FRA,FW,Young Boys,Europa League,1984.0,2,106.0,53.0,19.6,1.2,1,,0.0,1,,0,1.5,1.0,1.0,0.0,0.0,0.21,2018,,,,,
Marco Höger,de GER,MF,Köln,Europa League,1989.0,2,180.0,90.0,33.3,2.0,2,,2.0,0,,1,0.0,1.0,4.0,-3.0,-1.5,-2.0,2018,,,,,
Rob Holding,eng ENG,DF,Arsenal,Europa League,1995.0,8,596.0,75.0,47.3,6.6,7,,6.0,1,,4,2.0,12.0,6.0,6.0,0.91,-0.72,2018,,,,,
Mason Holgate,eng ENG,DF,Everton,Europa League,1996.0,4,360.0,90.0,66.7,4.0,4,,4.0,0,,0,0.25,3.0,10.0,-7.0,-1.75,-1.25,2018,,,,,
Carlo Holse,dk DEN,MFFW,FC Copenhagen,Europa League,1999.0,2,137.0,69.0,19.0,1.5,2,,0.0,0,,3,0.5,2.0,3.0,-1.0,-0.66,-0.81,2018,,,,,
Daniel Holzer,cz CZE,DFMF,Fastav Zlín,Europa League,1995.0,6,487.0,81.0,90.2,5.4,5,,5.0,1,,0,0.33,1.0,9.0,-8.0,-1.48,0.22,2018,,,,,
Raphael Holzhauser,at AUT,MF,Austria Wien,Europa League,1993.0,6,536.0,89.0,99.3,6.0,6,,5.0,0,,0,1.2,9.0,15.0,-6.0,-1.01,21.49,2018,,,,,
Justin Hoogma,nl NED,DF,Hoffenheim,Europa League,1998.0,2,180.0,90.0,33.3,2.0,2,,2.0,0,,1,1.0,2.0,2.0,0.0,0.0,0.5,2018,,,,,
Jamie Hopcutt,eng ENG,FW,Östersund,Europa League,1992.0,5,210.0,42.0,29.2,2.3,2,,0.0,3,,3,2.0,3.0,2.0,1.0,0.43,0.25,2018,,,,,
Tomáš Hořava,cz CZE,MF,Viktoria Plzeň,Europa League,1988.0,9,775.0,86.0,84.7,8.6,8,,7.0,1,,1,2.2,16.0,7.0,9.0,1.05,2.33,2018,,,,,
Artem Hordiyenko,ua UKR,MFDF,Zorya Luhansk,Europa League,1991.0,6,431.0,72.0,79.8,4.8,4,,4.0,2,,0,1.0,2.0,8.0,-6.0,-1.25,-1.25,2018,,,,,
Jannes Horn,de GER,MFDF,Köln,Europa League,1997.0,2,180.0,90.0,33.3,2.0,2,,2.0,0,,3,1.5,1.0,1.0,0.0,0.0,0.25,2018,,,,,
Fraser Hornby,sco SCO,FW,Everton,Europa League,1999.0,1,82.0,82.0,15.2,0.9,1,,0.0,0,,0,3.0,2.0,0.0,2.0,2.2,4.16,2018,,,,,
André Horta,pt POR,MF,Braga,Europa League,1996.0,5,209.0,42.0,29.0,2.3,2,,1.0,3,,3,1.2,2.0,2.0,0.0,0.0,0.18,2018,,,,,
Ricardo Horta,pt POR,MFFW,Braga,Europa League,1994.0,4,134.0,34.0,18.6,1.5,1,,0.0,3,,2,2.29,3.0,2.0,1.0,0.67,0.98,2018,,,,,
Dmytro Hrechyshkin,ua UKR,DFMF,Zorya Luhansk,Europa League,1991.0,5,413.0,83.0,76.5,4.6,5,,4.0,0,,1,1.2,3.0,6.0,-3.0,-0.65,1.47,2018,,,,,
Jakub Hromada,sk SVK,MF,Slavia Prague,Europa League,1996.0,4,245.0,61.0,45.4,2.7,3,,1.0,1,,1,1.25,3.0,3.0,0.0,0.0,0.0,2018,,,,,
Artem Hromov,ua UKR,MFFW,Zorya Luhansk,Europa League,1990.0,6,329.0,55.0,60.9,3.7,4,,2.0,2,,0,1.0,1.0,6.0,-5.0,-1.37,-0.94,2018,,,,,
Petr Hronek,cz CZE,MF,Fastav Zlín,Europa League,1993.0,0,,,,,0,,0.0,0,,2,,,,,,,2018,,,,,
Patrik Hrošovský,sk SVK,MF,Viktoria Plzeň,Europa League,1992.0,10,930.0,93.0,101.6,10.3,10,,10.0,0,,0,1.92,18.0,12.0,6.0,0.58,6.58,2018,,,,,
Benjamin Hübner,de GER,DF,Hoffenheim,Europa League,1989.0,2,134.0,67.0,24.8,1.5,1,,1.0,1,,0,1.5,3.0,2.0,1.0,0.67,1.34,2018,,,,,
Roman Hubník,cz CZE,DF,Viktoria Plzeň,Europa League,1984.0,6,540.0,90.0,59.0,6.0,6,,6.0,0,,0,1.75,9.0,6.0,3.0,0.5,-0.46,2018,,,,,
Víctor Hugo García,ve VEN,DF,Vitória,Europa League,1994.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Paolo Hurtado,pe PER,MF,Vitória,Europa League,1990.0,5,386.0,77.0,71.5,4.3,5,,2.0,0,,0,1.0,4.0,6.0,-2.0,-0.47,0.7,2018,,,,,
Josef Hušbauer,cz CZE,MF,Slavia Prague,Europa League,1990.0,2,114.0,57.0,21.1,1.3,1,,0.0,1,,2,3.0,2.0,0.0,2.0,1.58,2.0,2018,,,,,
Oleh Husyev,ua UKR,DFMF,Dynamo Kyiv,Europa League,1983.0,1,8.0,8.0,0.9,0.1,0,,0.0,1,,2,3.0,0.0,0.0,0.0,0.0,-0.4,2018,,,,,
Elseid Hysaj,al ALB,DF,Napoli,Europa League,1994.0,2,76.0,38.0,42.2,0.8,1,,0.0,1,,0,1.5,2.0,0.0,2.0,2.37,4.1,2018,,,,,
Tom Høgli,no NOR,DF,FC Copenhagen,Europa League,1984.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Vedad Ibišević,ba BIH,FW,Hertha BSC,Europa League,1984.0,4,208.0,52.0,38.5,2.3,2,,1.0,2,,0,0.25,0.0,3.0,-3.0,-1.3,-1.84,2018,,,,,
Abdullahi Ibrahim Alhassan,ng NGA,MF,Austria Wien,Europa League,1996.0,4,239.0,60.0,44.3,2.7,3,,2.0,1,,1,1.25,3.0,6.0,-3.0,-1.13,0.07,2018,,,,,
Sergei Ignashevich,ru RUS,DF,CSKA Moscow,Europa League,1979.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,1,1.4,7.0,9.0,-2.0,-0.4,-0.4,2018,,,,,
Vladislav Ignatyev,ru RUS,DF,Loko Moscow,Europa League,1987.0,9,771.0,86.0,85.7,8.6,9,,7.0,0,,0,1.89,13.0,8.0,5.0,0.58,4.07,2018,,,,,
Saša Ilić,rs SRB,MF,Partizan,Europa League,1977.0,2,11.0,6.0,1.5,0.1,0,,0.0,2,,5,2.0,0.0,0.0,0.0,0.0,0.38,2018,,,,,
Josip Iličić,si SVN,FWMF,Atalanta,Europa League,1988.0,6,431.0,72.0,59.9,4.8,5,,1.0,1,,1,1.5,8.0,4.0,4.0,0.84,-0.72,2018,,,,,
Asier Illarramendi,es ESP,MF,Real Sociedad,Europa League,1990.0,8,574.0,72.0,79.7,6.4,6,,5.0,2,,0,1.63,16.0,7.0,9.0,1.41,1.41,2018,,,,,
Stefan Ilsanker,at AUT,DF,RB Leipzig,Europa League,1989.0,3,109.0,36.0,20.2,1.2,1,,1.0,2,,1,0.33,2.0,5.0,-3.0,-2.48,-2.89,2018,,,,,
Ciro Immobile,it ITA,FW,Lazio,Europa League,1990.0,9,581.0,65.0,53.8,6.5,5,,3.0,4,,0,2.11,19.0,10.0,9.0,1.39,1.39,2018,,,,,
Arnór Ingvi Traustason,is ISL,MF,AEK Athens,Europa League,1993.0,0,,,,,0,,0.0,0,,2,,,,,,,2018,,,,,
Gökhan Inler,ch SUI,MF,Başakşehir,Europa League,1984.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.33,7.0,8.0,-1.0,-0.17,,2018,,,,,
Lorenzo Insigne,it ITA,FW,Napoli,Europa League,1991.0,2,127.0,64.0,70.6,1.4,1,,1.0,1,,0,1.5,2.0,3.0,-1.0,-0.71,-2.41,2018,,,,,
Alexander Isak,se SWE,FW,Dortmund,Europa League,1999.0,3,57.0,19.0,15.8,0.6,0,,0.0,3,,1,1.67,2.0,0.0,2.0,3.16,3.75,2018,,,,,
Besar Iseni,mk MKD,MF,FK Vardar,Europa League,1997.0,0,,,,,0,,0.0,0,,3,,,,,,,2018,,,,,
Dino Islamović,me MNE,FW,Östersund,Europa League,1994.0,1,17.0,17.0,2.4,0.2,0,,0.0,1,,1,3.0,0.0,0.0,0.0,0.0,-0.26,2018,,,,,
Ander Iturraspe,es ESP,MF,Athletic Club,Europa League,1989.0,7,528.0,75.0,58.7,5.9,5,,5.0,2,,1,1.43,10.0,7.0,3.0,0.51,1.0,2018,,,,,
Mirko Ivanić,me MNE,MF,BATE Borisov,Europa League,1993.0,6,504.0,84.0,93.3,5.6,6,,4.0,0,,0,1.13,6.0,16.0,-10.0,-1.79,-1.79,2018,,,,,
Branislav Ivanović,rs SRB,DF,Zenit,Europa League,1984.0,7,615.0,88.0,68.3,6.8,7,,5.0,0,,2,2.0,18.0,6.0,12.0,1.76,1.44,2018,,,,,
Đorđe Ivanović,rs SRB,FW,Partizan,Europa League,1995.0,1,19.0,19.0,2.6,0.2,0,,0.0,1,,1,1.0,0.0,1.0,-1.0,-4.74,-4.48,2018,,,,,
Andreas Ivanschitz,at AUT,MF,Viktoria Plzeň,Europa League,1983.0,1,16.0,16.0,1.7,0.2,0,,0.0,1,,3,3.0,2.0,0.0,2.0,11.25,10.75,2018,,,,,
Alex Iwobi,ng NGA,MF,Arsenal,Europa League,1996.0,6,334.0,56.0,26.5,3.7,3,,1.0,3,,4,1.67,7.0,4.0,3.0,0.81,-0.65,2018,,,,,
Phil Jagielka,eng ENG,DF,Everton,Europa League,1982.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,0,1.5,0.0,3.0,-3.0,-3.0,-2.0,2018,,,,,
Jairo,br BRA,FW,Sheriff Tiraspol,Europa League,1992.0,6,489.0,82.0,90.6,5.4,6,,1.0,0,,0,1.38,4.0,4.0,0.0,0.0,0.0,2018,,,,,
Ismail Jakobs,de GER,MF,Köln,Europa League,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Antonio Jakoliš,hr CRO,MFFW,Apollon Limassol,Europa League,1992.0,6,357.0,60.0,66.1,4.0,4,,2.0,2,,0,1.0,3.0,10.0,-7.0,-1.76,-0.78,2018,,,,,
Christophe Jallet,fr FRA,DFMF,Nice,Europa League,1983.0,5,448.0,90.0,62.2,5.0,5,,4.0,0,,0,1.8,12.0,5.0,7.0,1.41,2.73,2018,,,,,
Tomáš Janíček,cz CZE,MF,Fastav Zlín,Europa League,1982.0,3,169.0,56.0,31.3,1.9,2,,1.0,1,,1,0.33,1.0,5.0,-4.0,-2.13,-0.92,2018,,,,,
Marko Janković,me MNE,MFFW,Partizan,Europa League,1995.0,7,615.0,88.0,85.4,6.8,7,,5.0,0,,0,1.44,8.0,7.0,1.0,0.15,3.57,2018,,,,,
Adnan Januzaj,be BEL,FWMF,Real Sociedad,Europa League,1995.0,6,367.0,61.0,51.0,4.1,3,,3.0,3,,2,1.17,8.0,9.0,-1.0,-0.25,-2.79,2018,,,,,
Ion Jardan,md MDA,DF,Sheriff Tiraspol,Europa League,1990.0,0,,,,,0,,0.0,0,,2,,,,,,,2018,,,,,
Bajram Jashanica,xk KVX,DF,Skënderbeu Korçë,Europa League,1990.0,5,428.0,86.0,79.3,4.8,5,,4.0,0,,1,1.31,3.0,8.0,-5.0,-1.05,-1.85,2018,,,,,
Mike Jensen,dk DEN,MF,Rosenborg,Europa League,1988.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,0,1.43,5.0,10.0,-5.0,-1.0,-1.0,2018,,,,,
Marko Jevtović,rs SRB,MF,Partizan,Europa League,1993.0,7,605.0,86.0,84.0,6.7,7,,6.0,0,,0,1.25,7.0,7.0,0.0,0.0,2.35,2018,,,,,
Milan Jevtović,rs SRB,FW,Rosenborg,Europa League,1993.0,4,65.0,16.0,12.0,0.7,0,,0.0,4,,2,1.67,0.0,3.0,-3.0,-4.15,-3.77,2018,,,,,
Jaba Jighauri,ge GEO,MF,FK Vardar,Europa League,1992.0,6,456.0,76.0,84.4,5.1,5,,4.0,1,,0,0.88,1.0,19.0,-18.0,-3.55,-4.62,2018,,,,,
Lee Jin-hyun,kr KOR,MF,Austria Wien,Europa League,1997.0,3,78.0,26.0,14.4,0.9,1,,0.0,2,,3,0.33,1.0,6.0,-5.0,-5.77,-5.38,2018,,,,,
Petr Jiráček,cz CZE,MF,Fastav Zlín,Europa League,1986.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,0.33,1.0,10.0,-9.0,-1.5,,2018,,,,,
Jakob Johansson,se SWE,MF,AEK Athens,Europa League,1990.0,4,360.0,90.0,50.0,4.0,4,,4.0,0,,0,1.67,4.0,3.0,1.0,0.25,0.25,2018,,,,,
Miloš Jojić,rs SRB,MF,Köln,Europa League,1992.0,6,416.0,69.0,77.0,4.6,4,,3.0,2,,0,1.0,3.0,6.0,-3.0,-0.65,-2.1,2018,,,,,
Jorginho,it ITA,MF,Napoli,Europa League,1991.0,1,8.0,8.0,4.4,0.1,0,,0.0,1,,1,3.0,1.0,0.0,1.0,11.25,11.77,2018,,,,,
