Player,Nation,Born,Season,Squad,Comp,passes_completed,passes_attempted,pass_comp_pct,tot_dist_traveled_by_comp_passes,progressive_distance,short_passes_comp,short_pass_att,short_pass_comp_pct,med_passes_comp,med_pass_att,med_pass_comp_pct,long_passes_comp,long_pass_att,long_pass_comp_pct,assists,xA,A_minus_xA,assisted_shots,comp_passes_leading_to_final_third,comp_passes_into_18_yd_box,comp_crosses_into_18_yd_box,prog_passes
Ermin Bičakčić,ba BIH,1990.0,2021.0,Hoffenheim,de Bundesliga,54.0,62.0,87.1,1111.0,373.0,15.0,17.0,88.2,32.0,34.0,94.1,7.0,11.0,63.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0
Pedro Bigas,es ESP,1990.0,2021.0,Eibar,es La Liga,450.0,627.0,71.8,11550.0,3774.0,82.0,111.0,73.9,240.0,289.0,83.0,124.0,217.0,57.1,0.0,0.0,0.0,0.0,26.0,1.0,0.0,37.0
El Bilal Touré,ml MLI,2001.0,2021.0,Reims,fr Ligue 1,148.0,217.0,68.2,2117.0,400.0,84.0,115.0,73.0,50.0,77.0,64.9,9.0,12.0,75.0,1.0,0.6,0.4,7.0,9.0,2.0,0.0,11.0
Cristiano Biraghi,it ITA,1992.0,2021.0,Fiorentina,it Serie A,982.0,1413.0,69.5,17914.0,7346.0,444.0,500.0,88.8,395.0,525.0,75.2,122.0,328.0,37.2,4.0,5.2,-1.2,43.0,65.0,38.0,27.0,101.0
Davide Biraschi,it ITA,1994.0,2021.0,Genoa,it Serie A,301.0,388.0,77.6,5705.0,2074.0,96.0,111.0,86.5,172.0,203.0,84.7,27.0,61.0,44.3,0.0,0.1,-0.1,1.0,23.0,3.0,1.0,24.0
Yves Bissouma,ml MLI,1996.0,2021.0,Brighton,eng Premier League,1110.0,1279.0,86.8,22603.0,4052.0,381.0,436.0,87.4,517.0,568.0,91.0,192.0,242.0,79.3,0.0,0.4,-0.4,8.0,97.0,15.0,2.0,89.0
Leonardo Bittencourt,de GER,1993.0,2021.0,Werder Bremen,de Bundesliga,369.0,515.0,71.7,6654.0,1558.0,185.0,227.0,81.5,136.0,179.0,76.0,46.0,86.0,53.5,1.0,0.9,0.1,15.0,25.0,16.0,9.0,30.0
Alejandro Blanco,es ESP,1998.0,2021.0,Valencia,es La Liga,85.0,118.0,72.0,1193.0,158.0,52.0,65.0,80.0,29.0,39.0,74.4,2.0,5.0,40.0,0.0,0.2,-0.2,4.0,4.0,0.0,0.0,2.0
Ludovic Blas,fr FRA,1997.0,2021.0,Nantes,fr Ligue 1,556.0,704.0,79.0,10541.0,2222.0,231.0,277.0,83.4,240.0,275.0,87.3,72.0,118.0,61.0,2.0,2.5,-0.5,19.0,59.0,11.0,2.0,60.0
Jérôme Boateng,de GER,1988.0,2021.0,Bayern Munich,de Bundesliga,1333.0,1504.0,88.6,32492.0,9188.0,240.0,256.0,93.8,741.0,781.0,94.9,346.0,457.0,75.7,1.0,0.4,0.6,3.0,139.0,12.0,1.0,109.0
Antonin Bobichon,fr FRA,1995.0,2021.0,Angers,fr Ligue 1,201.0,264.0,76.1,3419.0,909.0,100.0,115.0,87.0,62.0,75.0,82.7,30.0,59.0,50.8,1.0,1.4,-0.4,12.0,17.0,2.0,0.0,21.0
Yann Bodiger,fr FRA,1995.0,2021.0,Cádiz,es La Liga,67.0,96.0,69.8,1154.0,271.0,33.0,43.0,76.7,24.0,28.0,85.7,7.0,17.0,41.2,0.0,0.1,-0.1,2.0,7.0,0.0,0.0,4.0
Jean-Paul Boëtius,nl NED,1994.0,2021.0,Mainz 05,de Bundesliga,436.0,622.0,70.1,7859.0,2472.0,201.0,260.0,77.3,163.0,221.0,73.8,56.0,95.0,58.9,3.0,4.6,-1.6,25.0,48.0,21.0,5.0,64.0
Sacha Boey,fr FRA,2000.0,2021.0,Dijon,fr Ligue 1,749.0,971.0,77.1,13204.0,5542.0,335.0,377.0,88.9,299.0,387.0,77.3,90.0,163.0,55.2,1.0,1.1,-0.1,15.0,38.0,16.0,13.0,57.0
Sacha Boey,fr FRA,2000.0,2021.0,Rennes,fr Ligue 1,76.0,89.0,85.4,1445.0,480.0,34.0,38.0,89.5,32.0,37.0,86.5,9.0,12.0,75.0,0.0,0.1,-0.1,1.0,2.0,1.0,1.0,8.0
Jeremie Boga,ci CIV,1997.0,2021.0,Sassuolo,it Serie A,378.0,433.0,87.3,5345.0,903.0,243.0,273.0,89.0,107.0,115.0,93.0,17.0,19.0,89.5,2.0,0.5,1.5,7.0,11.0,11.0,0.0,27.0
Melayro Bogarde,nl NED,2002.0,2021.0,Hoffenheim,de Bundesliga,145.0,168.0,86.3,2906.0,900.0,66.0,73.0,90.4,54.0,61.0,88.5,24.0,29.0,82.8,1.0,0.2,0.8,4.0,11.0,2.0,0.0,16.0
Jayden Bogle,eng ENG,2000.0,2021.0,Sheffield Utd,eng Premier League,253.0,320.0,79.1,4101.0,1642.0,143.0,163.0,87.7,77.0,94.0,81.9,25.0,41.0,61.0,0.0,0.2,-0.2,4.0,14.0,7.0,1.0,22.0
Quentin Boisgard,fr FRA,1997.0,2021.0,Lorient,fr Ligue 1,367.0,558.0,65.8,5903.0,1835.0,197.0,232.0,84.9,123.0,155.0,79.4,31.0,122.0,25.4,2.0,1.7,0.3,21.0,16.0,9.0,1.0,37.0
Willy Boly,ci CIV,1991.0,2021.0,Wolves,eng Premier League,658.0,796.0,82.7,13075.0,4480.0,214.0,242.0,88.4,341.0,379.0,90.0,96.0,158.0,60.8,1.0,0.4,0.6,2.0,44.0,1.0,0.0,35.0
Giacomo Bonaventura,it ITA,1989.0,2021.0,Fiorentina,it Serie A,607.0,744.0,81.6,10711.0,2187.0,272.0,304.0,89.5,237.0,277.0,85.6,73.0,119.0,61.3,2.0,3.1,-1.1,20.0,55.0,22.0,7.0,52.0
Federico Bonazzoli,it ITA,1997.0,2021.0,Torino,it Serie A,88.0,109.0,80.7,1775.0,212.0,33.0,41.0,80.5,33.0,39.0,84.6,19.0,21.0,90.5,2.0,0.7,1.3,3.0,4.0,4.0,0.0,6.0
Federico Bonazzoli,it ITA,1997.0,2021.0,Sampdoria,it Serie A,20.0,28.0,71.4,347.0,63.0,9.0,13.0,69.2,9.0,12.0,75.0,2.0,2.0,100.0,1.0,0.9,0.1,2.0,4.0,1.0,0.0,2.0
Kevin Bonifazi,it ITA,1996.0,2021.0,Udinese,it Serie A,776.0,882.0,88.0,16207.0,5349.0,222.0,244.0,91.0,435.0,458.0,95.0,111.0,161.0,68.9,0.0,0.0,0.0,0.0,45.0,3.0,0.0,34.0
Leonardo Bonucci,it ITA,1987.0,2021.0,Juventus,it Serie A,1114.0,1237.0,90.1,26069.0,8329.0,241.0,252.0,95.6,624.0,658.0,94.8,242.0,314.0,77.1,0.0,0.6,-0.6,3.0,69.0,4.0,1.0,62.0
Dennis Borkowski,de GER,2002.0,2021.0,RB Leipzig,de Bundesliga,5.0,7.0,71.4,107.0,0.0,1.0,3.0,33.3,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastiaan Bornauw,be BEL,1999.0,2021.0,Köln,de Bundesliga,495.0,605.0,81.8,12477.0,3414.0,77.0,92.0,83.7,271.0,303.0,89.4,139.0,192.0,72.4,1.0,0.0,1.0,1.0,14.0,1.0,0.0,16.0
Sven Botman,nl NED,2000.0,2021.0,Lille,fr Ligue 1,1812.0,2068.0,87.6,38685.0,14018.0,553.0,589.0,93.9,932.0,1006.0,92.6,312.0,443.0,70.4,0.0,0.3,-0.3,4.0,138.0,5.0,0.0,138.0
Denis Bouanga,ga GAB,1994.0,2021.0,Saint-Étienne,fr Ligue 1,401.0,616.0,65.1,6544.0,1893.0,231.0,304.0,76.0,115.0,181.0,63.5,40.0,96.0,41.7,3.0,1.9,1.1,18.0,27.0,16.0,6.0,50.0
Hicham Boudaoui,dz ALG,1999.0,2021.0,Nice,fr Ligue 1,552.0,675.0,81.8,8969.0,1995.0,292.0,334.0,87.4,214.0,242.0,88.4,33.0,62.0,53.2,2.0,1.0,1.0,6.0,39.0,9.0,1.0,37.0
Ryad Boudebouz,dz ALG,1990.0,2021.0,Saint-Étienne,fr Ligue 1,336.0,451.0,74.5,6627.0,1903.0,137.0,156.0,87.8,126.0,158.0,79.7,64.0,117.0,54.7,1.0,2.3,-1.3,22.0,28.0,10.0,5.0,33.0
Sofiane Boufal,ma MAR,1993.0,2021.0,Angers,fr Ligue 1,207.0,285.0,72.6,3393.0,787.0,106.0,129.0,82.2,80.0,98.0,81.6,17.0,39.0,43.6,0.0,0.4,-0.4,5.0,19.0,8.0,1.0,19.0
Nassim Boujellab,ma MAR,1999.0,2021.0,Schalke 04,de Bundesliga,133.0,184.0,72.3,2033.0,499.0,62.0,80.0,77.5,54.0,69.0,78.3,7.0,12.0,58.3,0.0,0.2,-0.2,4.0,10.0,3.0,0.0,14.0
Farid Boulaya,dz ALG,1993.0,2021.0,Metz,fr Ligue 1,869.0,1306.0,66.5,18392.0,5824.0,336.0,414.0,81.2,331.0,433.0,76.4,184.0,399.0,46.1,5.0,5.2,-0.2,60.0,126.0,45.0,9.0,120.0
Ismaëlben Boura,fr FRA,2000.0,2021.0,Lens,fr Ligue 1,285.0,376.0,75.8,5154.0,1757.0,121.0,139.0,87.1,135.0,165.0,81.8,23.0,57.0,40.4,0.0,0.3,-0.3,4.0,9.0,7.0,4.0,30.0
Mehdi Bourabia,ma MAR,1991.0,2021.0,Sassuolo,it Serie A,281.0,331.0,84.9,4617.0,907.0,149.0,161.0,92.5,102.0,117.0,87.2,22.0,35.0,62.9,0.0,0.6,-0.6,4.0,30.0,2.0,0.0,15.0
Benjamin Bourigeaud,fr FRA,1994.0,2021.0,Rennes,fr Ligue 1,1103.0,1419.0,77.7,22000.0,5606.0,451.0,501.0,90.0,432.0,496.0,87.1,195.0,365.0,53.4,3.0,3.8,-0.8,47.0,113.0,25.0,4.0,118.0
Jarrod Bowen,eng ENG,1996.0,2021.0,West Ham,eng Premier League,406.0,599.0,67.8,8197.0,1826.0,169.0,222.0,76.1,156.0,199.0,78.4,74.0,145.0,51.0,3.0,2.5,0.5,21.0,19.0,18.0,7.0,33.0
Dedryck Boyata,be BEL,1990.0,2021.0,Hertha BSC,de Bundesliga,705.0,796.0,88.6,17645.0,3509.0,90.0,105.0,85.7,420.0,444.0,94.6,192.0,234.0,82.1,0.0,0.7,-0.7,5.0,28.0,2.0,0.0,27.0
John Boye,gh GHA,1987.0,2021.0,Metz,fr Ligue 1,867.0,1007.0,86.1,19258.0,6050.0,236.0,258.0,91.5,445.0,480.0,92.7,180.0,255.0,70.6,2.0,0.2,1.8,3.0,25.0,0.0,0.0,29.0
Lucas Boyé,ar ARG,1996.0,2021.0,Elche,es La Liga,372.0,473.0,78.6,5549.0,809.0,220.0,262.0,84.0,99.0,125.0,79.2,31.0,43.0,72.1,1.0,0.6,0.4,7.0,28.0,4.0,1.0,19.0
Can Bozdogan,de GER,2001.0,2021.0,Schalke 04,de Bundesliga,128.0,169.0,75.7,2145.0,446.0,63.0,74.0,85.1,51.0,63.0,81.0,11.0,23.0,47.8,1.0,0.4,0.6,4.0,6.0,2.0,2.0,9.0
Umut Bozok,tr TUR,1996.0,2021.0,Lorient,fr Ligue 1,17.0,27.0,63.0,289.0,37.0,5.0,11.0,45.5,10.0,14.0,71.4,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Jayden Braaf,nl NED,2002.0,2021.0,Udinese,it Serie A,11.0,16.0,68.8,135.0,25.0,7.0,9.0,77.8,3.0,5.0,60.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Domagoj Bradarić,hr CRO,1999.0,2021.0,Lille,fr Ligue 1,689.0,852.0,80.9,11451.0,3503.0,349.0,381.0,91.6,280.0,332.0,84.3,49.0,114.0,43.0,1.0,1.1,-0.1,10.0,41.0,12.0,6.0,52.0
Robbie Brady,ie IRL,1992.0,2021.0,Burnley,eng Premier League,266.0,393.0,67.7,4702.0,1627.0,133.0,161.0,82.6,88.0,129.0,68.2,34.0,78.0,43.6,1.0,0.9,0.1,7.0,23.0,6.0,4.0,32.0
Martin Braithwaite,dk DEN,1991.0,2021.0,Barcelona,es La Liga,210.0,260.0,80.8,2755.0,322.0,142.0,159.0,89.3,49.0,69.0,71.0,11.0,16.0,68.8,2.0,2.0,0.0,10.0,5.0,5.0,0.0,7.0
Julian Brandt,de GER,1996.0,2021.0,Dortmund,de Bundesliga,651.0,776.0,83.9,11294.0,2563.0,307.0,356.0,86.2,245.0,283.0,86.6,79.0,97.0,81.4,1.0,2.1,-1.1,25.0,49.0,24.0,3.0,70.0
Darko Brašanac,rs SRB,1992.0,2021.0,Osasuna,es La Liga,97.0,134.0,72.4,1707.0,419.0,41.0,50.0,82.0,42.0,56.0,75.0,9.0,13.0,69.2,0.0,0.1,-0.1,2.0,11.0,3.0,0.0,15.0
Lilian Brassier,fr FRA,1999.0,2021.0,Brest,fr Ligue 1,308.0,366.0,84.2,6829.0,2229.0,87.0,94.0,92.6,153.0,161.0,95.0,62.0,102.0,60.8,0.0,0.1,-0.1,1.0,31.0,2.0,0.0,23.0
Álvaro Bravo,es ESP,1998.0,2021.0,Granada,es La Liga,8.0,11.0,72.7,126.0,19.0,4.0,6.0,66.7,4.0,5.0,80.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Josip Brekalo,hr CRO,1998.0,2021.0,Wolfsburg,de Bundesliga,498.0,652.0,76.4,9619.0,2373.0,206.0,248.0,83.1,203.0,251.0,80.9,76.0,115.0,66.1,1.0,2.2,-1.2,28.0,39.0,21.0,5.0,62.0
Gleison Bremer,br BRA,1997.0,2021.0,Torino,it Serie A,1000.0,1171.0,85.4,21734.0,6972.0,286.0,308.0,92.9,522.0,562.0,92.9,179.0,270.0,66.3,0.0,0.3,-0.3,5.0,50.0,3.0,0.0,50.0
Joshua Brenet,nl NED,1994.0,2021.0,Hoffenheim,de Bundesliga,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhian Brewster,eng ENG,2000.0,2021.0,Sheffield Utd,eng Premier League,126.0,173.0,72.8,2056.0,513.0,73.0,89.0,82.0,35.0,46.0,76.1,15.0,26.0,57.7,0.0,1.3,-1.3,6.0,11.0,2.0,0.0,14.0
Anthony Briançon,fr FRA,1994.0,2021.0,Nîmes,fr Ligue 1,708.0,818.0,86.6,17955.0,5648.0,158.0,174.0,90.8,323.0,346.0,93.4,222.0,289.0,76.8,0.0,0.2,-0.2,4.0,41.0,5.0,0.0,47.0
Jimmy Briand,fr FRA,1985.0,2021.0,Bordeaux,fr Ligue 1,111.0,153.0,72.5,1458.0,165.0,64.0,87.0,73.6,37.0,44.0,84.1,2.0,7.0,28.6,2.0,0.1,1.9,2.0,4.0,0.0,0.0,3.0
Yan Brice Eteki,cm CMR,1997.0,2021.0,Granada,es La Liga,186.0,250.0,74.4,3311.0,689.0,82.0,96.0,85.4,82.0,101.0,81.2,20.0,41.0,48.8,0.0,0.0,0.0,2.0,20.0,1.0,1.0,17.0
Dylan Bronn,tn TUN,1995.0,2021.0,Metz,fr Ligue 1,1166.0,1394.0,83.6,26515.0,9002.0,318.0,343.0,92.7,568.0,616.0,92.2,264.0,408.0,64.7,0.0,0.4,-0.4,7.0,91.0,7.0,1.0,71.0
John Brooks,us USA,1993.0,2021.0,Wolfsburg,de Bundesliga,1282.0,1518.0,84.5,32137.0,9395.0,203.0,235.0,86.4,733.0,807.0,90.8,336.0,457.0,73.5,0.0,0.5,-0.5,5.0,88.0,6.0,0.0,103.0
Daniel Brosinski,de GER,1988.0,2021.0,Mainz 05,de Bundesliga,414.0,633.0,65.4,8424.0,4467.0,148.0,177.0,83.6,198.0,263.0,75.3,64.0,172.0,37.2,1.0,1.3,-0.3,15.0,36.0,15.0,6.0,54.0
Josh Brownhill,eng ENG,1995.0,2021.0,Burnley,eng Premier League,710.0,895.0,79.3,11320.0,2467.0,367.0,421.0,87.2,249.0,307.0,81.1,62.0,110.0,56.4,0.0,0.8,-0.8,12.0,52.0,11.0,2.0,43.0
Marcelo Brozović,hr CRO,1992.0,2021.0,Inter,it Serie A,1446.0,1660.0,87.1,29883.0,8443.0,500.0,549.0,91.1,671.0,736.0,91.2,260.0,334.0,77.8,6.0,3.9,2.1,38.0,155.0,31.0,9.0,147.0
Gastón Brugman,uy URU,1992.0,2021.0,Parma,it Serie A,704.0,833.0,84.5,15740.0,3831.0,193.0,224.0,86.2,365.0,405.0,90.1,140.0,188.0,74.5,1.0,1.7,-0.7,18.0,58.0,8.0,0.0,77.0
Juan Brunet,ar ARG,1998.0,2021.0,Granada,es La Liga,5.0,6.0,83.3,59.0,20.0,4.0,4.0,100.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Juan Brunetta,ar ARG,1997.0,2021.0,Parma,it Serie A,82.0,109.0,75.2,1724.0,375.0,28.0,34.0,82.4,38.0,47.0,80.9,15.0,23.0,65.2,2.0,0.7,1.3,6.0,6.0,2.0,0.0,6.0
Cédric Brunner,ch SUI,1994.0,2021.0,Arminia,de Bundesliga,845.0,1171.0,72.2,16385.0,6378.0,318.0,360.0,88.3,390.0,500.0,78.0,128.0,274.0,46.7,1.0,0.7,0.3,11.0,65.0,15.0,10.0,72.0
Jacob Bruun Larsen,dk DEN,1998.0,2021.0,Hoffenheim,de Bundesliga,15.0,19.0,78.9,203.0,7.0,11.0,13.0,84.6,3.0,3.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan,es ESP,2001.0,2021.0,Sevilla,es La Liga,5.0,7.0,71.4,68.0,9.0,3.0,4.0,75.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan,es ESP,2001.0,2021.0,Eibar,es La Liga,475.0,732.0,64.9,7650.0,2639.0,273.0,324.0,84.3,147.0,221.0,66.5,45.0,131.0,34.4,2.0,3.9,-1.9,37.0,33.0,40.0,12.0,66.0
Joe Bryan,eng ENG,1993.0,2021.0,Fulham,eng Premier League,197.0,290.0,67.9,3591.0,1710.0,97.0,116.0,83.6,73.0,92.0,79.3,26.0,68.0,38.2,0.0,0.2,-0.2,3.0,13.0,3.0,2.0,19.0
Kean Bryan,eng ENG,1996.0,2021.0,Sheffield Utd,eng Premier League,220.0,313.0,70.3,4467.0,2277.0,83.0,90.0,92.2,96.0,119.0,80.7,34.0,88.0,38.6,0.0,0.4,-0.4,3.0,21.0,3.0,1.0,17.0
Lucas Buadés,fr FRA,1997.0,2021.0,Nîmes,fr Ligue 1,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ante Budimir,hr CRO,1991.0,2021.0,Osasuna,es La Liga,177.0,281.0,63.0,2417.0,422.0,105.0,154.0,68.2,53.0,89.0,59.6,8.0,14.0,57.1,0.0,0.5,-0.5,6.0,16.0,3.0,0.0,13.0
Marius Bülter,de GER,1993.0,2021.0,Union Berlin,de Bundesliga,165.0,269.0,61.3,2906.0,759.0,76.0,102.0,74.5,64.0,95.0,67.4,19.0,40.0,47.5,0.0,1.0,-1.0,9.0,10.0,10.0,6.0,11.0
Alessandro Buongiorno,it ITA,1999.0,2021.0,Torino,it Serie A,202.0,232.0,87.1,3925.0,978.0,71.0,78.0,91.0,101.0,108.0,93.5,27.0,41.0,65.9,0.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0
Esteban Burgos,ar ARG,1992.0,2021.0,Eibar,es La Liga,371.0,492.0,75.4,10030.0,2560.0,73.0,89.0,82.0,160.0,203.0,78.8,136.0,191.0,71.2,1.0,0.1,0.9,2.0,22.0,0.0,0.0,26.0
Burgui,es ESP,1993.0,2021.0,Alavés,es La Liga,8.0,9.0,88.9,131.0,45.0,5.0,5.0,100.0,2.0,2.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Jonathan Burkardt,de GER,2000.0,2021.0,Mainz 05,de Bundesliga,236.0,337.0,70.0,3936.0,991.0,111.0,143.0,77.6,93.0,125.0,74.4,23.0,41.0,56.1,0.0,0.8,-0.8,7.0,19.0,5.0,1.0,25.0
Nishan Burkart,ch SUI,2000.0,2021.0,Freiburg,de Bundesliga,4.0,6.0,66.7,53.0,21.0,1.0,3.0,33.3,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Burke,sco SCO,1997.0,2021.0,Sheffield Utd,eng Premier League,149.0,210.0,71.0,1933.0,196.0,94.0,120.0,78.3,39.0,51.0,76.5,4.0,8.0,50.0,1.0,1.7,-0.7,12.0,4.0,5.0,1.0,6.0
Dan Burn,eng ENG,1992.0,2021.0,Brighton,eng Premier League,718.0,954.0,75.3,12659.0,4144.0,301.0,377.0,79.8,359.0,430.0,83.5,51.0,115.0,44.3,0.0,0.8,-0.8,6.0,52.0,14.0,4.0,67.0
Patrick Burner,fr FRA,1996.0,2021.0,Nice,fr Ligue 1,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Burner,fr FRA,1996.0,2021.0,Nîmes,fr Ligue 1,451.0,584.0,77.2,7696.0,3297.0,225.0,250.0,90.0,180.0,212.0,84.9,41.0,102.0,40.2,0.0,0.3,-0.3,9.0,25.0,4.0,3.0,41.0
Maxime Busi,be BEL,1999.0,2021.0,Parma,it Serie A,391.0,467.0,83.7,7541.0,2967.0,158.0,173.0,91.3,174.0,195.0,89.2,53.0,85.0,62.4,0.0,0.4,-0.4,2.0,36.0,7.0,2.0,52.0
Sergio Busquets,es ESP,1988.0,2021.0,Barcelona,es La Liga,1742.0,1909.0,91.3,30985.0,8099.0,770.0,819.0,94.0,751.0,803.0,93.5,179.0,226.0,79.2,3.0,2.7,0.3,25.0,194.0,21.0,0.0,140.0
Oskar Buur,dk DEN,1998.0,2021.0,Wolves,eng Premier League,14.0,15.0,93.3,201.0,47.0,9.0,9.0,100.0,5.0,5.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick Cabaco,uy URU,1995.0,2021.0,Getafe,es La Liga,297.0,439.0,67.7,8673.0,3473.0,65.0,83.0,78.3,114.0,150.0,76.0,114.0,195.0,58.5,0.0,0.0,0.0,0.0,38.0,0.0,0.0,34.0
Jimmy Cabot,fr FRA,1994.0,2021.0,Angers,fr Ligue 1,236.0,321.0,73.5,4141.0,1215.0,117.0,143.0,81.8,91.0,122.0,74.6,25.0,43.0,58.1,1.0,1.1,-0.1,9.0,16.0,8.0,2.0,24.0
Martín Cáceres,uy URU,1987.0,2021.0,Fiorentina,it Serie A,616.0,763.0,80.7,12659.0,4364.0,210.0,242.0,86.8,294.0,340.0,86.5,102.0,154.0,66.2,1.0,0.8,0.2,8.0,55.0,13.0,8.0,63.0
Anthony Caci,fr FRA,1997.0,2021.0,Strasbourg,fr Ligue 1,1167.0,1491.0,78.3,24573.0,10370.0,437.0,497.0,87.9,505.0,595.0,84.9,209.0,350.0,59.7,2.0,1.5,0.5,14.0,103.0,27.0,15.0,133.0
Mathieu Cafaro,fr FRA,1997.0,2021.0,Reims,fr Ligue 1,445.0,709.0,62.8,8778.0,2369.0,190.0,248.0,76.6,182.0,250.0,72.8,63.0,173.0,36.4,2.0,1.8,0.2,17.0,34.0,18.0,5.0,58.0
Gary Cahill,eng ENG,1985.0,2021.0,Crystal Palace,eng Premier League,433.0,517.0,83.8,9524.0,3291.0,121.0,145.0,83.4,241.0,261.0,92.3,69.0,107.0,64.5,0.0,0.4,-0.4,3.0,27.0,1.0,0.0,23.0
Yannick Cahuzac,fr FRA,1985.0,2021.0,Lens,fr Ligue 1,596.0,710.0,83.9,10831.0,2144.0,253.0,292.0,86.6,270.0,313.0,86.3,64.0,85.0,75.3,0.0,0.4,-0.4,9.0,48.0,11.0,2.0,46.0
Felipe Caicedo,ec ECU,1988.0,2021.0,Lazio,it Serie A,169.0,230.0,73.5,2408.0,502.0,104.0,128.0,81.3,47.0,66.0,71.2,10.0,16.0,62.5,0.0,0.5,-0.5,9.0,18.0,1.0,0.0,12.0
Tom Cairney,sco SCO,1991.0,2021.0,Fulham,eng Premier League,551.0,621.0,88.7,11165.0,2009.0,214.0,227.0,94.3,227.0,247.0,91.9,100.0,128.0,78.1,1.0,1.4,-0.4,20.0,61.0,10.0,5.0,32.0
Cala,es ESP,1989.0,2021.0,Cádiz,es La Liga,443.0,604.0,73.3,11820.0,3838.0,78.0,92.0,84.8,219.0,253.0,86.6,141.0,250.0,56.4,0.0,0.3,-0.3,4.0,31.0,2.0,0.0,20.0
Arturo Calabresi,it ITA,1996.0,2021.0,Bologna,it Serie A,4.0,6.0,66.7,110.0,74.0,0.0,0.0,,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Arturo Calabresi,it ITA,1996.0,2021.0,Cagliari,it Serie A,2.0,4.0,50.0,42.0,20.0,1.0,2.0,50.0,0.0,0.0,,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Davide Calabria,it ITA,1996.0,2021.0,Milan,it Serie A,1143.0,1464.0,78.1,21752.0,9115.0,478.0,527.0,90.7,482.0,590.0,81.7,159.0,295.0,53.9,1.0,1.7,-0.7,19.0,129.0,31.0,10.0,146.0
Riccardo Calafiori,it ITA,2002.0,2021.0,Roma,it Serie A,8.0,9.0,88.9,135.0,16.0,3.0,4.0,75.0,5.0,5.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattia Caldara,it ITA,1994.0,2021.0,Atalanta,it Serie A,40.0,42.0,95.2,1065.0,253.0,8.0,8.0,100.0,16.0,16.0,100.0,16.0,16.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Luca Caldirola,it ITA,1991.0,2021.0,Benevento,it Serie A,382.0,452.0,84.5,8338.0,2624.0,96.0,101.0,95.0,216.0,243.0,88.9,66.0,103.0,64.1,0.0,0.0,0.0,2.0,19.0,2.0,1.0,23.0
Duje Ćaleta-Car,hr CRO,1996.0,2021.0,Marseille,fr Ligue 1,1341.0,1550.0,86.5,29546.0,10365.0,410.0,446.0,91.9,675.0,725.0,93.1,247.0,364.0,67.9,1.0,0.6,0.4,4.0,71.0,4.0,0.0,62.0
Hakan Çalhanoğlu,tr TUR,1994.0,2021.0,Milan,it Serie A,912.0,1192.0,76.5,17658.0,5609.0,423.0,483.0,87.6,302.0,372.0,81.2,161.0,278.0,57.9,8.0,7.3,0.7,77.0,85.0,50.0,9.0,129.0
Kerim Calhanoglu,de GER,2002.0,2021.0,Schalke 04,de Bundesliga,88.0,137.0,64.2,1585.0,517.0,37.0,49.0,75.5,44.0,59.0,74.6,7.0,22.0,31.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0
Fabrizio Caligara,it ITA,2000.0,2021.0,Cagliari,it Serie A,53.0,68.0,77.9,962.0,243.0,20.0,25.0,80.0,25.0,30.0,83.3,7.0,11.0,63.6,0.0,0.1,-0.1,1.0,2.0,1.0,0.0,3.0
