Player,Nation,Born,Season,Squad,Comp,passes_completed,passes_attempted,pass_comp_pct,tot_dist_traveled_by_comp_passes,progressive_distance,short_passes_comp,short_pass_att,short_pass_comp_pct,med_passes_comp,med_pass_att,med_pass_comp_pct,long_passes_comp,long_pass_att,long_pass_comp_pct,assists,xA,A_minus_xA,assisted_shots,comp_passes_leading_to_final_third,comp_passes_into_18_yd_box,comp_crosses_into_18_yd_box,prog_passes
Riqui Puig,es ESP,1999.0,2021.0,Barcelona,UCL,109.0,119.0,91.6,1815.0,315.0,58.0,60.0,96.7,38.0,42.0,90.5,12.0,12.0,100.0,0.0,0.5,-0.5,5.0,13.0,5.0,0.0,9.0
Christian Pulisic,us USA,1998.0,2021.0,Chelsea,UCL,48.0,69.0,69.6,712.0,179.0,27.0,34.0,79.4,17.0,22.0,77.3,3.0,5.0,60.0,1.0,0.5,0.5,2.0,1.0,3.0,0.0,7.0
Adrien Rabiot,fr FRA,1995.0,2021.0,Juventus,UCL,311.0,346.0,89.9,5840.0,1299.0,122.0,130.0,93.8,140.0,153.0,91.5,39.0,46.0,84.8,1.0,1.3,-0.3,7.0,31.0,6.0,1.0,24.0
Nemanja Radonjić,rs SRB,1996.0,2021.0,Marseille,UCL,15.0,22.0,68.2,250.0,63.0,8.0,9.0,88.9,6.0,10.0,60.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ștefan Radu,ro ROU,1986.0,2021.0,Lazio,UCL,63.0,68.0,92.6,1357.0,622.0,21.0,21.0,100.0,31.0,36.0,86.1,11.0,11.0,100.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,2.0
Rafael,br BRA,1990.0,2021.0,Başakşehir,UCL,250.0,313.0,79.9,4242.0,1966.0,125.0,137.0,91.2,101.0,124.0,81.5,20.0,41.0,48.8,0.0,0.6,-0.6,6.0,11.0,6.0,3.0,18.0
Rafinha,br BRA,1993.0,2021.0,Paris S-G,UCL,94.0,106.0,88.7,1458.0,316.0,52.0,53.0,98.1,29.0,35.0,82.9,9.0,12.0,75.0,1.0,0.8,0.2,3.0,10.0,1.0,0.0,10.0
Rafinha,br BRA,1985.0,2021.0,Olympiacos,UCL,329.0,382.0,86.1,5717.0,1638.0,149.0,163.0,91.4,143.0,163.0,87.7,30.0,45.0,66.7,0.0,0.0,0.0,1.0,9.0,1.0,1.0,16.0
Slobodan Rajković,rs SRB,1989.0,2021.0,Loko Moscow,UCL,81.0,105.0,77.1,1803.0,601.0,19.0,22.0,86.4,52.0,58.0,89.7,10.0,23.0,43.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0
Ivan Rakitić,hr CRO,1988.0,2021.0,Sevilla,UCL,357.0,402.0,88.8,6976.0,1592.0,160.0,172.0,93.0,139.0,149.0,93.3,52.0,68.0,76.5,1.0,0.8,0.2,10.0,40.0,5.0,1.0,26.0
Yaroslav Rakitskiy,ua UKR,1989.0,2021.0,Zenit,UCL,234.0,287.0,81.5,6029.0,2222.0,57.0,63.0,90.5,98.0,109.0,89.9,76.0,110.0,69.1,1.0,0.1,0.9,3.0,24.0,3.0,2.0,24.0
André Ramalho,br BRA,1992.0,2021.0,RB Salzburg,UCL,312.0,365.0,85.5,6889.0,2289.0,80.0,91.0,87.9,167.0,183.0,91.3,62.0,86.0,72.1,1.0,0.5,0.5,2.0,28.0,2.0,2.0,33.0
Cristian Ramírez,ec ECU,1994.0,2021.0,Krasnodar,UCL,152.0,206.0,73.8,2342.0,956.0,78.0,88.0,88.6,62.0,87.0,71.3,8.0,23.0,34.8,0.0,0.2,-0.2,2.0,4.0,2.0,1.0,9.0
Sergio Ramos,es ESP,1986.0,2021.0,Real Madrid,UCL,264.0,290.0,91.0,6253.0,2013.0,73.0,81.0,90.1,131.0,139.0,94.2,59.0,68.0,86.8,1.0,0.6,0.4,1.0,23.0,0.0,0.0,8.0
Aaron Ramsey,wal WAL,1990.0,2021.0,Juventus,UCL,182.0,219.0,83.1,3235.0,761.0,77.0,86.0,89.5,78.0,93.0,83.9,21.0,30.0,70.0,0.0,0.6,-0.6,6.0,17.0,6.0,0.0,20.0
Lazar Ranđelović,rs SRB,1997.0,2021.0,Olympiacos,UCL,57.0,80.0,71.3,853.0,134.0,37.0,43.0,86.0,15.0,21.0,71.4,4.0,8.0,50.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0
Marcus Rashford,eng ENG,1997.0,2021.0,Manchester Utd,UCL,119.0,149.0,79.9,1671.0,354.0,73.0,80.0,91.3,40.0,50.0,80.0,4.0,9.0,44.4,0.0,0.7,-0.7,4.0,5.0,8.0,1.0,13.0
Reinier,br BRA,2002.0,2021.0,Dortmund,UCL,17.0,21.0,81.0,336.0,30.0,7.0,10.0,70.0,6.0,6.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Karim Rekik,nl NED,1994.0,2021.0,Sevilla,UCL,114.0,143.0,79.7,1869.0,726.0,57.0,65.0,87.7,40.0,51.0,78.4,11.0,17.0,64.7,0.0,0.0,0.0,1.0,2.0,4.0,3.0,4.0
Marco Reus,de GER,1989.0,2021.0,Dortmund,UCL,181.0,222.0,81.5,2268.0,599.0,124.0,138.0,89.9,38.0,50.0,76.0,7.0,12.0,58.3,2.0,1.4,0.6,8.0,9.0,8.0,0.0,19.0
Gio Reyna,us USA,2002.0,2021.0,Dortmund,UCL,214.0,250.0,85.6,3347.0,641.0,124.0,136.0,91.2,75.0,85.0,88.2,13.0,18.0,72.2,1.0,0.8,0.2,7.0,13.0,5.0,1.0,17.0
Federico Ricca,uy URU,1994.0,2021.0,Club Brugge,UCL,127.0,152.0,83.6,2526.0,1035.0,44.0,49.0,89.8,60.0,66.0,90.9,21.0,30.0,70.0,0.0,0.0,0.0,1.0,16.0,2.0,1.0,13.0
Chris Richards,us USA,2000.0,2021.0,Bayern Munich,UCL,89.0,104.0,85.6,1429.0,473.0,48.0,54.0,88.9,33.0,38.0,86.8,6.0,7.0,85.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0
Mats Rits,be BEL,1993.0,2021.0,Club Brugge,UCL,132.0,155.0,85.2,2829.0,553.0,35.0,41.0,85.4,70.0,79.0,88.6,25.0,32.0,78.1,0.0,0.1,-0.1,2.0,8.0,1.0,0.0,6.0
Sergi Roberto,es ESP,1992.0,2021.0,Barcelona,UCL,161.0,174.0,92.5,2520.0,893.0,86.0,91.0,94.5,61.0,63.0,96.8,9.0,12.0,75.0,0.0,0.1,-0.1,2.0,14.0,5.0,0.0,11.0
Andrew Robertson,sco SCO,1994.0,2021.0,Liverpool,UCL,387.0,491.0,78.8,7422.0,3202.0,154.0,176.0,87.5,178.0,208.0,85.6,52.0,89.0,58.4,0.0,1.0,-1.0,9.0,24.0,6.0,1.0,39.0
Marc Roca,es ESP,1996.0,2021.0,Bayern Munich,UCL,157.0,169.0,92.9,2896.0,972.0,72.0,73.0,98.6,69.0,76.0,90.8,15.0,18.0,83.3,0.0,0.0,0.0,0.0,17.0,1.0,0.0,22.0
Rodri,es ESP,1996.0,2021.0,Manchester City,UCL,510.0,554.0,92.1,10561.0,2157.0,184.0,195.0,94.4,232.0,242.0,95.9,94.0,109.0,86.2,0.0,0.0,0.0,2.0,48.0,4.0,0.0,34.0
Gerson Rodrigues,lu LUX,1995.0,2021.0,Dynamo Kyiv,UCL,55.0,64.0,85.9,1010.0,182.0,28.0,31.0,90.3,21.0,25.0,84.0,6.0,6.0,100.0,0.0,0.5,-0.5,1.0,2.0,2.0,0.0,4.0
Pedro Rodrigues,pt POR,1997.0,2021.0,Olympiacos,UCL,54.0,63.0,85.7,1012.0,194.0,24.0,27.0,88.9,20.0,24.0,83.3,9.0,10.0,90.0,0.0,0.1,-0.1,1.0,3.0,0.0,0.0,4.0
Óscar Rodríguez Arnaiz,es ESP,1998.0,2021.0,Sevilla,UCL,130.0,153.0,85.0,2575.0,537.0,58.0,64.0,90.6,47.0,51.0,92.2,22.0,27.0,81.5,2.0,0.8,1.2,10.0,8.0,1.0,1.0,6.0
Rodrygo,br BRA,2001.0,2021.0,Real Madrid,UCL,100.0,133.0,75.2,1248.0,317.0,71.0,83.0,85.5,22.0,34.0,64.7,3.0,6.0,50.0,1.0,0.4,0.6,2.0,4.0,8.0,2.0,11.0
Cristian Romero,ar ARG,1998.0,2021.0,Atalanta,UCL,250.0,288.0,86.8,4764.0,1669.0,87.0,100.0,87.0,133.0,146.0,91.1,25.0,35.0,71.4,1.0,0.9,0.1,4.0,9.0,1.0,0.0,19.0
Cristiano Ronaldo,pt POR,1985.0,2021.0,Juventus,UCL,181.0,222.0,81.5,2479.0,463.0,119.0,135.0,88.1,43.0,54.0,79.6,13.0,19.0,68.4,2.0,0.9,1.1,10.0,14.0,5.0,4.0,9.0
Valentin Rongier,fr FRA,1994.0,2021.0,Marseille,UCL,261.0,295.0,88.5,4600.0,983.0,128.0,134.0,95.5,98.0,107.0,91.6,30.0,41.0,73.2,0.0,0.1,-0.1,3.0,20.0,1.0,0.0,17.0
Marten de Roon,nl NED,1991.0,2021.0,Atalanta,UCL,219.0,283.0,77.4,4112.0,1319.0,82.0,93.0,88.2,109.0,125.0,87.2,25.0,54.0,46.3,0.0,0.1,-0.1,3.0,25.0,1.0,0.0,26.0
Antonio Rüdiger,de GER,1993.0,2021.0,Chelsea,UCL,350.0,380.0,92.1,8061.0,2218.0,80.0,84.0,95.2,202.0,215.0,94.0,66.0,78.0,84.6,0.0,0.0,0.0,0.0,19.0,1.0,0.0,12.0
Daniele Rugani,it ITA,1994.0,2021.0,Rennes,UCL,3.0,3.0,100.0,63.0,9.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo Ruggeri,it ITA,2002.0,2021.0,Atalanta,UCL,15.0,16.0,93.8,245.0,127.0,7.0,7.0,100.0,8.0,9.0,88.9,0.0,0.0,,0.0,0.2,-0.2,1.0,2.0,0.0,0.0,4.0
Georginio Rutter,fr FRA,2002.0,2021.0,Rennes,UCL,6.0,7.0,85.7,105.0,7.0,2.0,2.0,100.0,4.0,4.0,100.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dmitrii Rybchinskii,ru RUS,1998.0,2021.0,Loko Moscow,UCL,48.0,57.0,84.2,778.0,304.0,25.0,31.0,80.6,20.0,22.0,90.9,2.0,3.0,66.7,0.0,0.2,-0.2,2.0,3.0,1.0,0.0,5.0
Maciej Rybus,pl POL,1989.0,2021.0,Loko Moscow,UCL,186.0,245.0,75.9,3165.0,1296.0,88.0,104.0,84.6,78.0,98.0,79.6,18.0,33.0,54.5,0.0,0.1,-0.1,2.0,11.0,4.0,1.0,18.0
Marcel Sabitzer,at AUT,1994.0,2021.0,RB Leipzig,UCL,316.0,402.0,78.6,6158.0,1860.0,144.0,168.0,85.7,118.0,147.0,80.3,50.0,72.0,69.4,2.0,0.5,1.5,4.0,34.0,9.0,0.0,48.0
Leon Sabua,ru RUS,2000.0,2021.0,Krasnodar,UCL,7.0,7.0,100.0,88.0,40.0,3.0,3.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hiroki Sakai,jp JPN,1990.0,2021.0,Marseille,UCL,269.0,320.0,84.1,4274.0,1357.0,146.0,161.0,90.7,94.0,111.0,84.7,21.0,31.0,67.7,0.0,0.1,-0.1,1.0,13.0,1.0,0.0,15.0
Mohamed Salah,eg EGY,1992.0,2021.0,Liverpool,UCL,137.0,184.0,74.5,2148.0,536.0,78.0,89.0,87.6,46.0,67.0,68.7,10.0,15.0,66.7,1.0,0.9,0.1,6.0,8.0,7.0,1.0,18.0
Alexis Sánchez,cl CHI,1988.0,2021.0,Inter,UCL,38.0,49.0,77.6,647.0,190.0,15.0,17.0,88.2,14.0,17.0,82.4,5.0,7.0,71.4,0.0,0.1,-0.1,4.0,4.0,3.0,0.0,8.0
Jadon Sancho,eng ENG,2000.0,2021.0,Dortmund,UCL,233.0,275.0,84.7,3530.0,1008.0,132.0,139.0,95.0,81.0,94.0,86.2,14.0,30.0,46.7,3.0,1.4,1.6,15.0,16.0,17.0,2.0,30.0
Alex Sandro,br BRA,1991.0,2021.0,Juventus,UCL,338.0,405.0,83.5,6181.0,1834.0,137.0,149.0,91.9,156.0,178.0,87.6,38.0,60.0,63.3,1.0,0.7,0.3,8.0,28.0,10.0,5.0,26.0
Leroy Sané,de GER,1996.0,2021.0,Bayern Munich,UCL,130.0,162.0,80.2,1950.0,233.0,79.0,91.0,86.8,31.0,42.0,73.8,12.0,20.0,60.0,0.0,0.7,-0.7,8.0,2.0,1.0,0.0,3.0
Morgan Sanson,fr FRA,1994.0,2021.0,Marseille,UCL,112.0,146.0,76.7,1834.0,445.0,56.0,65.0,86.2,45.0,52.0,86.5,7.0,21.0,33.3,0.0,0.1,-0.1,2.0,11.0,2.0,0.0,10.0
Douglas Santos,br BRA,1994.0,2021.0,Zenit,UCL,190.0,262.0,72.5,3738.0,1734.0,68.0,76.0,89.5,95.0,115.0,82.6,21.0,56.0,37.5,0.0,0.3,-0.3,3.0,23.0,3.0,1.0,22.0
Zaidu Sanusi,ng NGA,1997.0,2021.0,Porto,UCL,192.0,261.0,73.6,3447.0,1656.0,90.0,111.0,81.1,74.0,102.0,72.5,25.0,42.0,59.5,0.0,0.2,-0.2,2.0,8.0,4.0,2.0,12.0
Pablo Sarabia,es ESP,1992.0,2021.0,Paris S-G,UCL,58.0,70.0,82.9,842.0,265.0,41.0,42.0,97.6,13.0,18.0,72.2,4.0,6.0,66.7,0.0,0.3,-0.3,3.0,6.0,3.0,0.0,4.0
Bouna Sarr,gn GUI,1992.0,2021.0,Bayern Munich,UCL,153.0,177.0,86.4,2303.0,894.0,94.0,102.0,92.2,49.0,54.0,90.7,8.0,15.0,53.3,0.0,0.1,-0.1,4.0,12.0,9.0,5.0,21.0
Malang Sarr,fr FRA,1999.0,2021.0,Porto,UCL,146.0,168.0,86.9,3154.0,1095.0,44.0,49.0,89.8,74.0,77.0,96.1,28.0,41.0,68.3,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0
Stefan Savić,me MNE,1991.0,2021.0,Atlético Madrid,UCL,274.0,330.0,83.0,5912.0,1947.0,91.0,100.0,91.0,124.0,141.0,87.9,58.0,84.0,69.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,18.0
Alexander Scholz,dk DEN,1992.0,2021.0,Midtjylland,UCL,260.0,299.0,87.0,6218.0,2027.0,52.0,60.0,86.7,134.0,148.0,90.5,73.0,90.0,81.1,0.0,0.4,-0.4,4.0,17.0,3.0,0.0,26.0
Siebe Schrijvers,be BEL,1996.0,2021.0,Club Brugge,UCL,18.0,21.0,85.7,236.0,42.0,12.0,14.0,85.7,4.0,4.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Nico Schulz,de GER,1993.0,2021.0,Dortmund,UCL,93.0,116.0,80.2,1451.0,571.0,56.0,65.0,86.2,29.0,35.0,82.9,6.0,12.0,50.0,0.0,0.3,-0.3,1.0,8.0,2.0,1.0,8.0
Perr Schuurs,nl NED,1999.0,2021.0,Ajax,UCL,296.0,356.0,83.1,6660.0,1783.0,58.0,67.0,86.6,186.0,210.0,88.6,51.0,76.0,67.1,0.0,0.0,0.0,0.0,12.0,0.0,0.0,13.0
Rúben Semedo,pt POR,1994.0,2021.0,Olympiacos,UCL,270.0,316.0,85.4,5984.0,1770.0,64.0,71.0,90.1,155.0,166.0,93.4,50.0,74.0,67.6,0.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0
Stefano Sensi,it ITA,1995.0,2021.0,Inter,UCL,10.0,11.0,90.9,165.0,54.0,4.0,4.0,100.0,5.0,5.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Artem Shabanov,ua UKR,1992.0,2021.0,Dynamo Kyiv,UCL,42.0,48.0,87.5,695.0,270.0,18.0,21.0,85.7,23.0,24.0,95.8,1.0,2.0,50.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0
Daniil Shamkin,ru RUS,2002.0,2021.0,Zenit,UCL,16.0,18.0,88.9,280.0,38.0,8.0,8.0,100.0,4.0,5.0,80.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mykola Shaparenko,ua UKR,1998.0,2021.0,Dynamo Kyiv,UCL,226.0,255.0,88.6,4355.0,1018.0,105.0,119.0,88.2,78.0,85.0,91.8,38.0,42.0,90.5,0.0,0.0,0.0,1.0,25.0,4.0,1.0,16.0
Xherdan Shaqiri,ch SUI,1991.0,2021.0,Liverpool,UCL,47.0,62.0,75.8,805.0,253.0,23.0,27.0,85.2,19.0,23.0,82.6,4.0,11.0,36.4,0.0,0.4,-0.4,3.0,4.0,4.0,0.0,6.0
Luke Shaw,eng ENG,1995.0,2021.0,Manchester Utd,UCL,220.0,272.0,80.9,3753.0,1663.0,120.0,129.0,93.0,78.0,91.0,85.7,18.0,39.0,46.2,1.0,0.4,0.6,6.0,23.0,4.0,3.0,27.0
Volodymyr Shepelyev,ua UKR,1997.0,2021.0,Dynamo Kyiv,UCL,115.0,126.0,91.3,2132.0,394.0,46.0,48.0,95.8,52.0,57.0,91.2,14.0,18.0,77.8,0.0,0.0,0.0,0.0,7.0,2.0,0.0,7.0
Dávid Sigér,hu HUN,1990.0,2021.0,Ferencváros,UCL,133.0,156.0,85.3,2483.0,309.0,61.0,70.0,87.1,44.0,48.0,91.7,23.0,32.0,71.9,0.0,0.0,0.0,0.0,6.0,1.0,0.0,6.0
Bernardo Silva,pt POR,1994.0,2021.0,Manchester City,UCL,305.0,347.0,87.9,4868.0,909.0,157.0,169.0,92.9,120.0,138.0,87.0,18.0,24.0,75.0,1.0,1.6,-0.6,11.0,16.0,13.0,1.0,28.0
Thiago Silva,br BRA,1984.0,2021.0,Chelsea,UCL,177.0,194.0,91.2,3739.0,1380.0,57.0,61.0,93.4,90.0,96.0,93.8,27.0,33.0,81.8,0.0,0.0,0.0,0.0,16.0,2.0,0.0,18.0
Aleksandr Silyanov,ru RUS,2001.0,2021.0,Loko Moscow,UCL,2.0,2.0,100.0,35.0,25.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pione Sisto,dk DEN,1995.0,2021.0,Midtjylland,UCL,105.0,129.0,81.4,1889.0,216.0,52.0,60.0,86.7,40.0,47.0,85.1,12.0,17.0,70.6,0.0,0.3,-0.3,1.0,5.0,1.0,0.0,3.0
Milan Škriniar,sk SVK,1995.0,2021.0,Inter,UCL,200.0,218.0,91.7,4160.0,1141.0,57.0,62.0,91.9,116.0,121.0,95.9,25.0,33.0,75.8,0.0,0.0,0.0,0.0,18.0,1.0,1.0,12.0
Martin Škrtel,sk SVK,1984.0,2021.0,Başakşehir,UCL,178.0,207.0,86.0,3968.0,1091.0,50.0,52.0,96.2,93.0,104.0,89.4,35.0,49.0,71.4,0.0,0.1,-0.1,2.0,8.0,0.0,0.0,6.0
Igor Smolnikov,ru RUS,1988.0,2021.0,Krasnodar,UCL,154.0,200.0,77.0,2574.0,1037.0,83.0,95.0,87.4,56.0,75.0,74.7,14.0,20.0,70.0,0.0,0.2,-0.2,4.0,5.0,5.0,3.0,15.0
Fyodor Smolov,ru RUS,1990.0,2021.0,Loko Moscow,UCL,48.0,72.0,66.7,754.0,112.0,28.0,41.0,68.3,15.0,20.0,75.0,4.0,8.0,50.0,0.0,0.2,-0.2,2.0,0.0,1.0,0.0,2.0
Eduard Sobol,ua UKR,1995.0,2021.0,Club Brugge,UCL,189.0,231.0,81.8,3348.0,1296.0,80.0,88.0,90.9,87.0,103.0,84.5,19.0,29.0,65.5,0.0,0.2,-0.2,3.0,22.0,2.0,0.0,28.0
Manor Solomon,il ISR,1999.0,2021.0,Shakhtar,UCL,123.0,131.0,93.9,2019.0,268.0,63.0,65.0,96.9,50.0,52.0,96.2,9.0,11.0,81.8,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0
Somália,br BRA,1988.0,2021.0,Ferencváros,UCL,167.0,194.0,86.1,2474.0,396.0,81.0,96.0,84.4,76.0,84.0,90.5,2.0,4.0,50.0,0.0,0.1,-0.1,4.0,6.0,1.0,0.0,4.0
Brandon Soppy,fr FRA,2002.0,2021.0,Rennes,UCL,41.0,61.0,67.2,968.0,430.0,9.0,15.0,60.0,21.0,25.0,84.0,11.0,18.0,61.1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0
Yegor Sorokin,ru RUS,1995.0,2021.0,Krasnodar,UCL,66.0,80.0,82.5,1529.0,771.0,20.0,20.0,100.0,27.0,32.0,84.4,15.0,23.0,65.2,0.0,0.1,-0.1,1.0,12.0,1.0,1.0,10.0
Hillel Soudani,dz ALG,1987.0,2021.0,Olympiacos,UCL,10.0,12.0,83.3,139.0,22.0,5.0,7.0,71.4,5.0,5.0,100.0,0.0,0.0,,0.0,0.2,-0.2,1.0,0.0,0.0,0.0,2.0
Eduard Spertsyan,am ARM,2000.0,2021.0,Krasnodar,UCL,8.0,14.0,57.1,151.0,25.0,3.0,5.0,60.0,5.0,8.0,62.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Taras Stepanenko,ua UKR,1989.0,2021.0,Shakhtar,UCL,164.0,183.0,89.6,3562.0,760.0,46.0,47.0,97.9,84.0,94.0,89.4,32.0,38.0,84.2,0.0,0.2,-0.2,1.0,11.0,0.0,0.0,5.0
Raheem Sterling,eng ENG,1994.0,2021.0,Manchester City,UCL,187.0,217.0,86.2,2568.0,577.0,118.0,130.0,90.8,62.0,70.0,88.6,3.0,7.0,42.9,2.0,1.7,0.3,7.0,11.0,6.0,0.0,19.0
Angelo Stiller,de GER,2001.0,2021.0,Bayern Munich,UCL,24.0,26.0,92.3,549.0,135.0,11.0,12.0,91.7,4.0,4.0,100.0,9.0,10.0,90.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0
Lars Stindl,de GER,1988.0,2021.0,M'Gladbach,UCL,200.0,255.0,78.4,3328.0,677.0,106.0,117.0,90.6,68.0,89.0,76.4,21.0,36.0,58.3,2.0,0.8,1.2,12.0,12.0,6.0,0.0,14.0
John Stones,eng ENG,1994.0,2021.0,Manchester City,UCL,314.0,335.0,93.7,6368.0,1935.0,107.0,110.0,97.3,154.0,162.0,95.1,51.0,60.0,85.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,13.0
Kevin Strootman,nl NED,1990.0,2021.0,Marseille,UCL,23.0,25.0,92.0,314.0,108.0,12.0,12.0,100.0,10.0,11.0,90.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
Luis Suárez,uy URU,1987.0,2021.0,Atlético Madrid,UCL,88.0,129.0,68.2,1369.0,211.0,49.0,66.0,74.2,25.0,37.0,67.6,10.0,14.0,71.4,0.0,0.6,-0.6,7.0,3.0,5.0,0.0,8.0
Luka Sučić,hr CRO,2002.0,2021.0,RB Salzburg,UCL,29.0,32.0,90.6,423.0,129.0,18.0,20.0,90.0,8.0,9.0,88.9,2.0,2.0,100.0,0.0,0.1,-0.1,2.0,2.0,0.0,0.0,3.0
Heorhii Sudakov,ua UKR,2002.0,2021.0,Shakhtar,UCL,4.0,4.0,100.0,76.0,1.0,3.0,3.0,100.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niklas Süle,de GER,1995.0,2021.0,Bayern Munich,UCL,397.0,431.0,92.1,8318.0,2497.0,116.0,121.0,95.9,207.0,220.0,94.1,69.0,82.0,84.1,0.0,0.1,-0.1,1.0,32.0,2.0,0.0,32.0
Magomed-Shapi Suleymanov,ru RUS,1999.0,2021.0,Krasnodar,UCL,72.0,96.0,75.0,1160.0,287.0,39.0,47.0,83.0,28.0,34.0,82.4,4.0,9.0,44.4,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0
Vladyslav Supriaha,ua UKR,2000.0,2021.0,Dynamo Kyiv,UCL,43.0,57.0,75.4,593.0,39.0,24.0,31.0,77.4,15.0,20.0,75.0,2.0,3.0,66.7,0.0,0.1,-0.1,1.0,0.0,0.0,0.0,1.0
Suso,es ESP,1993.0,2021.0,Sevilla,UCL,101.0,141.0,71.6,1840.0,431.0,55.0,59.0,93.2,30.0,47.0,63.8,15.0,27.0,55.6,0.0,0.1,-0.1,3.0,8.0,4.0,2.0,6.0
Aleksei Sutormin,ru RUS,1994.0,2021.0,Zenit,UCL,154.0,179.0,86.0,2539.0,900.0,75.0,83.0,90.4,55.0,67.0,82.1,15.0,19.0,78.9,1.0,0.4,0.6,5.0,8.0,1.0,0.0,8.0
Erik Sviatchenko,dk DEN,1991.0,2021.0,Midtjylland,UCL,167.0,228.0,73.2,3596.0,807.0,36.0,55.0,65.5,105.0,122.0,86.1,23.0,48.0,47.9,0.0,1.0,-1.0,4.0,9.0,0.0,0.0,10.0
Serhiy Sydorchuk,ua UKR,1991.0,2021.0,Dynamo Kyiv,UCL,217.0,234.0,92.7,4269.0,641.0,81.0,83.0,97.6,101.0,106.0,95.3,33.0,40.0,82.5,0.0,0.1,-0.1,1.0,14.0,0.0,0.0,9.0
Dominik Szoboszlai,hu HUN,2000.0,2021.0,RB Salzburg,UCL,184.0,270.0,68.1,3453.0,1358.0,79.0,99.0,79.8,70.0,88.0,79.5,28.0,63.0,44.4,0.0,0.9,-0.9,13.0,17.0,9.0,2.0,26.0
Alexander Sørloth,no NOR,1995.0,2021.0,RB Leipzig,UCL,23.0,28.0,82.1,380.0,48.0,11.0,12.0,91.7,10.0,12.0,83.3,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Dušan Tadić,rs SRB,1988.0,2021.0,Ajax,UCL,184.0,256.0,71.9,3044.0,982.0,105.0,122.0,86.1,53.0,73.0,72.6,24.0,47.0,51.1,3.0,1.6,1.4,15.0,11.0,8.0,3.0,23.0
Nicolás Tagliafico,ar ARG,1992.0,2021.0,Ajax,UCL,226.0,306.0,73.9,4057.0,1881.0,101.0,121.0,83.5,100.0,131.0,76.3,22.0,46.0,47.8,0.0,0.1,-0.1,1.0,15.0,3.0,1.0,28.0
Taison,br BRA,1988.0,2021.0,Shakhtar,UCL,109.0,123.0,88.6,1959.0,385.0,55.0,59.0,93.2,37.0,41.0,90.2,13.0,16.0,81.3,0.0,0.1,-0.1,1.0,6.0,6.0,0.0,10.0
Flavien Tait,fr FRA,1993.0,2021.0,Rennes,UCL,29.0,36.0,80.6,603.0,148.0,7.0,9.0,77.8,18.0,18.0,100.0,4.0,7.0,57.1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0
Mehdi Taremi,ir IRN,1992.0,2021.0,Porto,UCL,19.0,32.0,59.4,310.0,51.0,8.0,14.0,57.1,9.0,10.0,90.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Mahmut Tekdemir,tr TUR,1988.0,2021.0,Başakşehir,UCL,103.0,121.0,85.1,1929.0,446.0,45.0,48.0,93.8,45.0,47.0,95.7,13.0,24.0,54.2,0.0,0.1,-0.1,3.0,6.0,2.0,0.0,7.0
Alex Telles,br BRA,1992.0,2021.0,Manchester Utd,UCL,114.0,168.0,67.9,2257.0,1024.0,48.0,58.0,82.8,49.0,63.0,77.8,16.0,38.0,42.1,0.0,0.6,-0.6,10.0,7.0,3.0,3.0,6.0
