Player,Nation,Born,Season,Squad,Comp,yellow_cards,red_cards,2nd_yellow_cards,fouls_committed,fouls_drawn,offsides,pks_won,pks_conceded,own_goals,loose_balls_recovered,aerials_won,aerials_lost,aerials_won_pct
Jeong Woo-yeong,kr KOR,1999.0,2019.0,Bayern Munich,UCL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Gregory Wüthrich,ch SUI,1994.0,2019.0,Young Boys,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Dmitry Yefremov,ru RUS,1995.0,2019.0,CSKA Moscow,UCL,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,
Ashley Young,eng ENG,1985.0,2019.0,Manchester Utd,UCL,2.0,0.0,0.0,11.0,5.0,1.0,0.0,0.0,0.0,49.0,1.0,3.0,25.0
Dan-Axel Zagadou,fr FRA,1999.0,2019.0,Dortmund,UCL,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,7.0,4.0,63.6
Nicolò Zaniolo,it ITA,1999.0,2019.0,Roma,UCL,2.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,26.0,5.0,7.0,41.7
Martin Zeman,cz CZE,1989.0,2019.0,Viktoria Plzeň,UCL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,
Timur Zhamaletdinov,ru RUS,1997.0,2019.0,CSKA Moscow,UCL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Rifat Zhemaletdinov,ru RUS,1996.0,2019.0,Loko Moscow,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,33.3
Piotr Zieliński,pl POL,1994.0,2019.0,Napoli,UCL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,100.0
Oleksandr Zinchenko,ua UKR,1996.0,2019.0,Manchester City,UCL,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,33.0,5.0,5.0,50.0
Andrija Živković,rs SRB,1996.0,2019.0,Benfica,UCL,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,
Hakim Ziyech,ma MAR,1993.0,2019.0,Ajax,UCL,3.0,0.0,0.0,15.0,22.0,5.0,0.0,0.0,0.0,87.0,5.0,8.0,38.5
Steven Zuber,ch SUI,1991.0,2019.0,Hoffenheim,UCL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,50.0
,,,,,,,,,,,,,,,,,,
Tammy Abraham,eng ENG,1997.0,2020.0,Chelsea,UCL,0.0,0.0,0.0,12.0,4.0,6.0,0.0,0.0,1.0,15.0,23.0,12.0,65.7
Tyler Adams,us USA,1999.0,2020.0,RB Leipzig,UCL,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,50.0
Arijan Ademi,mk MKD,1991.0,2020.0,Dinamo Zagreb,UCL,3.0,0.0,0.0,10.0,3.0,3.0,0.0,0.0,0.0,41.0,3.0,4.0,42.9
Sergio Agüero,ar ARG,1988.0,2020.0,Manchester City,UCL,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,2.0,3.0,40.0
Manuel Akanji,ch SUI,1995.0,2020.0,Dortmund,UCL,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,48.0,10.0,6.0,62.5
David Alaba,at AUT,1992.0,2020.0,Bayern Munich,UCL,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,69.0,8.0,3.0,72.7
Lucas Alario,ar ARG,1992.0,2020.0,Leverkusen,UCL,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,6.0,4.0,7.0,36.4
Jordi Alba,es ESP,1989.0,2020.0,Barcelona,UCL,2.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,32.0,3.0,6.0,33.3
Paco Alcácer,es ESP,1993.0,2020.0,Dortmund,UCL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
Thiago Alcántara,es ESP,1991.0,2020.0,Bayern Munich,UCL,2.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,135.0,13.0,4.0,76.5
Toby Alderweireld,be BEL,1989.0,2020.0,Tottenham,UCL,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,45.0,8.0,10.0,44.4
Carles Aleñá,es ESP,1998.0,2020.0,Barcelona,UCL,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,50.0
Trent Alexander-Arnold,eng ENG,1998.0,2020.0,Liverpool,UCL,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,70.0,3.0,14.0,17.6
Allan,br BRA,1991.0,2020.0,Napoli,UCL,1.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,55.0,2.0,3.0,40.0
Dele Alli,eng ENG,1996.0,2020.0,Tottenham,UCL,1.0,0.0,0.0,10.0,13.0,2.0,0.0,0.0,0.0,38.0,5.0,9.0,35.7
André Almeida,pt POR,1990.0,2020.0,Benfica,UCL,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0,40.0
Marcos Alonso,es ESP,1990.0,2020.0,Chelsea,UCL,0.0,1.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,52.0,18.0,2.0,90.0
Éder Álvarez Balanta,co COL,1993.0,2020.0,Club Brugge,UCL,2.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,32.0,3.0,4.0,42.9
Edson Álvarez,mx MEX,1997.0,2020.0,Ajax,UCL,1.0,0.0,0.0,8.0,6.0,0.0,0.0,1.0,0.0,32.0,10.0,5.0,66.7
Nadiem Amiri,de GER,1996.0,2020.0,Leverkusen,UCL,0.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,24.0,1.0,2.0,33.3
Ethan Ampadu,wal WAL,2000.0,2020.0,RB Leipzig,UCL,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,5.0,0.0,100.0
Joachim Andersen,dk DEN,1996.0,2020.0,Lyon,UCL,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,51.0,12.0,6.0,66.7
Florin Andone,ro ROU,1993.0,2020.0,Galatasaray,UCL,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,4.0,8.0,7.0,53.3
Benjamin André,fr FRA,1990.0,2020.0,Lille,UCL,1.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,57.0,14.0,14.0,50.0
Miguel Ángel Guerrero,es ESP,1990.0,2020.0,Olympiacos,UCL,1.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,10.0,8.0,16.0,33.3
Angeliño,es ESP,1997.0,2020.0,RB Leipzig,UCL,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,27.0,1.0,7.0,12.5
Angeliño,es ESP,1997.0,2020.0,Manchester City,UCL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,100.0
Marcos Antônio,br BRA,2000.0,2020.0,Shakhtar,UCL,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,50.0
Houssem Aouar,fr FRA,1998.0,2020.0,Lyon,UCL,1.0,0.0,0.0,9.0,21.0,1.0,1.0,0.0,0.0,50.0,5.0,7.0,41.7
Youssef El-Arabi,ma MAR,1987.0,2020.0,Olympiacos,UCL,1.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,10.0,7.0,15.0,31.8
Charles Aránguiz,cl CHI,1989.0,2020.0,Leverkusen,UCL,2.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,60.0,1.0,6.0,14.3
Luiz Araújo,br BRA,1996.0,2020.0,Lille,UCL,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,19.0,2.0,6.0,25.0
Santiago Arias,co COL,1992.0,2020.0,Atlético Madrid,UCL,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,21.0,7.0,4.0,63.6
Kwadwo Asamoah,gh GHA,1988.0,2020.0,Inter,UCL,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,100.0
Marco Asensio,es ESP,1996.0,2020.0,Real Madrid,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Majeed Ashimeru,gh GHA,1997.0,2020.0,RB Salzburg,UCL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
Iyayi Atiemwen,ng NGA,1996.0,2020.0,Dinamo Zagreb,UCL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Serge Aurier,ci CIV,1992.0,2020.0,Tottenham,UCL,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,50.0,16.0,5.0,76.2
Sardar Azmoun,ir IRN,1995.0,2020.0,Zenit,UCL,1.0,0.0,0.0,8.0,1.0,3.0,0.0,0.0,1.0,18.0,15.0,18.0,45.5
César Azpilicueta,es ESP,1989.0,2020.0,Chelsea,UCL,2.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,59.0,15.0,7.0,68.2
Ryan Babel,nl NED,1986.0,2020.0,Galatasaray,UCL,1.0,0.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,17.0,7.0,9.0,43.8
Leon Bailey,jm JAM,1997.0,2020.0,Leverkusen,UCL,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,50.0
Gareth Bale,wal WAL,1989.0,2020.0,Real Madrid,UCL,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0
Leonardo Balerdi,ar ARG,1999.0,2020.0,Dortmund,UCL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jonathan Bamba,fr FRA,1996.0,2020.0,Lille,UCL,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,25.0,3.0,5.0,37.5
Nicolò Barella,it ITA,1997.0,2020.0,Inter,UCL,2.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,30.0,3.0,2.0,60.0
Dmitri Barinov,ru RUS,1996.0,2020.0,Loko Moscow,UCL,3.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,37.0,5.0,5.0,50.0
Ross Barkley,eng ENG,1993.0,2020.0,Chelsea,UCL,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,
Wílmar Barrios,co COL,1993.0,2020.0,Zenit,UCL,2.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,72.0,4.0,7.0,36.4
Musa Barrow,gm GAM,1998.0,2020.0,Atalanta,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Michy Batshuayi,be BEL,1993.0,2020.0,Chelsea,UCL,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,3.0,40.0
Julian Baumgartlinger,at AUT,1988.0,2020.0,Leverkusen,UCL,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,44.0,7.0,2.0,77.8
Ömer Bayram,tr TUR,1991.0,2020.0,Galatasaray,UCL,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,0.0
Donny van de Beek,nl NED,1997.0,2020.0,Ajax,UCL,1.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,50.0,6.0,6.0,50.0
Younès Belhanda,ma MAR,1990.0,2020.0,Galatasaray,UCL,1.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,100.0
Karim Bellarabi,de GER,1990.0,2020.0,Leverkusen,UCL,2.0,0.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,50.0,0.0,2.0,0.0
Lars Bender,de GER,1989.0,2020.0,Leverkusen,UCL,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,23.0,4.0,7.0,36.4
Sven Bender,de GER,1989.0,2020.0,Leverkusen,UCL,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,68.0,17.0,5.0,77.3
Rodrigo Bentancur,uy URU,1997.0,2020.0,Juventus,UCL,2.0,0.0,0.0,11.0,8.0,1.0,0.0,1.0,0.0,47.0,11.0,6.0,64.7
Karim Benzema,fr FRA,1987.0,2020.0,Real Madrid,UCL,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,20.0,9.0,11.0,45.0
Yassine Benzia,dz ALG,1994.0,2020.0,Olympiacos,UCL,2.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,50.0
Sander Berge,no NOR,1998.0,2020.0,Genk,UCL,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,66.0,12.0,6.0,66.7
Steven Bergwijn,nl NED,1997.0,2020.0,Tottenham,UCL,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,50.0
Federico Bernardeschi,it ITA,1994.0,2020.0,Juventus,UCL,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0
Juan Bernat,es ESP,1993.0,2020.0,Paris S-G,UCL,3.0,0.0,0.0,8.0,16.0,1.0,0.0,0.0,0.0,55.0,15.0,5.0,75.0
Antoine Bernede,fr FRA,1999.0,2020.0,RB Salzburg,UCL,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0
Cristiano Biraghi,it ITA,1992.0,2020.0,Inter,UCL,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,100.0
Daley Blind,nl NED,1990.0,2020.0,Ajax,UCL,3.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,59.0,14.0,7.0,66.7
Richmond Boakye,gh GHA,1993.0,2020.0,Red Star,UCL,1.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,11.0,3.0,18.0,14.3
Jérôme Boateng,de GER,1988.0,2020.0,Bayern Munich,UCL,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,71.0,13.0,3.0,81.3
Serhiy Bolbat,ua UKR,1993.0,2020.0,Shakhtar,UCL,2.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,25.0
Theo Bongonda,be BEL,1995.0,2020.0,Genk,UCL,1.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,17.0,1.0,3.0,25.0
Leonardo Bonucci,it ITA,1987.0,2020.0,Juventus,UCL,1.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,60.0,6.0,9.0,40.0
Neto Borges,br BRA,1996.0,2020.0,Genk,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Jan Bořil,cz CZE,1991.0,2020.0,Slavia Prague,UCL,2.0,0.0,0.0,11.0,7.0,1.0,0.0,0.0,0.0,62.0,9.0,11.0,45.0
Andreas Bouchalakis,gr GRE,1993.0,2020.0,Olympiacos,UCL,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,50.0,8.0,5.0,61.5
Domagoj Bradarić,hr CRO,1999.0,2020.0,Lille,UCL,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,36.0,1.0,2.0,33.3
Julian Brandt,de GER,1996.0,2020.0,Dortmund,UCL,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,40.0,7.0,7.0,50.0
Marcelo Brozović,hr CRO,1992.0,2020.0,Inter,UCL,1.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,64.0,2.0,2.0,50.0
Jacob Bruun Larsen,dk DEN,1998.0,2020.0,Dortmund,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mick van Buren,nl NED,1992.0,2020.0,Slavia Prague,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
Sergio Busquets,es ESP,1988.0,2020.0,Barcelona,UCL,3.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,55.0,5.0,2.0,71.4
Adem Büyük,tr TUR,1987.0,2020.0,Galatasaray,UCL,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,9.0,5.0,11.0,31.3
Mattia Caldara,it ITA,1994.0,2020.0,Atalanta,UCL,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,20.0,4.0,4.0,50.0
José Callejón,es ESP,1987.0,2020.0,Napoli,UCL,0.0,0.0,0.0,4.0,9.0,0.0,2.0,0.0,0.0,28.0,0.0,9.0,0.0
Mohamed Camara,gn GUI,1997.0,2020.0,Olympiacos,UCL,1.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,55.0,8.0,9.0,47.1
Emre Can,de GER,1994.0,2020.0,Dortmund,UCL,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,27.0,1.0,2.0,33.3
José Cañas,es ESP,1987.0,2020.0,Red Star,UCL,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,25.0,2.0,2.0,50.0
João Cancelo,pt POR,1994.0,2020.0,Manchester City,UCL,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,55.0,9.0,5.0,64.3
Antonio Candreva,it ITA,1987.0,2020.0,Inter,UCL,2.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,24.0,2.0,2.0,50.0
Maxence Caqueret,fr FRA,2000.0,2020.0,Lyon,UCL,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,5.0,37.5
Yannick Carrasco,be BEL,1993.0,2020.0,Atlético Madrid,UCL,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,50.0
Dani Carvajal,es ESP,1992.0,2020.0,Real Madrid,UCL,1.0,0.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,76.0,5.0,9.0,35.7
Casemiro,br BRA,1992.0,2020.0,Real Madrid,UCL,1.0,0.0,0.0,10.0,9.0,1.0,0.0,0.0,0.0,96.0,15.0,11.0,57.7
Timothy Castagne,be BEL,1995.0,2020.0,Atalanta,UCL,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,29.0,4.0,6.0,40.0
Edinson Cavani,uy URU,1987.0,2020.0,Paris S-G,UCL,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,4.0,3.0,4.0,42.9
Zeki Çelik,tr TUR,1997.0,2020.0,Lille,UCL,2.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,49.0,4.0,9.0,30.8
Murilo Cerqueira,br BRA,1997.0,2020.0,Loko Moscow,UCL,1.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,36.0,5.0,2.0,71.4
Franco Cervi,ar ARG,1994.0,2020.0,Benfica,UCL,0.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,34.0,2.0,6.0,25.0
Rayan Cherki,fr FRA,2003.0,2020.0,Lyon,UCL,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,
Denis Cheryshev,ru RUS,1990.0,2020.0,Valencia,UCL,0.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,17.0,1.0,5.0,16.7
Chiquinho,pt POR,1995.0,2020.0,Benfica,UCL,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,50.0
Andreas Christensen,dk DEN,1996.0,2020.0,Chelsea,UCL,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,25.0,5.0,4.0,55.6
Kingsley Coman,fr FRA,1996.0,2020.0,Bayern Munich,UCL,0.0,0.0,0.0,5.0,10.0,1.0,0.0,1.0,0.0,35.0,5.0,5.0,50.0
Dion Cools,be BEL,1996.0,2020.0,Club Brugge,UCL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Francis Coquelin,fr FRA,1991.0,2020.0,Valencia,UCL,2.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,57.0,5.0,5.0,50.0
Vedran Ćorluka,hr CRO,1986.0,2020.0,Loko Moscow,UCL,1.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,28.0,16.0,4.0,80.0
Maxwel Cornet,ci CIV,1996.0,2020.0,Lyon,UCL,2.0,0.0,0.0,10.0,8.0,2.0,0.0,0.0,0.0,51.0,6.0,13.0,31.6
Ángel Correa,ar ARG,1995.0,2020.0,Atlético Madrid,UCL,2.0,0.0,0.0,11.0,5.0,1.0,0.0,0.0,0.0,29.0,1.0,5.0,16.7
Thierry Correia,pt POR,1999.0,2020.0,Valencia,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Diego Costa,es ESP,1988.0,2020.0,Atlético Madrid,UCL,1.0,0.0,0.0,7.0,5.0,3.0,0.0,0.0,0.0,16.0,13.0,25.0,34.2
Douglas Costa,br BRA,1990.0,2020.0,Juventus,UCL,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Jaume Costa,es ESP,1988.0,2020.0,Valencia,UCL,1.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,19.0,3.0,4.0,42.9
Vladimír Coufal,cz CZE,1992.0,2020.0,Slavia Prague,UCL,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,54.0,9.0,5.0,64.3
Philippe Coutinho,br BRA,1992.0,2020.0,Bayern Munich,UCL,0.0,0.0,0.0,6.0,12.0,2.0,0.0,0.0,0.0,38.0,1.0,4.0,20.0
Juan Cuadrado,co COL,1988.0,2020.0,Juventus,UCL,4.0,0.0,0.0,8.0,19.0,0.0,0.0,0.0,0.0,43.0,6.0,2.0,75.0
Carlos Cuesta,co COL,1999.0,2020.0,Genk,UCL,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,29.0,9.0,3.0,75.0
Matheus Cunha,br BRA,1999.0,2020.0,RB Leipzig,UCL,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0
Danilo D'Ambrosio,it ITA,1988.0,2020.0,Inter,UCL,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,14.0,5.0,0.0,100.0
Jacopo Da Riva,it ITA,2000.0,2020.0,Atalanta,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Colin Dagba,fr FRA,1998.0,2020.0,Paris S-G,UCL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,
Mahmoud Dahoud,de GER,1996.0,2020.0,Dortmund,UCL,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,100.0
Patson Daka,zm ZAM,1998.0,2020.0,RB Salzburg,UCL,0.0,0.0,0.0,8.0,2.0,4.0,0.0,0.0,0.0,18.0,7.0,13.0,35.0
Danilo,br BRA,1991.0,2020.0,Juventus,UCL,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,47.0,9.0,4.0,69.2
Alphonso Davies,ca CAN,2000.0,2020.0,Bayern Munich,UCL,2.0,0.0,0.0,6.0,9.0,2.0,0.0,0.0,0.0,98.0,7.0,3.0,70.0
Ben Davies,wal WAL,1993.0,2020.0,Tottenham,UCL,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,26.0,2.0,1.0,66.7
Kevin De Bruyne,be BEL,1991.0,2020.0,Manchester City,UCL,1.0,0.0,0.0,8.0,9.0,1.0,0.0,0.0,0.0,46.0,5.0,3.0,62.5
Charles De Ketelaere,be BEL,2001.0,2020.0,Club Brugge,UCL,1.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,0.0,15.0,3.0,1.0,75.0
Mattia De Sciglio,it ITA,1992.0,2020.0,Juventus,UCL,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,20.0,4.0,2.0,66.7
Miloš Degenek,au AUS,1994.0,2020.0,Red Star,UCL,2.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,49.0,7.0,4.0,63.6
Thomas Delaney,dk DEN,1991.0,2020.0,Dortmund,UCL,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,50.0
Simon Deli,ci CIV,1991.0,2020.0,Club Brugge,UCL,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,72.0,15.0,5.0,75.0
Moussa Dembélé,fr FRA,1996.0,2020.0,Lyon,UCL,1.0,0.0,0.0,15.0,6.0,6.0,0.0,0.0,0.0,30.0,19.0,35.0,35.2
Ousmane Dembélé,fr FRA,1997.0,2020.0,Barcelona,UCL,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0
Merih Demiral,tr TUR,1998.0,2020.0,Juventus,UCL,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,50.0
Kerem Demirbay,de GER,1993.0,2020.0,Leverkusen,UCL,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,48.0,2.0,3.0,40.0
Diego Demme,de GER,1991.0,2020.0,Napoli,UCL,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,
Diego Demme,de GER,1991.0,2020.0,RB Leipzig,UCL,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,42.0,7.0,4.0,63.6
Jason Denayer,be BEL,1995.0,2020.0,Lyon,UCL,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,78.0,7.0,9.0,43.8
Emmanuel Dennis,ng NGA,1997.0,2020.0,Club Brugge,UCL,0.0,0.0,0.0,13.0,7.0,5.0,0.0,0.0,0.0,29.0,7.0,16.0,30.4
Dentinho,br BRA,1989.0,2020.0,Shakhtar,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Memphis Depay,nl NED,1994.0,2020.0,Lyon,UCL,1.0,0.0,0.0,6.0,15.0,5.0,1.0,1.0,0.0,29.0,2.0,10.0,16.7
Sergiño Dest,us USA,2000.0,2020.0,Ajax,UCL,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,39.0,3.0,3.0,50.0
Sébastien Dewaest,be BEL,1991.0,2020.0,Genk,UCL,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,40.0,9.0,5.0,64.3
Giovanni Di Lorenzo,it ITA,1993.0,2020.0,Napoli,UCL,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,63.0,13.0,11.0,54.2
Ángel Di María,ar ARG,1988.0,2020.0,Paris S-G,UCL,3.0,0.0,0.0,3.0,15.0,6.0,0.0,0.0,0.0,44.0,0.0,6.0,0.0
