Player,Nation,Born,Season,Squad,Comp,yellow_cards,red_cards,2nd_yellow_cards,fouls_committed,fouls_drawn,offsides,pks_won,pks_conceded,own_goals,loose_balls_recovered,aerials_won,aerials_lost,aerials_won_pct
Moussa Diaby,fr FRA,1999.0,2020.0,Leverkusen,UCL,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,
Mbaye Diagne,sn SEN,1991.0,2020.0,Club Brugge,UCL,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,40.0
Mouctar Diakhaby,fr FRA,1996.0,2020.0,Valencia,UCL,3.0,1.0,1.0,5.0,3.0,0.0,0.0,2.0,0.0,31.0,5.0,2.0,71.4
Abdou Diallo,sn SEN,1996.0,2020.0,Paris S-G,UCL,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,100.0
Rúben Dias,pt POR,1997.0,2020.0,Benfica,UCL,1.0,0.0,0.0,6.0,7.0,0.0,0.0,1.0,1.0,56.0,16.0,11.0,59.3
Krepin Diatta,sn SEN,1999.0,2020.0,Club Brugge,UCL,2.0,1.0,1.0,8.0,1.0,3.0,0.0,0.0,0.0,31.0,7.0,2.0,77.8
Brahim Díaz,es ESP,1999.0,2020.0,Real Madrid,UCL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
Eric Dier,eng ENG,1994.0,2020.0,Tottenham,UCL,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,50.0,5.0,8.0,38.5
Virgil van Dijk,nl NED,1991.0,2020.0,Liverpool,UCL,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,114.0,31.0,11.0,73.8
Emir Dilaver,at AUT,1991.0,2020.0,Dinamo Zagreb,UCL,2.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,68.0,10.0,7.0,58.8
Tiago Djaló,pt POR,2000.0,2020.0,Lille,UCL,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,24.0,3.0,3.0,50.0
Berat Djimsiti,al ALB,1993.0,2020.0,Atalanta,UCL,3.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,35.0,17.0,6.0,73.9
Dodô,br BRA,1998.0,2020.0,Shakhtar,UCL,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,100.0
Ryan Donk,sr SUR,1986.0,2020.0,Galatasaray,UCL,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,28.0,9.0,2.0,81.8
Gabriel Dos Santos,br BRA,1997.0,2020.0,Lille,UCL,2.0,0.0,0.0,12.0,3.0,1.0,0.0,0.0,0.0,54.0,14.0,7.0,66.7
Aleksandar Dragović,at AUT,1991.0,2020.0,Leverkusen,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,50.0
Julian Draxler,de GER,1993.0,2020.0,Paris S-G,UCL,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,
Sebastián Driussi,ar ARG,1996.0,2020.0,Zenit,UCL,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,50.0,5.0,4.0,55.6
Leo Dubois,fr FRA,1994.0,2020.0,Lyon,UCL,3.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,71.0,9.0,3.0,75.0
Paulo Dybala,ar ARG,1993.0,2020.0,Juventus,UCL,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,15.0,1.0,2.0,33.3
Artem Dzyuba,ru RUS,1988.0,2020.0,Zenit,UCL,1.0,0.0,0.0,10.0,6.0,6.0,0.0,0.0,0.0,27.0,44.0,42.0,51.2
Éder,pt POR,1987.0,2020.0,Loko Moscow,UCL,0.0,0.0,0.0,3.0,11.0,3.0,0.0,0.0,0.0,19.0,9.0,28.0,24.3
Jurgen Ekkelenkamp,nl NED,2000.0,2020.0,Ajax,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Omar Elabdellaoui,no NOR,1991.0,2020.0,Olympiacos,UCL,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,36.0,12.0,3.0,80.0
Elif Elmas,mk MKD,1999.0,2020.0,Napoli,UCL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0
Christian Eriksen,dk DEN,1992.0,2020.0,Tottenham,UCL,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,50.0
Aleksandr Erokhin,ru RUS,1989.0,2020.0,Zenit,UCL,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,100.0
Sebastiano Esposito,it ITA,2002.0,2020.0,Inter,UCL,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0
Fabinho,br BRA,1993.0,2020.0,Liverpool,UCL,1.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,75.0,11.0,11.0,50.0
Malachi Fagan-Walcott,eng ENG,2002.0,2020.0,Tottenham,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Radamel Falcao,co COL,1986.0,2020.0,Galatasaray,UCL,1.0,0.0,0.0,4.0,8.0,2.0,0.0,0.0,0.0,8.0,5.0,14.0,26.3
Patrick Farkas,at AUT,1992.0,2020.0,RB Salzburg,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
Ansu Fati,es ESP,2002.0,2020.0,Barcelona,UCL,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0
Sofiane Feghouli,dz ALG,1989.0,2020.0,Galatasaray,UCL,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,25.0,0.0,8.0,0.0
Ljubomir Fejsa,rs SRB,1988.0,2020.0,Benfica,UCL,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,
Felipe,br BRA,1989.0,2020.0,Atlético Madrid,UCL,1.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,57.0,18.0,9.0,66.7
João Félix,pt POR,1999.0,2020.0,Atlético Madrid,UCL,0.0,0.0,0.0,2.0,15.0,2.0,2.0,0.0,0.0,25.0,5.0,12.0,29.4
Gedson Fernandes,pt POR,1999.0,2020.0,Benfica,UCL,1.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0
Gedson Fernandes,pt POR,1999.0,2020.0,Tottenham,UCL,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,
Fernandinho,br BRA,1985.0,2020.0,Manchester City,UCL,4.0,0.0,0.0,18.0,2.0,0.0,0.0,1.0,0.0,55.0,11.0,11.0,50.0
Roberto Firmino,br BRA,1991.0,2020.0,Liverpool,UCL,0.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,48.0,6.0,17.0,26.1
Junior Firpo,es ESP,1996.0,2020.0,Barcelona,UCL,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,23.0,4.0,2.0,66.7
Alessandro Florenzi,it ITA,1991.0,2020.0,Valencia,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Phil Foden,eng ENG,2000.0,2020.0,Manchester City,UCL,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,19.0,1.0,4.0,20.0
José Fonte,pt POR,1983.0,2020.0,Lille,UCL,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,37.0,9.0,2.0,81.8
Emil Forsberg,se SWE,1991.0,2020.0,RB Leipzig,UCL,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,39.0,2.0,9.0,18.2
Juan Foyth,ar ARG,1998.0,2020.0,Tottenham,UCL,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,100.0
Remo Freuler,ch SUI,1992.0,2020.0,Atalanta,UCL,3.0,0.0,0.0,19.0,7.0,0.0,0.0,0.0,0.0,70.0,7.0,5.0,58.3
Michal Frydrych,cz CZE,1990.0,2020.0,Slavia Prague,UCL,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,4.0,71.4
Gabriel,br BRA,1993.0,2020.0,Benfica,UCL,2.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,61.0,10.0,7.0,58.8
Gianluca Gaetano,it ITA,2000.0,2020.0,Napoli,UCL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Roberto Gagliardini,it ITA,1994.0,2020.0,Inter,UCL,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,17.0,3.0,1.0,75.0
Kévin Gameiro,fr FRA,1987.0,2020.0,Valencia,UCL,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,16.0,5.0,7.0,41.7
Idrissa Gana Gueye,sn SEN,1989.0,2020.0,Paris S-G,UCL,1.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,54.0,1.0,2.0,33.3
Ezequiel Garay,ar ARG,1986.0,2020.0,Valencia,UCL,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,21.0,7.0,8.0,46.7
Eric García,es ESP,2001.0,2020.0,Manchester City,UCL,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,2.0,60.0
Mateo García,ar ARG,1996.0,2020.0,Red Star,UCL,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,36.0,1.0,7.0,12.5
Mario Gavranović,ch SUI,1989.0,2020.0,Dinamo Zagreb,UCL,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,50.0
Olivier Giroud,fr FRA,1986.0,2020.0,Chelsea,UCL,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,42.9
Serge Gnabry,de GER,1995.0,2020.0,Bayern Munich,UCL,2.0,0.0,0.0,11.0,11.0,2.0,0.0,0.0,0.0,60.0,2.0,9.0,18.2
Marko Gobeljić,rs SRB,1992.0,2020.0,Red Star,UCL,0.0,0.0,0.0,6.0,3.0,2.0,0.0,0.0,0.0,46.0,6.0,3.0,66.7
Diego Godín,uy URU,1986.0,2020.0,Inter,UCL,2.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,49.0,12.0,1.0,92.3
Amer Gojak,ba BIH,1997.0,2020.0,Dinamo Zagreb,UCL,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,2.0,33.3
Joe Gomez,eng ENG,1997.0,2020.0,Liverpool,UCL,2.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,84.0,25.0,14.0,64.1
Maxi Gómez,uy URU,1996.0,2020.0,Valencia,UCL,1.0,0.0,0.0,9.0,11.0,4.0,0.0,0.0,0.0,15.0,14.0,21.0,40.0
Papu Gómez,ar ARG,1988.0,2020.0,Atalanta,UCL,0.0,0.0,0.0,2.0,17.0,3.0,0.0,0.0,0.0,53.0,0.0,6.0,0.0
Leon Goretzka,de GER,1995.0,2020.0,Bayern Munich,UCL,0.0,0.0,0.0,13.0,3.0,1.0,0.0,0.0,0.0,57.0,9.0,9.0,50.0
Robin Gosens,de GER,1994.0,2020.0,Atalanta,UCL,1.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,71.0,20.0,7.0,74.1
Mario Götze,de GER,1992.0,2020.0,Dortmund,UCL,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0
Amine Gouiri,fr FRA,2000.0,2020.0,Lyon,UCL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Antoine Griezmann,fr FRA,1991.0,2020.0,Barcelona,UCL,2.0,0.0,0.0,9.0,5.0,1.0,0.0,0.0,0.0,27.0,1.0,8.0,11.1
Álex Grimaldo,es ESP,1995.0,2020.0,Benfica,UCL,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,47.0,4.0,4.0,50.0
Gonçalo Guedes,pt POR,1996.0,2020.0,Valencia,UCL,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,12.0,0.0,3.0,0.0
Raphaël Guerreiro,pt POR,1993.0,2020.0,Dortmund,UCL,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,50.0,5.0,7.0,41.7
Guilherme,br BRA,1991.0,2020.0,Olympiacos,UCL,2.0,0.0,0.0,6.0,10.0,1.0,0.0,1.0,0.0,41.0,4.0,5.0,44.4
Bruno Guimarães,br BRA,1997.0,2020.0,Lyon,UCL,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,28.0,1.0,1.0,50.0
İlkay Gündoğan,de GER,1990.0,2020.0,Manchester City,UCL,0.0,0.0,0.0,6.0,8.0,1.0,0.0,0.0,0.0,87.0,7.0,2.0,77.8
Erling Haaland,no NOR,2000.0,2020.0,Dortmund,UCL,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,33.3
Erling Haaland,no NOR,2000.0,2020.0,RB Salzburg,UCL,1.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,20.0,5.0,8.0,38.5
Ianis Hagi,ro ROU,1998.0,2020.0,Genk,UCL,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,33.3
Amadou Haidara,ml MLI,1998.0,2020.0,RB Leipzig,UCL,3.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,42.0,5.0,5.0,50.0
Izet Hajrović,ba BIH,1991.0,2020.0,Dinamo Zagreb,UCL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Achraf Hakimi,ma MAR,1998.0,2020.0,Dortmund,UCL,0.0,0.0,0.0,9.0,15.0,1.0,0.0,0.0,0.0,65.0,4.0,4.0,50.0
Marcel Halstenberg,de GER,1991.0,2020.0,RB Leipzig,UCL,1.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,58.0,8.0,8.0,50.0
Taylor Harwood-Bellis,eng ENG,2002.0,2020.0,Manchester City,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Hans Hateboer,nl NED,1994.0,2020.0,Atalanta,UCL,2.0,0.0,0.0,9.0,4.0,1.0,0.0,0.0,0.0,45.0,10.0,15.0,40.0
Kai Havertz,de GER,1999.0,2020.0,Leverkusen,UCL,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,32.0,6.0,14.0,30.0
Eden Hazard,be BEL,1991.0,2020.0,Real Madrid,UCL,1.0,0.0,0.0,2.0,16.0,1.0,0.0,0.0,0.0,22.0,1.0,4.0,20.0
Thorgan Hazard,be BEL,1993.0,2020.0,Dortmund,UCL,2.0,0.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,38.0,3.0,5.0,37.5
Hwang Hee-chan,kr KOR,1996.0,2020.0,RB Salzburg,UCL,0.0,0.0,0.0,11.0,6.0,4.0,2.0,0.0,0.0,50.0,2.0,13.0,13.3
Jordan Henderson,eng ENG,1990.0,2020.0,Liverpool,UCL,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,75.0,4.0,6.0,40.0
Mario Hermoso,es ESP,1995.0,2020.0,Atlético Madrid,UCL,1.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,32.0,6.0,2.0,75.0
Lucas Hernández,fr FRA,1996.0,2020.0,Bayern Munich,UCL,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,50.0
Ander Herrera,es ESP,1989.0,2020.0,Paris S-G,UCL,2.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,50.0
Héctor Herrera,mx MEX,1990.0,2020.0,Atlético Madrid,UCL,1.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,40.0,4.0,4.0,50.0
Son Heung-min,kr KOR,1992.0,2020.0,Tottenham,UCL,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,21.0,1.0,3.0,25.0
Bryan Heynen,be BEL,1997.0,2020.0,Genk,UCL,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,22.0,6.0,4.0,60.0
Gonzalo Higuaín,ar ARG,1987.0,2020.0,Juventus,UCL,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,20.0,1.0,6.0,14.3
David Hovorka,cz CZE,1993.0,2020.0,Slavia Prague,UCL,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,39.0,7.0,2.0,77.8
Benedikt Höwedes,de GER,1988.0,2020.0,Loko Moscow,UCL,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,29.0,4.0,3.0,57.1
Patrik Hrošovský,sk SVK,1992.0,2020.0,Genk,UCL,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,51.0,2.0,3.0,40.0
Callum Hudson-Odoi,eng ENG,2000.0,2020.0,Chelsea,UCL,0.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,14.0,1.0,2.0,33.3
Mats Hummels,de GER,1988.0,2020.0,Dortmund,UCL,2.0,0.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,87.0,12.0,5.0,70.6
Klaas-Jan Huntelaar,nl NED,1983.0,2020.0,Ajax,UCL,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,60.0
Josef Hušbauer,cz CZE,1990.0,2020.0,Slavia Prague,UCL,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,19.0,1.0,3.0,25.0
Roger Ibanez,br BRA,1998.0,2020.0,Atalanta,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Mauro Icardi,ar ARG,1993.0,2020.0,Paris S-G,UCL,1.0,0.0,0.0,3.0,8.0,3.0,0.0,0.0,0.0,15.0,5.0,11.0,31.3
Brian Idowu,ng NGA,1992.0,2020.0,Loko Moscow,UCL,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,31.0,5.0,7.0,41.7
Vladislav Ignatyev,ru RUS,1987.0,2020.0,Loko Moscow,UCL,2.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,43.0,5.0,11.0,31.3
Jonathan Ikone,fr FRA,1998.0,2020.0,Lille,UCL,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,4.0,0.0
Josip Iličić,si SVN,1988.0,2020.0,Atalanta,UCL,2.0,0.0,0.0,6.0,17.0,1.0,3.0,0.0,0.0,41.0,3.0,7.0,30.0
Selçuk İnan,tr TUR,1985.0,2020.0,Galatasaray,UCL,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Lorenzo Insigne,it ITA,1991.0,2020.0,Napoli,UCL,1.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,19.0,1.0,3.0,25.0
Isco,es ESP,1992.0,2020.0,Real Madrid,UCL,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,0.0
Ismaily,br BRA,1990.0,2020.0,Shakhtar,UCL,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,68.0,9.0,9.0,50.0
Junya Ito,jp JPN,1993.0,2020.0,Genk,UCL,1.0,0.0,0.0,3.0,9.0,6.0,0.0,0.0,0.0,36.0,4.0,5.0,44.4
Mirko Ivanić,me MNE,1993.0,2020.0,Red Star,UCL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,50.0
Branislav Ivanović,rs SRB,1984.0,2020.0,Zenit,UCL,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,35.0,10.0,6.0,62.5
Luka Ivanušec,hr CRO,1998.0,2020.0,Dinamo Zagreb,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,
Reece James,eng ENG,1999.0,2020.0,Chelsea,UCL,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,37.0,6.0,7.0,46.2
Jardel,br BRA,1986.0,2020.0,Benfica,UCL,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,9.0,7.0,56.3
Gabriel Jesus,br BRA,1997.0,2020.0,Manchester City,UCL,0.0,0.0,0.0,7.0,8.0,4.0,0.0,0.0,0.0,32.0,12.0,14.0,46.2
Frenkie de Jong,nl NED,1997.0,2020.0,Barcelona,UCL,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,92.0,3.0,2.0,60.0
Siem de Jong,nl NED,1989.0,2020.0,Ajax,UCL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0
Jorginho,it ITA,1991.0,2020.0,Chelsea,UCL,3.0,0.0,0.0,11.0,5.0,0.0,0.0,1.0,0.0,91.0,5.0,6.0,45.5
Jota,pt POR,1999.0,2020.0,Benfica,UCL,1.0,0.0,0.0,2.0,1.0,0.0,,,0.0,,,,
Dušan Jovančić,rs SRB,1990.0,2020.0,Red Star,UCL,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,27.0,4.0,2.0,66.7
Luka Jović,rs SRB,1997.0,2020.0,Real Madrid,UCL,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,9.0,43.8
Vinicius Júnior,br BRA,2000.0,2020.0,Real Madrid,UCL,1.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,
Zlatko Junuzović,at AUT,1987.0,2020.0,RB Salzburg,UCL,1.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,69.0,6.0,2.0,75.0
Damian Kądzior,pl POL,1992.0,2020.0,Dinamo Zagreb,UCL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
Kevin Kampl,si SVN,1990.0,2020.0,RB Leipzig,UCL,1.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,28.0,2.0,3.0,40.0
Harry Kane,eng ENG,1993.0,2020.0,Tottenham,UCL,1.0,0.0,0.0,4.0,7.0,3.0,1.0,0.0,0.0,16.0,8.0,5.0,61.5
Lee Kangin,kr KOR,2001.0,2020.0,Valencia,UCL,1.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
N'Golo Kanté,fr FRA,1991.0,2020.0,Chelsea,UCL,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,49.0,2.0,4.0,33.3
Vyacheslav Karavayev,ru RUS,1995.0,2020.0,Zenit,UCL,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,22.0,2.0,2.0,50.0
Thilo Kehrer,de GER,1996.0,2020.0,Paris S-G,UCL,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,30.0,3.0,5.0,37.5
Naby Keïta,gn GUI,1995.0,2020.0,Liverpool,UCL,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0,0.0
Sami Khedira,de GER,1987.0,2020.0,Juventus,UCL,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,17.0,3.0,1.0,75.0
Joshua Kimmich,de GER,1995.0,2020.0,Bayern Munich,UCL,3.0,0.0,0.0,14.0,15.0,3.0,0.0,0.0,0.0,86.0,4.0,5.0,44.4
Presnel Kimpembe,fr FRA,1995.0,2020.0,Paris S-G,UCL,1.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,90.0,19.0,15.0,55.9
Simon Kjær,dk DEN,1989.0,2020.0,Atalanta,UCL,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,15.0,8.0,3.0,72.7
Lukas Klostermann,de GER,1996.0,2020.0,RB Leipzig,UCL,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,116.0,14.0,9.0,60.9
Sekou Koita,ml MLI,1999.0,2020.0,RB Salzburg,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Koke,es ESP,1992.0,2020.0,Atlético Madrid,UCL,1.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,91.0,7.0,7.0,50.0
Aleksandr Kolomeytsev,ru RUS,1989.0,2020.0,Loko Moscow,UCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Ibrahima Konaté,fr FRA,1999.0,2020.0,RB Leipzig,UCL,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,100.0
Geoffrey Kondogbia,cf CTA,1993.0,2020.0,Valencia,UCL,1.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,45.0,7.0,9.0,43.8
Youssouf Koné,ml MLI,1995.0,2020.0,Lyon,UCL,2.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,43.0,3.0,4.0,42.9
Yevhen Konoplyanka,ua UKR,1989.0,2020.0,Shakhtar,UCL,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0
Odilon Kossonou,ci CIV,2001.0,2020.0,Club Brugge,UCL,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,26.0,1.0,1.0,50.0
Nianzou Kouassi,fr FRA,2002.0,2020.0,Paris S-G,UCL,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,66.7
Kalidou Koulibaly,sn SEN,1991.0,2020.0,Napoli,UCL,2.0,0.0,0.0,8.0,5.0,0.0,0.0,2.0,0.0,71.0,18.0,6.0,75.0
Mateo Kovačić,hr CRO,1994.0,2020.0,Chelsea,UCL,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,62.0,3.0,4.0,42.9
Viktor Kovalenko,ua UKR,1996.0,2020.0,Shakhtar,UCL,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,23.0,1.0,2.0,33.3
Toni Kroos,de GER,1990.0,2020.0,Real Madrid,UCL,1.0,0.0,0.0,5.0,9.0,1.0,1.0,0.0,0.0,47.0,3.0,2.0,60.0
Grzegorz Krychowiak,pl POL,1990.0,2020.0,Loko Moscow,UCL,2.0,0.0,0.0,7.0,16.0,1.0,0.0,0.0,0.0,38.0,11.0,8.0,57.9
Serhiy Kryvtsov,ua UKR,1991.0,2020.0,Shakhtar,UCL,1.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,34.0,6.0,6.0,50.0
Ondřej Kúdela,cz CZE,1987.0,2020.0,Slavia Prague,UCL,2.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,63.0,11.0,6.0,64.7
Daniil Kulikov,ru RUS,1998.0,2020.0,Loko Moscow,UCL,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,100.0
