,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
1,Sibert Himpe\Sibert-Himpe,be BEL,MF,be Zulte Waregem,18,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
2,Ignazio Abate\Ignazio-Abate,it ITA,DFMF,it Milan,30,1986,5,346,69,38.4,3.8,4,,3,1,,1,2.63,10,3,+7,+1.82,+1.82,Matches
3,Hatem Abd Elhamed\Hatem-Abd-Elhamed,il ISR,DF,il Be'er Sheva,26,1991,6,470,78,87.0,5.2,5,,5,1,,0,0.67,3,9,-6,-1.15,-2.43,Matches
4,Aymen Abdennour\Aymen-Abdennour,tn TUN,DF,fr Marseille,27,1989,2,180,90,13.0,2.0,2,,2,0,,6,1.50,2,2,0,0.00,-0.30,Matches
5,Anicet Abel\Anicet-Abel,mg MAD,MF,bg Ludogorets,27,1990,8,713,89,99.0,7.9,8,,7,0,,0,1.30,7,9,-2,-0.25,-0.25,Matches
6,Maxwell Acosty\Maxwell-Acosty,gh GHA,MFFW,hr Rijeka,25,1991,6,329,55,60.9,3.7,4,,0,2,,0,1.17,8,4,+4,+1.09,+3.23,Matches
7,Marcos Acuña\Marcos-Acuna,ar ARG,MF,pt Sporting CP,25,1991,6,402,67,72.4,4.5,4,,2,2,,0,1.67,8,5,+3,+0.67,+1.85,Matches
8,Emmanuel Adebayor\Emmanuel-Adebayor,tg TOG,FW,tr Başakşehir,33,1984,1,65,65,12.0,0.7,1,,0,0,,0,1.00,0,0,0,0.00,+0.19,Matches
9,Samuel Adegbenro\Samuel-Adegbenro,ng NGA,FW,no Rosenborg,21,1995,6,520,87,96.3,5.8,6,,2,0,,0,1.38,5,10,-5,-0.87,-0.87,Matches
10,James Adeniyi\James-Adeniyi,ng NGA,MFFW,al Skënderbeu Korçë,24,1992,5,436,87,80.7,4.8,5,,4,0,,0,1.67,5,8,-3,-0.62,+0.25,Matches
11,Luiz Adriano\Luiz-Adriano,br BRA,FW,ru Spartak Moscow,30,1987,2,180,90,100.0,2.0,2,,2,0,,0,1.50,3,4,-1,-0.50,,Matches
12,Aritz Aduriz\Aritz-Aduriz,es ESP,FW,es Athletic Club,36,1981,10,801,80,89.0,8.9,9,,7,1,,0,1.71,13,12,+1,+0.11,+0.11,Matches
13,Luka Adžić\Luka-Adzic,rs SRB,MF,rs Red Star,18,1998,1,2,2,0.3,0.0,0,,0,1,,7,1.50,0,0,0,0.00,0.00,Matches
14,Michel Aebischer\Michel-Aebischer,ch SUI,MF,ch Young Boys,20,1997,5,355,71,65.7,3.9,4,,3,1,,0,1.00,3,5,-2,-0.51,-0.99,Matches
15,Imanol Agirretxe\Imanol-Agirretxe,es ESP,FW,es Real Sociedad,30,1987,2,92,46,12.8,1.0,1,,0,1,,0,0.50,2,2,0,0.00,-1.29,Matches
16,Hosam Aiesh\Hosam-Aiesh,se SWE,MFFW,se Östersund,22,1995,3,153,51,21.3,1.7,2,,1,1,,1,2.00,4,1,+3,+1.76,+1.92,Matches
17,Astrit Ajdarević\Astrit-Ajdarevic,al ALB,MF,gr AEK Athens,27,1990,4,85,21,11.8,0.9,1,,0,3,,4,1.40,2,2,0,0.00,-0.14,Matches
18,Kristoffer Ajer\Kristoffer-Ajer,no NOR,DF,sco Celtic,19,1998,2,180,90,100.0,2.0,2,,2,0,,0,1.50,1,3,-2,-1.00,,Matches
19,Ager Aketxe\Ager-Aketxe,es ESP,MF,es Athletic Club,23,1993,5,60,12,6.7,0.7,1,,0,4,,1,2.29,1,2,-1,-1.50,-1.71,Matches
20,Igor Akinfeev\Igor-Akinfeev,ru RUS,GK,ru CSKA Moscow,31,1986,6,540,90,100.0,6.0,6,,6,0,,0,1.33,7,9,-2,-0.33,,Matches
21,Chuba Akpom\Chuba-Akpom,eng ENG,FW,eng Arsenal,21,1995,0,,,,,0,,0,0,,6,,,,,,,Matches
22,Eren Albayrak\Eren-Albayrak,tr TUR,DFMF,tr Konyaspor,26,1991,0,,,,,0,,0,0,,3,,,,,,,Matches
23,Luis Alberto\Luis-Alberto,es ESP,MFFW,it Lazio,24,1992,9,644,72,59.6,7.2,8,,4,1,,1,2.44,17,8,+9,+1.26,+1.26,Matches
24,Raúl Albiol\Raul-Albiol,es ESP,DF,it Napoli,31,1985,1,90,90,50.0,1.0,1,,1,0,,1,3.00,2,0,+2,+2.00,+4.00,Matches
25,Alef\Alef,br BRA,MFFW,cy Apollon Limassol,22,1995,5,450,90,83.3,5.0,5,,5,0,,0,1.13,5,11,-6,-1.20,+1.80,Matches
26,Igor Aleksovski\Igor-Aleksovski,mk MKD,GK,mk FK Vardar,22,1995,0,,,,,0,,0,0,,6,,,,,,,Matches
27,Alex\Alex,es ESP,GK,es Atlético Madrid,18,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
28,Ömer Ali Şahiner\Omer-Ali-Sahiner,tr TUR,MFDF,tr Konyaspor,25,1992,6,453,76,83.9,5.0,5,,4,1,,0,1.00,4,6,-2,-0.40,-0.40,Matches
29,Mukhtar Ali\Mukhtar-Ali,sa KSA,MF,nl Vitesse,19,1997,1,12,12,2.2,0.1,0,,0,1,,3,0.00,0,1,-1,-7.50,-6.82,Matches
30,Denis Alibec\Denis-Alibec,ro ROU,FW,ro FCSB,26,1991,3,234,78,32.5,2.6,3,,1,0,,0,1.33,4,3,+1,+0.38,+0.75,Matches
31,Akhmed Alibekov\Akhmed-Alibekov,ua UKR,MF,ua Dynamo Kyiv,19,1998,0,,,,,0,,0,0,,2,,,,,,,Matches
32,Fidan Aliti\Fidan-Aliti,xk KVX,DF,al Skënderbeu Korçë,23,1993,6,374,62,69.3,4.2,3,,3,3,,0,0.83,5,6,-1,-0.24,+1.39,Matches
33,Allan\Allan,br BRA,MF,cy Apollon Limassol,20,1997,4,327,82,60.6,3.6,4,,3,0,,1,0.50,3,7,-4,-1.10,+1.01,Matches
34,Allan\Allan,br BRA,MF,it Napoli,26,1991,2,120,60,66.7,1.3,1,,1,1,,0,1.50,2,2,0,0.00,0.00,Matches
35,André Almeida Pinto\Andre-Almeida-Pinto,pt POR,DF,pt Sporting CP,27,1989,4,390,98,70.3,4.3,4,,4,0,,1,1.75,8,6,+2,+0.46,+1.01,Matches
36,Halil Altıntop\Halil-Altintop,tr TUR,FWMF,cz Slavia Prague,34,1982,0,,,,,0,,0,0,,3,,,,,,,Matches
37,Tomer Altman\Tomer-Altman,il ISR,MF,il Maccabi Tel Aviv,19,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
38,Yeray Álvarez\Yeray-Alvarez,es ESP,DF,es Athletic Club,22,1995,4,314,79,34.9,3.5,4,,3,0,,0,0.75,5,7,-2,-0.57,-1.03,Matches
39,Danny Amankwaa\Danny-Amankwaa,dk DEN,FWMF,dk FC Copenhagen,23,1994,2,25,13,3.5,0.3,0,,0,2,,4,2.00,1,0,+1,+3.60,+3.73,Matches
40,Jordan Amavi\Jordan-Amavi,fr FRA,DFMF,fr Marseille,23,1994,12,1011,84,73.3,11.2,11,,9,1,,2,1.83,16,11,+5,+0.45,+0.69,Matches
41,Nadiem Amiri\Nadiem-Amiri,de GER,MFFW,de Hoffenheim,20,1996,3,238,79,44.1,2.6,3,,1,0,,1,1.33,5,3,+2,+0.76,+1.95,Matches
42,Stephan Andersen\Stephan-Andersen,dk DEN,GK,dk FC Copenhagen,35,1981,2,180,90,25.0,2.0,2,,2,0,,6,0.50,1,2,-1,-0.50,-0.67,Matches
43,Felipe Anderson\Felipe-Anderson,br BRA,FW,it Lazio,24,1993,7,369,53,34.2,4.1,3,,2,4,,0,1.43,13,8,+5,+1.22,+0.71,Matches
44,Andreas Andersson\Andreas-Andersson,se SWE,GK,se Östersund,26,1991,0,,,,,0,,0,0,,8,,,,,,,Matches
45,Pål André Helland\Pal-Andre-Helland,no NOR,FW,no Rosenborg,27,1990,3,97,32,18.0,1.1,1,,0,2,,0,0.33,2,1,+1,+0.93,+2.15,Matches
46,Oleksandr Andriyevskyi\Oleksandr-Andriyevskyi,ua UKR,MF,ua Zorya Luhansk,23,1994,6,431,72,79.8,4.8,5,,3,1,,0,1.00,2,6,-4,-0.84,+0.82,Matches
47,Giannis Anestis\Giannis-Anestis,gr GRE,GK,gr AEK Athens,26,1991,5,450,90,62.5,5.0,5,,5,0,,1,1.57,6,5,+1,+0.20,+0.20,Matches
48,Miguel Ángel Moyá\Miguel-Angel-Moya,es ESP,GK,es Atlético Madrid,33,1984,1,90,90,11.1,1.0,1,,1,0,,1,3.00,4,1,+3,+3.00,+1.38,Matches
49,Marin Aničić\Marin-Anicic,ba BIH,DF,kz FC Astana,27,1989,7,542,77,75.3,6.0,6,,6,1,,0,1.43,12,12,0,0.00,-0.51,Matches
50,Peter Ankersen\Peter-Ankersen,dk DEN,DF,dk FC Copenhagen,26,1990,8,720,90,100.0,8.0,8,,8,0,,0,1.13,8,8,0,0.00,,Matches
51,Gheorghe Anton\Gheorghe-Anton,md MDA,MF,md Sheriff Tiraspol,24,1993,6,509,85,94.3,5.7,6,,4,0,,0,1.38,4,4,0,0.00,0.00,Matches
52,Luca Antonelli\Luca-Antonelli,it ITA,MFDF,it Milan,30,1987,3,196,65,21.8,2.2,2,,1,1,,0,2.50,7,3,+4,+1.84,+1.45,Matches
53,Christos Antoniou\Christos-Antoniou,gr GRE,FW,gr AEK Athens,19,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
54,Nemanja Antonov\Nemanja-Antonov,rs SRB,DF,rs Partizan,22,1995,0,,,,,0,,0,0,,6,,,,,,,Matches
55,Houssem Aouar\Houssem-Aouar,fr FRA,MF,fr Lyon,19,1998,8,460,58,51.1,5.1,4,,2,4,,2,2.38,14,3,+11,+2.15,+2.36,Matches
56,João Araújo\Joao-Araujo,br BRA,FW,bg Ludogorets,29,1988,1,59,59,8.2,0.7,1,,0,0,,5,1.67,0,0,0,0.00,+0.27,Matches
57,Sergio Araujo\Sergio-Araujo,ar ARG,FW,gr AEK Athens,25,1992,8,485,61,67.4,5.4,5,,3,3,,0,1.25,5,4,+1,+0.19,+0.19,Matches
58,Musa Araz\Musa-Araz,ch SUI,MF,tr Konyaspor,23,1994,6,392,65,72.6,4.4,5,,2,1,,0,1.00,4,4,0,0.00,+1.22,Matches
59,Roberto Olabe del Arco\Roberto-Olabe-del-Arco,es ESP,MF,es Atlético Madrid,21,1996,0,,,,,0,,0,0,,4,,,,,,,Matches
60,Frank Arhin\Frank-Arhin,gh GHA,FW,se Östersund,18,1999,2,9,5,1.3,0.1,0,,0,2,,2,2.00,0,0,0,0.00,-0.25,Matches
61,Ari\Ari,ru RUS,FW,ru Loko Moscow,31,1985,2,135,68,15.0,1.5,2,,0,0,,0,3.00,3,2,+1,+0.67,+0.78,Matches
62,Nicolò Armini\Nicolo-Armini,it ITA,DF,it Lazio,16,2001,0,,,,,0,,0,0,,1,,,,,,,Matches
63,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,es Athletic Club,22,1994,0,,,,,0,,0,0,,10,,,,,,,Matches
64,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,es Villarreal,28,1989,2,180,90,25.0,2.0,2,,2,0,,1,0.00,1,4,-3,-1.50,-2.17,Matches
65,Roger Assalé\Roger-Assale,ci CIV,FW,ch Young Boys,23,1993,6,435,73,80.6,4.8,5,,3,1,,0,1.00,6,7,-1,-0.21,-0.21,Matches
66,David Atanga\David-Atanga,gh GHA,FWMF,at RB Salzburg,20,1996,1,31,31,2.4,0.3,0,,0,1,,1,3.00,1,0,+1,+2.90,+2.33,Matches
67,Eliran Atar\Eliran-Atar,il ISR,MFFW,il Maccabi Tel Aviv,30,1987,6,294,49,54.4,3.3,3,,1,3,,0,0.67,0,4,-4,-1.22,-0.13,Matches
68,Omer Atzili\Omer-Atzili,il ISR,FWMF,il Maccabi Tel Aviv,24,1993,3,48,16,8.9,0.5,0,,0,3,,1,2.09,0,0,0,0.00,+1.28,Matches
69,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,de RB Leipzig,20,1997,6,342,57,63.3,3.8,4,,1,2,,0,1.67,7,7,0,0.00,+0.45,Matches
70,Yann Aurel Bisseck\Yann-Aurel-Bisseck,de GER,DF,de Köln,16,2000,0,,,,,0,,0,0,,1,,,,,,,Matches
71,João Aurélio\Joao-Aurelio,pt POR,DF,pt Vitória,28,1988,4,307,77,56.9,3.4,3,,2,1,,1,1.00,4,4,0,0.00,+1.55,Matches
72,Selim Ay\Selim-Ay,tr TUR,DF,tr Konyaspor,26,1991,2,180,90,33.3,2.0,2,,2,0,,4,1.00,1,1,0,0.00,+0.50,Matches
73,Florian Baak\Florian-Baak,de GER,DF,de Hertha BSC,18,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
74,Volkan Babacan\Volkan-Babacan,tr TUR,GK,tr Başakşehir,28,1988,2,180,90,33.3,2.0,2,,2,0,,3,0.50,1,2,-1,-0.50,-0.50,Matches
75,Ruslan Babenko\Ruslan-Babenko,ua UKR,MF,ua Zorya Luhansk,25,1992,2,104,52,19.3,1.2,1,,0,1,,4,0.00,0,2,-2,-1.73,-0.91,Matches
76,Srđan Babić\Srdjan-Babic,rs SRB,DF,rs Red Star,21,1996,2,114,57,15.8,1.3,1,,1,1,,5,1.00,1,1,0,0.00,0.00,Matches
77,Jean-Sylvain Babin\Jean-Sylvain-Babin,mq MTQ,DF,il Maccabi Tel Aviv,30,1986,5,432,86,80.0,4.8,5,,4,0,,0,0.80,1,6,-5,-1.04,+0.62,Matches
78,Yegor Baburin\Yegor-Baburin,ru RUS,GK,ru Zenit,23,1993,0,,,,,0,,0,0,,1,,,,,,,Matches
79,Carlos Bacca\Carlos-Bacca,co COL,FW,es Villarreal,30,1986,6,484,81,67.2,5.4,6,,3,0,,1,1.33,6,7,-1,-0.19,-0.95,Matches
80,Fouad Bachirou\Fouad-Bachirou,km COM,MF,se Östersund,27,1990,6,540,90,75.0,6.0,6,,6,0,,0,2.00,8,4,+4,+0.67,+1.67,Matches
81,Ondřej Bačo\Ondrej-Baco,cz CZE,DF,cz Fastav Zlín,21,1996,5,450,90,83.3,5.0,5,,5,0,,0,0.40,1,8,-7,-1.40,+0.60,Matches
82,Ziguy Badibanga\Ziguy-Badibanga,be BEL,FW,md Sheriff Tiraspol,25,1991,5,369,74,68.3,4.1,4,,3,1,,0,1.43,4,4,0,0.00,0.00,Matches
83,Dzmitry Baha\Dzmitry-Baha,by BLR,DF,by BATE Borisov,27,1990,4,71,18,13.1,0.8,0,,0,4,,2,1.20,0,0,0,0.00,+1.92,Matches
84,Scott Bain\Scott-Bain,sco SCO,GK,sco Celtic,25,1991,0,,,,,0,,0,0,,2,,,,,,,Matches
85,Leighton Baines\Leighton-Baines,eng ENG,DFMF,eng Everton,32,1984,2,180,90,33.3,2.0,2,,2,0,,1,1.83,2,5,-3,-1.50,-0.25,Matches
86,Michalis Bakakis\Michalis-Bakakis,gr GRE,DFMF,gr AEK Athens,26,1991,8,720,90,100.0,8.0,8,,8,0,,0,1.40,7,6,+1,+0.12,,Matches
87,Cédric Bakambu\Cedric-Bakambu,cd COD,FW,es Villarreal,26,1991,5,260,52,36.1,2.9,2,,2,3,,0,2.20,6,1,+5,+1.73,+2.51,Matches
88,Anastasios Bakasetas\Anastasios-Bakasetas,gr GRE,MFFW,gr AEK Athens,24,1993,8,396,50,55.0,4.4,4,,2,4,,0,1.25,5,3,+2,+0.45,+0.73,Matches
89,Marek Bakoš\Marek-Bakos,sk SVK,FW,cz Viktoria Plzeň,34,1983,6,232,39,25.4,2.6,2,,1,4,,4,2.00,6,4,+2,+0.78,+0.12,Matches
90,Mihai Bălașa\Mihai-Balasa,ro ROU,DF,ro FCSB,22,1995,7,569,81,79.0,6.3,6,,6,1,,0,1.43,10,8,+2,+0.32,+2.10,Matches
91,Elves Baldé\Elves-Balde,pt POR,MF,pt Sporting CP,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
92,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,es Athletic Club,29,1988,6,475,79,52.8,5.3,6,,4,0,,1,2.10,8,5,+3,+0.57,+0.99,Matches
93,Wilfried Balima\Wilfried-Balima,bf BFA,DFMF,md Sheriff Tiraspol,32,1985,3,51,17,9.4,0.6,0,,0,3,,2,1.80,0,0,0,0.00,0.00,Matches
94,David von Ballmoos\David-von-Ballmoos,ch SUI,GK,ch Young Boys,22,1994,5,450,90,83.3,5.0,5,,5,0,,0,0.60,5,7,-2,-0.40,-1.40,Matches
95,Mario Balotelli\Mario-Balotelli,it ITA,FW,fr Nice,26,1990,7,528,75,73.3,5.9,6,,4,1,,0,1.29,12,10,+2,+0.34,-0.13,Matches
96,Beni Baningime\Beni-Baningime,cd COD,MFDF,eng Everton,18,1998,3,270,90,50.0,3.0,3,,3,0,,0,1.00,4,8,-4,-1.33,0.00,Matches
97,Danilo Barbosa\Danilo-Barbosa,br BRA,MF,pt Braga,21,1996,6,509,85,70.7,5.7,6,,4,0,,1,2.00,7,9,-2,-0.35,-0.78,Matches
98,Mariano Barbosa\Mariano-Barbosa,ar ARG,GK,es Villarreal,33,1984,6,540,90,75.0,6.0,6,,6,0,,2,1.83,10,6,+4,+0.67,+2.17,Matches
99,Rafael Barbosa\Rafael-Barbosa,pt POR,MF,pt Sporting CP,21,1996,0,,,,,0,,0,0,,2,,,,,,,Matches
100,Elyaniv Barda\Elyaniv-Barda,il ISR,FWMF,il Be'er Sheva,35,1981,1,8,8,1.5,0.1,0,,0,1,,1,1.00,0,0,0,0.00,+0.85,Matches
101,Dmitri Barinov\Dmitri-Barinov,ru RUS,MF,ru Loko Moscow,20,1996,2,35,18,3.9,0.4,0,,0,2,,5,1.50,0,1,-1,-2.57,-2.68,Matches
102,Vasilios Barkas\Vasilios-Barkas,gr GRE,GK,gr AEK Athens,23,1994,2,180,90,25.0,2.0,2,,2,0,,0,1.00,1,1,0,0.00,-0.17,Matches
103,Tigran Barseghyan\Tigran-Barseghyan,am ARM,MFFW,mk FK Vardar,23,1993,6,506,84,93.7,5.6,6,,3,0,,0,0.88,1,19,-18,-3.20,-5.85,Matches
104,Robert Bartolomeu\Robert-Bartolomeu,cz CZE,MF,cz Fastav Zlín,23,1993,1,10,10,1.9,0.1,0,,0,1,,0,0.00,0,0,0,0.00,+1.53,Matches
105,Lukáš Bartošák\Lukas-Bartosak,cz CZE,DF,cz Fastav Zlín,27,1990,2,102,51,18.9,1.1,1,,0,1,,2,0.50,0,1,-1,-0.88,+0.76,Matches
106,Dušan Basta\Dusan-Basta,rs SRB,MF,it Lazio,32,1984,7,555,79,51.4,6.2,7,,3,0,,0,1.14,13,9,+4,+0.65,-0.21,Matches
107,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,it Atalanta,18,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
108,Bastos\Bastos,ao ANG,DF,it Lazio,26,1991,6,514,86,47.6,5.7,5,,5,1,,4,1.67,13,9,+4,+0.70,-0.09,Matches
109,Mehmet Batdal\Mehmet-Batdal,tr TUR,FW,tr Başakşehir,31,1986,3,136,45,25.2,1.5,1,,1,2,,0,1.00,2,4,-2,-1.32,-1.55,Matches
110,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,de Dortmund,23,1993,4,331,83,91.9,3.7,4,,3,0,,0,1.25,4,5,-1,-0.27,-3.38,Matches
111,Rodrigo Battaglia\Rodrigo-Battaglia,ar ARG,MFDF,pt Sporting CP,26,1991,6,456,76,82.2,5.1,4,,4,2,,0,1.67,5,7,-2,-0.39,-3.12,Matches
112,Cristian Battocchio\Cristian-Battocchio,it ITA,MF,il Maccabi Tel Aviv,25,1992,6,442,74,81.9,4.9,5,,4,1,,0,1.55,0,8,-8,-1.63,-2.55,Matches
113,Marvin Baudry\Marvin-Baudry,cg CGO,DF,be Zulte Waregem,27,1990,4,354,89,65.6,3.9,4,,3,0,,2,1.50,6,6,0,0.00,+2.42,Matches
114,Oliver Baumann\Oliver-Baumann,de GER,GK,de Hoffenheim,27,1990,5,450,90,83.3,5.0,5,,5,0,,0,0.80,7,9,-2,-0.40,-0.40,Matches
115,Jon Bautista\Jon-Bautista,es ESP,FW,es Real Sociedad,22,1995,7,244,35,33.9,2.7,2,,0,5,,0,1.86,7,5,+2,+0.74,-0.59,Matches
116,Jean-David Beauguel\Jean-David-Beauguel,fr FRA,FW,cz Fastav Zlín,25,1992,1,11,11,2.0,0.1,0,,0,1,,1,0.00,0,0,0,0.00,+1.53,Matches
117,Henri Bedimo\Henri-Bedimo,cm CMR,DF,fr Marseille,33,1984,0,,,,,0,,0,0,,2,,,,,,,Matches
118,Abzal Beisebekov\Abzal-Beisebekov,kz KAZ,MFDF,kz FC Astana,24,1992,7,600,86,83.3,6.7,7,,4,0,,1,1.14,12,12,0,0.00,-0.75,Matches
119,Héctor Bellerín\Hector-Bellerin,es ESP,DFMF,eng Arsenal,22,1995,8,720,90,57.1,8.0,8,,8,0,,0,1.75,17,9,+8,+1.00,-0.67,Matches
120,Emre Belözoğlu\Emre-Belozoglu,tr TUR,MF,tr Başakşehir,36,1980,3,210,70,38.9,2.3,2,,2,1,,0,1.33,2,2,0,0.00,+0.27,Matches
121,Tal Ben Haim\Tal-Ben-Haim,il ISR,DF,il Maccabi Tel Aviv,35,1982,4,360,90,66.7,4.0,4,,4,0,,2,1.92,0,7,-7,-1.75,-1.75,Matches
122,Nicklas Bendtner\Nicklas-Bendtner,dk DEN,FW,no Rosenborg,29,1988,6,540,90,100.0,6.0,6,,6,0,,0,1.38,6,11,-5,-0.83,,Matches
123,Pierre Bengtsson\Pierre-Bengtsson,se SWE,DF,dk FC Copenhagen,29,1988,5,377,75,52.4,4.2,4,,4,1,,2,1.00,4,3,+1,+0.24,+0.50,Matches
124,Walter Benítez\Walter-Benitez,ar ARG,GK,fr Nice,24,1993,4,360,90,50.0,4.0,4,,4,0,,4,0.75,5,6,-1,-0.25,-1.25,Matches
125,Loris Benito\Loris-Benito,ch SUI,DF,ch Young Boys,25,1992,1,90,90,16.7,1.0,1,,1,0,,2,0.00,1,2,-1,-1.00,-1.00,Matches
126,Romario Benzar\Romario-Benzar,ro ROU,DF,ro FCSB,25,1992,5,385,77,53.5,4.3,5,,4,0,,0,2.40,7,6,+1,+0.23,+0.77,Matches
127,Yevgeniy Berezkin\Yevgeniy-Berezkin,by BLR,MF,by BATE Borisov,21,1996,1,90,90,16.7,1.0,1,,1,0,,5,0.00,0,6,-6,-6.00,-5.20,Matches
128,Aleksei Berezutski\Aleksei-Berezutski,ru RUS,DF,ru CSKA Moscow,35,1982,4,360,90,66.7,4.0,4,,4,0,,0,1.60,5,6,-1,-0.25,+0.25,Matches
129,Vasili Berezutski\Vasili-Berezutski,ru RUS,DF,ru CSKA Moscow,35,1982,5,406,81,75.2,4.5,5,,4,0,,0,1.00,6,9,-3,-0.67,-1.34,Matches
130,Mitchell van Bergen\Mitchell-van-Bergen,nl NED,FW,nl Vitesse,17,1999,1,21,21,3.9,0.2,0,,0,1,,2,1.00,0,0,0,0.00,+0.87,Matches
131,Steve von Bergen\Steve-von-Bergen,ch SUI,DF,ch Young Boys,34,1983,4,360,90,66.7,4.0,4,,4,0,,0,0.75,4,5,-1,-0.25,-0.25,Matches
132,Doug Bergqvist\Doug-Bergqvist,se SWE,DF,se Östersund,24,1993,1,17,17,2.4,0.2,0,,0,1,,3,1.00,0,0,0,0.00,-0.26,Matches
133,Etrit Berisha\Etrit-Berisha,al ALB,GK,it Atalanta,28,1989,8,720,90,100.0,8.0,8,,8,0,,0,1.88,17,8,+9,+1.13,,Matches
134,Valon Berisha\Valon-Berisha,xk KVX,MF,at RB Salzburg,24,1993,13,1138,88,88.2,12.6,12,,12,1,,0,2.07,18,10,+8,+0.63,+0.04,Matches
135,Bernardo\Bernardo,br BRA,DF,de RB Leipzig,22,1995,5,264,53,48.9,2.9,2,,2,3,,1,1.40,3,5,-2,-0.68,-1.01,Matches
136,Johan Bertilsson\Johan-Bertilsson,se SWE,FWMF,se Östersund,29,1988,0,,,,,0,,0,0,,2,,,,,,,Matches
137,Leonardo Bertone\Leonardo-Bertone,ch SUI,MF,ch Young Boys,23,1994,1,19,19,3.5,0.2,0,,0,1,,0,3.00,1,0,+1,+4.74,+5.08,Matches
138,Muhamed Bešić\Muhamed-Besic,ba BIH,MFDF,eng Everton,24,1992,3,227,76,42.0,2.5,2,,2,1,,2,1.40,3,6,-3,-1.19,+0.25,Matches
139,Jan-Niklas Beste\Jan-Niklas-Beste,de GER,DF,de Dortmund,18,1999,0,,,,,0,,0,0,,2,,,,,,,Matches
140,Artem Besyedin\Artem-Besyedin,ua UKR,FW,ua Dynamo Kyiv,21,1996,8,333,42,37.0,3.7,3,,2,5,,0,1.25,7,7,0,0.00,-0.63,Matches
141,Ermin Bičakčić\Ermin-Bicakcic,ba BIH,DF,de Hoffenheim,27,1990,2,136,68,25.2,1.5,2,,1,0,,1,0.50,2,2,0,0.00,+0.45,Matches
142,Lucas Biglia\Lucas-Biglia,ar ARG,MF,it Milan,31,1986,5,450,90,50.0,5.0,5,,5,0,,3,1.80,13,6,+7,+1.40,+1.40,Matches
143,Kristijan Bistrović\Kristijan-Bistrovic,hr CRO,MF,ru CSKA Moscow,19,1998,2,80,40,14.8,0.9,1,,0,1,,4,0.50,2,0,+2,+2.25,+3.03,Matches
144,Leonardo Bittencourt\Leonardo-Bittencourt,de GER,MF,de Köln,23,1993,4,244,61,45.2,2.7,2,,2,2,,0,0.75,6,5,+1,+0.37,+0.98,Matches
145,Ben Bitton\Ben-Bitton,il ISR,DF,il Be'er Sheva,26,1991,2,164,82,30.4,1.8,2,,1,0,,1,0.00,0,2,-2,-1.10,-0.38,Matches
146,Tim Björkström\Tim-Bjorkstrom,se SWE,DF,se Östersund,26,1991,0,,,,,0,,0,0,,4,,,,,,,Matches
147,Nick Blackman\Nick-Blackman,bb BRB,MFFW,il Maccabi Tel Aviv,27,1989,5,370,74,68.5,4.1,4,,2,1,,0,0.80,1,5,-4,-0.97,+0.62,Matches
148,Michael Blauensteiner\Michael-Blauensteiner,at AUT,DF,at Austria Wien,22,1995,1,90,90,16.7,1.0,1,,1,0,,1,1.00,0,0,0,0.00,+1.40,Matches
149,Dejan Blaževski\Dejan-Blazevski,mk MKD,MF,mk FK Vardar,31,1985,6,314,52,58.1,3.5,3,,1,3,,0,0.88,3,12,-9,-2.58,+0.61,Matches
150,Younes Bnou Marzouk\Younes-Bnou-Marzouk,ma MAR,FW,ch Lugano,21,1996,4,122,31,22.6,1.4,1,,1,3,,2,0.75,1,2,-1,-0.74,-0.52,Matches
151,Richmond Boakye\Richmond-Boakye,gh GHA,FW,rs Red Star,24,1993,6,503,84,69.9,5.6,6,,3,0,,0,1.86,3,1,+2,+0.36,+1.19,Matches
152,Salvatore Bocchetti\Salvatore-Bocchetti,it ITA,DF,ru Spartak Moscow,30,1986,1,90,90,50.0,1.0,1,,1,0,,1,3.00,2,1,+1,+1.00,+3.00,Matches
153,Nicolai Boilesen\Nicolai-Boilesen,dk DEN,DF,dk FC Copenhagen,25,1992,5,381,76,52.9,4.2,4,,4,1,,0,1.00,4,6,-2,-0.47,-1.00,Matches
154,Giacomo Bonaventura\Giacomo-Bonaventura,it ITA,MF,it Milan,27,1989,6,345,58,38.3,3.8,3,,2,3,,2,2.11,6,6,0,0.00,-1.14,Matches
155,Daniele Bonera\Daniele-Bonera,it ITA,DF,es Villarreal,36,1981,5,450,90,62.5,5.0,5,,5,0,,2,1.60,8,6,+2,+0.40,+0.73,Matches
