,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
498,Fernando Muslera\Fernando-Muslera,uy URU,GK,tr Galatasaray,32,1986,6,540,90,100.0,6.0,6,90,6,0,,0,0.67,5,8,-3,-0.50,,9.1,9.4,-0.2,-0.04,,Matches
499,Taras Mykhalyk\Taras-Mykhalyk,ua UKR,DFMF,ru Loko Moscow,34,1983,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
500,Kévin N'Doram\Kevin-NDoram,fr FRA,MF,fr Monaco,22,1996,1,90,90,16.7,1.0,1,90,1,0,,1,0.00,1,2,-1,-1.00,+1.20,0.6,0.9,-0.3,-0.34,+0.77,Matches
501,Stanley N'Soki\Stanley-NSoki,fr FRA,DF,fr Paris S-G,19,1999,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
502,Kirill Nababkin\Kirill-Nababkin,ru RUS,DF,ru CSKA Moscow,31,1986,6,540,90,100.0,6.0,6,90,6,0,,0,1.17,8,9,-1,-0.17,,7.1,9.7,-2.6,-0.43,,Matches
503,Ben Nabouhane\Ben-Nabouhane,km COM,FWMF,rs Red Star,29,1989,6,511,85,94.6,5.7,6,85,4,0,,0,1.43,4,16,-12,-2.11,-2.11,2.6,15.9,-13.2,-2.33,+1.17,Matches
504,Nacho\Nacho,es ESP,DF,es Real Madrid,28,1990,5,449,90,62.4,5.0,5,90,4,0,,1,1.80,10,7,+3,+0.60,-0.06,8.9,6.9,+2.0,+0.41,-0.18,Matches
505,Yuto Nagatomo\Yuto-Nagatomo,jp JPN,DF,tr Galatasaray,31,1986,5,441,88,81.7,4.9,5,88,4,0,,0,0.80,5,6,-1,-0.20,+1.61,8.5,7.2,+1.3,+0.26,+1.63,Matches
506,Radja Nainggolan\Radja-Nainggolan,be BEL,MF,it Inter,30,1988,4,278,70,51.5,3.1,4,70,0,0,,1,1.75,3,2,+1,+0.32,+1.01,3.5,3.6,0.0,-0.01,-0.32,Matches
507,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,be Club Brugge,24,1994,5,395,79,73.1,4.4,4,90,4,1,34,0,1.20,5,3,+2,+0.46,+1.08,4.3,4.9,-0.7,-0.15,+0.26,Matches
508,Naldo\Naldo,br BRA,DF,de Schalke 04,35,1982,4,360,90,50.0,4.0,4,90,4,0,,1,1.75,4,4,0,0.00,+1.50,4.1,5.2,-1.1,-0.28,-0.11,Matches
509,Matija Nastasić\Matija-Nastasic,rs SRB,DF,de Schalke 04,25,1993,6,540,90,75.0,6.0,6,90,6,0,,1,1.33,7,7,0,0.00,+3.00,8.8,7.4,+1.4,+0.24,+1.85,Matches
510,Keylor Navas\Keylor-Navas,cr CRC,GK,es Real Madrid,31,1986,3,270,90,37.5,3.0,3,90,3,0,,4,2.00,5,2,+3,+1.00,+0.60,6.4,2.5,+3.9,+1.30,+1.32,Matches
511,Badou Ndiaye\Badou-Ndiaye,sn SEN,MF,tr Galatasaray,27,1990,5,423,85,78.3,4.7,5,85,3,0,,0,0.80,4,7,-3,-0.64,-0.64,6.8,7.7,-0.9,-0.20,-0.74,Matches
512,Ousseynou Ndiaye\Ousseynou-Ndiaye,sn SEN,MF,fr Lyon,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
513,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,fr Lyon,21,1996,8,635,79,88.2,7.1,7,88,4,1,18,0,1.13,12,14,-2,-0.28,+0.78,10.2,15.5,-5.3,-0.75,-1.16,Matches
514,Reiss Nelson\Reiss-Nelson,eng ENG,FWMF,de Hoffenheim,18,1999,5,117,23,21.7,1.3,0,,0,5,23,1,0.60,3,2,+1,+0.77,+1.62,3.1,3.8,-0.7,-0.56,-0.44,Matches
515,Wellington Nem\Wellington-Nem,br BRA,FWMF,ua Shakhtar,26,1992,2,82,41,15.2,0.9,1,69,0,1,13,3,0.00,0,4,-4,-4.39,-3.60,0.6,2.0,-1.4,-1.55,-0.37,Matches
516,David Neres\David-Neres,br BRA,FWMF,nl Ajax,21,1997,11,848,77,78.5,9.4,10,85,5,1,2,0,2.13,18,9,+9,+0.96,+0.96,16.7,10.3,+6.4,+0.68,+0.75,Matches
517,Neto\Neto,br BRA,GK,es Valencia,29,1989,5,450,90,83.3,5.0,5,90,5,0,,1,1.00,4,5,-1,-0.20,-1.20,5.5,9.2,-3.7,-0.75,-0.54,Matches
518,Manuel Neuer\Manuel-Neuer,de GER,GK,de Bayern Munich,32,1986,8,720,90,100.0,8.0,8,90,8,0,,0,1.88,16,8,+8,+1.00,,12.9,10.1,+2.8,+0.35,,Matches
519,Neymar\Neymar,br BRA,FWMF,fr Paris S-G,26,1992,6,531,89,73.8,5.9,6,89,5,0,,0,1.83,17,9,+8,+1.36,+1.36,11.7,7.9,+3.8,+0.64,+0.18,Matches
520,Moumi Ngamaleu\Moumi-Ngamaleu,cm CMR,FWMF,ch Young Boys,24,1994,6,201,34,37.2,2.2,2,67,0,4,17,0,1.00,3,5,-2,-0.90,+0.70,3.0,5.0,-2.0,-0.91,+0.09,Matches
521,Cyril Ngonge\Cyril-Ngonge,be BEL,DF,be Club Brugge,18,2000,1,68,68,12.6,0.8,1,68,0,0,,0,1.00,0,0,0,0.00,-0.19,0.2,0.5,-0.3,-0.37,-0.18,Matches
522,Hans Nicolussi Caviglia\Hans-Nicolussi-Caviglia,it ITA,FW,it Juventus,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
523,Saúl Ñíguez\Saul-Niguez,es ESP,MFDF,es Atlético Madrid,23,1994,8,631,79,87.6,7.0,7,87,6,1,21,0,2.00,9,6,+3,+0.43,+1.44,6.7,5.9,+0.8,+0.11,+1.06,Matches
524,Takuma Nishimura\Takuma-Nishimura,jp JPN,FW,ru CSKA Moscow,21,1996,2,2,1,0.4,0.0,0,,0,2,0,4,1.50,0,0,0,0.00,+0.17,0.0,0.3,-0.3,-12.91,-12.53,Matches
525,Rasmus Nissen\Rasmus-Nissen,dk DEN,DF,nl Ajax,21,1997,1,10,10,0.9,0.1,0,,0,1,9,7,3.00,0,0,0,0.00,-0.76,0.1,0.1,0.0,+0.19,-0.33,Matches
526,Christopher Nkunku\Christopher-Nkunku,fr FRA,FWMF,fr Paris S-G,20,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
527,Håvard Nordtveit\Havard-Nordtveit,no NOR,MFDF,de Hoffenheim,28,1990,3,185,62,34.3,2.1,2,87,1,1,11,0,0.67,5,4,+1,+0.49,+1.50,4.0,2.6,+1.4,+0.70,+1.40,Matches
528,Jean-Pierre Nsame\Jean-Pierre-Nsame,cm CMR,FW,ch Young Boys,25,1993,4,140,35,25.9,1.6,1,85,0,3,18,2,0.40,0,0,0,0.00,+1.80,1.5,2.5,-1.0,-0.62,+0.47,Matches
529,Alexander Nübel\Alexander-Nubel,de GER,GK,de Schalke 04,21,1996,2,180,90,25.0,2.0,2,90,2,0,,6,2.00,2,0,+2,+1.00,+2.33,4.2,0.9,+3.4,+1.68,+2.54,Matches
530,Kasim Nuhu\Kasim-Nuhu,gh GHA,DFMF,de Hoffenheim,23,1995,2,140,70,25.9,1.6,2,70,1,0,,1,0.50,1,4,-3,-1.93,-1.93,3.6,4.9,-1.3,-0.85,-0.86,Matches
531,Steven Nzonzi\Steven-Nzonzi,fr FRA,MF,it Roma,29,1988,8,608,76,81.1,6.8,7,86,4,1,7,0,1.50,12,10,+2,+0.30,+0.30,12.3,10.7,+1.6,+0.24,+0.23,Matches
532,Jan Oblak\Jan-Oblak,si SVN,GK,es Atlético Madrid,25,1993,8,720,90,100.0,8.0,8,90,8,0,,0,2.00,11,9,+2,+0.25,,7.7,7.9,-0.2,-0.02,,Matches
533,Ivan Oblyakov\Ivan-Oblyakov,ru RUS,MF,ru CSKA Moscow,20,1998,6,484,81,89.6,5.4,6,81,2,0,,0,1.17,8,8,0,0.00,+1.61,6.6,8.1,-1.4,-0.27,+1.54,Matches
534,Bastian Oczipka\Bastian-Oczipka,de GER,DF,de Schalke 04,29,1989,2,180,90,25.0,2.0,2,90,2,0,,0,0.00,2,10,-8,-4.00,-4.33,2.1,6.1,-4.0,-2.02,-2.40,Matches
535,Álvaro Odriozola\Alvaro-Odriozola,es ESP,DF,es Real Madrid,22,1995,3,228,76,31.7,2.5,2,91,2,1,47,1,1.00,5,3,+2,+0.79,+0.24,3.2,1.9,+1.3,+0.51,+0.05,Matches
536,Marios Oikonomou\Marios-Oikonomou,gr GRE,DF,gr AEK Athens,25,1992,4,337,84,62.4,3.7,4,84,3,0,,1,1.00,2,8,-6,-1.60,+0.61,3.1,8.3,-5.2,-1.39,0.00,Matches
537,Sérgio Oliveira\Sergio-Oliveira,pt POR,MF,pt Porto,26,1992,4,99,25,10.6,1.1,1,84,0,3,5,2,2.50,4,2,+2,+1.82,+1.49,1.8,4.0,-2.2,-2.02,-2.12,Matches
538,Robin Olsen\Robin-Olsen,se SWE,GK,it Roma,28,1990,6,570,95,76.0,6.3,6,95,6,0,,2,1.50,11,9,+2,+0.32,+0.32,11.7,9.7,+2.1,+0.32,+0.52,Matches
539,André Onana\Andre-Onana,cm CMR,GK,nl Ajax,22,1996,12,1080,90,100.0,12.0,12,90,12,0,,0,2.00,22,13,+9,+0.75,,21.9,15.7,+6.2,+0.52,,Matches
540,Henry Onyekuru\Henry-Onyekuru,ng NGA,FW,tr Galatasaray,21,1997,5,324,65,60.0,3.6,3,90,3,2,27,0,0.60,2,6,-4,-1.11,-1.53,6.4,4.8,+1.7,+0.47,+1.28,Matches
541,Loïs Openda\Lois-Openda,be BEL,FW,be Club Brugge,18,2000,5,111,22,20.6,1.2,1,77,0,4,9,1,0.60,0,2,-2,-1.62,-2.25,1.2,1.6,-0.3,-0.27,-0.06,Matches
542,Divock Origi\Divock-Origi,be BEL,FW,eng Liverpool,23,1995,8,221,28,18.9,2.5,2,68,0,6,14,2,2.00,7,0,+7,+2.85,+2.38,3.6,3.3,+0.3,+0.11,-0.87,Matches
543,David Ospina\David-Ospina,co COL,GK,it Napoli,29,1988,6,540,90,100.0,6.0,6,90,6,0,,0,1.50,7,5,+2,+0.33,,10.1,5.9,+4.1,+0.69,,Matches
544,Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,eng Manchester City,30,1988,5,400,80,44.4,4.4,5,80,3,0,,4,2.40,7,5,+2,+0.45,-2.43,9.9,5.7,+4.2,+0.94,-0.38,Matches
545,Otávio\Otavio,br BRA,MFFW,pt Porto,23,1995,8,514,64,55.3,5.7,6,80,1,2,17,0,1.63,7,8,-1,-0.18,-1.47,8.3,8.0,+0.3,+0.05,+0.41,Matches
546,Adam Ounas\Adam-Ounas,dz ALG,FW,it Napoli,21,1996,2,24,12,4.4,0.3,0,,0,2,11,1,1.00,0,0,0,0.00,-0.35,0.1,0.3,-0.1,-0.55,-1.30,Matches
547,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MF,eng Liverpool,24,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
548,Daniele Padelli\Daniele-Padelli,it ITA,GK,it Inter,32,1985,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
549,Leandro Paredes\Leandro-Paredes,ar ARG,MF,fr Paris S-G,24,1994,2,37,19,5.1,0.4,0,,0,2,18,0,1.50,0,1,-1,-2.43,-3.62,0.2,0.9,-0.7,-1.71,-2.43,Matches
550,Daniel Parejo\Daniel-Parejo,es ESP,MF,es Valencia,29,1989,5,450,90,83.3,5.0,5,90,5,0,,0,1.00,3,5,-2,-0.40,-2.40,4.9,9.4,-4.5,-0.90,-1.48,Matches
551,Thomas Partey\Thomas-Partey,gh GHA,MF,es Atlético Madrid,25,1993,6,415,69,57.6,4.6,6,69,2,0,,1,2.17,5,2,+3,+0.65,+0.95,4.6,2.7,+1.9,+0.40,+1.01,Matches
552,Javier Pastore\Javier-Pastore,ar ARG,MF,it Roma,29,1989,1,58,58,7.7,0.6,1,58,0,0,,1,0.00,0,0,0,0.00,-0.26,0.8,0.5,+0.3,+0.52,+0.35,Matches
553,Alan Patrick\Alan-Patrick,br BRA,MF,ua Shakhtar,27,1991,5,206,41,38.1,2.3,2,76,0,3,18,1,1.00,4,7,-3,-1.31,+0.04,2.9,4.8,-2.0,-0.86,+0.60,Matches
554,Gabriel Paulista\Gabriel-Paulista,br BRA,DF,es Valencia,27,1990,5,450,90,83.3,5.0,5,90,5,0,,0,1.00,4,5,-1,-0.20,-1.20,5.5,9.2,-3.7,-0.75,-0.54,Matches
555,Milan Pavkov\Milan-Pavkov,rs SRB,FW,rs Red Star,24,1994,4,216,54,40.0,2.4,2,81,1,2,27,2,1.50,4,4,0,0.00,+3.33,1.2,6.7,-5.4,-2.27,+0.21,Matches
556,Lorenzo Pellegrini\Lorenzo-Pellegrini,it ITA,MF,it Roma,22,1996,6,391,65,52.1,4.3,4,76,0,2,44,0,2.00,11,5,+6,+1.38,+2.38,8.1,4.5,+3.5,+0.81,+1.28,Matches
557,Luca Pellegrini\Luca-Pellegrini,it ITA,DF,it Roma,19,1999,2,27,14,3.6,0.3,0,,0,2,13,0,1.50,1,0,+1,+3.33,+3.21,0.1,0.0,+0.1,+0.33,+0.13,Matches
558,Iñaki Peña\Inaki-Pena,es ESP,GK,es Barcelona,19,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
559,Pepe\Pepe,pt POR,DF,pt Porto,35,1983,3,300,100,32.3,3.3,3,100,3,0,,0,1.00,5,7,-2,-0.60,-1.60,5.2,5.2,0.0,-0.01,+0.17,Matches
560,André Pereira\Andre-Pereira,pt POR,FW,pt Porto,23,1995,4,66,17,7.1,0.7,0,,0,4,16,4,2.25,1,0,+1,+1.36,+0.95,1.0,0.4,+0.6,+0.80,+1.00,Matches
561,Andreas Pereira\Andreas-Pereira,br BRA,MFFW,eng Manchester Utd,22,1996,4,191,48,21.2,2.1,2,86,1,2,10,3,1.50,3,3,0,0.00,+0.13,2.9,2.5,+0.4,+0.18,+0.30,Matches
562,Danilo Pereira\Danilo-Pereira,pt POR,MF,pt Porto,26,1991,10,930,93,100.0,10.3,10,93,10,0,,0,1.90,20,15,+5,+0.48,,15.9,17.2,-1.3,-0.13,,Matches
563,Maxi Pereira\Maxi-Pereira,uy URU,DF,pt Porto,34,1984,8,634,79,68.2,7.0,7,88,6,1,17,2,2.38,16,8,+8,+1.14,+2.05,11.5,12.5,-1.1,-0.15,-0.07,Matches
564,Gastón Pereiro\Gaston-Pereiro,uy URU,MF,nl PSV Eindhoven,23,1995,6,389,65,72.0,4.3,5,78,1,1,0,0,1.00,3,10,-7,-1.62,-1.62,3.8,9.3,-5.4,-1.26,-1.37,Matches
565,Luan Peres Petroni\Luan-Peres-Petroni,br BRA,DF,be Club Brugge,24,1994,1,22,22,4.1,0.2,0,,0,1,21,0,1.00,0,0,0,0.00,-0.17,0.3,0.0,+0.3,+1.21,+1.49,Matches
566,Mattia Perin\Mattia-Perin,it ITA,GK,it Juventus,25,1992,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
567,Ivan Perišić\Ivan-Perisic,hr CRO,FW,it Inter,29,1989,6,499,83,92.4,5.5,6,83,4,0,,0,1.33,4,6,-2,-0.36,-2.56,7.7,7.2,+0.5,+0.09,-0.71,Matches
568,Luděk Pernica\Ludek-Pernica,cz CZE,DF,cz Viktoria Plzeň,28,1990,1,90,90,16.7,1.0,1,90,1,0,,5,1.00,2,2,0,0.00,+1.80,1.3,2.0,-0.7,-0.66,+0.16,Matches
569,Diego Perotti\Diego-Perotti,ar ARG,FW,it Roma,30,1988,2,149,75,19.9,1.7,1,121,1,1,28,0,0.00,1,4,-3,-1.81,-2.56,2.0,4.2,-2.2,-1.34,-1.92,Matches
570,Milan Petržela\Milan-Petrzela,cz CZE,FWMF,cz Viktoria Plzeň,35,1983,4,227,57,42.0,2.5,2,78,0,2,36,0,1.50,3,5,-2,-0.79,+1.22,3.6,4.6,-1.0,-0.39,+0.70,Matches
571,Maximilian Philipp\Maximilian-Philipp,de GER,FW,de Dortmund,24,1994,2,85,43,11.8,0.9,1,79,0,1,6,4,3.00,2,0,+2,+2.12,+1.83,2.6,0.4,+2.2,+2.33,+1.88,Matches
572,Cristiano Piccini\Cristiano-Piccini,it ITA,DF,es Valencia,25,1992,3,270,90,50.0,3.0,3,90,3,0,,2,1.67,3,2,+1,+0.33,+0.67,2.5,4.5,-2.0,-0.68,-0.05,Matches
573,Carlo Pinsoglio\Carlo-Pinsoglio,it ITA,GK,it Juventus,28,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
574,Lenny Pintor\Lenny-Pintor,fr FRA,FW,fr Lyon,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
575,Gerard Piqué\Gerard-Pique,es ESP,DF,es Barcelona,31,1987,11,990,90,91.7,11.0,11,90,11,0,,1,2.36,25,9,+16,+1.45,+1.45,21.7,11.7,+10.0,+0.91,+2.25,Matches
576,Łukasz Piszczek\Lukasz-Piszczek,pl POL,DF,de Dortmund,33,1985,5,450,90,62.5,5.0,5,90,5,0,,0,2.00,8,2,+6,+1.20,+1.87,7.4,3.6,+3.8,+0.76,+0.25,Matches
577,Pizzi\Pizzi,pt POR,MF,pt Benfica,28,1989,6,319,53,59.1,3.5,5,61,0,1,15,0,1.50,3,6,-3,-0.85,-0.03,4.7,6.0,-1.3,-0.38,-0.14,Matches
578,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,it Juventus,28,1990,10,809,81,89.9,9.0,10,81,6,0,,0,1.60,13,6,+7,+0.78,+2.76,15.8,7.6,+8.2,+0.91,+0.70,Matches
579,Paul Pogba\Paul-Pogba,fr FRA,MF,eng Manchester Utd,25,1993,9,728,81,80.9,8.1,8,88,6,1,25,0,1.11,7,10,-3,-0.37,-1.42,7.3,9.7,-2.4,-0.30,-1.23,Matches
580,Matteo Politano\Matteo-Politano,it ITA,FW,it Inter,24,1993,6,449,75,83.1,5.0,5,81,0,1,45,0,1.33,3,5,-2,-0.40,-1.39,6.6,6.9,-0.2,-0.05,-1.12,Matches
581,Ilya Pomazun\Ilya-Pomazun,ru RUS,GK,ru CSKA Moscow,21,1996,1,90,90,16.7,1.0,1,90,1,0,,3,0.00,0,3,-3,-3.00,-3.40,0.6,2.6,-2.0,-1.99,-1.87,Matches
582,Ezequiel Ponce\Ezequiel-Ponce,ar ARG,FW,gr AEK Athens,21,1997,6,489,82,90.6,5.4,6,82,3,0,,0,0.56,1,11,-10,-1.84,-0.08,2.6,12.1,-9.5,-1.75,-3.87,Matches
583,Zoran Popović\Zoran-Popovic,rs SRB,GK,rs Red Star,30,1988,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
584,Stefan Posch\Stefan-Posch,at AUT,DF,de Hoffenheim,21,1997,2,180,90,33.3,2.0,2,90,2,0,,1,0.50,3,4,-1,-0.50,0.00,2.7,3.7,-1.0,-0.51,-0.44,Matches
585,Benoît Poulain\Benoit-Poulain,fr FRA,DF,be Club Brugge,31,1987,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,6,5,+1,+0.17,,5.1,6.4,-1.3,-0.22,,Matches
586,Roman Procházka\Roman-Prochazka,sk SVK,MF,cz Viktoria Plzeň,29,1989,5,424,85,78.5,4.7,5,85,4,0,,0,1.20,4,14,-10,-2.12,-2.90,5.5,9.2,-3.7,-0.78,+0.07,Matches
587,Christian Pulisic\Christian-Pulisic,us USA,FWMF,de Dortmund,19,1998,7,453,65,62.9,5.0,5,81,2,2,25,0,1.43,5,4,+1,+0.20,-0.81,5.8,3.8,+1.9,+0.38,-0.78,Matches
588,Andriy Pyatov\Andriy-Pyatov,ua UKR,GK,ua Shakhtar,34,1984,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,8,16,-8,-1.33,,5.7,13.1,-7.4,-1.24,,Matches
589,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,fr Paris S-G,23,1995,5,284,57,39.4,3.2,3,91,3,2,6,1,2.00,11,6,+5,+1.58,+0.97,7.7,4.3,+3.4,+1.09,+0.81,Matches
590,Rafael\Rafael,br BRA,DFMF,fr Lyon,28,1990,3,238,79,33.1,2.6,3,79,1,0,,1,1.67,5,4,+1,+0.38,+1.13,4.8,3.9,+0.8,+0.32,+1.40,Matches
591,Rafinha\Rafinha,br BRA,DF,de Bayern Munich,32,1985,6,368,61,51.1,4.1,4,91,4,2,3,0,1.83,11,7,+4,+0.98,-0.04,6.4,5.0,+1.3,+0.33,-0.04,Matches
592,Rafinha\Rafinha,br BRA,FW,es Barcelona,25,1993,2,79,40,7.3,0.9,1,72,0,1,7,2,3.00,2,0,+2,+2.28,+1.02,2.2,0.8,+1.3,+1.53,+0.87,Matches
593,Andrea Raggi\Andrea-Raggi,it ITA,DF,fr Monaco,34,1984,4,360,90,66.7,4.0,4,90,4,0,,1,0.25,1,8,-7,-1.75,+0.75,3.0,8.0,-5.1,-1.27,-0.84,Matches
594,Baba Rahman\Baba-Rahman,gh GHA,MF,de Schalke 04,24,1994,1,75,75,10.4,0.8,0,,0,1,74,2,3.00,1,0,+1,+1.20,+2.18,1.1,0.5,+0.7,+0.81,+1.15,Matches
595,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,es Barcelona,30,1988,12,1018,85,94.3,11.3,12,85,9,0,,0,2.25,25,9,+16,+1.41,+1.41,22.1,12.3,+9.8,+0.86,+2.52,Matches
596,Yaroslav Rakitskiy\Yaroslav-Rakitskiy,ua UKR,DF,ua Shakhtar,28,1989,4,360,90,66.7,4.0,4,90,4,0,,1,0.50,4,13,-9,-2.25,-2.75,3.3,10.4,-7.1,-1.77,-1.59,Matches
597,Sergio Ramos\Sergio-Ramos,es ESP,DF,es Real Madrid,32,1986,5,418,84,58.1,4.6,5,84,4,0,,0,3.00,13,2,+11,+2.37,+4.16,9.3,5.9,+3.3,+0.72,+0.58,Matches
598,Bart Ramselaar\Bart-Ramselaar,nl NED,FWMF,nl PSV Eindhoven,22,1996,0,,,,,0,,0,0,,4,3.00,,,,,,,,,,,Matches
599,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,it Inter,30,1988,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
600,Marcus Rashford\Marcus-Rashford,eng ENG,FW,eng Manchester Utd,20,1997,10,722,72,80.2,8.0,8,84,4,2,27,0,1.30,10,8,+2,+0.25,+1.77,9.8,8.5,+1.3,+0.17,+1.14,Matches
601,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,es Real Madrid,21,1996,4,360,90,50.0,4.0,4,90,4,0,,0,1.50,8,6,+2,+0.50,-0.25,6.7,5.8,+0.9,+0.21,-0.53,Matches
602,Marco Reus\Marco-Reus,de GER,MFFW,de Dortmund,29,1989,6,523,87,72.6,5.8,6,87,5,0,,0,1.67,8,3,+5,+0.86,+1.32,8.2,4.6,+3.5,+0.61,-0.22,Matches
603,Kaveh Rezaei\Kaveh-Rezaei,ir IRN,FW,be Club Brugge,26,1992,2,97,49,18.0,1.1,1,79,0,1,18,1,2.00,2,1,+1,+0.93,+0.93,1.0,0.8,+0.2,+0.22,+0.53,Matches
604,Jakub Řezníček\Jakub-Reznicek,cz CZE,FW,cz Viktoria Plzeň,30,1988,6,61,10,11.3,0.7,0,,0,6,9,0,1.17,1,2,-1,-1.48,+0.03,0.5,1.4,-0.9,-1.28,-0.54,Matches
605,Radim Řezník\Radim-Reznik,cz CZE,DF,cz Viktoria Plzeň,29,1989,5,450,90,83.3,5.0,5,90,5,0,,0,0.80,5,15,-10,-2.00,-3.00,5.2,10.9,-5.7,-1.13,-2.03,Matches
606,Franck Ribéry\Franck-Ribery,fr FRA,FW,de Bayern Munich,35,1983,7,434,62,60.3,4.8,6,71,0,1,9,0,1.71,12,4,+8,+1.66,+1.66,8.7,5.1,+3.6,+0.75,+1.01,Matches
607,Dante Rigo\Dante-Rigo,be BEL,MF,nl PSV Eindhoven,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
608,Mats Rits\Mats-Rits,be BEL,MF,be Club Brugge,25,1993,5,270,54,50.0,3.0,3,85,2,2,7,1,1.00,5,3,+2,+0.67,+1.00,2.6,3.3,-0.8,-0.25,-0.06,Matches
609,Arjen Robben\Arjen-Robben,nl NED,FW,de Bayern Munich,34,1984,4,312,78,43.3,3.5,4,78,2,0,,0,2.50,9,2,+7,+2.02,+1.80,6.0,3.4,+2.6,+0.75,+0.71,Matches
610,Sergi Roberto\Sergi-Roberto,es ESP,DFMF,es Barcelona,26,1992,9,706,78,65.4,7.8,8,85,4,1,24,0,2.22,17,6,+11,+1.40,+0.20,16.4,7.8,+8.6,+1.10,+1.08,Matches
611,Andrew Robertson\Andrew-Robertson,sco SCO,DF,eng Liverpool,24,1994,12,1006,84,86.0,11.2,12,84,9,0,,0,1.83,17,12,+5,+0.45,-3.39,19.6,12.1,+7.4,+0.67,-1.04,Matches
612,Milan Rodić\Milan-Rodic,rs SRB,DF,rs Red Star,27,1991,5,450,90,83.3,5.0,5,90,5,0,,0,1.54,5,13,-8,-1.60,+2.40,2.4,13.3,-10.9,-2.19,+1.23,Matches
613,Rodri\Rodri,es ESP,MF,es Atlético Madrid,22,1996,8,607,76,84.3,6.7,6,90,6,2,33,0,2.00,9,7,+2,+0.30,+0.30,6.5,7.4,-0.9,-0.13,-0.69,Matches
614,Rodrigo\Rodrigo,es ESP,FW,es Valencia,27,1991,6,428,71,79.3,4.8,5,81,4,1,22,0,1.33,4,5,-1,-0.21,-1.01,5.4,8.7,-3.4,-0.71,-0.24,Matches
615,Garry Rodrigues\Garry-Rodrigues,cv CPV,FW,tr Galatasaray,27,1990,6,511,85,94.6,5.7,6,85,4,0,,0,0.67,4,8,-4,-0.70,-3.81,8.3,8.7,-0.4,-0.06,-0.43,Matches
616,James Rodríguez\James-Rodriguez,co COL,MF,de Bayern Munich,27,1991,5,333,67,46.3,3.7,4,76,0,1,28,1,1.60,4,2,+2,+0.54,-0.85,3.9,4.2,-0.3,-0.08,-0.81,Matches
617,Marko Rog\Marko-Rog,hr CRO,FW,it Napoli,23,1995,2,10,5,1.9,0.1,0,,0,2,4,2,2.00,0,1,-1,-9.00,-9.51,0.1,0.2,-0.1,-0.80,-1.52,Matches
618,Marcos Rojo\Marcos-Rojo,ar ARG,DF,eng Manchester Utd,28,1990,1,45,45,5.0,0.5,1,45,0,0,,2,0.00,0,1,-1,-2.00,-2.00,0.3,0.7,-0.3,-0.69,-0.66,Matches
619,Maximiliano Romero\Maximiliano-Romero,ar ARG,FW,nl PSV Eindhoven,19,1999,1,12,12,2.2,0.1,0,,0,1,11,0,0.00,1,0,+1,+7.50,+8.86,0.7,0.2,+0.5,+4.11,+5.10,Matches
620,Sergio Romero\Sergio-Romero,ar ARG,GK,eng Manchester Utd,31,1987,1,90,90,10.0,1.0,1,90,1,0,,9,0.00,1,2,-1,-1.00,-1.00,1.3,1.1,+0.2,+0.20,+0.29,Matches
621,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,it Juventus,33,1985,9,748,83,83.1,8.3,9,83,8,0,,0,1.44,9,9,0,0.00,-2.96,14.5,9.4,+5.1,+0.62,-1.34,Matches
622,Eloy Room\Eloy-Room,cw CUW,GK,nl PSV Eindhoven,29,1989,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
623,Pablo Rosario\Pablo-Rosario,nl NED,MF,nl PSV Eindhoven,21,1997,6,531,89,98.3,5.9,6,89,5,0,,0,1.00,6,12,-6,-1.02,+8.98,7.3,12.4,-5.1,-0.86,+0.84,Matches
