,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
125,Pape Cheikh Diop\Pape-Cheikh-Diop,sn SEN,MF,fr Lyon,20,1997,5,105,21,14.6,1.2,1,94,1,4,3,3,1.40,2,3,-1,-0.86,-0.56,1.1,3.9,-2.9,-2.45,-2.16,Matches
126,Nikita Chernov\Nikita-Chernov,ru RUS,DF,ru CSKA Moscow,22,1996,5,353,71,65.4,3.9,4,82,3,1,26,1,0.80,4,7,-3,-0.76,-1.73,5.1,6.4,-1.3,-0.33,+0.28,Matches
127,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,es Valencia,27,1990,3,108,36,20.0,1.2,1,67,0,2,21,0,1.33,2,0,+2,+1.67,+2.08,2.7,0.7,+2.0,+1.63,+2.86,Matches
128,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,it Juventus,33,1984,6,540,90,60.0,6.0,6,90,6,0,,2,2.00,8,4,+4,+0.67,+0.42,10.7,5.1,+5.7,+0.94,+0.25,Matches
129,Tahith Chong\Tahith-Chong,nl NED,MF,eng Manchester Utd,18,1999,1,11,11,1.2,0.1,0,,0,1,10,1,3.00,1,0,+1,+8.18,+8.38,0.8,0.1,+0.6,+5.06,+5.18,Matches
130,Tomáš Chorý\Tomas-Chory,cz CZE,FW,cz Viktoria Plzeň,23,1995,3,244,81,45.2,2.7,3,81,0,0,,2,2.00,3,7,-4,-1.48,+0.04,3.7,4.1,-0.4,-0.15,+1.18,Matches
131,Dmytro Chygrynskiy\Dmytro-Chygrynskiy,ua UKR,DF,gr AEK Athens,31,1986,5,450,90,83.3,5.0,5,90,5,0,,1,0.00,2,10,-8,-1.60,+1.40,3.8,10.6,-6.8,-1.35,+0.23,Matches
132,Sébastien Cibois\Sebastien-Cibois,fr FRA,GK,fr Paris S-G,20,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
133,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,es Barcelona,29,1989,1,90,90,8.3,1.0,1,90,1,0,,9,1.00,1,1,0,0.00,-1.45,1.1,2.4,-1.3,-1.34,-2.25,Matches
134,İsmail Çipe\Ismail-Cipe,tr TUR,GK,tr Galatasaray,23,1995,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
135,Kingsley Coman\Kingsley-Coman,fr FRA,FW,de Bayern Munich,22,1996,3,130,43,18.1,1.4,1,82,0,2,24,0,0.67,2,4,-2,-1.38,-2.91,1.4,3.9,-2.5,-1.70,-2.51,Matches
136,Germán Conti\German-Conti,ar ARG,DF,pt Benfica,24,1994,3,270,90,50.0,3.0,3,90,3,0,,2,1.00,4,8,-4,-1.33,-1.00,3.6,5.8,-2.2,-0.74,-0.84,Matches
137,Dion Cools\Dion-Cools,be BEL,DFMF,be Club Brugge,22,1996,2,120,60,22.2,1.3,0,,0,2,59,0,1.50,4,1,+3,+2.25,+2.68,1.8,1.6,+0.2,+0.12,+0.44,Matches
138,Francis Coquelin\Francis-Coquelin,fr FRA,MFFW,es Valencia,27,1991,4,278,70,51.5,3.1,3,86,2,1,20,1,1.25,3,2,+1,+0.32,+0.67,2.4,3.9,-1.5,-0.48,+0.35,Matches
139,Ante Ćorić\Ante-Coric,hr CRO,MF,it Roma,21,1997,1,27,27,3.6,0.3,0,,0,1,26,0,0.00,0,0,0,0.00,-0.25,0.2,0.2,+0.1,+0.19,-0.01,Matches
140,Vedran Ćorluka\Vedran-Corluka,hr CRO,DF,ru Loko Moscow,32,1986,3,270,90,50.0,3.0,3,90,3,0,,1,1.00,3,7,-4,-1.33,0.00,3.2,4.9,-1.7,-0.57,-0.54,Matches
141,Maxwel Cornet\Maxwel-Cornet,ci CIV,FWMF,fr Lyon,21,1996,5,216,43,30.0,2.4,2,90,0,3,12,0,1.20,4,6,-2,-0.83,-0.65,2.8,4.8,-2.0,-0.81,-0.29,Matches
142,Jesús Corona\Jesus-Corona,mx MEX,FWMF,pt Porto,25,1993,8,556,70,59.8,6.2,7,75,1,1,30,0,2.00,13,9,+4,+0.65,+0.41,9.5,9.5,0.0,-0.01,+0.31,Matches
143,Ángel Correa\Angel-Correa,ar ARG,FWMF,es Atlético Madrid,23,1995,8,355,44,49.3,3.9,3,74,0,5,27,0,2.00,10,5,+5,+1.27,+2.01,4.6,5.0,-0.3,-0.08,-0.11,Matches
144,Uroš Ćosić\Uros-Cosic,rs SRB,DFMF,gr AEK Athens,25,1992,4,293,73,54.3,3.3,3,90,3,1,22,2,0.67,0,7,-7,-2.15,-0.69,1.5,6.4,-4.9,-1.49,-0.23,Matches
145,Bruno Xavier Almeida Costa\Bruno-Xavier-Almeida-Costa,pt POR,MF,pt Porto,21,1997,2,28,14,3.0,0.3,0,,0,2,13,2,0.00,0,1,-1,-3.21,-3.81,0.1,0.5,-0.4,-1.16,-1.07,Matches
146,Diego Costa\Diego-Costa,es ESP,FW,es Atlético Madrid,29,1988,4,305,76,42.4,3.4,4,76,2,0,,0,2.25,4,6,-2,-0.59,-1.46,3.5,3.1,+0.4,+0.11,+0.24,Matches
147,Douglas Costa\Douglas-Costa,br BRA,FWMF,it Juventus,27,1990,5,160,32,17.8,1.8,1,93,1,4,17,0,2.00,1,2,-1,-0.56,-1.29,2.9,2.3,+0.6,+0.32,-0.64,Matches
148,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,es Real Madrid,26,1992,5,450,90,62.5,5.0,5,90,5,0,,3,1.80,10,8,+2,+0.40,-0.60,7.8,7.9,-0.1,-0.02,-1.32,Matches
149,Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,es Barcelona,26,1992,12,852,71,78.9,9.5,11,75,2,1,23,0,2.25,19,8,+11,+1.16,-0.81,16.6,11.0,+5.6,+0.59,-0.61,Matches
150,Bryan Cristante\Bryan-Cristante,it ITA,MF,it Roma,23,1995,7,517,74,68.9,5.7,5,90,5,2,33,1,1.71,10,7,+3,+0.52,+0.91,10.1,6.7,+3.4,+0.59,+1.26,Matches
151,Juan Cuadrado\Juan-Cuadrado,co COL,MFFW,it Juventus,30,1988,5,326,65,36.2,3.6,4,70,1,1,45,1,1.80,6,2,+4,+1.10,+0.95,7.9,1.1,+6.8,+1.87,+1.60,Matches
152,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,it Inter,29,1988,4,360,90,66.7,4.0,4,90,4,0,,2,1.00,3,5,-2,-0.50,-1.00,5.4,5.4,+0.1,+0.02,-0.38,Matches
153,Colin Dagba\Colin-Dagba,fr FRA,MF,fr Paris S-G,19,1998,1,10,10,1.4,0.1,0,,0,1,9,1,3.00,0,0,0,0.00,-1.01,0.0,0.1,0.0,-0.44,-1.05,Matches
154,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,de Dortmund,22,1996,5,318,64,44.2,3.5,3,86,2,2,31,2,2.00,6,3,+3,+0.85,+0.63,5.7,2.6,+3.1,+0.87,+0.35,Matches
155,Diogo Dalot\Diogo-Dalot,pt POR,DFMF,eng Manchester Utd,19,1999,4,244,61,27.1,2.7,2,83,1,2,40,1,1.50,4,1,+3,+1.11,+1.66,3.4,2.6,+0.8,+0.30,+0.50,Matches
156,Oleh Danchenko\Oleh-Danchenko,ua UKR,DF,ua Shakhtar,23,1994,1,89,89,16.5,1.0,1,89,0,0,,1,3.00,2,2,0,0.00,+1.60,1.8,1.1,+0.7,+0.71,+2.33,Matches
157,Danilo\Danilo,br BRA,DF,eng Manchester City,27,1991,2,120,60,13.3,1.3,1,91,1,1,29,3,3.00,10,0,+10,+7.50,+6.58,5.1,0.5,+4.6,+3.42,+2.61,Matches
158,Matteo Darmian\Matteo-Darmian,it ITA,DFMF,eng Manchester Utd,28,1989,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
159,Alphonso Davies\Alphonso-Davies,ca CAN,DFFW,de Bayern Munich,17,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
160,Ben Davies\Ben-Davies,wal WAL,DF,eng Tottenham,25,1993,9,570,63,48.7,6.3,6,91,6,3,9,3,1.44,10,9,+1,+0.16,+0.16,8.9,6.9,+2.1,+0.33,-0.11,Matches
161,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,eng Manchester City,27,1991,4,246,62,27.3,2.7,3,82,1,1,1,0,2.25,8,5,+3,+1.10,-0.97,5.2,3.6,+1.5,+0.56,-0.82,Matches
162,Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,it Roma,35,1983,4,304,76,40.5,3.4,4,76,2,0,,0,1.50,6,5,+1,+0.30,+0.09,4.5,5.0,-0.5,-0.14,-0.57,Matches
163,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,it Juventus,25,1992,4,306,77,34.0,3.4,4,77,1,0,,2,0.00,2,5,-3,-0.88,-2.09,5.2,3.9,+1.3,+0.37,-0.72,Matches
164,Saulo Decarli\Saulo-Decarli,ch SUI,MF,be Club Brugge,26,1992,1,1,1,0.2,0.0,0,,0,1,0,2,1.00,0,0,0,0.00,-0.17,0.0,0.0,0.0,0.00,+0.22,Matches
165,Miloš Degenek\Milos-Degenek,au AUS,DF,rs Red Star,24,1994,6,540,90,100.0,6.0,6,90,6,0,,0,1.46,5,17,-12,-2.00,,2.7,17.0,-14.3,-2.39,,Matches
166,Thomas Delaney\Thomas-Delaney,dk DEN,MF,de Dortmund,26,1991,6,296,49,41.1,3.3,4,70,2,2,8,0,1.17,1,5,-4,-1.22,-2.91,2.5,3.3,-0.7,-0.23,-1.52,Matches
167,Fabian Delph\Fabian-Delph,eng ENG,DFMF,eng Manchester City,28,1989,6,261,44,29.0,2.9,2,92,2,4,19,0,1.67,6,4,+2,+0.69,-1.56,4.9,2.4,+2.5,+0.85,-0.43,Matches
168,Mousa Dembélé\Mousa-Dembele,be BEL,MF,eng Tottenham,31,1987,2,163,82,13.9,1.8,2,82,1,0,,0,0.50,3,3,0,0.00,-0.09,2.7,2.1,+0.6,+0.33,-0.06,Matches
169,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,fr Lyon,22,1996,6,298,50,41.4,3.3,3,88,2,3,12,1,0.83,3,9,-6,-1.81,-2.45,4.0,10.5,-6.5,-1.97,-2.32,Matches
170,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,es Barcelona,21,1997,8,414,52,38.3,4.6,5,77,0,3,10,3,2.25,9,0,+9,+1.96,+1.01,9.5,6.5,+3.0,+0.66,-0.10,Matches
171,Kerem Demirbay\Kerem-Demirbay,de GER,MF,de Hoffenheim,25,1993,5,369,74,68.3,4.1,4,86,2,1,26,0,0.60,7,10,-3,-0.73,-0.73,6.5,8.5,-2.0,-0.48,-0.84,Matches
172,Jason Denayer\Jason-Denayer,be BEL,DF,fr Lyon,23,1995,8,720,90,100.0,8.0,8,90,8,0,,0,1.13,13,16,-3,-0.37,,12.1,17.0,-4.9,-0.61,,Matches
173,Igor Denisov\Igor-Denisov,ru RUS,MF,ru Loko Moscow,34,1984,6,469,78,86.9,5.2,5,90,5,1,18,0,0.50,4,12,-8,-1.54,-1.54,6.0,7.7,-1.7,-0.33,-0.22,Matches
174,Emmanuel Dennis\Emmanuel-Dennis,ng NGA,MF,be Club Brugge,20,1997,3,179,60,33.1,2.0,2,83,0,1,14,1,0.67,1,2,-1,-0.50,-1.00,1.3,2.2,-0.9,-0.44,-0.34,Matches
175,Stefano Denswil\Stefano-Denswil,nl NED,DF,be Club Brugge,25,1993,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,6,5,+1,+0.17,,5.1,6.4,-1.3,-0.22,,Matches
176,Dentinho\Dentinho,br BRA,FWMF,ua Shakhtar,29,1989,2,13,7,2.4,0.1,0,,0,2,6,1,1.50,1,0,+1,+6.92,+8.46,1.1,0.3,+0.8,+5.50,+6.90,Matches
177,Memphis Depay\Memphis-Depay,nl NED,FW,fr Lyon,24,1994,8,615,77,85.4,6.8,7,84,3,1,27,0,1.13,13,9,+4,+0.59,+6.59,11.1,12.8,-1.7,-0.24,+2.54,Matches
178,Eren Derdiyok\Eren-Derdiyok,ch SUI,FW,tr Galatasaray,30,1988,4,330,83,61.1,3.7,4,83,2,0,,0,1.00,4,5,-1,-0.27,+0.58,6.2,5.8,+0.3,+0.09,+0.33,Matches
179,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,fr Paris S-G,30,1988,8,656,82,91.1,7.3,8,82,3,0,,0,1.75,18,11,+7,+0.96,-0.45,13.9,10.0,+3.9,+0.54,-0.67,Matches
180,Franco Di Santo\Franco-Di-Santo,ar ARG,FW,de Schalke 04,29,1989,1,90,90,12.5,1.0,1,90,1,0,,2,0.00,1,3,-2,-2.00,-1.43,0.9,1.4,-0.5,-0.53,-0.35,Matches
181,Moussa Diaby\Moussa-Diaby,fr FRA,MF,fr Paris S-G,19,1999,1,8,8,1.1,0.1,0,,0,1,7,5,1.00,1,0,+1,+11.25,+10.37,0.0,0.2,-0.1,-1.63,-2.25,Matches
182,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,es Valencia,21,1996,3,270,90,50.0,3.0,3,90,3,0,,3,1.33,3,3,0,0.00,0.00,2.5,5.2,-2.7,-0.89,-0.47,Matches
183,Abdou Diallo\Abdou-Diallo,sn SEN,DF,de Dortmund,22,1996,7,619,88,86.0,6.9,7,88,6,0,,0,1.86,10,4,+6,+0.87,+2.65,11.3,4.9,+6.4,+0.93,+1.83,Matches
184,Lassana Diarra\Lassana-Diarra,fr FRA,MF,fr Paris S-G,33,1985,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
185,Rúben Dias\Ruben-Dias,pt POR,DFMF,pt Benfica,21,1997,5,404,81,74.8,4.5,5,81,4,0,,0,1.67,5,8,-3,-0.67,+0.66,5.9,7.5,-1.6,-0.35,-0.14,Matches
186,Krepin Diatta\Krepin-Diatta,sn SEN,DF,be Club Brugge,19,1999,2,6,3,1.1,0.1,1,6,0,1,0,0,2.00,0,0,0,0.00,-0.17,0.5,0.0,+0.5,+8.12,+8.44,Matches
187,Amadou Diawara\Amadou-Diawara,gn GUI,MF,it Napoli,21,1997,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
188,Brahim Díaz\Brahim-Diaz,es ESP,MF,eng Manchester City,18,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
189,Eric Dier\Eric-Dier,eng ENG,MF,eng Tottenham,24,1994,6,271,45,23.2,3.0,2,92,2,4,22,3,1.17,4,6,-2,-0.66,-0.96,4.1,4.0,+0.2,+0.06,-0.41,Matches
190,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,eng Liverpool,27,1991,12,1080,90,92.3,12.0,12,90,12,0,,0,2.00,24,12,+12,+1.00,+1.00,22.2,13.1,+9.0,+0.75,-0.74,Matches
191,Sofiane Diop\Sofiane-Diop,fr FRA,FW,fr Monaco,18,2000,4,269,67,49.8,3.0,2,91,2,2,44,2,0.25,1,7,-6,-2.01,-0.01,3.1,5.2,-2.1,-0.69,+0.59,Matches
192,Kasper Dolberg\Kasper-Dolberg,dk DEN,FW,nl Ajax,20,1997,9,301,33,27.9,3.3,3,74,1,6,13,3,1.67,7,5,+2,+0.60,-0.21,6.8,6.4,+0.3,+0.10,-0.57,Matches
193,Jaume Doménech\Jaume-Domenech,es ESP,GK,es Valencia,27,1990,1,90,90,16.7,1.0,1,90,1,0,,5,3.00,2,1,+1,+1.00,+1.20,1.1,1.3,-0.2,-0.20,+0.54,Matches
194,Ryan Donk\Ryan-Donk,sr SUR,MFDF,tr Galatasaray,32,1986,6,472,79,87.4,5.2,6,79,4,0,,0,0.67,4,7,-3,-0.57,-0.57,6.3,8.5,-2.2,-0.42,-3.05,Matches
195,Julian Draxler\Julian-Draxler,de GER,MFFW,fr Paris S-G,24,1993,7,287,41,39.9,3.2,3,84,2,4,9,1,1.57,7,5,+2,+0.63,-0.62,5.0,4.2,+0.9,+0.28,-0.53,Matches
196,Leo Dubois\Leo-Dubois,fr FRA,DF,fr Lyon,23,1994,5,287,57,39.9,3.2,3,91,3,2,8,0,1.20,3,7,-4,-1.25,-1.46,3.5,8.9,-5.5,-1.71,-1.82,Matches
197,Denzel Dumfries\Denzel-Dumfries,nl NED,DF,nl PSV Eindhoven,22,1996,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,6,13,-7,-1.17,,7.4,12.6,-5.3,-0.88,,Matches
198,Paulo Dybala\Paulo-Dybala,ar ARG,FWMF,it Juventus,24,1993,9,518,58,57.6,5.8,6,77,2,3,19,1,1.44,9,4,+5,+0.87,+0.87,10.4,3.7,+6.7,+1.16,+0.75,Matches
199,Alan Dzagoev\Alan-Dzagoev,ru RUS,MFFW,ru CSKA Moscow,28,1990,3,171,57,31.7,1.9,2,69,0,1,33,0,1.33,2,2,0,0.00,+0.24,2.1,3.2,-1.1,-0.60,-0.25,Matches
200,Edin Džeko\Edin-Dzeko,ba BIH,FW,it Roma,32,1986,6,570,95,76.0,6.3,6,95,6,0,,0,2.00,13,8,+5,+0.79,+2.29,10.8,8.5,+2.2,+0.35,+0.63,Matches
201,Lorenzo Ebecilio\Lorenzo-Ebecilio,nl NED,MFFW,rs Red Star,26,1991,4,115,29,21.3,1.3,1,67,0,3,16,1,1.22,1,6,-5,-3.91,-2.43,0.5,3.2,-2.6,-2.07,+0.41,Matches
202,Éder\Eder,pt POR,FW,ru Loko Moscow,30,1987,6,310,52,57.4,3.4,4,72,1,2,12,0,0.50,2,8,-6,-1.74,-0.96,4.2,5.6,-1.5,-0.43,-0.31,Matches
203,Ederson\Ederson,br BRA,GK,eng Manchester City,24,1993,10,900,90,100.0,10.0,10,90,10,0,,0,2.20,30,12,+18,+1.80,,22.2,10.7,+11.5,+1.15,,Matches
204,Carel Eiting\Carel-Eiting,nl NED,MF,nl Ajax,20,1998,1,90,90,8.3,1.0,1,90,1,0,,2,2.20,3,0,+3,+3.00,+2.45,1.9,0.3,+1.6,+1.58,+1.16,Matches
205,Jurgen Ekkelenkamp\Jurgen-Ekkelenkamp,nl NED,MF,nl Ajax,18,2000,1,16,16,1.5,0.2,0,,0,1,15,1,1.00,0,0,0,0.00,-0.76,0.2,0.0,+0.2,+1.15,+0.64,Matches
206,Breel Embolo\Breel-Embolo,ch SUI,FW,de Schalke 04,21,1997,5,381,76,52.9,4.2,5,76,1,0,,0,1.60,3,4,-1,-0.24,+1.09,5.8,5.9,-0.2,-0.04,+0.39,Matches
207,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,eng Tottenham,26,1992,12,1003,84,85.7,11.1,11,89,10,1,20,0,1.67,18,15,+3,+0.27,+1.35,18.1,12.0,+6.1,+0.54,+1.13,Matches
208,Fabinho\Fabinho,br BRA,MFDF,eng Liverpool,24,1993,11,730,66,62.4,8.1,7,91,7,4,24,2,2.27,19,6,+13,+1.60,+1.81,16.4,9.0,+7.3,+0.91,+0.25,Matches
209,Noah Fadiga\Noah-Fadiga,be BEL,DF,be Club Brugge,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
210,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,de Schalke 04,29,1988,6,540,90,75.0,6.0,6,90,6,0,,1,1.17,6,14,-8,-1.33,-2.33,6.2,11.3,-5.2,-0.86,-2.54,Matches
211,Radamel Falcao\Radamel-Falcao,co COL,FW,fr Monaco,32,1986,5,339,68,62.8,3.8,4,76,2,1,35,0,0.00,1,9,-8,-2.12,-0.33,3.7,7.9,-4.2,-1.11,-0.33,Matches
212,Jefferson Farfán\Jefferson-Farfan,pe PER,FWMF,ru Loko Moscow,33,1984,4,303,76,56.1,3.4,3,86,1,1,45,0,0.75,3,5,-2,-0.59,+1.68,3.3,4.1,-0.9,-0.25,+0.10,Matches
213,Christian Fassnacht\Christian-Fassnacht,ch SUI,MFFW,ch Young Boys,24,1993,6,381,64,70.6,4.2,5,71,0,1,24,0,1.00,4,11,-7,-1.65,-1.09,5.5,9.1,-3.6,-0.86,+0.38,Matches
214,Federico Fazio\Federico-Fazio,ar ARG,DF,it Roma,31,1987,6,540,90,72.0,6.0,6,90,6,0,,1,2.00,12,7,+5,+0.83,+2.12,11.0,6.7,+4.3,+0.72,+1.85,Matches
215,Sofiane Feghouli\Sofiane-Feghouli,dz ALG,MFFW,tr Galatasaray,28,1989,3,138,46,25.6,1.5,1,91,0,2,24,1,0.00,2,3,-1,-0.65,-0.20,4.9,2.4,+2.5,+1.61,+2.22,Matches
216,Ljubomir Fejsa\Ljubomir-Fejsa,rs SRB,MF,pt Benfica,29,1988,5,435,87,80.6,4.8,5,87,4,0,,0,1.33,5,11,-6,-1.24,-2.10,6.1,9.4,-3.3,-0.68,-1.85,Matches
217,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,fr Lyon,25,1993,6,502,84,69.7,5.6,6,84,2,0,,0,1.17,10,12,-2,-0.36,+0.05,9.2,9.9,-0.7,-0.12,+1.64,Matches
218,Felipe\Felipe,br BRA,DF,pt Porto,29,1989,10,930,93,100.0,10.3,10,93,10,0,,0,1.90,20,15,+5,+0.48,,15.9,17.2,-1.3,-0.13,,Matches
219,João Félix\Joao-Felix,pt POR,FW,pt Benfica,18,1999,1,76,76,14.1,0.8,1,76,0,0,,1,2.33,0,0,0,0.00,+0.97,1.4,0.4,+1.0,+1.15,+1.72,Matches
220,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,eng Manchester Utd,30,1987,5,304,61,33.8,3.4,3,91,3,2,16,0,2.00,4,2,+2,+0.59,+1.05,5.5,2.9,+2.6,+0.76,+1.23,Matches
221,Gedson Fernandes\Gedson-Fernandes,pt POR,MF,pt Benfica,19,1999,6,463,77,85.7,5.1,5,84,3,1,45,0,1.50,5,8,-3,-0.58,+1.75,7.2,9.1,-1.9,-0.37,-0.37,Matches
222,Manuel Fernandes\Manuel-Fernandes,pt POR,MFFW,ru Loko Moscow,32,1986,4,290,73,53.7,3.2,4,73,2,0,,0,0.00,1,9,-8,-2.48,-2.48,4.4,5.7,-1.3,-0.41,-0.25,Matches
223,Mário Fernandes\Mario-Fernandes,ru RUS,MFDF,ru CSKA Moscow,27,1990,6,461,77,85.4,5.1,6,77,5,0,,0,1.17,7,8,-1,-0.20,-0.20,6.3,8.2,-1.9,-0.37,+0.41,Matches
224,Fernandinho\Fernandinho,br BRA,MFDF,eng Manchester City,33,1985,8,643,80,71.4,7.1,7,88,6,1,27,0,2.00,15,9,+6,+0.84,-3.36,14.6,7.9,+6.7,+0.94,-0.76,Matches
225,Fernando\Fernando,br BRA,MF,tr Galatasaray,31,1987,4,323,81,59.8,3.6,4,81,2,0,,0,0.75,5,6,-1,-0.28,+0.55,7.6,4.6,+3.0,+0.84,+2.20,Matches
226,Fernando\Fernando,br BRA,FW,pt Porto,25,1993,4,145,36,15.6,1.6,1,78,0,3,22,0,0.75,1,3,-2,-1.24,-2.04,1.6,1.9,-0.3,-0.20,-0.09,Matches
227,Fernando\Fernando,br BRA,FW,ua Shakhtar,19,1999,2,84,42,15.6,0.9,1,84,0,1,0,1,0.50,0,3,-3,-3.21,-2.23,0.7,2.2,-1.4,-1.55,-0.37,Matches
228,Jordan Ferri\Jordan-Ferri,fr FRA,MFFW,fr Lyon,26,1992,1,9,9,1.3,0.1,0,,0,1,8,2,1.00,0,1,-1,-10.00,-9.75,0.1,1.2,-1.1,-11.20,-10.72,Matches
229,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,eng Liverpool,26,1991,11,700,64,59.8,7.8,8,78,2,3,25,1,2.00,15,7,+8,+1.03,+0.26,14.1,7.3,+6.8,+0.88,+0.17,Matches
230,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DFFW,it Roma,27,1991,8,619,77,82.5,6.9,6,90,5,2,40,0,1.50,12,8,+4,+0.58,+1.96,11.8,8.2,+3.7,+0.53,+1.91,Matches
231,Phil Foden\Phil-Foden,eng ENG,MF,eng Manchester City,18,2000,4,122,31,13.6,1.4,1,93,1,3,10,3,2.50,5,1,+4,+2.95,+1.33,3.7,2.1,+1.6,+1.20,+0.06,Matches
232,Hernâni Fortes\Hernani-Fortes,pt POR,FWMF,pt Porto,26,1991,6,127,21,13.7,1.4,1,77,0,5,10,3,2.17,6,3,+3,+2.13,+1.90,3.3,5.3,-2.0,-1.39,-1.46,Matches
233,Juan Foyth\Juan-Foyth,ar ARG,DF,eng Tottenham,20,1998,2,101,51,8.6,1.1,1,91,1,1,10,4,1.50,3,0,+3,+2.67,+2.84,1.5,0.4,+1.1,+0.99,+0.66,Matches
234,Lassina Franck Traoré\Lassina-Franck-Traore,bf BFA,FW,nl Ajax,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
235,Fred\Fred,br BRA,MF,eng Manchester Utd,25,1993,6,458,76,50.9,5.1,6,76,3,0,,4,1.50,6,7,-1,-0.20,-0.20,6.2,5.1,+1.1,+0.23,+0.58,Matches
236,Gabriel\Gabriel,br BRA,MF,pt Benfica,24,1993,4,221,55,40.9,2.5,2,91,2,2,20,1,0.25,2,7,-5,-2.04,-2.04,2.4,3.0,-0.5,-0.22,+0.17,Matches
237,Cody Gakpo\Cody-Gakpo,nl NED,MF,nl PSV Eindhoven,19,1999,1,8,8,1.5,0.1,0,,0,1,7,0,1.00,1,0,+1,+11.25,+12.60,0.5,0.0,+0.4,+4.94,+5.91,Matches
238,Konstantinos Galanopoulos\Konstantinos-Galanopoulos,gr GRE,MF,gr AEK Athens,20,1997,6,486,81,90.0,5.4,6,81,2,0,,0,0.56,2,10,-8,-1.48,+3.52,4.1,11.2,-7.1,-1.32,+0.65,Matches
239,Rodrigo Galo Brito\Rodrigo-Galo-Brito,br BRA,DFMF,gr AEK Athens,31,1986,5,118,24,21.9,1.3,1,76,0,4,11,1,0.57,0,3,-3,-2.29,-0.58,0.3,3.4,-3.1,-2.34,-1.22,Matches
240,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,es Valencia,31,1987,5,132,26,24.4,1.5,0,,0,5,26,0,1.00,0,1,-1,-0.68,-0.90,2.1,2.5,-0.4,-0.26,+0.53,Matches
241,Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,es Valencia,31,1986,3,220,73,40.7,2.4,2,91,2,1,39,0,2.33,3,2,+1,+0.41,+0.69,2.5,3.1,-0.6,-0.25,+0.69,Matches
242,Borja Garcés\Borja-Garces,es ESP,FW,es Atlético Madrid,18,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
243,Ulisses Garcia\Ulisses-Garcia,ch SUI,DF,ch Young Boys,22,1996,2,135,68,25.0,1.5,1,90,1,1,45,3,1.50,2,2,0,0.00,+1.78,1.6,3.7,-2.1,-1.42,-0.60,Matches
244,James Garner\James-Garner,eng ENG,MF,eng Manchester Utd,17,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
245,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,eng Tottenham,26,1992,1,90,90,7.7,1.0,1,90,1,0,,11,3.00,2,1,+1,+1.00,+1.00,2.6,0.6,+2.0,+2.00,+1.75,Matches
246,David de Gea\David-de-Gea,es ESP,GK,eng Manchester Utd,27,1990,9,810,90,90.0,9.0,9,90,9,0,,0,1.44,9,9,0,0.00,+1.00,9.5,10.3,-0.8,-0.09,-0.29,Matches
247,Dennis Geiger\Dennis-Geiger,de GER,MF,de Hoffenheim,20,1998,1,62,62,11.5,0.7,1,62,0,0,,0,0.00,1,2,-1,-1.45,-1.08,1.4,1.8,-0.4,-0.56,-0.39,Matches
248,Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DF,it Napoli,27,1991,1,21,21,3.9,0.2,0,,0,1,20,0,0.00,0,0,0,0.00,-0.35,0.7,1.7,-1.0,-4.30,-5.19,Matches
